Gene = Cralbp
Position 900: 2.360839049644762e-09
Position 322: 1.90108481605359e-09
Position 386: 1.1961533293739351e-09
Position 279: 9.451462438181888e-10
Position 874: 8.172221519004265e-10
Position 178: 7.070889299785315e-10
Position 880: 4.655705278476193e-11
Position 894: 3.9352222324498736e-11
Position 285: 1.2862703664612308e-11
Position 173: 7.81168822544872e-12
Position 725: 1.1718524804312127e-12
Position 324: 9.682072467177843e-14
