Gene = Reph
Position 4072: 4.6667567018917854e-05
Position 3872: 3.83380301839523e-05
Position 1670: 3.730496238156989e-05
Position 405: 3.685446044463812e-05
Position 1137: 3.291604173370894e-05
Position 3927: 2.98451915759351e-05
Position 3698: 2.9324124515280898e-05
Position 903: 2.657539465480542e-05
Position 4204: 2.5260723983114933e-05
Position 47: 2.5243820288887233e-05
Position 4509: 2.12918336804679e-05
Position 35: 2.062240003115886e-05
Position 1194: 1.8059864530679465e-05
Position 3588: 1.8018921761450258e-05
Position 688: 1.382475731213053e-05
Position 4880: 1.3482193082546205e-05
Position 4137: 1.1234524183832e-05
Position 1023: 8.44046338387112e-06
Position 5331: 7.785744046148408e-06
Position 4013: 7.592054222553614e-06
Position 3935: 7.477073708859401e-06
Position 603: 4.532043608392383e-06
Position 481: 3.708057627746764e-06
Position 433: 3.399671454566823e-06
Position 3760: 2.9169346998078104e-06
Position 467: 2.771795262179654e-06
Position 234: 2.7186793500604686e-06
Position 1058: 2.626856617221388e-06
Position 1348: 2.294895262733771e-06
Position 1335: 2.2004818006684555e-06
Position 5433: 2.090242952123557e-06
Position 273: 1.6973808455395495e-06
Position 479: 1.6760098720222075e-06
Position 1683: 1.1646654481331155e-06
Position 1731: 1.1348408966407421e-06
Position 10: 1.0436246688990367e-06
Position 3458: 9.179423306606019e-07
Position 220: 5.334941666736297e-07
Position 5681: 5.227484355773321e-07
Position 210: 4.22894326280389e-07
Position 5188: 3.9358277837320137e-07
Position 550: 3.9262859346461924e-07
Position 789: 3.7082684353121526e-07
Position 190: 3.095628412355377e-07
Position 1459: 2.0059728080913332e-07
Position 605: 1.9382396450513083e-07
Position 4146: 1.3553573406927381e-07
Position 5093: 1.2278812485688503e-07
Position 413: 7.886556174358076e-08
Position 3852: 6.634766857050469e-08
Position 563: 6.231008078223943e-08
Position 411: 3.4101229072852495e-08
Position 3979: 1.8949382082777846e-08
Position 4182: 1.548236473299594e-08
Position 255: 8.955945508217603e-09
Position 1506: 6.633555641067074e-09
Position 266: 5.273481844661379e-09
Position 114: 4.649043314669214e-09
Position 3762: 2.9822352078712997e-09
Position 469: 2.851823401525957e-09
Position 725: 5.851371585848115e-10
Position 439: 1.8879071539617565e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3423: 0.9892389108530801
Position 3979: 0.9559600393111146
Position 5043: 0.8722781095975766
Position 3587: 0.8625902061020803
Position 704: 0.3752875928053266
Position 1977: 0.3368544742529964
Position 3637: 0.08393966325937773
Position 1198: 0.05947893853387561
Position 1247: 0.035694255583960735
Position 4386: 0.03463377176427621
Position 285: 0.02634001385669442
Position 3611: 0.02407965151529239
Position 4146: 0.015265223837066284
Position 5664: 0.01488633155508097
Position 3634: 0.012264824841659186
Position 758: 0.010608597267744777
Position 2758: 0.010077216046869255
Position 1955: 0.009187373075494892
Position 5870: 0.009121835950392348
Position 4547: 0.008095490900430135
Position 5049: 0.007850323425774831
Position 2683: 0.007530712084339516
Position 3391: 0.00708956791043688
Position 5839: 0.005697307543237216
Position 3673: 0.0053187870037396485
Position 1748: 0.004678339513648394
Position 1036: 0.004678234927343429
Position 4892: 0.004548389619123379
Position 1050: 0.0044450053140587305
Position 4482: 0.0042219652120211275
Position 6069: 0.0041479705357699535
Position 2881: 0.004105999751115655
Position 2094: 0.003400247414476532
Position 2462: 0.0033897593436638114
Position 5878: 0.003167645737158942
Position 3678: 0.0029228936698087763
Position 4821: 0.0027561395694623144
Position 4701: 0.0025452381477924202
Position 6402: 0.002392111358370552
Position 4824: 0.002104656760428272
Position 4763: 0.001923849610673577
Position 3721: 0.0018268018938764504
Position 240: 0.0014272397486022833
Position 4664: 0.0014032875211155396
Position 862: 0.001327911057889487
Position 4562: 0.0011833048558580368
Position 1264: 0.0011549113729342369
Position 6484: 0.0011105511384687287
Position 6277: 0.0010315014010114495
Position 2335: 0.001022373240262077
Position 5541: 0.000962045018781661
Position 2214: 0.0009617966321673169
Position 128: 0.000887598685740449
Position 789: 0.000878144354858652
Position 5977: 0.0008443167612249738
Position 6133: 0.0008073726935070349
Position 1087: 0.0008010436371663509
Position 576: 0.0007862639215388783
Position 6264: 0.0007699949261666338
Position 3011: 0.0007337220099626481
Position 1070: 0.0006864552806280194
Position 2027: 0.0006362666312056565
Position 2499: 0.0006256761359176423
Position 1900: 0.0006172668807483745
Position 4514: 0.0006123565604046693
Position 2999: 0.0005836335254488965
Position 1645: 0.0004691881251284852
Position 5513: 0.0004610566920802592
Position 5972: 0.00045744171677010464
Position 5453: 0.00044500700776704165
Position 613: 0.0004329984541945802
Position 492: 0.00043123120555345085
Position 433: 0.0004185095474610493
Position 2836: 0.0003756828470154939
Position 4506: 0.00034525686107929115
Position 5672: 0.00032458579378986593
Position 1356: 0.0003169161763056591
Position 6260: 0.0003114706047064931
Position 3858: 0.00030881863067798774
Position 6012: 0.0003044065705048799
Position 5421: 0.0002989467243655277
Position 1607: 0.00029724143734849277
Position 5376: 0.00029254924758433847
Position 807: 0.00028472239849922895
Position 4915: 0.0002758211095577142
Position 371: 0.00026643519719685035
Position 1058: 0.0002602509130959781
Position 4633: 0.00025147831873906706
Position 5399: 0.0002495269848806263
Position 5817: 0.0002473650942259402
Position 839: 0.00024005050509758814
Position 2694: 0.00023629545158926053
Position 5396: 0.00022758681345747366
Position 538: 0.00022044352615687072
Position 293: 0.00021800894047485986
Position 4909: 0.00020796034600158904
Position 4675: 0.00019129067587008645
Position 4360: 0.00018107039469758313
Position 346: 0.00016392286220739375
Position 5146: 0.00015923772468196595
Position 4229: 0.00015372614670699085
Position 579: 0.00015064580018756126
Position 5775: 0.0001492556660991086
Position 2006: 0.00013833986883678772
Position 4684: 0.0001312282422555143
Position 6167: 0.0001282091562707306
Position 146: 0.0001236626009221485
Position 563: 0.00011831354015257348
Position 359: 0.00011589845652926548
Position 266: 0.00010702439191318552
Position 4843: 9.606865210793597e-05
Position 526: 9.392857466800231e-05
Position 4354: 8.81281129155346e-05
Position 1110: 8.182412481720745e-05
Position 4876: 7.780102108425054e-05
Position 911: 7.663796072064515e-05
Position 4398: 7.355876741758461e-05
Position 4494: 6.424806596586667e-05
Position 5135: 6.379308376034683e-05
Position 588: 6.139626983832958e-05
Position 1437: 5.243213056682817e-05
Position 4062: 4.7026823928301305e-05
Position 5261: 3.90972707524012e-05
Position 4979: 3.478544973694247e-05
Position 4681: 3.157855566369144e-05
Position 4794: 3.078969853980752e-05
Position 299: 2.837351883307358e-05
Position 377: 1.9155834509556115e-05
Position 5287: 1.7595143327154402e-05
Position 1335: 1.6643685426861546e-05
Position 4722: 1.4989114076594156e-05
Position 5143: 1.3672900804738242e-05
Position 251: 1.3569308967236098e-05
Position 379: 1.3110967874428803e-05
Position 3903: 5.377486740431257e-06
Position 373: 5.229958478870365e-06
Position 475: 4.2494346213939724e-06
Position 550: 3.7041595260001757e-06
Position 500: 3.22519995992802e-06
Position 3850: 2.8787996885088898e-06
Position 253: 2.328850114212591e-06
Position 3811: 2.0475201734849116e-06
Position 3691: 1.9724837510587597e-06
Position 851: 1.7564831938734732e-06
Position 450: 1.7238356514740864e-06
Position 273: 9.849439126877593e-07
Position 4051: 7.012687187124843e-07
Position 836: 6.585127343385818e-07
Position 4213: 5.161507689011434e-07
Position 649: 4.03926076026254e-07
Position 383: 3.221400590424901e-07
Position 1328: 2.9379114227719915e-07
Position 4200: 2.6309033213254535e-07
Position 1442: 2.388267589364967e-07
Position 4338: 2.1675032878239994e-07
Position 4105: 1.35193407248829e-07
Position 4443: 8.599203481413528e-08
Position 3997: 8.004711719135719e-08
Position 4042: 7.22602253889731e-08
Position 4159: 6.979092330857633e-08
Position 158: 6.88972406705115e-08
Position 247: 6.38644595024573e-08
Position 4303: 5.9591897138391014e-08
Position 148: 4.863087156500629e-08
Position 457: 3.889805812686775e-08
Position 152: 3.375920051998822e-08
Position 245: 2.0844855150831705e-08
Position 461: 1.820621383707014e-08
Position 177: 1.3743491273369091e-11
Position 186: 9.237067557331139e-12
Position 190: 1.8201298873752155e-12
Position 167: 7.37279902413421e-14
Position 169: 6.928320669673181e-16
Position 173: 6.449186471762217e-16
Position 387: 7.342790459954932e-17
Position 171: 7.311752815579537e-17
