Gene = jv
Position 17356: 0.9746943907646889
Position 18285: 0.969267289579114
Position 5160: 0.9656114768802494
Position 25107: 0.9539154724047283
Position 20478: 0.727581631469368
Position 4497: 0.6240705144625927
Position 1267: 0.3643743433397919
Position 23160: 0.3502994751694085
Position 5623: 0.27018708096891164
Position 23009: 0.2544165285138666
Position 144: 0.20593107266545407
Position 22258: 0.1433235312568868
Position 23981: 0.1164398200690302
Position 22510: 0.11629381393266991
Position 956: 0.11612716486533674
Position 17660: 0.11350347316813639
Position 5445: 0.08580557196062462
Position 5519: 0.08381396283764803
Position 18759: 0.07413229519156188
Position 1228: 0.07005034926353211
Position 1961: 0.06362938651280532
Position 21646: 0.06163969011931187
Position 12089: 0.060107166866406686
Position 9320: 0.05666963573293496
Position 4893: 0.05524920083850818
Position 23377: 0.04877654633734409
Position 16423: 0.04803158135867145
Position 21617: 0.04020626709658715
Position 25276: 0.037655183923444545
Position 8905: 0.03390800712752137
Position 21341: 0.031247555266065048
Position 4657: 0.031219819552414565
Position 20190: 0.026349097545094357
Position 20248: 0.023758510786571076
Position 2099: 0.023251070746153048
Position 4544: 0.022681726795237826
Position 25998: 0.015530714475771859
Position 1992: 0.015441388403139735
Position 18846: 0.015083719741864236
Position 18818: 0.014115231494862771
Position 18686: 0.013838555279714898
Position 18737: 0.013798215578610856
Position 5714: 0.013414282939112183
Position 966: 0.013065882542897074
Position 1123: 0.011967225986938121
Position 3502: 0.011343213176793022
Position 25803: 0.011224258686457675
Position 18742: 0.010888969047609755
Position 20000: 0.0102605673262953
Position 3752: 0.009597718697044075
Position 25765: 0.009021587487765718
Position 596: 0.008980853171597055
Position 15767: 0.008918754185612774
Position 25040: 0.008749650431671323
Position 12683: 0.007446474040646278
Position 432: 0.007354941155682479
Position 18769: 0.007006801702016654
Position 18186: 0.00677626659377382
Position 697: 0.0059901894894378895
Position 24414: 0.005903679982622443
Position 25121: 0.005534779062098987
Position 18036: 0.005458633952361201
Position 8872: 0.005258200806746543
Position 19399: 0.005059770492617055
Position 15788: 0.004934979936832144
Position 20809: 0.004273718374554191
Position 1934: 0.003922167593591205
Position 12367: 0.0036732078970557218
Position 21073: 0.003662796402460876
Position 21344: 0.003662611244078515
Position 24960: 0.0036358929273841737
Position 18650: 0.003635755381572228
Position 19351: 0.0036263124952792642
Position 2114: 0.0036099725654427563
Position 8144: 0.0036061813019515627
Position 20863: 0.003539735547238496
Position 11967: 0.00348939239636101
Position 149: 0.003425272248571059
Position 3573: 0.0031642821106202903
Position 510: 0.003127203086971192
Position 10091: 0.003085782821112369
Position 641: 0.0029875934380647713
Position 18810: 0.0028677116233046815
Position 4704: 0.0028627165421712527
Position 9520: 0.0028598061577849985
Position 24938: 0.002745724758589637
Position 4525: 0.002708506036623527
Position 18339: 0.0027046380716204623
Position 2032: 0.0026859800087056626
Position 4599: 0.002631733653375474
Position 25138: 0.0024787079640355807
Position 25304: 0.0022659854325501193
Position 1187: 0.0022382519763488443
Position 6015: 0.0020435784986494827
Position 19330: 0.002032007293510476
Position 9285: 0.0018610867971102765
Position 21183: 0.0018587795001436768
Position 24830: 0.0015973966370027856
Position 4441: 0.0015908093372841614
Position 24146: 0.0015415838115541433
Position 19303: 0.0014981585171207914
Position 25307: 0.0014144419615115859
Position 8104: 0.0013704509097628838
Position 5402: 0.001368701478144727
Position 5752: 0.001361511783724945
Position 2262: 0.0013049552694606732
Position 743: 0.0012487749355481797
Position 1697: 0.0012350593605270305
Position 1399: 0.0011905649615700455
Position 9677: 0.0011726096416872145
Position 2277: 0.0011708906237900838
Position 25551: 0.0011295894752749321
Position 7850: 0.0010869787088507367
Position 25280: 0.0010869523491241378
Position 2268: 0.0010637687929384108
Position 569: 0.0010148724968319222
Position 1582: 0.0008950404563557867
Position 18766: 0.000886256300143513
Position 9234: 0.0008516395147620242
Position 25066: 0.0008064057780735025
Position 24304: 0.0007471962553834701
Position 2206: 0.0006656993132014567
Position 347: 0.0006472593386361217
Position 9027: 0.0006206532929513582
Position 474: 0.0006086915547599095
Position 1148: 0.0006008835030028489
Position 6064: 0.0005888481303964649
Position 24282: 0.0005868702602576623
Position 4503: 0.0005515819312788566
Position 1027: 0.0005320690419667049
Position 1538: 0.0005292378922488888
Position 26128: 0.0005193033304989962
Position 21365: 0.0005145056900053723
Position 807: 0.00047467884012368543
Position 870: 0.00047419236116892676
Position 285: 0.0004741789999162762
Position 25144: 0.0004291654190822762
Position 19470: 0.00041716321591131993
Position 19602: 0.0004155136045785138
Position 25147: 0.00034423383922117584
Position 18090: 0.000325667999735443
Position 18772: 0.0002606045898300225
Position 5409: 0.00025070092371274374
Position 5478: 0.00024109015472127424
Position 1906: 0.000215898026974766
Position 1939: 0.00021474198615000132
Position 12744: 0.00020865427558248805
Position 1161: 0.00020296068469895307
Position 1861: 0.00019638514008318717
Position 307: 0.00019612644109047144
Position 24907: 0.0001918397160183521
Position 2235: 0.00018037332602281107
Position 2074: 0.00017290564325768851
Position 538: 0.00016857847147602815
Position 21165: 0.00015440407970342647
Position 466: 0.00015279888314797827
Position 25616: 0.00015151593321947884
Position 24894: 0.00014565969284382365
Position 24862: 0.0001269320309703539
Position 3428: 0.00011503766369411836
Position 18194: 0.00010047933049368828
Position 8271: 9.030464892261213e-05
Position 25130: 8.411533843811209e-05
Position 1595: 8.234032777210498e-05
Position 7468: 8.220980094307597e-05
Position 25010: 8.143164922613523e-05
Position 6934: 7.641811969235681e-05
Position 652: 7.550472773721093e-05
Position 709: 6.305889836631089e-05
Position 444: 4.599061454834418e-05
Position 659: 4.378168124878245e-05
Position 573: 4.14989912150105e-05
Position 1673: 4.076004627619111e-05
Position 298: 2.8295205658028248e-05
Position 2038: 2.6189823725027576e-05
Position 785: 1.9077993816353773e-05
Position 385: 1.753695281184794e-05
Position 478: 1.037329589768362e-05
Position 704: 7.096260949145218e-06
Position 176: 6.678641859141271e-06
Position 153: 6.207403887621037e-06
Position 20596: 3.262089449336988e-06
Position 3115: 2.3063013845493917e-06
Position 273: 1.9050480298297272e-06
Position 20412: 1.7828588907205346e-06
Position 5565: 1.7147358261889235e-06
Position 612: 1.687530859198446e-06
Position 702: 1.5523574595997033e-06
Position 369: 1.296909196732638e-06
Position 24949: 1.2283405323680225e-06
Position 329: 9.536483455404664e-07
Position 5584: 8.002728287738937e-07
Position 809: 7.700706691164923e-07
Position 1800: 7.441971749959872e-07
Position 103: 4.221026570063126e-07
Position 107: 3.710323870352929e-07
Position 5697: 1.8749462113080862e-07
Position 6717: 1.588136748802594e-07
Position 2424: 5.2835590434080635e-08
Position 5825: 1.9241426720988373e-08
Position 262: 1.8542142721204533e-08
Position 222: 1.7730444938941015e-08
Position 366: 1.3281622227021373e-08
Position 238: 1.1922734713878003e-08
Position 5951: 1.6476138131482009e-09
Position 236: 7.263842066448284e-10
Position 5928: 5.393388393437337e-10
Position 2289: 4.601239015354839e-10
Position 70: 3.1618191058234716e-11
Position 314: 5.84287882091897e-12
Position 264: 1.4048006398311079e-12
Position 224: 5.063486249683687e-13
