Gene = Mob2
Position 1036: 4.3425783015722584e-32
Position 792: 3.5600570285568453e-32

Sorted 3' Splice Sites (High to Low Probability):
Position 34890: 0.9999999999987934
Position 36556: 0.9880098376564047
Position 36719: 0.9659282127098772
Position 20266: 0.2749457637105784
Position 20524: 0.13780078995022324
Position 586: 0.07045402777075431
Position 35642: 0.05592310811761506
Position 3636: 0.031380744414230326
Position 3300: 0.019986245126224413
Position 7714: 0.019727080091102904
Position 7178: 0.01797682649954992
Position 38437: 0.01740752158346521
Position 35201: 0.01633132186839633
Position 7799: 0.015034784778976172
Position 36744: 0.013302164873348664
Position 7841: 0.012761600599383046
Position 38051: 0.012184068791487333
Position 38689: 0.011256064265644489
Position 35526: 0.011244542020992041
Position 419: 0.010709120926982658
Position 617: 0.00917189460385369
Position 38942: 0.007656552929793065
Position 3072: 0.0070904339609630124
Position 39037: 0.006192988439867079
Position 37929: 0.005590948367438757
Position 38393: 0.005488235250498795
Position 6987: 0.0038617252933574246
Position 36700: 0.0037973614858132203
Position 38987: 0.003505476908869634
Position 37547: 0.0029212840314747648
Position 38403: 0.0029094443535297035
Position 2942: 0.002714522568806341
Position 36938: 0.0026021070468500163
Position 38748: 0.0024467208450631513
Position 35412: 0.0022058952872974183
Position 39150: 0.0021866556019904475
Position 3533: 0.00180620549349521
Position 3085: 0.0016917273381695714
Position 38462: 0.0013012353089449902
Position 3306: 0.0011325976744302564
Position 2912: 0.0010947927465403127
Position 3837: 0.0010813488422275767
Position 38663: 0.001061156969636803
Position 3039: 0.0010285334628563811
Position 3412: 0.0009371037473266897
Position 3397: 0.0009286970979025774
Position 36913: 0.0008812000652965896
Position 37032: 0.0008447141786973391
Position 39175: 0.0008214273375691404
Position 7581: 0.0008153069013491654
Position 1965: 0.0007156933620355432
Position 1990: 0.0006714862384814371
Position 6750: 0.0006635310838270141
Position 37035: 0.000635925632015358
Position 3474: 0.0006150627159204921
Position 2974: 0.0005666597000307021
Position 38613: 0.000491532784826174
Position 37950: 0.0004762173974664408
Position 1222: 0.00046611561916247023
Position 1996: 0.0004097416615761994
Position 37972: 0.0003724861647936671
Position 2875: 0.0003553250566316524
Position 35204: 0.0002933361260326067
Position 2381: 0.00025902764554528953
Position 37155: 0.0002563303783149706
Position 3220: 0.0002458242890907381
Position 682: 0.00024230348970754958
Position 2276: 0.0002420366541650347
Position 3163: 0.0002384151240260319
Position 5040: 0.00019984697330300107
Position 2054: 0.00018971228569050446
Position 1525: 0.00018636485400651978
Position 3335: 0.00018197257658288032
Position 39331: 0.00018080554912545745
Position 38585: 0.00017260171586236202
Position 36807: 0.00016654706076285776
Position 3371: 0.0001656736354799105
Position 2841: 0.00016441793436931424
Position 2309: 0.00015669873727239205
Position 37638: 0.00014761956047213733
Position 1019: 0.00014673771393573052
Position 1824: 0.00012567369737943027
Position 2495: 0.00011244586173336568
Position 37904: 0.00010914208709644896
Position 1798: 0.00010633663981584267
Position 37327: 9.705285614621914e-05
Position 36766: 9.266058541132091e-05
Position 3126: 8.606927884953066e-05
Position 38567: 8.202697339768894e-05
Position 38639: 8.029785376257144e-05
Position 37438: 7.549876599463221e-05
Position 36885: 5.364786777279302e-05
Position 623: 5.079566802796381e-05
Position 393: 4.221607663863143e-05
Position 36804: 3.916572923379693e-05
Position 23242: 4.406483902298156e-13
Position 20636: 4.84140228493121e-14
Position 17196: 4.833139454384758e-16
Position 12171: 3.2499809876315917e-18
Position 12726: 1.0008572663102688e-18
Position 8114: 5.393079752269708e-19
Position 11888: 5.110097340752333e-19
Position 9586: 3.2950259839485017e-19
Position 8530: 1.8351954628807142e-19
Position 9914: 1.5615237516083747e-19
Position 10601: 9.773009709515776e-20
Position 8542: 8.010132568088861e-20
Position 8276: 4.801977529797757e-20
Position 8837: 2.1350432950057624e-20
Position 8177: 1.8724972676871344e-20
Position 8218: 4.1211749338578664e-21
Position 9630: 3.3642077084840584e-21
Position 4094: 2.7956499862550024e-21
Position 4207: 2.690953598393626e-21
Position 4849: 2.3296111539532778e-21
Position 1428: 2.1436122049626996e-21
Position 1562: 1.5766777455216521e-21
Position 9549: 1.4814695537936212e-21
Position 4500: 1.0660385984494521e-21
Position 6234: 1.0334704332997983e-21
Position 840: 1.0309210914718674e-21
Position 6326: 9.56504148254439e-22
Position 1575: 7.632027265253929e-22
Position 142: 7.290646713092444e-22
Position 1431: 6.623584778641317e-22
Position 6374: 6.447605535032809e-22
Position 7555: 5.496610643883531e-22
Position 1079: 5.39610847686312e-22
Position 5077: 4.878969596860078e-22
Position 1488: 4.737310318902784e-22
Position 1415: 4.710544989191418e-22
Position 4228: 4.645238599620704e-22
Position 5768: 4.495087694419018e-22
Position 6782: 3.4861053891937914e-22
Position 235: 3.4045505357843853e-22
Position 1225: 2.5493984827717496e-22
Position 264: 2.4862940936143136e-22
Position 4452: 2.226331496139575e-22
Position 281: 1.7956794491785694e-22
Position 874: 1.7485602348259027e-22
Position 5526: 1.742180104392661e-22
Position 1626: 1.3338949793082643e-22
Position 885: 1.0507387691437822e-22
Position 5245: 1.043795839045556e-22
Position 4534: 8.781629666810608e-23
Position 261: 8.775955684271442e-23
Position 1863: 8.752748690107697e-23
Position 4830: 7.311811455166956e-23
Position 731: 7.031291170074795e-23
Position 1453: 6.93110962823026e-23
Position 1616: 4.8733737575605456e-23
Position 1600: 4.8679917347607627e-23
Position 4221: 4.572500331768858e-23
Position 1042: 3.762536065863635e-23
Position 4161: 3.3713505666364615e-23
Position 4097: 3.2482992811145525e-23
Position 227: 2.884798802989475e-23
Position 1398: 2.0552371507067138e-23
Position 1303: 1.3146179674393186e-23
Position 1297: 9.736400844052413e-24
Position 844: 9.436585582921484e-24
Position 387: 5.0456172607843026e-24
Position 1594: 3.4738128155061646e-24
Position 1582: 2.374660249516887e-24
Position 2719: 2.026654031749869e-24
Position 959: 1.886886771140966e-24
Position 1367: 1.714094552073337e-24
Position 1457: 1.6143152196738455e-24
Position 1381: 1.5067365599049475e-24
Position 79: 1.4387312853959527e-24
Position 75: 1.2955943359898321e-24
Position 2506: 1.2564211355691403e-24
Position 644: 1.249259227557295e-24
Position 1022: 1.2226325663611813e-24
Position 852: 1.0025357087297313e-24
Position 626: 4.711905852463665e-25
Position 1642: 1.256889801539143e-25
Position 662: 2.9989889782091933e-26
Position 698: 9.051399660167326e-27
Position 295: 1.7490795816873413e-27
Position 363: 5.129479603307322e-28
Position 695: 3.8526601039406046e-28
Position 81: 3.2637003709962587e-28
Position 273: 2.7337863231596715e-28
Position 733: 2.0848243844165118e-29
Position 213: 1.6842130078737778e-29
Position 215: 9.499718068674822e-31
Position 344: 8.906423439370223e-32
Position 160: 4.057788078227202e-32
