Gene = lama
Position 3017: 2.203206590989863e-07
Position 10866: 1.614698479952928e-07
Position 1387: 1.5333713464476055e-07
Position 4626: 8.053764787726805e-08
Position 9: 3.482181490183912e-08
Position 10472: 2.3396084730050316e-08
Position 10762: 2.0388897551662876e-08
Position 10719: 2.0172869337877524e-08
Position 34: 1.525728264929711e-08
Position 10733: 2.4292911773818897e-09
Position 812: 2.0075121724337823e-09
Position 10197: 1.3096205881182299e-09
Position 11068: 9.831841109577827e-10
Position 29: 6.376738086145368e-10
Position 503: 2.557134369054363e-10
Position 10696: 1.9684823710616972e-10
Position 820: 8.614255296026089e-11
Position 493: 8.531255740445279e-11
Position 485: 3.382711231682115e-11
Position 11271: 6.929574477948679e-12
Position 1385: 1.50819904817489e-12
Position 488: 8.834775545522427e-13
Position 647: 2.0067011339896388e-13
Position 649: 1.6308394322219932e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 10327: 0.9986040533897237
Position 10150: 0.9947752335866651
Position 9422: 0.8600896724339636
Position 2135: 0.40331782920385945
Position 7870: 0.35950449910760657
Position 8239: 0.19735939182183102
Position 7890: 0.09129062900245724
Position 4275: 0.08099403417253696
Position 9556: 0.08018993906909329
Position 9128: 0.07953050044757655
Position 8430: 0.07636473843325209
Position 11962: 0.0600340832612607
Position 2010: 0.05335322775091463
Position 10956: 0.045897674515219526
Position 8404: 0.04248857753688024
Position 2159: 0.03761432502539604
Position 8901: 0.03249834534478376
Position 498: 0.029586554313915436
Position 8514: 0.028886815139370782
Position 1180: 0.0278000694820614
Position 8101: 0.02619372154070307
Position 12107: 0.025449791606949396
Position 3834: 0.023133342680375975
Position 9804: 0.022808261317905847
Position 9653: 0.020756852279651097
Position 8067: 0.019915092357937307
Position 9282: 0.01863076200903502
Position 8859: 0.017067769958314813
Position 2327: 0.01559342801275798
Position 7449: 0.015456925510189056
Position 8802: 0.014614257977872617
Position 9807: 0.013380605865074455
Position 8556: 0.012891550398301654
Position 8747: 0.011400398089006128
Position 7336: 0.011103816878701633
Position 7925: 0.010959842953143256
Position 4568: 0.010844505239656212
Position 438: 0.009748172083271275
Position 12167: 0.009540742091179156
Position 1108: 0.009243804948099415
Position 12083: 0.008484560842961415
Position 11639: 0.008346605569665435
Position 7832: 0.008139584716152263
Position 493: 0.007806290854668695
Position 7618: 0.007556910922010525
Position 10931: 0.006691332051049793
Position 188: 0.006387002132879117
Position 2345: 0.0061932373918138625
Position 12256: 0.00552472918909982
Position 531: 0.0050532817344781465
Position 8629: 0.0050064045885780135
Position 9296: 0.004954578885340093
Position 254: 0.004788759482689538
Position 2383: 0.0041910093388520305
Position 11288: 0.003682281660688498
Position 7506: 0.0036367150729794554
Position 8668: 0.0033425697646366753
Position 9527: 0.0032720158705303584
Position 426: 0.003021410976576187
Position 11181: 0.0026177670090351823
Position 1152: 0.0025477328897150282
Position 10808: 0.002494101033146429
Position 11211: 0.0024472645303848304
Position 4243: 0.002399926707665116
Position 1972: 0.002331039582404486
Position 12192: 0.002203123487473152
Position 1977: 0.002075015742553184
Position 1193: 0.0019429002678412297
Position 12235: 0.0019053044925850633
Position 928: 0.0017322068976752788
Position 11063: 0.0016382256708002041
Position 289: 0.0015977679254658807
Position 7176: 0.0015388467793001938
Position 858: 0.0015381227419428928
Position 11613: 0.001536369746375228
Position 9553: 0.001468802554186884
Position 1895: 0.0013117623293573827
Position 1454: 0.0012545767712186374
Position 1360: 0.0012403096224917294
Position 991: 0.0012000254095040203
Position 10805: 0.0011173020241652687
Position 4578: 0.001092263893867744
Position 1228: 0.001035088839269154
Position 2380: 0.0009141015566238271
Position 164: 0.0008821301284809732
Position 7119: 0.0008502492773543893
Position 351: 0.0007474041839135695
Position 12033: 0.0007351793294061311
Position 3118: 0.0007302330343537289
Position 1755: 0.0007044328148506984
Position 10202: 0.0006414877357145715
Position 10484: 0.0006386927793342855
Position 1490: 0.0005809833687453261
Position 11095: 0.0005657488638649349
Position 2080: 0.0005406814075802148
Position 893: 0.0005322214784003194
Position 567: 0.0005228952303229748
Position 1545: 0.0005039383237557981
Position 11644: 0.00045498025465223323
Position 3113: 0.0004287919798441291
Position 10798: 0.0004194521659987681
Position 667: 0.000332933684006419
Position 2918: 0.00031527728114140723
Position 11144: 0.0003142216852689617
Position 11324: 0.000288130855381055
Position 11413: 0.0002845356593465526
Position 2031: 0.0002842718868998167
Position 1196: 0.00028266480539411546
Position 11246: 0.000259714296354252
Position 3278: 0.00025087060109557467
Position 10167: 0.00022524258292028464
Position 2179: 0.00020622078141266527
Position 2448: 0.0001836273199180258
Position 10387: 0.0001783923294192342
Position 12115: 0.0001593654026644494
Position 12278: 0.0001463905842361938
Position 10988: 0.0001433296373898225
Position 974: 0.00013820142859593052
Position 2288: 0.00013665679015710194
Position 1909: 0.00013563119154325876
Position 11072: 0.0001311113586002048
Position 784: 0.0001303498794515186
Position 855: 0.00012869365445832844
Position 10696: 9.063863177743883e-05
Position 11312: 8.692566380173618e-05
Position 11587: 8.669317073652745e-05
Position 11117: 8.507733248676295e-05
Position 366: 7.821960420950181e-05
Position 3066: 7.752659604628639e-05
Position 5213: 7.68102045975994e-05
Position 296: 7.083172620688815e-05
Position 11398: 6.648546304156407e-05
Position 1549: 6.37572622204766e-05
Position 3097: 6.302764391097035e-05
Position 2470: 5.744353342733989e-05
Position 389: 5.5720371911622994e-05
Position 2821: 5.5145489979747485e-05
Position 10959: 5.316487644285803e-05
Position 12046: 5.1029111915692516e-05
Position 4881: 5.0283125548331625e-05
Position 416: 4.98625417319412e-05
Position 1398: 4.971530162967249e-05
Position 172: 4.4121873399931276e-05
Position 340: 4.378806327761962e-05
Position 5185: 4.077398181741311e-05
Position 1211: 3.406801097575964e-05
Position 900: 3.1017417011396454e-05
Position 10172: 2.9024253290178936e-05
Position 741: 2.842943571471728e-05
Position 201: 2.7831360977280407e-05
Position 11230: 2.2217954844524253e-05
Position 1363: 1.9921109432982646e-05
Position 11208: 1.7878678201148836e-05
Position 1313: 1.728782117908673e-05
Position 3388: 1.2886596284083645e-05
Position 11810: 1.230705001636563e-05
Position 324: 1.0815693010916589e-05
Position 174: 9.791528443582226e-06
Position 1775: 8.736691135445052e-06
Position 660: 8.013072961069286e-06
Position 2853: 6.623593373838377e-06
Position 303: 6.591749606411475e-06
Position 1378: 6.430204659809691e-06
Position 370: 6.388265882999717e-06
Position 10598: 5.929869956325676e-06
Position 229: 4.906259819214996e-06
Position 581: 4.522956192872876e-06
Position 3010: 4.015154586164376e-06
Position 599: 3.5149591771248982e-06
Position 1073: 3.4944351076985666e-06
Position 11547: 3.1789604505589696e-06
Position 1701: 2.259344630347903e-06
Position 10463: 1.9739938307458603e-06
Position 1648: 1.406072942213138e-06
Position 10421: 1.1680987744152286e-06
Position 1651: 1.135459336684184e-06
Position 1385: 8.416887163584913e-07
Position 10427: 6.886773072257647e-07
Position 2577: 6.600762975315141e-07
Position 10360: 6.25691158281805e-07
Position 2723: 5.504301620286101e-07
Position 1710: 5.171576306719516e-07
Position 8482: 5.123823762093202e-07
Position 3154: 4.6176758442628083e-07
Position 11015: 2.419130555853174e-07
Position 373: 2.149843012779544e-07
Position 10349: 2.0722573074075883e-07
Position 10367: 1.8394549112206764e-07
Position 10634: 1.7972523087353234e-07
Position 10715: 1.410141331768588e-07
Position 10768: 9.111948392827795e-08
Position 10724: 8.33147920592891e-08
Position 10619: 7.39815608272992e-08
Position 10607: 6.995206249460851e-08
Position 10727: 6.02712636586886e-08
Position 2793: 6.02042979980378e-08
Position 10490: 5.138491640862356e-08
Position 11393: 4.510256356525911e-08
Position 10639: 4.314105135047044e-08
Position 235: 2.9307297078543265e-08
Position 10544: 2.7702900846978986e-08
Position 223: 2.7475825500851936e-08
Position 2248: 2.0118765128020656e-08
Position 195: 1.719115117441343e-08
Position 10655: 1.0943451031525455e-08
Position 10511: 1.0554313488553755e-08
Position 4209: 7.715053866486803e-09
Position 2597: 4.467970427886239e-09
Position 53: 1.078717827693207e-09
Position 10679: 9.48212557575312e-10
Position 208: 4.1359066651396606e-10
Position 10515: 2.9777302185843827e-10
Position 10673: 2.262250107480093e-10
Position 77: 1.449299382344807e-10
Position 10436: 1.4047278209334325e-10
Position 109: 8.891413524755875e-11
Position 57: 4.88663539093483e-11
Position 105: 4.380938304204287e-11
Position 87: 2.854156793171546e-11
Position 94: 1.9130266024145576e-12
Position 225: 1.6836245201009844e-13
Position 263: 1.6067472958195744e-13
