Gene = Gale
Position 124: 2.625961848740294e-06
Position 2259: 2.4658101884016006e-06
Position 2165: 2.4124078166557576e-06
Position 188: 2.3511595292416925e-06
Position 2364: 2.339215825505166e-06
Position 1248: 2.2810380262103983e-06
Position 86: 1.9019951637272253e-06
Position 655: 1.694459075486474e-06
Position 182: 1.6208405080378471e-06
Position 2517: 1.6189261099993308e-06
Position 1590: 1.5005216088207477e-06
Position 786: 1.3716205516802956e-06
Position 776: 1.327187588489872e-06
Position 101: 1.2601920434431522e-06
Position 216: 1.0988994493222327e-06
Position 1959: 9.49645856594916e-07
Position 1947: 7.457668400612696e-07
Position 175: 4.7253453992214075e-07
Position 2379: 4.1877025257051565e-07
Position 658: 3.8548247157641476e-07
Position 2469: 2.7918234704630584e-07
Position 277: 2.744067075074579e-07
Position 2454: 2.640058622698975e-07
Position 221: 1.0332817785670058e-07
Position 2271: 8.928208527682006e-08
Position 2547: 8.697076242487329e-08
Position 403: 8.68120362230153e-08
Position 285: 7.624059584097117e-08
Position 229: 5.89528878009866e-08
Position 273: 2.2537573877926227e-08
Position 501: 2.1651594332998464e-08
Position 804: 2.011907181322748e-08
Position 836: 1.764607637878278e-08
Position 768: 2.656161422378445e-09
Position 801: 2.470280391383477e-09
Position 463: 1.5309410882178116e-09
Position 843: 1.4926682009199899e-09
Position 840: 9.687409076639921e-10
Position 133: 7.442366409107108e-10
Position 207: 3.766906800071114e-10
Position 279: 9.531920825448922e-11
Position 126: 4.308557276795421e-22
Position 209: 3.329472061236179e-25
