Gene = Hakai
Position 1216: 1.1747447719016955e-11
Position 1200: 1.1176008701509023e-11
Position 1233: 7.992324384999691e-13
Position 597: 1.2662977000129317e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 597: 0.912657282424319
Position 1188: 0.6614223492157645
Position 977: 0.043317304807363524
Position 558: 0.03461516979936981
Position 570: 0.013229743707199867
Position 1025: 0.006536011378259927
Position 815: 0.005598589353393115
Position 752: 0.004551676230583744
Position 1010: 0.00386899029353849
Position 1404: 0.002662035393848862
Position 1520: 0.0025660525575682655
Position 1031: 0.0024493017443587757
Position 994: 0.0015163259249927157
Position 1312: 0.0014619177532632936
Position 629: 0.0007196604134786752
Position 881: 0.0006085236186085293
Position 1289: 0.00050734821471433
Position 797: 0.00036203425460655476
Position 608: 0.0003434715675895992
Position 1824: 0.00032170667776097896
Position 1618: 0.00026982703626051487
Position 839: 0.00026081674826639435
Position 1499: 0.0002554289267709281
Position 1298: 0.0002505888020679445
Position 922: 0.00024079751638107766
Position 1382: 0.00023245299871340762
Position 863: 0.00021911617542399084
Position 949: 0.00020910637135933076
Position 1037: 0.0001459646106043118
Position 1807: 8.83278511923918e-05
Position 761: 7.760384755121386e-05
Position 1058: 5.966606522094174e-05
Position 698: 5.707638582050947e-05
Position 719: 4.45193418983793e-05
Position 1416: 3.936924324312767e-05
Position 1496: 3.2385723240576236e-05
Position 1464: 3.1503297321002806e-05
Position 934: 2.7471832565771528e-05
Position 1449: 2.6117892477977603e-05
Position 1786: 2.0970897975933054e-05
Position 1446: 1.5696034860707274e-05
Position 878: 1.1047320698453639e-05
Position 686: 1.0832701563649538e-05
Position 1567: 6.580366333770144e-06
Position 841: 5.61440536436291e-06
Position 1148: 5.464479694575269e-06
Position 1112: 5.329863647329193e-06
Position 1422: 5.170613952810727e-06
Position 1598: 4.446362183200148e-06
Position 421: 4.0488428853920675e-06
Position 1197: 3.1064892865931104e-06
Position 427: 2.6698724512099796e-06
Position 1470: 2.164217259245097e-06
Position 1754: 2.149156515309524e-06
Position 1775: 1.7143327467894087e-06
Position 1746: 1.3098701287760283e-06
Position 1694: 6.229594315464342e-07
Position 307: 3.708404092046647e-07
Position 830: 3.5588420154056597e-07
Position 436: 3.348248823132519e-07
Position 1767: 3.036183637709825e-07
Position 668: 2.988421737919373e-07
Position 1044: 2.640172775021542e-07
Position 213: 1.8005728206771237e-07
Position 293: 1.6608111951540515e-07
Position 883: 8.888732827272703e-08
Position 501: 6.806521397746961e-08
Position 1109: 5.06687595060942e-08
Position 377: 3.9784731827148087e-08
Position 246: 2.5514471618332878e-08
Position 230: 1.2321854345947038e-08
Position 210: 1.0274916900749996e-08
Position 153: 1.011497040405012e-08
Position 267: 5.13211848083375e-09
Position 319: 4.465188593067863e-09
Position 310: 4.093606434470992e-09
Position 352: 3.770774914071209e-09
Position 393: 3.3246043328211577e-09
Position 505: 2.4714470473706787e-09
Position 410: 1.010022616079062e-09
Position 243: 8.758854978390045e-10
Position 440: 5.669281128037522e-10
Position 196: 4.143366313372719e-10
Position 380: 3.5917876784355265e-10
Position 254: 1.4827165674008032e-10
Position 276: 1.425224777440822e-10
Position 262: 2.733757886710516e-11
Position 355: 3.933509338135758e-12
Position 468: 3.4285492141977857e-12
Position 179: 2.8912968507869063e-12
Position 140: 1.3851955524912546e-12
Position 716: 5.963841229271456e-13
Position 459: 1.1485860525526816e-15
Position 472: 9.134958273624919e-18
