Gene = Mtp
Position 1989: 3.7921517203283414e-05
Position 95: 3.290918846350031e-05
Position 1562: 2.9705582943193982e-05
Position 771: 2.9050036634206134e-05
Position 3345: 2.8019886321541273e-05
Position 769: 2.747110396912584e-05
Position 2595: 2.082498868090239e-05
Position 838: 1.8046805351382025e-05
Position 435: 1.7876458843725696e-05
Position 3007: 1.726464394405097e-05
Position 2746: 1.7188579516804857e-05
Position 1425: 1.5923153065582358e-05
Position 615: 1.3666420113155599e-05
Position 955: 1.3391472857202303e-05
Position 3390: 1.2088487959931696e-05
Position 2575: 1.2064249642132722e-05
Position 3300: 9.498449564493133e-06
Position 25: 8.520405397889955e-06
Position 3494: 7.800642294701508e-06
Position 376: 7.022165075740893e-06
Position 3610: 6.146485252920008e-06
Position 3720: 5.832839013938157e-06
Position 440: 5.379381359193696e-06
Position 2779: 5.270426774251674e-06
Position 144: 5.255306722202046e-06
Position 3690: 4.9081066240048645e-06
Position 3723: 3.856911720879962e-06
Position 3514: 3.572202704403635e-06
Position 3224: 2.089488565049755e-06
Position 3350: 1.4537439939477204e-06
Position 3278: 1.2494004001448554e-06
Position 2508: 9.395661946928249e-07
Position 1271: 7.588149273172541e-07
Position 1485: 6.58756841737818e-07
Position 217: 6.053680944586718e-07
Position 669: 5.000096726615161e-07
Position 64: 4.6871799145014983e-07
Position 230: 4.468484515187662e-07
Position 2671: 2.9003017400503276e-07
Position 241: 2.6480003740881375e-07
Position 3503: 2.065015224987493e-07
Position 3518: 1.816258651441676e-07
Position 3155: 1.546395907621284e-07
Position 1951: 1.5126267266392705e-07
Position 3121: 1.4891791617946833e-07
Position 296: 1.279875321868733e-07
Position 1437: 1.1981420508164788e-07
Position 621: 1.0090563967116793e-07
Position 3313: 6.076886521868887e-08
Position 3123: 5.385361563883795e-08
Position 3525: 2.5133176611164458e-08
Position 84: 1.4861684779642177e-08
Position 2457: 1.303438036522111e-08
Position 2529: 1.0015380328972927e-08
Position 257: 7.949136814646845e-09
Position 1708: 7.089504446992855e-09
Position 2476: 5.6622898568572035e-09
Position 2044: 1.317634864926872e-09
Position 269: 9.74039287881435e-10
Position 1893: 9.282799116038676e-10
Position 2661: 7.594588884852078e-10
Position 655: 2.0653365942136925e-10
Position 2316: 2.256075845274091e-11
Position 3289: 1.4271843466301188e-13
Position 3105: 2.2816197555891014e-14
Position 3498: 1.982286354997408e-14
Position 2117: 2.037362350428639e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2649: 0.9930981290870359
Position 1659: 0.9790774967979246
Position 3257: 0.9706022907322943
Position 3483: 0.506685415027947
Position 600: 0.49007232267150697
Position 3514: 0.4861527384547635
Position 263: 0.4353547075350009
Position 2316: 0.10870794077700535
Position 3035: 0.07089326145674453
Position 2357: 0.0498874254135666
Position 296: 0.03367225511062753
Position 538: 0.030758433510805178
Position 1157: 0.02654533224137657
Position 804: 0.022972031223206697
Position 3313: 0.022809547363474184
Position 1282: 0.02241601814493401
Position 838: 0.013550178607713926
Position 2187: 0.012586691311416237
Position 1380: 0.01174843309734673
Position 1110: 0.011189211937894666
Position 267: 0.010955966692401054
Position 1359: 0.009640064386975717
Position 2287: 0.008022132616457725
Position 1890: 0.0067891850392686635
Position 2958: 0.006594152649751112
Position 510: 0.006041223713191228
Position 1807: 0.0057913384683036615
Position 1410: 0.005633988605313655
Position 828: 0.0052618775300290075
Position 2661: 0.005149236815149107
Position 241: 0.005126457200298539
Position 660: 0.004821754017406827
Position 460: 0.004456830033773829
Position 2440: 0.004316828804993472
Position 3053: 0.004084721997806651
Position 2168: 0.0033869587065351687
Position 1048: 0.003019655323230259
Position 2337: 0.002845865890033982
Position 2134: 0.002567902758927799
Position 3627: 0.0025650856924899494
Position 2265: 0.0021795766739737318
Position 1302: 0.0020468424708353834
Position 2031: 0.0019119747240603855
Position 1178: 0.001895909625125495
Position 860: 0.001724163899337232
Position 2457: 0.0016793125691471431
Position 3471: 0.001669059130282635
Position 1810: 0.0016294926974920049
Position 100: 0.0016227751158501855
Position 1063: 0.0014250070956324417
Position 373: 0.0013746431764431266
Position 1322: 0.00132472151107621
Position 2109: 0.0011689072023800223
Position 1665: 0.0010218481174447778
Position 2078: 0.000931651464667553
Position 2775: 0.0008227980588296911
Position 456: 0.0007624123505146336
Position 687: 0.00074678527813475
Position 3266: 0.0007379416691565199
Position 2002: 0.0006343477006893609
Position 1786: 0.0006082520223846061
Position 2484: 0.0005492780159932976
Position 3345: 0.0005459445446064245
Position 842: 0.0004995337131231158
Position 2968: 0.000495802831616953
Position 930: 0.0004887350725933721
Position 2684: 0.000480122068412892
Position 854: 0.00042471193750603383
Position 2206: 0.00040589379885903356
Position 2343: 0.0003881949100682364
Position 878: 0.00038648817124787476
Position 1305: 0.0003845180406638364
Position 1299: 0.00032148647640540574
Position 1821: 0.0003034507903917074
Position 3318: 0.00028861416738383333
Position 2322: 0.00023316325980652432
Position 1442: 0.00022883309024179728
Position 3326: 0.00022066458965215534
Position 329: 0.0002153759172449247
Position 432: 0.00019982220033682642
Position 385: 0.00018525784317561625
Position 112: 0.00017432714510998525
Position 1181: 0.00016275324316153945
Position 2409: 0.00016100024154489326
Position 2522: 0.0001566633968724274
Position 2022: 0.00015636093029055236
Position 1162: 0.0001513742503205831
Position 2487: 0.00014569050269353786
Position 2675: 0.0001447400814744956
Position 1072: 0.0001415125594049444
Position 1503: 0.0001383352995971594
Position 693: 0.00011238003724919599
Position 716: 0.00011102917178287437
Position 370: 0.00010704854131780584
Position 3701: 9.268881662609573e-05
Position 2291: 8.370067428476664e-05
Position 1473: 8.280666113130593e-05
Position 474: 8.191695367034596e-05
Position 3637: 7.371162152532384e-05
Position 1326: 7.030433890781213e-05
Position 95: 5.9621573017033566e-05
Position 898: 5.140734363700143e-05
Position 1677: 5.1081695191798816e-05
Position 2148: 5.0151108085027556e-05
Position 938: 4.71421524764258e-05
Position 3405: 4.543836799683108e-05
Position 3768: 4.1398947991473704e-05
Position 1242: 4.129094136856236e-05
Position 1258: 3.955692190364902e-05
Position 2508: 3.921928879419425e-05
Position 2007: 3.780384501446187e-05
Position 948: 3.555792894938869e-05
Position 1941: 2.8528696830966954e-05
Position 2888: 2.6932295625814626e-05
Position 1927: 1.9217330155896453e-05
Position 1769: 1.908533165066516e-05
Position 2838: 1.8892343701125284e-05
Position 991: 1.885149448591988e-05
Position 2981: 1.8576832672256212e-05
Position 3742: 1.7845772503045388e-05
Position 3377: 1.7130338898222643e-05
Position 2713: 1.2800504976596735e-05
Position 3350: 1.2091191819459632e-05
Position 2042: 1.005946956083388e-05
Position 3188: 9.050582907709387e-06
Position 84: 8.397262534618364e-06
Position 2893: 7.4207181222624195e-06
Position 2898: 6.987116756348999e-06
Position 3140: 6.545070891683433e-06
Position 129: 6.525843180212959e-06
Position 2720: 5.313795260443132e-06
Position 2794: 5.090122262791717e-06
Position 3649: 4.911494009759947e-06
Position 3417: 3.8047461869612797e-06
Position 3118: 2.9056873778230757e-06
Position 3651: 2.2080207935197862e-06
Position 3661: 2.003397479186999e-06
Position 3720: 1.8043344584217926e-06
Position 141: 1.0805345222960983e-06
Position 2975: 8.759281156521459e-07
Position 414: 7.296817358622164e-07
Position 2936: 7.225835602186881e-07
Position 2732: 5.493692131415005e-07
Position 2787: 5.031803974946385e-07
Position 3709: 4.93702658443701e-07
Position 3209: 4.5872409384648703e-07
Position 2904: 4.2987591906387153e-07
Position 217: 3.5643899469973364e-07
Position 2691: 2.516451602842616e-07
Position 144: 2.4599130121839003e-07
Position 3185: 2.2651795023119126e-07
Position 3703: 2.1222480680719915e-07
Position 400: 1.6701442813667632e-07
Position 408: 1.3698206327351932e-07
Position 3438: 1.048794545044129e-07
Position 337: 7.01268928825311e-08
Position 394: 2.4430801903968757e-08
Position 339: 1.3225035647426213e-08
Position 195: 1.0238941402329592e-10
Position 3007: 6.18191940514601e-12
