Gene = Pfas
Position 2119: 1.232556613220084e-06
Position 1912: 1.1297354817633624e-06
Position 2014: 9.041226117722548e-07
Position 2258: 8.088703118859235e-07
Position 1699: 4.633137466235895e-07
Position 1571: 3.6442890991194823e-07
Position 2400: 2.6416618686480094e-07
Position 1858: 2.4953791146103044e-07
Position 230: 8.747337474816903e-08
Position 1246: 4.615070564238033e-08
Position 829: 3.4738947947938054e-08
Position 1556: 3.0855616090682075e-08
Position 882: 3.010402585343195e-08
Position 1291: 2.6483062534021854e-08
Position 1652: 2.619608603437248e-08
Position 1542: 2.5410416048620602e-08
Position 969: 2.4100286272882248e-08
Position 536: 2.1692718830377173e-08
Position 4193: 2.1435214991743055e-08
Position 991: 1.5855332619420575e-08
Position 845: 1.1879967214006193e-08
Position 3648: 1.0115148668814145e-08
Position 709: 8.966806226227735e-09
Position 6: 6.230476012163229e-09
Position 588: 5.972113947982039e-09
Position 748: 5.6504564580755005e-09
Position 1445: 4.542637319522003e-09
Position 2878: 1.5894024470220014e-09
Position 557: 3.75548365126258e-10
Position 1277: 3.836972900548086e-11
Position 1400: 4.094305745098977e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4038: 0.9929644418601271
Position 1698: 0.9176146425238372
Position 523: 0.6938714001335101
Position 3504: 0.1577304498765824
Position 197: 0.1377424320253174
Position 3162: 0.1229823344547508
Position 2897: 0.09293083021815618
Position 2782: 0.07781368961656655
Position 2573: 0.07164080859635502
Position 1496: 0.025279007139970357
Position 1763: 0.024606052604907277
Position 859: 0.017930186581162147
Position 1430: 0.014111895121186392
Position 2395: 0.01178312941386649
Position 3861: 0.01139377329843352
Position 1509: 0.010362774903848192
Position 562: 0.008925288709731501
Position 4540: 0.00831643148205059
Position 3143: 0.007993683780785677
Position 3354: 0.005104504813965692
Position 2491: 0.004008884885866608
Position 248: 0.0031213029570497865
Position 1393: 0.0029580428403133455
Position 1321: 0.002545612301890292
Position 1219: 0.002086118040412328
Position 407: 0.0017133506430788788
Position 1015: 0.0016119150666754345
Position 3398: 0.0015891139404061805
Position 2816: 0.0015450118834794495
Position 1078: 0.0012931633913261997
Position 2166: 0.0012324012158950275
Position 2180: 0.0012237958405151524
Position 205: 0.0011148145583580672
Position 3587: 0.0010452492659021484
Position 1033: 0.0009172282139861668
Position 4500: 0.0009160404014805719
Position 1400: 0.000914234286834612
Position 3643: 0.0007828539692797804
Position 1171: 0.0007774795667298298
Position 1174: 0.0007301263385826103
Position 259: 0.00071934793178709
Position 2902: 0.0006240514586240901
Position 1285: 0.0005864008956742638
Position 3214: 0.0005717243095319149
Position 934: 0.0005577633313251444
Position 1351: 0.0005445770782341012
Position 4547: 0.0005318770735398023
Position 4442: 0.0004327092486496715
Position 2714: 0.0004021510610717563
Position 1441: 0.00037762857576442764
Position 3524: 0.00036163373055778217
Position 985: 0.0003509461671765263
Position 1552: 0.0003461299694883917
Position 2366: 0.0003054501238305734
Position 1356: 0.0003009221081263561
Position 1909: 0.0002975307734767157
Position 1709: 0.00029714839745486666
Position 769: 0.0002891288386416209
Position 947: 0.00027826970817886455
Position 2084: 0.0002739219714960267
Position 2255: 0.00026695129714316784
Position 1365: 0.0002453512033281015
Position 4688: 0.00023053219801833478
Position 2720: 0.00022650823845338675
Position 4090: 0.0002088355800837356
Position 1949: 0.00020672283166191425
Position 4223: 0.00020039996902487272
Position 453: 0.00018362016229850852
Position 4460: 0.00018277708462816186
Position 875: 0.00016169083674652117
Position 4310: 0.00013170003289466925
Position 383: 0.00011367206440898374
Position 280: 0.00010874668605376128
Position 297: 8.7755225037917e-05
Position 4252: 8.48705309034456e-05
Position 1111: 6.42860007016176e-05
Position 1003: 4.9198321615713945e-05
Position 4163: 4.2588551245274355e-05
Position 309: 4.197751544769042e-05
Position 4048: 3.8782227902000205e-05
Position 4239: 3.731678466316905e-05
Position 102: 3.478760770452883e-05
Position 292: 3.321075263056802e-05
Position 4656: 2.9148312495842347e-05
Position 1368: 2.7520540882270688e-05
Position 2585: 2.6161911330101754e-05
Position 4469: 2.4115243446026466e-05
Position 2681: 2.2356122975844762e-05
Position 4340: 2.098633106710158e-05
Position 666: 2.057847192103293e-05
Position 1124: 1.935337821578105e-05
Position 583: 1.5585327597269147e-05
Position 1858: 1.3391809712347723e-05
Position 4768: 1.2599863459756263e-05
Position 4319: 1.1655566992682215e-05
Position 4745: 1.0487461191483732e-05
Position 393: 9.94559025648721e-06
Position 1227: 9.480501788830226e-06
Position 477: 5.0532965888539035e-06
Position 4607: 4.601681163716278e-06
Position 1048: 4.21499678237529e-06
Position 4628: 4.100431382522254e-06
Position 721: 2.3599052439109553e-06
Position 134: 1.8908602914328718e-06
Position 1808: 8.794762137565399e-07
Position 2854: 3.8754965967987537e-07
Position 1873: 2.6456965336814445e-07
Position 737: 6.783346694476326e-08
Position 661: 5.4586670782927765e-08
Position 614: 2.4978170287075167e-08
Position 753: 1.9338459169322612e-08
Position 107: 1.901148778003839e-08
Position 128: 1.070636086873805e-08
Position 877: 9.8639595201678e-09
Position 799: 8.455395750573e-09
Position 480: 5.413958988260304e-09
Position 673: 8.789900482667411e-10
Position 643: 6.870318974042058e-10
Position 72: 2.0676307830677315e-13
Position 61: 2.757433718341307e-17
Position 78: 1.3318264472767977e-17
Position 49: 7.552033104511776e-19
