Gene = FucTA
Position 6509: 6.320606514696574e-09
Position 5500: 2.844632173643137e-09
Position 5266: 1.7838518826224387e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5482: 0.999263194213152
Position 5232: 0.9782016784383328
Position 4330: 0.9478149124193402
Position 6114: 0.637069729189355
Position 3674: 0.5567345008466122
Position 6343: 0.3957455943267159
Position 6454: 0.2037203759724856
Position 1320: 0.12238568042621363
Position 1759: 0.11007482969429926
Position 6314: 0.07622830468794235
Position 3737: 0.06960093440157065
Position 5744: 0.06852555125450267
Position 6697: 0.06805347412920065
Position 1171: 0.06771170299924195
Position 6458: 0.05067363059659222
Position 3389: 0.04767229190713404
Position 6858: 0.0465658575471252
Position 5806: 0.03714507346591835
Position 341: 0.03238108371522959
Position 6304: 0.03156702309430085
Position 583: 0.029737123440111726
Position 458: 0.02505028991085952
Position 6877: 0.024762078256822802
Position 1709: 0.024085288232687383
Position 4373: 0.023957713568984917
Position 398: 0.02353696936744031
Position 2550: 0.020426744065858666
Position 2591: 0.01998895943495066
Position 5190: 0.019963589308119537
Position 642: 0.0188621392639846
Position 586: 0.01868087383437913
Position 3916: 0.015821452994112563
Position 3496: 0.015000215797751458
Position 366: 0.013333900239971778
Position 322: 0.011551679255954517
Position 6839: 0.009841574032966828
Position 3410: 0.008695702009154923
Position 1119: 0.008056216891163863
Position 980: 0.007578553291554147
Position 3464: 0.006947690783182579
Position 6080: 0.006833222559841315
Position 4276: 0.006660458515027654
Position 3936: 0.006563036375513916
Position 1227: 0.006526217080065597
Position 141: 0.005183305305003189
Position 372: 0.005138163673660773
Position 6725: 0.0049100195173139285
Position 6676: 0.004357905455929057
Position 2563: 0.004121723009694625
Position 1440: 0.004108757308420486
Position 619: 0.0035608096045373753
Position 1156: 0.0028614712807175945
Position 2572: 0.00261779922399185
Position 4385: 0.0021460970525509857
Position 7244: 0.0018901583949999788
Position 6900: 0.0016896823966783465
Position 6984: 0.0016788564058620632
Position 1346: 0.0015790161039202367
Position 770: 0.0015539122778448454
Position 4174: 0.0014702086299459547
Position 146: 0.0014547249765300523
Position 1380: 0.0014285668769738213
Position 646: 0.0014273752208388865
Position 3967: 0.0013001624223324432
Position 732: 0.0011600767156308962
Position 6563: 0.0010948105060631778
Position 4715: 0.0010681928355351256
Position 554: 0.001061118166890073
Position 6943: 0.0008959003212255526
Position 3858: 0.0008244245874767422
Position 2493: 0.0008209033695139977
Position 5266: 0.0008111863775169185
Position 6360: 0.0007984231743059063
Position 828: 0.0007824342854319727
Position 6646: 0.000762871147406456
Position 3001: 0.0007594181595417781
Position 2753: 0.0007592048448776367
Position 430: 0.0007364231253267591
Position 5875: 0.0007013102926750381
Position 186: 0.0006449168582397369
Position 1355: 0.0006443470400247837
Position 6912: 0.0006174203103798536
Position 6402: 0.0006139434919239705
Position 3921: 0.0006086934493215959
Position 5147: 0.0005822487661815246
Position 2007: 0.0005712867951633163
Position 1409: 0.0005626966718305617
Position 5526: 0.0005556258631869828
Position 4836: 0.0005428426002771145
Position 1816: 0.0005219456586252644
Position 3940: 0.0005103811570417835
Position 1124: 0.0004606398318694789
Position 3262: 0.0004231424465441722
Position 4841: 0.00041294754859042953
Position 5746: 0.00040213173906155085
Position 3417: 0.0003281040645679538
Position 7076: 0.0003169415036227438
Position 1233: 0.0003159684846852808
Position 1612: 0.0003090055482082499
Position 1019: 0.0002923036033109167
Position 3075: 0.000283817204977389
Position 2794: 0.00027262434203369906
Position 3211: 0.00024299253164096013
Position 115: 0.0002147259900659706
Position 6055: 0.0002062913711387741
Position 4388: 0.00019779946013080273
Position 1129: 0.00019203857083838167
Position 1849: 0.00017336704740514013
Position 4021: 0.00016932822783982448
Position 4153: 0.00016543098767438666
Position 879: 0.0001571616067438145
Position 475: 0.00014708169150877702
Position 5812: 0.00013369551781289648
Position 1794: 0.00011930107351101215
Position 5643: 0.00011465986679488134
Position 207: 0.00011356339247874221
Position 374: 0.0001002096759377846
Position 5272: 9.907862017431841e-05
Position 462: 9.595730002117829e-05
Position 3988: 9.283152422408907e-05
Position 1635: 9.269905673523732e-05
Position 6020: 9.269201613577749e-05
Position 6508: 9.077211786558618e-05
Position 426: 8.57175109359052e-05
Position 4418: 8.225470967325311e-05
Position 6666: 7.98836425961625e-05
Position 6462: 7.6544433633049e-05
Position 5241: 7.317301960128712e-05
Position 7067: 6.825119062580795e-05
Position 6662: 6.819952875472386e-05
Position 5968: 6.439548903140769e-05
Position 5890: 6.049880509135583e-05
Position 798: 5.37170562184562e-05
Position 1373: 4.68371805831261e-05
Position 1274: 4.625016135910211e-05
Position 4117: 4.1489186160199135e-05
Position 5108: 4.1306967804964154e-05
Position 5206: 3.978285372718489e-05
Position 6031: 3.4840081111629246e-05
Position 436: 2.9104065713446682e-05
Position 297: 2.9050755603739504e-05
Position 5997: 2.7500660955687162e-05
Position 5157: 2.645166063064764e-05
Position 4030: 2.576339573427308e-05
Position 5287: 2.326952222008843e-05
Position 5296: 2.138841621054353e-05
Position 6013: 1.91122565336777e-05
Position 5646: 1.8244497471599044e-05
Position 1176: 1.6904241056216637e-05
Position 5138: 1.4116569582018832e-05
Position 1453: 1.3969724268845178e-05
Position 5824: 1.3749560791621031e-05
Position 5293: 1.3101736430307244e-05
Position 203: 9.652687941017149e-06
Position 840: 8.24188351557158e-06
Position 5531: 7.936312244105871e-06
Position 1501: 7.665026019208412e-06
Position 313: 6.746158920982167e-06
Position 5515: 6.487416063417433e-06
Position 5299: 5.979954887319551e-06
Position 1534: 4.944745866440667e-06
Position 5602: 4.641395057724249e-06
Position 5785: 4.269295262022548e-06
Position 1180: 4.218745662347397e-06
Position 1522: 3.893436659631891e-06
Position 5977: 3.206961382169461e-06
Position 595: 2.9742670423517094e-06
Position 5444: 2.782276404119807e-06
Position 517: 2.604844236914197e-06
Position 5329: 2.434737101045873e-06
Position 5988: 2.0247439155200033e-06
Position 668: 1.7566093525748612e-06
Position 5124: 1.6559827673940469e-06
Position 5404: 1.232043243753775e-06
Position 811: 9.5479737676152e-07
Position 5678: 6.837010978816611e-07
Position 5302: 5.75248039545738e-07
Position 5441: 5.198852339612028e-07
Position 521: 4.7381389578034353e-07
Position 5498: 4.4492882621723e-07
Position 213: 4.31386845395272e-07
Position 5706: 2.445926741482713e-07
Position 486: 2.1363296855246092e-07
Position 5569: 1.9121529237326586e-07
Position 5119: 1.6479752563338023e-07
Position 5335: 1.4675615747604293e-07
Position 171: 1.0439012648287373e-07
Position 5680: 7.927851209707286e-08
Position 157: 6.284689209044794e-08
Position 6199: 3.395670415661673e-08
Position 706: 2.2928557055732056e-08
Position 715: 2.2843405136466317e-08
Position 498: 1.9168970582190952e-08
Position 780: 1.8892225037562113e-08
Position 5620: 1.5010524333902213e-08
Position 530: 6.8424409192283106e-09
Position 221: 1.8442297542225888e-09
Position 216: 1.6728831833030734e-09
Position 5755: 4.160335319589491e-10
Position 5539: 3.3915219714753465e-10
Position 5689: 1.3497395440976656e-11
Position 62: 6.586862577475314e-12
Position 270: 3.4694383323092127e-12
Position 408: 1.4337300698815706e-12
