Gene = Tsf2
Position 225: 1.3369390019655266e-07
Position 155: 1.2580935022164429e-07
Position 2647: 1.170301447607231e-07
Position 3076: 1.13007707384798e-07
Position 2441: 1.0904478276165482e-07
Position 1728: 1.0109938010856814e-07
Position 1694: 8.783081696478786e-08
Position 2314: 4.7937257002960744e-08
Position 215: 4.382172300749453e-08
Position 1810: 4.0771883149862226e-08
Position 1675: 2.509384169803534e-08
Position 133: 2.0914389359437554e-08
Position 127: 1.1809913250658048e-08
Position 1888: 9.630588511881718e-09
Position 2665: 8.62973517423871e-09
Position 1789: 4.036044233380949e-09
Position 1782: 2.9504524654733553e-09
Position 2051: 2.5267417636249924e-09
Position 2023: 1.9449151067142036e-09
Position 2128: 1.68470294093825e-09
Position 1784: 4.156887830749698e-10
Position 1163: 3.388546785433772e-10
Position 1217: 2.0314178722591617e-10
Position 1058: 7.325751218368657e-11
Position 1992: 4.6292011005967436e-11
Position 711: 3.9480800314021773e-11
Position 2041: 3.608734209600533e-11
Position 1514: 1.1013531269899596e-12
Position 1680: 7.359589751557697e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1917: 0.9896458657808355
Position 752: 0.9874632518986692
Position 1686: 0.9797158194055055
Position 245: 0.9727420265663607
Position 951: 0.8531709834186487
Position 1171: 0.7737000497705325
Position 2805: 0.09958879511499921
Position 557: 0.056237959520122574
Position 1466: 0.03447292164559719
Position 1720: 0.017889904061374064
Position 1158: 0.016372157556607512
Position 1298: 0.014878921763196593
Position 1245: 0.011885419338326318
Position 517: 0.011098299732371994
Position 720: 0.010768206122000905
Position 3174: 0.006963863421347002
Position 2363: 0.006953804860180977
Position 2849: 0.005217235525040601
Position 119: 0.005111566031516648
Position 122: 0.004915104222440846
Position 2390: 0.004547780816672703
Position 976: 0.004069073464003845
Position 1992: 0.004050403703239237
Position 3281: 0.003553743522699196
Position 1180: 0.003119777231727362
Position 2844: 0.00274718172110718
Position 2870: 0.0024898721420745216
Position 2739: 0.002318629943309557
Position 2762: 0.0022839028838601816
Position 442: 0.0016404697646774655
Position 2604: 0.0015336210160962996
Position 2330: 0.001310176959305856
Position 1514: 0.001309733037986682
Position 3069: 0.0012927980836093488
Position 3156: 0.0012439535274930812
Position 1173: 0.0012386268322551745
Position 3133: 0.0012293064966110074
Position 1304: 0.001060844588214136
Position 142: 0.0010403000517794222
Position 3001: 0.0009413512452461861
Position 1694: 0.0009347767239415794
Position 1930: 0.0008959540829205643
Position 1004: 0.0007506451905040251
Position 1428: 0.0007263583394741263
Position 405: 0.0006745256990982994
Position 3021: 0.0006724237626184874
Position 1740: 0.0006014656159891152
Position 1261: 0.0005911449306026701
Position 1948: 0.0005194491134419488
Position 2637: 0.0005056828432136036
Position 1377: 0.0004980570270761713
Position 1522: 0.00048266409041260145
Position 2922: 0.0003739713246826927
Position 584: 0.00034755967067727435
Position 3201: 0.0003472720929991126
Position 1443: 0.00034288697415208526
Position 1747: 0.00034054748932219617
Position 2178: 0.00032786284305485764
Position 3113: 0.0003005981799292645
Position 568: 0.0002770304587618045
Position 1962: 0.00025967983298281116
Position 2756: 0.00022259026571544576
Position 2172: 0.00021415143991703484
Position 439: 0.00018769642970431656
Position 2685: 0.0001876410935224337
Position 1511: 0.00017206541014014713
Position 1496: 0.00016766935309853488
Position 1728: 0.00016592664990534457
Position 2307: 0.0001603181085684082
Position 2295: 0.00015474939239750647
Position 1317: 0.00014420308349460308
Position 1572: 0.00014045550869794856
Position 2490: 0.0001276268821211
Position 1473: 0.00011818466023745575
Position 1326: 0.00011640351263795226
Position 760: 0.00011456546878975578
Position 797: 0.0001043671328038537
Position 2631: 9.048223324989317e-05
Position 2284: 7.564341147739145e-05
Position 271: 6.654860881993571e-05
Position 571: 6.578204386600562e-05
Position 3223: 6.0472430572320114e-05
Position 1382: 5.751778875830461e-05
Position 1488: 5.0143348601110805e-05
Position 2994: 4.432211101169347e-05
Position 2529: 3.700557026075462e-05
Position 764: 3.086469197286612e-05
Position 2984: 2.807848315480285e-05
Position 211: 2.4569546296862424e-05
Position 2014: 1.8325658678741705e-05
Position 2613: 1.6660264419333627e-05
Position 1539: 1.492722168248604e-05
Position 642: 1.3905189084404418e-05
Position 3140: 1.368553627751631e-05
Position 2011: 1.2416891175135975e-05
Position 1845: 1.1531882489683074e-05
Position 1335: 1.1100925611180525e-05
Position 1782: 1.0141530237159814e-05
Position 225: 1.0012168985939333e-05
Position 1789: 9.68809680214122e-06
Position 77: 9.665121976451495e-06
Position 1197: 7.919922032069664e-06
Position 1406: 7.745924602892426e-06
Position 1569: 7.580411623188662e-06
Position 1113: 7.552821413789526e-06
Position 3261: 6.8543139463284245e-06
Position 1314: 6.8518712196867e-06
Position 1795: 6.390037911413338e-06
Position 1379: 6.312606916094967e-06
Position 1347: 5.946316784099035e-06
Position 986: 5.581190805883633e-06
Position 325: 4.853505404102341e-06
Position 903: 4.6889794228533395e-06
Position 1323: 4.652723084196717e-06
Position 1052: 4.387125557399153e-06
Position 304: 2.3407595738042323e-06
Position 1025: 2.261236778347345e-06
Position 2002: 1.7802859589623686e-06
Position 1126: 1.749575450984392e-06
Position 298: 1.4937042690683423e-06
Position 520: 1.0129398620376812e-06
Position 313: 1.0017070154285157e-06
Position 1529: 7.050692057284173e-07
Position 2136: 6.205105895278085e-07
Position 177: 4.977481617534636e-07
Position 1623: 3.6284284995913897e-07
Position 616: 3.19565623927822e-07
Position 310: 2.6114278484670367e-07
Position 1055: 1.9238638845539166e-07
Position 803: 1.707398420803832e-07
Position 2088: 1.679067190850455e-07
Position 265: 1.1259897552630866e-07
Position 529: 7.60506857912009e-08
Position 197: 5.890361091011036e-08
Position 1821: 5.594908115701865e-08
Position 696: 4.1845487575513176e-08
Position 1850: 3.358983574841621e-08
Position 370: 2.347715688625119e-08
Position 346: 2.205080634719915e-08
Position 415: 9.593484912285425e-09
Position 814: 6.443798554691129e-09
Position 887: 5.862804102679324e-09
Position 2679: 5.556830869182283e-09
Position 2463: 4.459070885859586e-09
Position 2139: 4.219250231897523e-09
Position 618: 3.887199560316956e-09
Position 2157: 3.655479540397114e-09
Position 777: 3.3492239852191586e-09
Position 300: 2.0608488748730853e-09
Position 1879: 1.473773031384809e-09
Position 681: 6.389609511780472e-10
Position 2112: 1.524436971234561e-10
Position 1883: 3.0868904437629506e-12
