Gene = cpb
Position 1643: 1.2749669608435387e-05
Position 538: 9.957444357997383e-06
Position 982: 9.615033472778164e-06
Position 1431: 9.233240962504434e-06
Position 1959: 8.94653272120435e-06
Position 1091: 8.655319865492196e-06
Position 1163: 7.924669478467381e-06
Position 968: 7.238788778302165e-06
Position 656: 6.270325349865777e-06
Position 1105: 5.641404005287665e-06
Position 1759: 5.3918521352620226e-06
Position 916: 4.610364729267998e-06
Position 971: 4.4397215586898114e-06
Position 1569: 4.429068883694627e-06
Position 1532: 4.41517249710496e-06
Position 1624: 4.08275092809576e-06
Position 1763: 4.038050976544075e-06
Position 1730: 3.966653093529632e-06
Position 653: 3.831390767957055e-06
Position 1256: 3.815715639525153e-06
Position 605: 1.9624157040540524e-06
Position 998: 1.4501016320432727e-06
Position 1274: 1.442688170947936e-06
Position 647: 1.2173234414451433e-06
Position 2019: 1.1833731260411136e-06
Position 189: 1.1548237070362018e-06
Position 920: 8.708409615893011e-07
Position 791: 8.681301323180992e-07
Position 238: 5.886581915992361e-07
Position 143: 5.35857108050346e-07
Position 120: 4.94477545920623e-07
Position 128: 3.9434878217245867e-07
Position 64: 3.819789408583306e-07
Position 169: 1.2577496872434654e-07
Position 152: 8.826400263711952e-08
Position 103: 6.479509042402239e-08
Position 198: 5.990387939709191e-08
Position 82: 2.669151845619074e-08
Position 821: 2.4862718694299743e-08
Position 195: 1.2826834060054518e-08
Position 71: 1.2512728942098598e-08
Position 122: 1.0615941005663223e-08
Position 73: 7.441204039148797e-09
Position 837: 5.9583353966846945e-09
Position 909: 5.723099736541504e-09
Position 560: 3.9045605490112054e-09
Position 340: 2.1049568904967113e-09
Position 563: 1.7952743269707052e-09
Position 665: 1.5483547107466666e-09
Position 217: 3.8269905994350303e-10
Position 411: 3.5196551671201453e-10
Position 202: 2.6487190086706727e-11
Position 416: 5.232393250666406e-15
