Gene = bun
Position 4735: 3.0429098681661725e-20
Position 2951: 2.923951249219284e-20
Position 1234: 2.867288216899402e-20
Position 3705: 2.467963007928587e-20
Position 2170: 2.0502146514846278e-20
Position 1938: 1.679396613129553e-20
Position 1203: 1.1193123590364515e-20
Position 1508: 1.0937787923168677e-20
Position 1511: 9.205011765322571e-21
Position 3794: 9.107225256403686e-21
Position 2033: 8.961860483488356e-21
Position 1824: 7.121732746330597e-21
Position 2642: 6.892062122357373e-21
Position 1215: 4.0784233007935526e-21
Position 3196: 3.793848420765792e-21
Position 1028: 3.1852244962368222e-21
Position 272: 1.8643869756612515e-21
Position 1956: 1.5947179576982716e-21
Position 405: 1.2748694492155828e-21
Position 1052: 4.6741430089900245e-22
Position 1011: 3.8376924805282383e-22
Position 278: 2.569778708842793e-22
Position 1867: 1.9863263894708376e-22
Position 1667: 1.2650921746125124e-22
Position 1360: 1.16101680705037e-22
Position 61: 9.564563547779932e-23
Position 1159: 1.340263766890417e-23
Position 1079: 5.234108086193282e-24
Position 917: 4.214228866911249e-24
Position 936: 4.132766868984303e-24
Position 1412: 2.286768608349548e-24
Position 1047: 1.5927736455812979e-24
Position 815: 1.5370282054148601e-24
Position 453: 1.1372339361657016e-24
Position 422: 1.1268340097557486e-24
Position 563: 5.591706163461803e-25
Position 417: 1.7534564536284757e-25
Position 329: 1.2207938815314493e-25
Position 429: 9.985514015484e-26
Position 494: 8.075238373818309e-26
Position 261: 2.1784114555904707e-26
Position 338: 1.5783762664582638e-26
Position 164: 1.2010503986301498e-26
Position 407: 1.1837514476066553e-26
Position 155: 7.362491525555013e-27
Position 576: 6.342938654028964e-27
Position 79: 3.775999294578176e-27
Position 943: 3.32236859978257e-27
Position 280: 1.8375183679567328e-27
Position 73: 1.1911666387326786e-27
Position 510: 3.869369294219403e-28
Position 228: 3.7841892623038893e-28
Position 504: 3.7650841305231646e-28
Position 520: 3.1198447208134367e-28
Position 178: 3.1010326039297855e-28
Position 191: 2.7050864574665304e-28
