Gene = Als2
Position 1219: 0.0009249146036024266
Position 110: 0.0008774215974812839
Position 697: 0.0008653309556542315
Position 3041: 0.0008137129260162919
Position 2028: 0.0006789273733280589
Position 2229: 0.000668730680699225
Position 4436: 0.0006493083151216466
Position 3315: 0.0006475632231980092
Position 295: 0.0006303312688306351
Position 3403: 0.0006155403605706775
Position 2814: 0.0006059556334904685
Position 2988: 0.000591442837858117
Position 1611: 0.0005838875221945354
Position 2844: 0.0005324273238831102
Position 661: 0.000519934006825773
Position 4461: 0.000515932368847381
Position 951: 0.00048005616657549583
Position 1615: 0.00046534774817406075
Position 2907: 0.0004610266043207302
Position 1586: 0.0004488414655340929
Position 744: 0.0004068305381624514
Position 4243: 0.00038585970073114743
Position 954: 0.00038119253306641645
Position 4431: 0.00033712006133696513
Position 1399: 0.0003301640095048085
Position 1007: 0.0003169944585196974
Position 2178: 0.0003134735737622282
Position 2830: 0.0002989130947481233
Position 1929: 0.0002888882474509732
Position 1274: 0.00028759121454046294
Position 4630: 0.0002856510115218567
Position 3251: 0.00027980657640369085
Position 216: 0.0002558197904885845
Position 2076: 0.00023449969392014302
Position 2289: 0.00021458297007976982
Position 4881: 0.00020136824855572857
Position 1429: 0.00019791156785714932
Position 457: 0.0001964716476430401
Position 1866: 0.00018033388880045532
Position 1286: 0.00017268208722123174
Position 1516: 0.00016441699626043157
Position 1417: 0.00015777578673336612
Position 137: 0.00015667193225406492
Position 373: 0.0001459288541468022
Position 889: 0.00014375414618412644
Position 333: 0.0001356311839600601
Position 1510: 0.00011733242247633038
Position 1869: 0.00011147074441242985
Position 5213: 8.804237099432105e-05
Position 720: 8.190068897633067e-05
Position 5109: 6.116456932664682e-05
Position 1435: 5.547185425800338e-05
Position 551: 5.4908433948670045e-05
Position 1706: 5.458839218464641e-05
Position 2616: 5.178069360535472e-05
Position 1145: 3.9020891430218754e-05
Position 4968: 3.741264802868749e-05
Position 463: 3.439537974331776e-05
Position 1185: 2.9537216080212573e-05
Position 1118: 2.8853487967376473e-05
Position 1685: 2.839726267248546e-05
Position 4639: 2.803619205099799e-05
Position 538: 2.3880773361555983e-05
Position 4648: 2.280694183601854e-05
Position 3962: 2.2762385044738532e-05
Position 800: 2.1314372466581974e-05
Position 3908: 1.830931927259575e-05
Position 185: 1.7919597112088736e-05
Position 4687: 1.7902586466634793e-05
Position 4654: 1.6284926926012954e-05
Position 1137: 1.5969760532821052e-05
Position 2104: 1.5649899648672886e-05
Position 269: 1.5098772917732086e-05
Position 827: 1.269765144980551e-05
Position 972: 1.1663859795705552e-05
Position 854: 1.1422911388392877e-05
Position 775: 1.0775838536545207e-05
Position 3476: 1.05371139070062e-05
Position 903: 1.0471737540029406e-05
Position 990: 1.0280367468257042e-05
Position 824: 9.175460328361127e-06
Position 3505: 8.194163794528222e-06
Position 4929: 7.737461272090774e-06
Position 967: 7.247134467613099e-06
Position 5026: 7.033303267290704e-06
Position 5123: 6.988457838688414e-06
Position 5234: 6.818825674629355e-06
Position 5132: 6.68762236780817e-06
Position 4924: 5.811869950380805e-06
Position 3896: 5.194252408689849e-06
Position 1154: 4.094493696561209e-06
Position 3518: 3.627214191331328e-06
Position 134: 3.303051475935219e-06
Position 3698: 3.1412761571629527e-06
Position 1089: 2.881189478721209e-06
Position 3866: 2.7474710470137084e-06
Position 3869: 2.5187607475310384e-06
Position 5244: 2.1273211290270003e-06
Position 4666: 1.8521471091718995e-06
Position 5057: 1.8462482927963046e-06
Position 5227: 1.4234983491505072e-06
Position 5239: 7.457205854257547e-07
Position 343: 5.790114227807505e-07
Position 4125: 5.29663231943328e-07
Position 298: 4.379355767961515e-07
Position 91: 2.277907935341681e-07
Position 3409: 1.845410451078531e-07
Position 3681: 1.8079341672844142e-07
Position 767: 1.0127962775216568e-07
Position 3423: 8.494462634761004e-08
Position 763: 4.4613223572112005e-08
Position 755: 2.435068691594587e-08
Position 93: 2.246835809656669e-08
Position 301: 2.180243824405899e-08
Position 144: 3.558500303622786e-10
Position 581: 1.7651014559240015e-10
Position 195: 6.881100790329047e-11
Position 337: 4.214200937013982e-11
Position 156: 5.8162974470994555e-12
Position 307: 1.2923947755875783e-13
