Gene = serp
Position 1685: 3.258156615423776e-09
Position 2620: 3.0437373819659713e-09
Position 2583: 2.2366327574326173e-10
Position 1989: 4.27498562080527e-11
Position 2783: 1.2627912983097257e-11
Position 1973: 1.2642110841272988e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1956: 0.9978265797881946
Position 1617: 0.9871582924323714
Position 5516: 0.9526841170123932
Position 5119: 0.38690790304463574
Position 528: 0.043682067004179155
Position 5325: 0.03943816613833314
Position 1459: 0.034665282588243945
Position 2380: 0.03123370382595045
Position 5382: 0.02998903342572444
Position 639: 0.019039870135802595
Position 1000: 0.017548972491153923
Position 5437: 0.013827431912479033
Position 731: 0.013175428533139378
Position 2525: 0.008377703058687727
Position 2798: 0.006612602067293835
Position 443: 0.006306308574511589
Position 2499: 0.005961658445432274
Position 2538: 0.004793019937538644
Position 3550: 0.004348260382863176
Position 1430: 0.0035885323761212927
Position 2387: 0.003287134692590527
Position 949: 0.002419124268610423
Position 5062: 0.0023573259141818686
Position 3389: 0.002273775997902828
Position 3316: 0.0018110713999331441
Position 2261: 0.0018001148944131724
Position 2278: 0.0015786618455619066
Position 2007: 0.001524042994623113
Position 2590: 0.0013134643954149491
Position 6816: 0.0012755784528841268
Position 455: 0.0011559121338648416
Position 2999: 0.0011202889630229644
Position 6121: 0.0009381594740112041
Position 1621: 0.0009371169003586616
Position 1244: 0.0009027451008616688
Position 4222: 0.0008732370549106098
Position 6439: 0.0008706063919588726
Position 4277: 0.0008689463038613948
Position 922: 0.0007441931939834137
Position 1649: 0.000721234134695786
Position 2807: 0.0006884749684515384
Position 497: 0.0005932875884460745
Position 3342: 0.0005183852386273641
Position 1395: 0.00047004174213199077
Position 5414: 0.0004601284454954986
Position 4566: 0.0004483072222897138
Position 646: 0.00042327008071235515
Position 5236: 0.0004184954324481064
Position 2010: 0.00040693307698287255
Position 3036: 0.00039648859115084585
Position 6016: 0.00036952526067344436
Position 2326: 0.0003623568421740086
Position 2535: 0.00035295291808925123
Position 3380: 0.00033268341713010716
Position 5794: 0.00031808625198609614
Position 4069: 0.00030847027875226474
Position 490: 0.00030241332085441115
Position 6474: 0.0002922988377740093
Position 3279: 0.000289697845462551
Position 2838: 0.00028952354272534093
Position 5767: 0.0002875569989370042
Position 3004: 0.0002840877292722055
Position 6761: 0.0002824562770210092
Position 4087: 0.0002767778169827132
Position 4545: 0.0002738620062323883
Position 3837: 0.00027164494545042566
Position 5443: 0.00025942315762093193
Position 910: 0.00024238587889102112
Position 2695: 0.00019097884365986185
Position 1655: 0.00019086067695657773
Position 878: 0.0001899741565196535
Position 3244: 0.00018820793506465428
Position 6767: 0.00018631433920258259
Position 3789: 0.00014540577566637448
Position 254: 0.0001253014789287129
Position 4097: 0.0001203938980005359
Position 5165: 0.00011670235316166312
Position 507: 0.00011570548403900317
Position 5343: 0.00011362763305136703
Position 2850: 0.00010991793409010982
Position 782: 0.0001093543341481691
Position 5791: 0.00010163639966726532
Position 982: 8.637152810696514e-05
Position 6991: 8.504689179751452e-05
Position 1834: 8.215995795790468e-05
Position 2608: 7.966027267584117e-05
Position 6304: 7.720268852331251e-05
Position 366: 7.066753777985966e-05
Position 2316: 6.756468782921453e-05
Position 3607: 6.380734274887493e-05
Position 7028: 6.039991771173671e-05
Position 3028: 5.969190225060885e-05
Position 698: 5.504655598951107e-05
Position 540: 4.936289763127933e-05
Position 3497: 3.9112976852671053e-05
Position 3494: 3.708502788345725e-05
Position 478: 3.440415051587063e-05
Position 830: 3.286112252681437e-05
Position 1506: 2.4142845770728562e-05
Position 851: 2.3219511740287297e-05
Position 5213: 2.2733382913224766e-05
Position 5629: 2.214569197842561e-05
Position 2710: 2.145192700336854e-05
Position 3484: 1.987029228641922e-05
Position 3628: 1.9484064373451138e-05
Position 733: 1.893508469579856e-05
Position 1966: 1.84764310123503e-05
Position 3258: 1.736804192538362e-05
Position 2885: 1.7280843264432315e-05
Position 393: 1.6806469574757775e-05
Position 2403: 1.624536821873496e-05
Position 3293: 1.553304368313175e-05
Position 1436: 1.53993600394989e-05
Position 687: 1.4861947657004884e-05
Position 2560: 1.4639120929225216e-05
Position 2025: 1.3618559389516022e-05
Position 332: 1.3110858642691048e-05
Position 2004: 1.2886788199826421e-05
Position 2250: 1.2869278062297141e-05
Position 3848: 1.2323698820436702e-05
Position 2294: 1.224169086138973e-05
Position 4228: 1.0436932700356927e-05
Position 2307: 1.0278447569518484e-05
Position 1018: 1.0016806747622335e-05
Position 746: 8.786269858995376e-06
Position 749: 8.767025949761894e-06
Position 3691: 7.536362912814788e-06
Position 409: 7.149206892399218e-06
Position 463: 7.067675965028615e-06
Position 3076: 5.6515381058389705e-06
Position 426: 4.062290387145326e-06
Position 765: 4.02041466454357e-06
Position 4182: 3.899609788368355e-06
Position 4336: 3.8032453319326846e-06
Position 776: 3.1204131340414943e-06
Position 4179: 2.935649408674937e-06
Position 1463: 2.5397311909045396e-06
Position 4252: 2.526207877638196e-06
Position 3843: 2.521175035130617e-06
Position 4439: 2.4061699869634734e-06
Position 1358: 2.4038828914716333e-06
Position 3353: 2.3363037854043164e-06
Position 3475: 2.284288235847493e-06
Position 1160: 2.1107358909754634e-06
Position 3947: 2.066291782185232e-06
Position 4027: 1.950307657321256e-06
Position 1676: 1.8450327264322102e-06
Position 403: 1.454911792630787e-06
Position 3797: 1.4307218408964765e-06
Position 4010: 1.3915142754013119e-06
Position 595: 1.2990700214571828e-06
Position 1369: 1.297605034780587e-06
Position 373: 1.1564594759921576e-06
Position 3058: 1.1451694320616453e-06
Position 2949: 1.0955636320389175e-06
Position 3110: 9.510003370247114e-07
Position 3675: 9.114265761673815e-07
Position 600: 8.328764653712971e-07
Position 345: 6.725455066262067e-07
Position 2656: 6.195942979581677e-07
Position 299: 5.726319968531042e-07
Position 1469: 5.06052912352104e-07
Position 1627: 4.110286731693735e-07
Position 1874: 2.531705646970815e-07
Position 1850: 2.4973788733110843e-07
Position 2297: 2.3667634867469286e-07
Position 1679: 2.3190140450788732e-07
Position 2106: 2.0710908963756555e-07
Position 1204: 1.3430494641031194e-07
Position 2284: 9.382579985447049e-08
Position 2073: 7.756216807621988e-08
Position 232: 5.597036342888251e-08
Position 3362: 4.977415952683881e-08
Position 2614: 4.342937190588242e-08
Position 72: 4.3135497917206204e-08
Position 1175: 3.942306550522214e-08
Position 2052: 3.897887527600413e-08
Position 1020: 3.819717444481046e-08
Position 103: 3.609878428568278e-08
Position 91: 3.480265614076683e-08
Position 2058: 3.306893108455443e-08
Position 902: 3.047867058506724e-08
Position 229: 2.1416395430591645e-08
Position 2563: 2.1318833781147323e-08
Position 2578: 2.130998275426202e-08
Position 2028: 1.9765769197765142e-08
Position 2037: 1.968565484651685e-08
Position 2172: 4.029638085015983e-09
Position 107: 2.9318798172500513e-09
Position 2620: 2.4569262426969135e-09
Position 139: 1.3999659241413313e-09
Position 2046: 1.3536468804834272e-09
Position 111: 9.505324279068491e-10
Position 296: 7.468059624983763e-10
Position 1026: 6.422999648231319e-10
Position 2239: 6.303622121333475e-10
Position 414: 6.222471746978608e-10
Position 2061: 5.479855277838774e-10
Position 188: 4.29708016692659e-10
Position 74: 3.945675065179198e-10
Position 334: 3.019741766938439e-10
Position 160: 2.9541892730442227e-10
Position 2094: 2.4223142156696553e-10
Position 384: 2.1808074353713894e-10
Position 794: 2.0193206072127318e-10
Position 2169: 1.9821620784888162e-10
Position 167: 1.3054599277020427e-10
Position 147: 9.889315930873308e-11
Position 265: 9.125969386072517e-11
Position 423: 8.450393331708941e-11
Position 119: 8.183417839015256e-11
Position 115: 6.836794719583085e-11
Position 127: 5.4070204232353575e-11
Position 198: 4.6804472299626266e-11
Position 267: 3.144944243390211e-11
Position 336: 2.2118424896017435e-11
Position 124: 6.580931037196641e-12
Position 416: 5.5796930040559425e-12
Position 131: 1.0410265544306182e-12
Position 234: 9.291952032292489e-13
