Gene = GlyP
Position 793: 2.1437460413126416e-11
Position 920: 2.1231167691243184e-11
Position 966: 3.6194202555289888e-12
Position 1281: 8.053809001383521e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5917: 0.9987952964058737
Position 3625: 0.8007642822724994
Position 4224: 0.7143530896489536
Position 5221: 0.44353984285953685
Position 2675: 0.17125780824341702
Position 5153: 0.054933460934164846
Position 5732: 0.04500982137083745
Position 3288: 0.0354100092621043
Position 4247: 0.029053896481740674
Position 5450: 0.027564764593316096
Position 2647: 0.020002160521273342
Position 5756: 0.014594393765251915
Position 3596: 0.011284161468315575
Position 3473: 0.01107100606504216
Position 3007: 0.0077337380214509265
Position 3700: 0.0068365294503945385
Position 2514: 0.00567020100143841
Position 5048: 0.005191229008709118
Position 3892: 0.0051210979853090165
Position 3889: 0.0043812133535662285
Position 5469: 0.0037638310141212892
Position 3570: 0.0035196569348803688
Position 3238: 0.0034807197552061448
Position 4838: 0.00320117790271014
Position 2710: 0.0028876562853409875
Position 2691: 0.002820858409515939
Position 2800: 0.0024966195634471004
Position 2783: 0.0023119509399853024
Position 4973: 0.0022779374142081576
Position 2622: 0.0022558905004376206
Position 5693: 0.0021914126130435255
Position 1933: 0.001982479850950442
Position 4370: 0.0019473127321380501
Position 2223: 0.0016250880743315568
Position 2870: 0.0014406919902943838
Position 3401: 0.0014107479004000125
Position 3649: 0.0013656187026823276
Position 2331: 0.0013655334315041765
Position 2897: 0.0012338301922536045
Position 5707: 0.0012192902891639257
Position 3453: 0.001080483197799033
Position 324: 0.0009910264767017771
Position 1100: 0.0009240136501591586
Position 3410: 0.0009157845667932689
Position 1810: 0.0008695666577478369
Position 3295: 0.0008679743015838969
Position 504: 0.0007786084176627076
Position 5279: 0.0007567074123823383
Position 2069: 0.0007348632934228667
Position 3161: 0.0006672810856081538
Position 3124: 0.0006584091918267116
Position 1174: 0.0005969272511269647
Position 507: 0.0005890874867703205
Position 1347: 0.0005027511665251117
Position 4451: 0.00043788319963917777
Position 6241: 0.0004111683693673332
Position 237: 0.0004003121655225745
Position 3435: 0.0003962066929259084
Position 3087: 0.00039399990290481983
Position 4691: 0.000376317985254207
Position 1655: 0.0003699307229497121
Position 5420: 0.0003555545094776599
Position 1446: 0.00035498042819579216
Position 3958: 0.0003517147724946609
Position 2844: 0.0003472884487744916
Position 1508: 0.00034287292874273797
Position 5964: 0.00028632870763176327
Position 5309: 0.000271379500885318
Position 1844: 0.00025539699920597536
Position 5372: 0.000232594298954975
Position 4018: 0.0002124353399614419
Position 3144: 0.00021098840447602953
Position 1866: 0.0002099557315605636
Position 5024: 0.00020404865264571446
Position 4391: 0.00019309529762581606
Position 3193: 0.00018855986202306283
Position 2568: 0.00018821575531721257
Position 720: 0.00017712861798083957
Position 5241: 0.00016259635553302588
Position 4322: 0.0001408043554576902
Position 6224: 0.00014055808357180352
Position 2981: 0.000140106514637789
Position 1547: 0.00013610799646572404
Position 3706: 0.0001289669255794693
Position 2120: 0.00012675959600446163
Position 4599: 0.00012379419536880787
Position 347: 0.00011638186147291867
Position 3955: 0.00011337817742830786
Position 1828: 0.00011223070826702176
Position 1218: 0.00010203718730522928
Position 4703: 0.0001005726578471688
Position 2987: 9.52400803467581e-05
Position 4564: 9.34488693592036e-05
Position 2474: 9.203719795906591e-05
Position 2389: 9.027856597606546e-05
Position 6123: 8.808828389497712e-05
Position 2942: 8.592601447309769e-05
Position 5021: 8.591848991655555e-05
Position 4150: 8.012572334803289e-05
Position 3132: 7.90905495320823e-05
Position 1023: 7.860473035552409e-05
Position 2876: 7.384030365907904e-05
Position 381: 6.600283054808907e-05
Position 1485: 6.42722413102748e-05
Position 3898: 5.827580674527027e-05
Position 2457: 5.65185791882387e-05
Position 2083: 5.592138578039531e-05
Position 3337: 5.3356328380361635e-05
Position 3265: 5.275888249995424e-05
Position 4325: 4.776403766034911e-05
Position 5929: 3.3866948452878034e-05
Position 6171: 3.129178145453605e-05
Position 1887: 3.0690511564522344e-05
Position 4544: 3.052009170989577e-05
Position 1961: 2.5279596736653333e-05
Position 811: 2.2773697099052677e-05
Position 4463: 2.1256084416065566e-05
Position 171: 2.115893083551921e-05
Position 414: 2.0939803076215957e-05
Position 1274: 1.9549576498807305e-05
Position 2020: 1.9088730170234044e-05
Position 2603: 1.8979177892145515e-05
Position 2246: 1.8574629672106623e-05
Position 2159: 1.8334659195870728e-05
Position 1566: 1.777024766004858e-05
Position 1028: 1.6604550377962832e-05
Position 5924: 1.6299713134834507e-05
Position 554: 1.5256259229808239e-05
Position 1563: 1.3712164086114313e-05
Position 6428: 1.323468792200813e-05
Position 1973: 1.2711247829915299e-05
Position 2958: 1.1869118893536112e-05
Position 2949: 1.181941259945314e-05
Position 3364: 1.1809593677611818e-05
Position 1360: 1.1728503138752899e-05
Position 160: 1.168581147708297e-05
Position 6387: 1.1453826220766083e-05
Position 2127: 1.1029619673528108e-05
Position 6371: 9.456595697272064e-06
Position 1417: 9.11143003181716e-06
Position 192: 7.93848092745801e-06
Position 6300: 7.135288522631502e-06
Position 2533: 5.9622962151288456e-06
Position 1215: 4.6938750038803986e-06
Position 793: 4.222010425485267e-06
Position 6415: 3.2554427833909558e-06
Position 417: 2.796748274370722e-06
Position 5938: 2.125260933770838e-06
Position 288: 2.0033793913717327e-06
Position 2080: 1.6064507295099266e-06
Position 148: 1.422880572458302e-06
Position 1058: 1.3452390726352746e-06
Position 1070: 1.3051116113703938e-06
Position 6187: 1.2078708659724137e-06
Position 1203: 1.138428489969261e-06
Position 6353: 1.053769757441747e-06
Position 2929: 9.85179099838561e-07
Position 1131: 9.148221835220572e-07
Position 731: 7.51139811570297e-07
Position 1055: 7.397849682485954e-07
Position 6129: 6.372763958933962e-07
Position 2903: 6.219759602976992e-07
Position 2398: 5.482173223391328e-07
Position 1666: 4.330117770874296e-07
Position 790: 3.791908666445294e-07
Position 1267: 3.4825235850143905e-07
Position 1052: 3.068869765777978e-07
Position 2495: 2.4200035448443237e-07
Position 1801: 2.370977387015173e-07
Position 150: 8.852968219722525e-08
Position 176: 8.545388590670323e-08
Position 285: 7.036761763241984e-08
Position 280: 6.200707872240813e-08
Position 207: 3.918649750271094e-08
Position 1701: 9.239094335404625e-10
Position 1238: 4.251161066879454e-10
Position 1192: 1.8567386641444045e-10
Position 483: 6.410804842207023e-12
Position 1281: 5.783150470263494e-12
Position 1315: 5.7037056623000825e-12
Position 1306: 5.538488849684073e-12
Position 462: 7.006939860236037e-13
Position 432: 5.203779402735412e-13
Position 173: 6.216245575719186e-15
Position 162: 6.401281704163201e-16
Position 261: 5.405578222812648e-16
Position 429: 5.656132913755931e-17
