Gene = odd
Position 48: 8.696414014748953e-08
Position 227: 8.359770188791037e-08
Position 497: 1.1147116564717262e-08
Position 448: 1.0153940963498282e-08
Position 464: 7.45721230809023e-09
Position 63: 4.306603495674329e-09
Position 470: 4.089465856692986e-09
Position 142: 3.4760257258571865e-09
Position 84: 1.6071068478254707e-09
Position 481: 1.4980189903585857e-09
Position 125: 1.1048918483621545e-09
Position 185: 1.0104305549455451e-09
Position 886: 6.105525374638312e-10
Position 133: 4.819237898027989e-10
Position 78: 3.4623682934797357e-10
Position 66: 2.8092101722307666e-10
Position 287: 1.5288674135566388e-10
Position 108: 1.4335298961403498e-10
Position 799: 9.168775998421422e-11
Position 847: 7.798192482330621e-11
Position 853: 7.758790645672854e-11
Position 889: 7.467909842885788e-11
Position 907: 7.396183799542592e-11
Position 72: 5.087558574377406e-11
Position 745: 4.346263862278607e-11
Position 856: 4.138079578369497e-11
Position 1021: 4.115819431560899e-11
Position 892: 3.7959227188026054e-11
Position 705: 3.739114229142184e-11
Position 781: 2.511825274212521e-11
Position 859: 6.687273947874751e-13
Position 844: 6.600100293175035e-13
Position 1024: 5.373712190283327e-13
Position 895: 9.650940711944357e-14
Position 129: 5.794333666113527e-14
Position 193: 5.893726586643055e-18
