Gene = Kr-h1
Position 11429: 2.1699715244191903e-06
Position 2434: 2.1572280448202904e-06
Position 11483: 2.0228842039768697e-06
Position 133: 1.8991907831484062e-06
Position 2440: 1.8115982866477111e-06
Position 11657: 1.7445915841940093e-06
Position 11309: 1.6806581796060337e-06
Position 11610: 1.617162747904039e-06
Position 2379: 1.2747756713993794e-06
Position 1665: 1.2128029561495494e-06
Position 406: 1.1841023970587078e-06
Position 1291: 1.1319825583798904e-06
Position 1655: 1.011606882220573e-06
Position 1142: 9.76399235357435e-07
Position 11: 9.482541703451611e-07
Position 844: 7.834265847523784e-07
Position 926: 6.637998007962929e-07
Position 1502: 6.610151231932341e-07
Position 1995: 6.471084771870274e-07
Position 509: 6.081202428884017e-07
Position 167: 5.823431916493616e-07
Position 968: 5.513743809693247e-07
Position 2590: 4.828078913085639e-07
Position 3255: 4.555600722745982e-07
Position 1085: 3.8912924075472635e-07
Position 1550: 3.7380575061425837e-07
Position 1464: 3.4214485579081214e-07
Position 2568: 2.9941188101459597e-07
Position 411: 2.0863076425094442e-07
Position 16: 1.5671510193286248e-07
Position 4491: 9.537619426596474e-08
Position 11820: 4.154728713980008e-08
Position 4852: 3.1525890427799163e-08
Position 11780: 3.0868150517110236e-08
Position 12989: 2.2006446295600485e-08
Position 3462: 1.8325575388339055e-08
Position 2761: 1.6396896844279506e-08
Position 3475: 1.612496863669036e-08
Position 3443: 1.5872440752472025e-08
Position 13197: 1.0908520543961428e-08
Position 12865: 1.0691545615930028e-08
Position 11215: 9.785328272954407e-09
Position 11477: 9.672239941957945e-09
Position 12902: 9.02802261485587e-09
Position 11231: 8.133992501032253e-09
Position 821: 5.512491631360936e-09
Position 1579: 5.2627419163375146e-09
Position 2188: 3.807897475361375e-09
Position 12879: 2.3464687615393227e-09
Position 279: 2.2370087004849e-09
Position 13202: 1.3726306473163383e-09
Position 219: 2.2801652436707247e-10
Position 230: 5.72292383342857e-11
Position 647: 3.523718096461359e-11
Position 2530: 1.0890782060291542e-11
Position 224: 3.277386536066753e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11189: 0.9976902204563417
Position 12634: 0.9928777826676064
Position 10391: 0.8727007879093128
Position 1487: 0.45010448164826633
Position 1585: 0.07809603520945556
Position 9467: 0.07062483418053153
Position 8778: 0.06636612286560968
Position 9416: 0.05665352987671257
Position 365: 0.048941447311464235
Position 1736: 0.04123385931241687
Position 1440: 0.04083821116009458
Position 10432: 0.0384836776130731
Position 10327: 0.034600192186960935
Position 10499: 0.02982828270826705
Position 9458: 0.02933645223430842
Position 12218: 0.018052955963577918
Position 1719: 0.012652710902365335
Position 743: 0.011493346090226772
Position 1971: 0.0105069286401468
Position 10299: 0.01018863996696764
Position 1208: 0.009146778801260861
Position 1889: 0.008944960765495844
Position 628: 0.00827739591700976
Position 781: 0.008165540637892378
Position 8538: 0.007488263788655289
Position 448: 0.006892709407474258
Position 12047: 0.005247413384308627
Position 8560: 0.0048314180760739974
Position 13255: 0.00481748197741273
Position 9130: 0.004718831945109457
Position 2110: 0.004445233204067836
Position 426: 0.004425851595480811
Position 1464: 0.004298071390408704
Position 11925: 0.004241220889434277
Position 10308: 0.0042112099445056105
Position 1695: 0.004008330621037425
Position 9070: 0.0034898285111806034
Position 7908: 0.0034776992434192707
Position 926: 0.0033322909232502314
Position 9006: 0.0032560445649484817
Position 13580: 0.0030325863470549567
Position 7825: 0.00271574835081867
Position 384: 0.0026087570441771534
Position 1343: 0.0024749305989009143
Position 8730: 0.0023394302785318876
Position 459: 0.002294082150976862
Position 801: 0.002140255831711
Position 406: 0.001955554677449378
Position 855: 0.0018724534135723548
Position 12001: 0.0018322461568885304
Position 10480: 0.0017472464700624324
Position 389: 0.0017308480215894183
Position 11633: 0.0016969812807529528
Position 11965: 0.0016038784658653894
Position 2848: 0.001567693899530374
Position 516: 0.0015674798187634332
Position 11974: 0.0015060590304347636
Position 9786: 0.0014795472980442632
Position 1018: 0.0014788955942797186
Position 635: 0.0013156649639745938
Position 12261: 0.001287629471481714
Position 13317: 0.001180256163177603
Position 2419: 0.0011444043520261373
Position 13375: 0.0010192949714736502
Position 12465: 0.0008468040615132557
Position 13340: 0.0008430791011514319
Position 13274: 0.0007883678320669716
Position 13306: 0.0007766913603576855
Position 1002: 0.0007702934776044904
Position 13346: 0.0007621839755138478
Position 474: 0.0006980801245214764
Position 242: 0.0006148679948169489
Position 898: 0.0006000779878103422
Position 456: 0.0005960238662045684
Position 12697: 0.0005389288829177885
Position 1565: 0.0005263182088682774
Position 2392: 0.00048091924962049654
Position 1499: 0.00047341091200866033
Position 1755: 0.0004543348362122016
Position 13225: 0.00045106088979711
Position 3186: 0.0004320227323997357
Position 13046: 0.00038978752992338116
Position 1857: 0.0003891223788624463
Position 4265: 0.00037225160536086727
Position 12302: 0.00035774723865231785
Position 864: 0.00030088273782157183
Position 1907: 0.00026278280234265676
Position 2494: 0.00025874143732191625
Position 1332: 0.00025393417198900847
Position 947: 0.00025159388464262943
Position 13803: 0.00022835236405164866
Position 1976: 0.00022833981066866185
Position 3338: 0.0002103026862254244
Position 2781: 0.00020405683287985914
Position 12191: 0.0002013716846336963
Position 3527: 0.00020112888125789773
Position 12599: 0.00019730895602967872
Position 11166: 0.00019603936093939416
Position 2706: 0.00017837554539416943
Position 706: 0.00017556123512050553
Position 1625: 0.00015308742068846667
Position 1520: 0.00014627044084020326
Position 2158: 0.0001449470292762592
Position 11153: 0.00014203764518277558
Position 552: 0.00014048055699688382
Position 13015: 0.00013935905245123235
Position 2978: 0.00011544320113203858
Position 1125: 0.00010618242575063332
Position 753: 0.00010585848197568404
Position 661: 0.00010067948312320529
Position 4205: 8.976888333281496e-05
Position 13643: 8.955418519045525e-05
Position 12978: 8.592947384788057e-05
Position 12597: 8.28261322432715e-05
Position 1529: 7.68569612026905e-05
Position 1752: 7.390520783671986e-05
Position 1897: 7.006058886878536e-05
Position 11528: 5.8587471993224574e-05
Position 13436: 5.535074671748633e-05
Position 13816: 4.621996876637846e-05
Position 250: 4.1940369376310376e-05
Position 11354: 3.651869291786999e-05
Position 1036: 3.252499198094908e-05
Position 1059: 2.574131698520653e-05
Position 885: 2.4870779648542975e-05
Position 873: 2.066030997857662e-05
Position 13754: 1.9782905543558434e-05
Position 13021: 1.9627398434882e-05
Position 13757: 1.9273492984931486e-05
Position 11998: 1.893671942139843e-05
Position 12674: 1.8668612295507267e-05
Position 558: 1.7675082694596653e-05
Position 1062: 1.675525006757317e-05
Position 541: 1.6092226007850063e-05
Position 1321: 1.4033499197977567e-05
Position 573: 1.366373543679623e-05
Position 586: 1.3533902737386289e-05
Position 564: 9.260805419778885e-06
Position 11690: 9.06527539767927e-06
Position 11648: 8.777489992456883e-06
Position 13882: 6.094260550285497e-06
Position 1639: 5.067776090793077e-06
Position 13280: 4.790107779697484e-06
Position 1093: 4.0953504718737105e-06
Position 13714: 4.017448660199157e-06
Position 1044: 3.862002663524039e-06
Position 680: 3.859073849234677e-06
Position 13086: 3.5995187203409144e-06
Position 1834: 3.4880991119064307e-06
Position 942: 3.2107189453383478e-06
Position 13105: 3.04497015813271e-06
Position 279: 2.633848637479579e-06
Position 1535: 2.2586322629172983e-06
Position 579: 1.6218786145627484e-06
Position 150: 1.4842661718993507e-06
Position 193: 1.135813581908842e-06
Position 1763: 1.0847523945966353e-06
Position 268: 1.075055849676768e-06
Position 934: 1.0656642604625054e-06
Position 147: 9.396072690780806e-07
Position 887: 7.421411483811174e-07
Position 1998: 5.747786366869762e-07
Position 180: 5.156701898914509e-07
Position 2273: 3.6409604653630954e-07
Position 76: 3.32546523606469e-07
Position 2128: 3.303940332665942e-07
Position 307: 3.0234963127616947e-07
Position 73: 1.661063745442411e-07
Position 153: 1.4916415424165149e-07
Position 304: 1.0997371531545026e-07
Position 343: 7.934303311525471e-08
Position 1550: 7.299135011377698e-08
Position 294: 7.282630100166095e-08
Position 58: 2.5887250240352325e-08
Position 4584: 2.3606847092156363e-08
Position 2042: 1.1469635853507817e-08
Position 3913: 2.6024514604694313e-09
Position 6450: 2.2690895698971054e-09
Position 6521: 1.9601727919248833e-09
Position 2213: 2.9400375144014355e-10
Position 172: 2.2298143520734037e-10
Position 2264: 1.6882704818564908e-10
Position 91: 2.464573984489192e-11
Position 330: 4.342684399535311e-12
Position 313: 2.743757306782655e-12
Position 158: 1.6766154496345206e-12
Position 62: 2.1730863452349988e-13
Position 338: 2.061144010229676e-13
Position 428: 1.429446105499523e-13
Position 2162: 9.767499871938536e-14
Position 317: 1.93115776946009e-14
Position 309: 2.7225528422658163e-15
Position 324: 4.3130312258367596e-16
