Gene = bbg
Position 1317: 0.00033974450248162944
Position 893: 0.00031866009473322063
Position 98: 0.0003170400580346652
Position 722: 0.00030601477332451176
Position 137: 0.00026224869783192183
Position 1473: 0.0002532943424294775
Position 283: 0.00023794476370126398
Position 2407: 0.00020959496542705507
Position 289: 0.00019773395131698305
Position 2391: 0.00019291595391979943
Position 429: 0.00018902909714069694
Position 1688: 0.0001865745950341943
Position 1116: 0.00014052895145884341
Position 2220: 0.00012098666323074534
Position 376: 0.00011019782048652149
Position 58: 9.983510285273091e-05
Position 403: 9.502213647432124e-05
Position 1974: 9.452680068268532e-05
Position 1104: 8.842977311232275e-05
Position 260: 8.724389621720877e-05
Position 2036: 8.504835349678156e-05
Position 16407: 8.068589724315574e-05
Position 2105: 8.005973248901684e-05
Position 351: 7.861913042748239e-05
Position 16763: 7.728600534229165e-05
Position 101: 6.873967217566793e-05
Position 452: 6.46401114202209e-05
Position 792: 6.452708449249101e-05
Position 1344: 6.263667060615126e-05
Position 690: 5.8845793791283596e-05
Position 1153: 5.564434709250121e-05
Position 927: 5.232266228042587e-05
Position 1365: 4.390333462256805e-05
Position 1878: 4.289658603924666e-05
Position 1717: 3.601212647112322e-05
Position 359: 3.3275749638055816e-05
Position 457: 3.168861189107842e-05
Position 1711: 2.1795482689119784e-05
Position 5474: 1.3005766945092017e-05
Position 18038: 9.123353092713997e-06
Position 5400: 7.683051125093829e-06
Position 17690: 7.678537094671631e-06
Position 16: 7.561804377675227e-06
Position 262: 7.471469407145503e-06
Position 1070: 7.0677288815892945e-06
Position 43: 6.772012800494172e-06
Position 644: 6.14318028452605e-06
Position 737: 5.9463925831683895e-06
Position 334: 5.140881956756603e-06
Position 23: 4.0508100180048475e-06
Position 46: 3.004439161254611e-06
Position 1060: 2.9864799878779463e-06
Position 7: 2.9305746407236523e-06
Position 267: 2.882759553389848e-06
Position 4484: 2.6879881190520113e-06
Position 408: 2.6120755737527596e-06
Position 104: 2.4724688827519396e-06
Position 617: 1.7819580336539143e-06
Position 281: 7.597355958637842e-07
Position 971: 5.55277953007918e-07
Position 968: 4.844555221675645e-07
Position 7720: 3.021197292164005e-07
Position 16427: 5.238365561086077e-08
Position 273: 1.6785408291370396e-08
Position 17661: 4.035181622256099e-09
Position 4391: 1.8716272150572274e-09
Position 1699: 1.8278056976441755e-09
Position 4515: 1.2077091466206863e-09
Position 3082: 1.1516193073279329e-09
Position 5505: 1.0427181361804764e-09
Position 1748: 9.899059027298001e-10
Position 9130: 2.7640400692493217e-12
Position 8967: 8.583837726624122e-13
Position 8825: 3.085273659231197e-13
Position 2615: 2.145837484192244e-13
Position 1817: 3.7103320823264356e-14
Position 5857: 2.4619566580310422e-14
Position 6067: 1.5085353102844187e-14
Position 4284: 1.1003550188457656e-14
Position 4824: 2.0877404955826773e-15
Position 4690: 1.9820265405161626e-15
Position 3429: 1.2248826251872738e-15
Position 3618: 5.741996313192951e-16
Position 4096: 2.0224856951603334e-16
Position 3390: 1.2684460223897272e-16
Position 3101: 8.447567896434471e-17
Position 4124: 7.486164267369116e-17
Position 3420: 4.0782599969836955e-17
Position 4112: 3.1383403498617086e-17
Position 3245: 5.4077547804468075e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 32140: 0.9994003739367225
Position 15609: 0.9986233645673744
Position 1596: 0.7702444882167753
Position 16249: 0.756732703554222
Position 10827: 0.1215865541397531
Position 1791: 0.08288061931569611
Position 2553: 0.05204374338290775
Position 2493: 0.02666288517425095
Position 2354: 0.02284011909083072
Position 2614: 0.019504554196160134
Position 1999: 0.018100982867566826
Position 2035: 0.015123633262745474
Position 2577: 0.011417185404944028
Position 603: 0.011021392403157646
Position 2450: 0.009183651615353306
Position 1240: 0.0067559056124486296
Position 11793: 0.00597321258836513
Position 725: 0.005472425197669941
Position 1104: 0.005301360177335484
Position 2536: 0.004815118519081115
Position 650: 0.0042019649958309185
Position 2457: 0.003933582509698794
Position 926: 0.0034275540891096743
Position 2590: 0.003318369803619342
Position 968: 0.003082706664160903
Position 901: 0.002319835633652612
Position 655: 0.0022550124907746304
Position 883: 0.0021602271039540427
Position 11003: 0.0019820205626821926
Position 8058: 0.00188335505091359
Position 2057: 0.00178030895965962
Position 617: 0.0015980822525090295
Position 1247: 0.0014166859037055169
Position 2369: 0.001261073779309103
Position 7928: 0.001250620815059227
Position 1153: 0.0011658018495064775
Position 2041: 0.001141846157021743
Position 2243: 0.0009354403021713194
Position 10963: 0.0009022694956757422
Position 7307: 0.0007792267267565588
Position 7372: 0.0007222205384328777
Position 1627: 0.0006975130732196355
Position 7795: 0.0006105659990010232
Position 1817: 0.0006089528532345731
Position 23005: 0.000592744413459923
Position 2195: 0.0005744095941507524
Position 1019: 0.00046823569928963694
Position 1060: 0.00041713070179902383
Position 10486: 0.00040496826058322667
Position 2707: 0.0003230072808563048
Position 1795: 0.0002951682309754257
Position 5695: 0.0002438742950085152
Position 303: 0.00023411366741721808
Position 2600: 0.00022090469166060283
Position 408: 0.0002004446332691394
Position 231: 0.0001654170423124502
Position 1968: 0.00012449327981948642
Position 1974: 9.614752199335178e-05
Position 2100: 5.689908114347745e-05
Position 1952: 5.5552356761866075e-05
Position 242: 2.890688771894261e-05
Position 273: 2.771019517609112e-05
Position 776: 1.9910145754328316e-05
Position 1652: 1.3344361239312172e-05
Position 830: 1.0911204229003823e-05
Position 1070: 9.970531365712765e-06
Position 5203: 9.681188340588662e-06
Position 137: 9.617939666475462e-06
Position 1373: 9.372644035995171e-06
Position 340: 8.786941235954154e-06
Position 5179: 7.868709969744168e-06
Position 16547: 6.122444597750838e-06
Position 1031: 5.896304444310241e-06
Position 58: 5.228209512384954e-06
Position 905: 3.542787118535001e-06
Position 359: 3.2434105834657623e-06
Position 489: 3.0627084266865285e-06
Position 811: 2.7941053091191633e-06
Position 781: 2.488178560335546e-06
Position 529: 2.2330904575875633e-06
Position 368: 2.223671095887449e-06
Position 4341: 2.081797091942421e-06
Position 417: 1.9184664531474385e-06
Position 16550: 1.7028952093083997e-06
Position 332: 1.589077748240396e-06
Position 5088: 1.4736478021754973e-06
Position 16944: 1.3604320739682157e-06
Position 545: 1.2122694320403417e-06
Position 467: 1.0606238973681754e-06
Position 16496: 1.0583777897174199e-06
Position 5297: 9.964857100655806e-07
Position 18991: 7.122227036910744e-07
Position 5294: 6.582216271450607e-07
Position 153: 6.398373897035462e-07
Position 11049: 6.342309249666097e-07
Position 10986: 6.294335077020734e-07
Position 79: 6.071369614588163e-07
Position 190: 5.753797845458545e-07
Position 222: 5.32531967091101e-07
Position 662: 4.831171303943435e-07
Position 318: 3.2706178002333614e-07
Position 320: 3.1007085098141026e-07
Position 5537: 2.904572482119534e-07
Position 4283: 2.8534320814288385e-07
Position 18099: 2.067818666231987e-07
Position 4350: 1.7048667163313059e-07
Position 4268: 1.6493658065808523e-07
Position 1041: 1.3361279488559795e-07
Position 18102: 5.66840493534176e-08
Position 9955: 3.435217662581991e-08
Position 2245: 3.0434567066997797e-08
Position 17195: 2.8335655463772517e-08
Position 16890: 2.5027804973646156e-08
Position 16716: 2.2189946011331433e-08
Position 16507: 1.2659217577021397e-08
Position 17716: 4.035181622256099e-09
Position 423: 2.189941859690307e-09
Position 187: 2.102016569555044e-09
Position 374: 8.359248083341672e-10
Position 245: 6.4789104203455e-10
Position 2924: 4.5274882605356723e-10
Position 3008: 3.4253019035862816e-10
Position 2896: 3.073371085883142e-10
Position 14328: 1.702090892342965e-10
Position 4359: 1.1156364305053791e-10
Position 2755: 2.661460388181821e-11
Position 492: 8.611473875802629e-12
Position 414: 7.0083595735709486e-12
Position 475: 6.776046389771149e-12
Position 260: 6.2372068290970256e-12
Position 445: 4.914376991569754e-12
Position 429: 4.393291937804947e-12
Position 479: 3.662736565395824e-12
Position 9016: 3.6429461450654364e-12
Position 9183: 3.4572157593970533e-12
Position 8245: 3.4332534353195e-12
Position 447: 2.395132127837219e-12
Position 8724: 2.15592111178303e-12
Position 11414: 1.6659396477578808e-12
Position 437: 1.1495615862574173e-12
Position 9063: 1.1038121338784128e-12
Position 502: 9.287189133842154e-13
Position 1187: 4.6666122714610284e-14
Position 5947: 3.6313975423453885e-14
Position 6131: 2.2809670762016693e-14
Position 5929: 2.1838702550890403e-14
Position 6590: 1.6417831271984656e-14
Position 5856: 1.2446714558351206e-14
Position 3906: 6.111599077280779e-15
Position 4057: 4.961181612839099e-15
Position 3082: 2.902596794191462e-15
Position 6095: 2.330150310297251e-15
Position 3683: 2.170217452498226e-15
Position 5012: 2.163327540353222e-15
Position 3341: 8.818765319981992e-16
Position 3056: 4.420503932948736e-16
Position 2830: 4.1160313360237287e-16
Position 3602: 4.009292831394225e-16
Position 3919: 3.441431790989693e-16
Position 3553: 2.1429807063941437e-16
Position 3151: 1.340456207087597e-16
Position 3577: 1.1038494337579903e-16
Position 2853: 9.943130817472897e-17
