Gene = PAPLA1
Position 24747: 0.00020027847996017699
Position 670: 0.0001997578695695954
Position 1210: 0.0001658503044916164
Position 1031: 0.00015440285464382703
Position 24912: 0.00013146883213153746
Position 608: 0.00012633852246590955
Position 24398: 0.00011406842171206157
Position 24103: 0.00010263180525563764
Position 170: 0.00010067791431083044
Position 24901: 9.795707853142228e-05
Position 503: 8.632591639205737e-05
Position 262: 8.180579017936533e-05
Position 1193: 7.640913511843435e-05
Position 24440: 6.317831092091075e-05
Position 23931: 6.258907790828823e-05
Position 24987: 5.746853886447758e-05
Position 1055: 5.664866423765243e-05
Position 24929: 4.249264816488629e-05
Position 710: 4.175968646234581e-05
Position 1040: 4.0389390576672176e-05
Position 25209: 3.6916546974084546e-05
Position 135: 3.2718280781931696e-05
Position 23670: 3.10643334282101e-05
Position 24134: 2.970280030547717e-05
Position 885: 2.903105405465138e-05
Position 25227: 2.8518042961227854e-05
Position 23712: 2.800778323809875e-05
Position 24509: 2.4970123885282214e-05
Position 23677: 2.4054353068296903e-05
Position 24924: 2.342322734468354e-05
Position 192: 2.3273854904177285e-05
Position 24831: 2.2538696452781154e-05
Position 512: 2.0963418102898913e-05
Position 23632: 1.988009750296985e-05
Position 25279: 1.9836617506004315e-05
Position 1343: 1.7296985808507825e-05
Position 224: 1.6071442357195703e-05
Position 1171: 1.4169543319117342e-05
Position 23583: 1.3198217681484918e-05
Position 24233: 1.1232119861077515e-05
Position 24875: 1.0718537535714624e-05
Position 1141: 9.125678768135146e-06
Position 597: 8.297620029841445e-06
Position 24055: 7.59857393108411e-06
Position 340: 7.35249544783757e-06
Position 1371: 6.452409420527697e-06
Position 216: 5.367798880332833e-06
Position 24933: 4.220299229130272e-06
Position 24964: 3.878855816008805e-06
Position 334: 3.8380122722928066e-06
Position 24993: 2.9616470042235087e-06
Position 23980: 1.9447668947398278e-06
Position 1221: 4.310052572938349e-07
Position 291: 2.2205120175127277e-07
Position 383: 1.6505887246485222e-07
Position 66: 6.49176995649617e-08
Position 350: 5.511221434434768e-08
Position 24982: 3.22351899041158e-08
Position 24937: 2.525308791490156e-08
Position 24946: 2.284993034797116e-08
Position 24814: 2.1366033819530282e-08
Position 312: 9.66731565799404e-26
Position 47: 3.803540637525142e-26
Position 424: 1.069029482801674e-27
Position 458: 5.60833055260447e-30
