Gene = l(2)k05819
Position 256: 1.2769226897925713e-06
Position 377: 1.090563340878614e-06
Position 1379: 8.945408038984975e-07
Position 888: 8.900882171031526e-07
Position 95: 8.81457029926142e-07
Position 706: 8.208022162849507e-07
Position 695: 5.000225889392863e-07
Position 1806: 4.3086839759832946e-07
Position 230: 4.249679519636733e-07
Position 737: 3.3131400494901464e-07
Position 5660: 2.725164416802407e-07
Position 5224: 2.431580751756198e-07
Position 1063: 1.3904366153474836e-07
Position 1014: 1.0989207910605912e-07
Position 2596: 1.0318685795831354e-07
Position 182: 9.850365776479018e-08
Position 670: 8.64529229553993e-08
Position 5350: 7.540943057587107e-08
Position 5324: 7.522467481158689e-08
Position 1882: 6.330864661157869e-08
Position 1266: 3.9398828235874124e-08
Position 132: 3.115244246006901e-08
Position 5307: 2.993710802121787e-08
Position 771: 9.699735164825014e-09
Position 3092: 8.18328733991857e-09
Position 854: 6.962460094960664e-09
Position 200: 1.0305764650260842e-09
Position 1026: 2.0199683536680835e-10
Position 1032: 2.456952843538485e-11
Position 1085: 3.164270504760493e-12
Position 1077: 1.520001078983096e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2772: 0.9902767922246013
Position 5464: 0.9871670152622648
Position 4940: 0.9405837971990307
Position 5157: 0.9326042804914964
Position 348: 0.865503256396851
Position 1813: 0.6536581059865023
Position 1039: 0.5661134555204241
Position 2613: 0.1544808035419475
Position 2312: 0.10245925115302774
Position 2451: 0.09549368582759704
Position 3407: 0.09350049670040973
Position 2070: 0.09335021510590694
Position 3706: 0.0899726266602681
Position 3727: 0.08559935251871434
Position 2475: 0.0813973105951529
Position 2910: 0.06970629180485151
Position 1550: 0.06865645783516738
Position 670: 0.04443332401206972
Position 1377: 0.044087530413070265
Position 2260: 0.043406117557383765
Position 5253: 0.04274263495460677
Position 2641: 0.030932759646489418
Position 2007: 0.02171009980171176
Position 3931: 0.018398711198699576
Position 3189: 0.013828354702240423
Position 1597: 0.01333259040630292
Position 2120: 0.012903628784824029
Position 5975: 0.011845693285402378
Position 2445: 0.0118166609618631
Position 4131: 0.011493162026147795
Position 5732: 0.007840309502404564
Position 6246: 0.0077126146447008765
Position 2022: 0.007626120496699168
Position 1276: 0.006966496039665252
Position 4995: 0.0058744202923845384
Position 2814: 0.00539982026317092
Position 1528: 0.004656529241384418
Position 3381: 0.004567749227993842
Position 1354: 0.004490039055867297
Position 1984: 0.003905662251020959
Position 1264: 0.0033285238797702635
Position 2985: 0.003133432204235004
Position 5636: 0.002843707080598385
Position 4082: 0.0028192430699789553
Position 2570: 0.0025383413354574677
Position 1063: 0.002405270290379656
Position 3607: 0.0023230582219358254
Position 423: 0.0021070169814310135
Position 1253: 0.0020902703982899587
Position 1869: 0.002085575206097155
Position 3878: 0.0020304206652797673
Position 6274: 0.001838913624873593
Position 6034: 0.0018094294681367353
Position 4281: 0.0016515652957540896
Position 455: 0.001649329463740647
Position 1285: 0.0016124756511301929
Position 3854: 0.0015958177889930176
Position 845: 0.001566848553059125
Position 5324: 0.0015557003705289978
Position 639: 0.0012299702070011388
Position 5356: 0.001160558714540099
Position 3632: 0.0011461378718525693
Position 1450: 0.0011159911002183935
Position 1399: 0.0010942436184677678
Position 3802: 0.001036662828881434
Position 2198: 0.0009668611470026781
Position 2124: 0.0009049794243049865
Position 897: 0.000858944637813485
Position 1085: 0.0008390873207928363
Position 3786: 0.000832137160158446
Position 1060: 0.0008072645063593913
Position 5848: 0.0006486241934350214
Position 5703: 0.000641814846996655
Position 3249: 0.0006393285199772468
Position 542: 0.0005605045533359906
Position 946: 0.0005107421570130495
Position 616: 0.00040048023373923656
Position 393: 0.00037269374849134074
Position 1436: 0.00035716504185133365
Position 382: 0.0003502928422533819
Position 5068: 0.0003351514344185832
Position 587: 0.0002975312465630068
Position 1147: 0.0002824603485897089
Position 5991: 0.0002711306811565505
Position 67: 0.00023332357229972482
Position 5204: 0.00022012447195458778
Position 973: 0.0002193366602208821
Position 420: 0.00019201173783283843
Position 5920: 0.0001914601042980843
Position 5483: 0.0001489242237633126
Position 1322: 0.000129231586947922
Position 1077: 0.0001103474490826764
Position 1777: 9.040111025384166e-05
Position 6021: 8.950882663863346e-05
Position 6135: 7.044914747422759e-05
Position 5710: 6.294275225348515e-05
Position 5187: 5.549650469654282e-05
Position 1603: 4.748814309774985e-05
Position 3412: 4.633929913540495e-05
Position 125: 4.205362536103923e-05
Position 970: 3.9848502620794095e-05
Position 435: 3.8112866309176905e-05
Position 3159: 3.789104715612515e-05
Position 523: 3.226860076394441e-05
Position 3065: 3.1916684698227515e-05
Position 784: 3.105971047459349e-05
Position 94: 2.9834141303940136e-05
Position 821: 2.8706749742108142e-05
Position 556: 2.4684218618196736e-05
Position 5908: 2.461503709736574e-05
Position 5538: 2.4043739141750843e-05
Position 2138: 2.277974154623648e-05
Position 5651: 1.8909340463650312e-05
Position 595: 1.6844969220502504e-05
Position 216: 1.260125375694962e-05
Position 119: 1.0979969534498686e-05
Position 148: 9.868502646058317e-06
Position 836: 7.2369704830373526e-06
Position 3255: 6.891258682646792e-06
Position 3089: 6.371125116584734e-06
Position 1300: 5.798778163037046e-06
Position 153: 3.877593037388727e-06
Position 2920: 3.71699680503399e-06
Position 1857: 3.3486163218604074e-06
Position 1051: 1.8706898174104725e-06
Position 2917: 1.4851065774617194e-06
Position 1308: 1.227992416083912e-06
Position 603: 1.192919044925806e-06
Position 1144: 7.606057288239276e-07
Position 174: 6.422037786806177e-07
Position 3015: 4.060638428265554e-07
Position 332: 1.8028356847873484e-07
Position 3043: 1.6166359281659705e-07
Position 137: 1.2855515953625558e-07
Position 128: 1.2777608929272897e-07
Position 164: 1.0567609838699757e-07
Position 544: 6.688980427071987e-08
Position 309: 1.1521295130250641e-08
Position 683: 1.010554312302895e-08
Position 273: 9.195045441173094e-09
Position 182: 8.050750063851155e-09
Position 267: 4.61067730943753e-09
Position 243: 2.213353541733572e-09
Position 440: 1.0885060634169113e-09
Position 990: 3.734069985955009e-10
Position 240: 2.6189341908835613e-10
Position 286: 1.9961276816555388e-10
Position 100: 1.6289122066650975e-10
Position 171: 6.249554254180977e-11
Position 189: 2.765602543251521e-11
Position 291: 8.118553051997814e-12
Position 298: 5.999162795377947e-16
Position 293: 2.1940117706706136e-16
