Gene = del
Position 12: 8.40898603447494e-05
Position 2309: 8.04030860096377e-05
Position 1728: 8.004602911832393e-05
Position 2786: 7.989729972756758e-05
Position 1787: 7.835124313817752e-05
Position 2182: 7.500102552881884e-05
Position 2689: 7.30502413895883e-05
Position 443: 6.598609356050777e-05
Position 825: 6.295420768863275e-05
Position 57: 6.0612206953053966e-05
Position 149: 4.8475930115522666e-05
Position 1281: 3.555571495669075e-05
Position 1382: 3.002842966861982e-05
Position 2420: 2.220363866350658e-05
Position 487: 2.0073799209473228e-05
Position 555: 1.9183419203061152e-05
Position 178: 1.4627850697966556e-05
Position 1008: 1.4407359588915193e-05
Position 2438: 1.3587699245113882e-05
Position 260: 9.803923077077785e-06
Position 780: 8.913367248088188e-06
Position 502: 7.675185989604572e-06
Position 1444: 4.702387579025416e-06
Position 918: 4.569580750747318e-06
Position 249: 3.024798310818422e-06
Position 131: 1.3183450931211945e-06
Position 948: 1.0531626328549308e-06
Position 222: 2.7257683473499047e-07
Position 61: 1.602133935357644e-07
Position 1943: 1.393071999847436e-07
Position 381: 3.9344341963919376e-08
Position 509: 3.789358721916371e-08
Position 392: 7.201187025982025e-09
Position 1906: 5.94307329338706e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 409: 0.9874689874460376
Position 1660: 0.8268919294218984
Position 722: 0.6796009745913799
Position 2957: 0.226744830987551
Position 2605: 0.1937480078352743
Position 2146: 0.080677125140591
Position 1463: 0.06543724551985498
Position 2511: 0.06229606487080833
Position 741: 0.053143124957536536
Position 2656: 0.04807567720577086
Position 1349: 0.025813692386240025
Position 3048: 0.023956209738932206
Position 2243: 0.01584359767094144
Position 1402: 0.011795316930658354
Position 1918: 0.011610730913097531
Position 1178: 0.011189293999900858
Position 2140: 0.010845040961313036
Position 2804: 0.00899181832022543
Position 1238: 0.006372485089889326
Position 2989: 0.0048188940259719345
Position 918: 0.0043928629066495705
Position 2333: 0.004180566384809384
Position 91: 0.003685183000172824
Position 927: 0.0034735816718375312
Position 2705: 0.0028120927553188873
Position 1405: 0.0026923206892492534
Position 1093: 0.002076544301321206
Position 2527: 0.0019220825286563805
Position 234: 0.0014527147699997627
Position 1751: 0.001357097753878005
Position 736: 0.0012943993397699044
Position 992: 0.0011141612961161316
Position 155: 0.0010944933082564225
Position 1477: 0.0010044280930047997
Position 3069: 0.0009185580291333859
Position 2339: 0.0008747298523621583
Position 2468: 0.0008744866586679098
Position 3063: 0.0007140444772774538
Position 297: 0.0006995867503982655
Position 1777: 0.0006509395635774825
Position 1382: 0.0006497802871971855
Position 206: 0.0006183787094585939
Position 643: 0.0005900136714125791
Position 2414: 0.0005367998340851233
Position 2048: 0.0005126159960536254
Position 2228: 0.0004372675187244804
Position 1078: 0.00043709017084000306
Position 1471: 0.0004054081268026451
Position 80: 0.00037977061908944765
Position 1096: 0.00036518974509346097
Position 3383: 0.00035561855906129767
Position 1245: 0.0003380233709529202
Position 850: 0.0003278099010912851
Position 1039: 0.00031073364584996665
Position 1906: 0.00029205041625369
Position 192: 0.0002560040263382039
Position 2697: 0.00023528619478954856
Position 3248: 0.00023523407909012794
Position 1665: 0.00023176825012861902
Position 1132: 0.0002256835431707897
Position 1017: 0.00022242125144191925
Position 2309: 0.00021590531004285474
Position 1532: 0.00018918574680677457
Position 685: 0.000163780578152714
Position 2926: 0.00015690693017881942
Position 2755: 0.00011629620616164559
Position 1297: 0.00010344052388866904
Position 1513: 9.655334261629392e-05
Position 2435: 9.632952730870625e-05
Position 500: 8.655022951666764e-05
Position 2197: 7.990323185237318e-05
Position 2966: 6.053370605381544e-05
Position 1761: 5.976822316705414e-05
Position 2739: 5.887354603742411e-05
Position 167: 4.717207949529534e-05
Position 3337: 4.205289068718848e-05
Position 2094: 4.1873966205018924e-05
Position 2273: 3.382935601349e-05
Position 2209: 3.18044968695626e-05
Position 1724: 2.1825095364794124e-05
Position 1804: 2.1683656103920755e-05
Position 341: 2.1131809795590144e-05
Position 2072: 1.8690147565147438e-05
Position 2522: 1.7526532450594677e-05
Position 447: 1.73313719361535e-05
Position 2589: 1.5455170692296147e-05
Position 766: 1.3756069326585198e-05
Position 756: 9.360524754365529e-06
Position 436: 8.9789559200659e-06
Position 1690: 7.726293696523034e-06
Position 1102: 4.235912698801669e-06
Position 453: 3.0025147134585235e-06
Position 1084: 2.1438378604566654e-06
Position 433: 2.064289453704489e-06
Position 587: 1.4800820353963769e-06
Position 1685: 1.3187568392464906e-06
Position 967: 1.2890031716117105e-06
Position 467: 1.2447243165033095e-06
Position 578: 1.2208548296176723e-06
Position 1146: 9.848409832561654e-07
Position 271: 8.506815767412584e-07
Position 1023: 8.300928852703361e-07
Position 311: 8.0776772728875e-07
Position 372: 7.181242357505521e-07
Position 855: 5.26546390824684e-07
Position 429: 4.908713461341819e-07
Position 276: 4.62703334522157e-07
Position 260: 4.1505582057283884e-07
Position 1785: 4.0783679719238284e-07
Position 267: 2.3786488580280425e-07
Position 1192: 2.2257044882670034e-07
Position 565: 1.5849442396267575e-07
Position 763: 1.0429521978225074e-07
Position 458: 9.184775372759914e-08
Position 561: 8.353969500046651e-08
Position 812: 7.412004110777794e-08
Position 743: 6.868091566415926e-08
Position 321: 5.411707433682755e-08
Position 1596: 3.7208778675962e-08
Position 57: 2.8372582751915125e-08
Position 273: 2.116776470350013e-08
Position 608: 1.6281541679065403e-08
Position 621: 7.879927035723567e-09
Position 212: 3.311479281738899e-09
Position 317: 2.017712703524183e-09
Position 350: 1.7803393402575516e-09
Position 773: 1.519296491739153e-09
Position 502: 1.001123538436821e-09
Position 417: 4.720898218225112e-10
Position 690: 1.6666967415083908e-10
