Gene = tral
Position 3107: 1.7478822340546177e-05
Position 2147: 1.7341532303457804e-05
Position 587: 1.6899191803252753e-05
Position 2287: 1.663082854812793e-05
Position 2011: 1.619290303035966e-05
Position 877: 1.6068302839751556e-05
Position 5146: 1.5153294877680368e-05
Position 1042: 1.469108384330878e-05
Position 4845: 1.413959808612028e-05
Position 4830: 1.4019429255533499e-05
Position 2777: 1.3836681745292407e-05
Position 1742: 1.3225603304975188e-05
Position 4051: 1.3130403544001554e-05
Position 1512: 1.1501275481977425e-05
Position 1250: 1.149415963539944e-05
Position 491: 1.0887422315371532e-05
Position 2933: 1.0815324261478592e-05
Position 344: 1.0426426556590732e-05
Position 86: 9.972193109489552e-06
Position 3613: 9.173895523186148e-06
Position 290: 8.915884932907994e-06
Position 3308: 8.163955791805876e-06
Position 4808: 8.098481812777485e-06
Position 1722: 7.948761243160241e-06
Position 4386: 7.798430664207926e-06
Position 470: 7.604702928497047e-06
Position 272: 6.951103078904801e-06
Position 2552: 6.4608949086609966e-06
Position 313: 5.998026843488797e-06
Position 47: 5.827531771426986e-06
Position 542: 4.355878526416767e-06
Position 3200: 4.156605612926488e-06
Position 841: 3.723799696178213e-06
Position 2135: 3.6427860508660307e-06
Position 3057: 3.5112931901904056e-06
Position 3463: 3.475956696833021e-06
Position 3187: 3.4163191556863202e-06
Position 363: 3.253289141519976e-06
Position 1956: 3.0614650295362006e-06
Position 582: 2.8557609499114358e-06
Position 2979: 2.7105002009979924e-06
Position 4493: 2.5791384674025205e-06
Position 3602: 2.212811690025497e-06
Position 673: 2.190505170074106e-06
Position 370: 2.1426677699609717e-06
Position 348: 1.9299751648427976e-06
Position 3564: 1.9277715451983196e-06
Position 1165: 1.920971144871398e-06
Position 2275: 1.8841632679896845e-06
Position 2351: 1.8509182691663137e-06
Position 3465: 1.4798426858994174e-06
Position 315: 1.4367557813727847e-06
Position 3588: 1.1195065018721208e-06
Position 5625: 9.731738558842624e-07
Position 874: 9.563732676217226e-07
Position 126: 9.308559979500542e-07
Position 882: 9.093835496359732e-07
Position 3971: 8.904613623919003e-07
Position 804: 7.664938937711488e-07
Position 1610: 7.294646440484621e-07
Position 386: 7.217416027629962e-07
Position 871: 6.966837536172745e-07
Position 709: 6.657670681268821e-07
Position 621: 6.353172670046685e-07
Position 3775: 6.343404482398081e-07
Position 3586: 5.393862572765716e-07
Position 321: 5.389331950338631e-07
Position 4067: 5.026347486204552e-07
Position 3018: 4.878119180440982e-07
Position 1581: 4.689350614857e-07
Position 884: 4.578468487018007e-07
Position 2972: 3.4205374562279426e-07
Position 269: 2.8799441882968313e-07
Position 413: 2.828726700402278e-07
Position 961: 2.4386978407226815e-07
Position 3258: 2.3622239042215804e-07
Position 1031: 2.2497099449263795e-07
Position 3238: 1.9721358878394127e-07
Position 855: 1.7583826850430884e-07
Position 861: 1.5589870398859086e-07
Position 3832: 1.5429737214518764e-07
Position 3829: 9.625630555807391e-08
Position 3457: 9.423050274457121e-08
Position 3504: 9.123951418795979e-08
Position 3934: 9.066672695616225e-08
Position 3661: 6.19298798153715e-08
Position 4839: 3.444515683253852e-08
Position 3486: 1.9908853223488623e-08
Position 1866: 6.84598362083324e-09
Position 3641: 4.005217582665724e-09
Position 1797: 3.287754552655627e-09
Position 2156: 2.4656656274635416e-09
Position 660: 2.396155529585054e-09
Position 4106: 2.156727727145694e-09
Position 2181: 2.0658335817057257e-09
Position 3673: 2.0385639688597205e-09
Position 1923: 1.3891708959217737e-09
Position 1791: 8.260261972785778e-10
Position 1917: 8.089522883062087e-10
Position 4092: 7.649946111208895e-10
Position 117: 7.148994385942981e-10
Position 1788: 6.461476185805325e-10
Position 2063: 6.183670189838754e-10
Position 3643: 5.855987226117168e-10
Position 1776: 2.855294123458081e-10
Position 746: 1.3969337134993061e-10
Position 723: 3.273478614539098e-11
Position 2083: 1.89764802717981e-12
Position 2381: 2.208824994999726e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1499: 0.9953514642214316
Position 3378: 0.9919133408590923
Position 2964: 0.9901913966632881
Position 3673: 0.8393513283498045
Position 4084: 0.8049891997767583
Position 2368: 0.33304346813913455
Position 2356: 0.270139682885257
Position 2706: 0.23664601958237516
Position 5126: 0.12343881153078756
Position 3670: 0.12069226666418409
Position 5351: 0.10824122031730844
Position 5537: 0.04562112351436739
Position 5369: 0.045586328457053474
Position 2219: 0.045165342404990545
Position 732: 0.04173405726362236
Position 304: 0.03472206243586626
Position 4669: 0.028975334446885114
Position 4327: 0.02686851153252647
Position 995: 0.025816953992713994
Position 5767: 0.022858413892025545
Position 4275: 0.015922035658386492
Position 723: 0.01502820919410901
Position 2135: 0.011374018244333468
Position 882: 0.010878884845357685
Position 2098: 0.010231140241078202
Position 2742: 0.009039494454059183
Position 2256: 0.007802605846595382
Position 4235: 0.00770089377840647
Position 801: 0.007650574500687257
Position 3346: 0.00685151610171798
Position 2408: 0.00677451754693636
Position 2141: 0.006046895583770792
Position 2979: 0.005139822195112669
Position 2232: 0.004835499257720956
Position 5676: 0.004146926834610031
Position 139: 0.004138616654600139
Position 4658: 0.0037829994029575926
Position 5375: 0.0035466635001152077
Position 4261: 0.0034223352954789363
Position 4904: 0.0032275564644373817
Position 1517: 0.0028651693412693516
Position 2745: 0.002531948585571723
Position 3802: 0.002315357408506982
Position 5695: 0.002149172615849323
Position 2675: 0.0018460218907669931
Position 2500: 0.0017642488853872164
Position 79: 0.0016942341179585413
Position 2050: 0.0016737204810905971
Position 3045: 0.0015388606805488902
Position 5866: 0.0014811322045390916
Position 2583: 0.0014095133007437368
Position 2631: 0.0013608504328696967
Position 2628: 0.001194578786804553
Position 4963: 0.0011653676206962312
Position 430: 0.0011123404001203935
Position 2586: 0.0011099402520979016
Position 4222: 0.0011041292449814138
Position 2739: 0.0010714595210444156
Position 2580: 0.001054841887145193
Position 328: 0.0010504090878594892
Position 2269: 0.0010209239732906906
Position 4208: 0.0009601791224816294
Position 1031: 0.0008621045732900513
Position 4943: 0.0008011425716635303
Position 5692: 0.0007959476528176763
Position 3308: 0.0007751554335747759
Position 3238: 0.000772110133073927
Position 608: 0.0007645296841222003
Position 1096: 0.000746811068640825
Position 1520: 0.000720618434103695
Position 4161: 0.000638980216505683
Position 1234: 0.0005564398991027829
Position 5234: 0.0005384679082858748
Position 4497: 0.0004926083033385103
Position 5191: 0.0004327458812439655
Position 4806: 0.0004236311477021648
Position 3313: 0.0004215128393477975
Position 2829: 0.0004009929746330457
Position 3738: 0.00039626792900465907
Position 1290: 0.0003892400904933742
Position 4927: 0.00037730224953702975
Position 5080: 0.0003600877623567086
Position 4431: 0.0003525935890702192
Position 1350: 0.0003461044819907256
Position 2173: 0.0003391552775529219
Position 443: 0.0003295819569613364
Position 1263: 0.0003283747464650434
Position 370: 0.00032375636060175204
Position 91: 0.0003168997510245488
Position 4092: 0.0003087568108462975
Position 928: 0.0002963155048490741
Position 2994: 0.0002824973246215928
Position 1355: 0.00027516392426471254
Position 1558: 0.00026963784311662283
Position 3934: 0.00025721262303776704
Position 344: 0.0002408028157984456
Position 1379: 0.00021702761885338554
Position 647: 0.00021296966551265394
Position 2523: 0.00020272235019116541
Position 4880: 0.00018520697768800487
Position 2047: 0.00012441815652985893
Position 1540: 0.00012265397983586709
Position 4106: 0.00010430219438252848
Position 2589: 0.00010201518952508821
Position 3258: 9.340329661523561e-05
Position 392: 9.108521279845946e-05
Position 751: 8.808342634548945e-05
Position 1657: 8.5661404641724e-05
Position 1158: 8.073571949048366e-05
Position 5324: 7.245403090705847e-05
Position 2526: 6.619846955295928e-05
Position 2532: 6.261525999109107e-05
Position 1101: 6.10715845306187e-05
Position 3000: 5.7089046290453636e-05
Position 2433: 5.63166515133873e-05
Position 4297: 5.5890894996601016e-05
Position 2448: 5.54632301535121e-05
Position 2451: 5.528325760689316e-05
Position 3747: 5.255324998454795e-05
Position 1142: 4.759026204362573e-05
Position 2898: 4.7462439412568906e-05
Position 759: 4.3745436418429426e-05
Position 1534: 4.3527527105930096e-05
Position 1010: 4.318483862647344e-05
Position 2445: 4.043705325482928e-05
Position 3887: 4.002683706096858e-05
Position 4673: 3.726555468012082e-05
Position 2478: 3.6458229307130564e-05
Position 941: 3.207895448240744e-05
Position 2514: 3.1954690951536186e-05
Position 2547: 3.054550095559758e-05
Position 1050: 3.0420985055474876e-05
Position 111: 2.9258830633159087e-05
Position 1366: 2.9200375959750875e-05
Position 363: 2.86777283182456e-05
Position 162: 2.432218942668006e-05
Position 99: 2.1834944041384583e-05
Position 2765: 2.1140979304371165e-05
Position 3319: 2.08617071038442e-05
Position 3348: 1.8662695221644202e-05
Position 220: 1.7765111855835778e-05
Position 945: 1.4014006447181063e-05
Position 2564: 1.301880272386259e-05
Position 165: 1.2812893434471591e-05
Position 2929: 1.2767202503605733e-05
Position 375: 1.226814890458571e-05
Position 3274: 1.1788206466741449e-05
Position 1250: 1.0266538782425834e-05
Position 488: 9.690662964340235e-06
Position 3757: 9.179613286888036e-06
Position 2466: 8.83243490440588e-06
Position 149: 8.183274640882538e-06
Position 2442: 8.164631857070035e-06
Position 3402: 7.183487427993783e-06
Position 1805: 7.170422167866436e-06
Position 1544: 7.155008674933422e-06
Position 3989: 6.945155301469685e-06
Position 3519: 6.710159560534679e-06
Position 1969: 6.085659322621124e-06
Position 1303: 5.9768573005564126e-06
Position 306: 5.5764347672534705e-06
Position 1935: 5.268743951953563e-06
Position 2541: 4.683983671087858e-06
Position 386: 4.295496051636204e-06
Position 3253: 4.045565045082272e-06
Position 1773: 3.641846013362995e-06
Position 3984: 3.4882200211592973e-06
Position 1053: 3.396493139165516e-06
Position 3965: 3.3894118114380125e-06
Position 3805: 3.0075107017337632e-06
Position 2606: 2.932618111137548e-06
Position 4601: 2.7188772325755834e-06
Position 2538: 2.6064455751514812e-06
Position 1597: 2.6009032591081907e-06
Position 3477: 2.551664001665908e-06
Position 1710: 2.290675568636193e-06
Position 4405: 2.1715605317279348e-06
Position 3012: 2.0536778231003663e-06
Position 1735: 1.9788086782897644e-06
Position 4438: 1.5522285255017245e-06
Position 3042: 1.3905341279019345e-06
Position 383: 1.3794624512327093e-06
Position 1663: 1.3290557635166565e-06
Position 3399: 1.2076287883938914e-06
Position 1042: 1.1177800213036035e-06
Position 3087: 1.0790009860498876e-06
Position 3057: 1.0416776770341186e-06
Position 243: 9.91446347683359e-07
Position 1753: 8.427102900362507e-07
Position 935: 7.213413096917024e-07
Position 1669: 6.955886935289935e-07
Position 1693: 6.515020106163318e-07
Position 1966: 6.247337746245569e-07
Position 3420: 5.941385432364205e-07
Position 1684: 5.755938091276558e-07
Position 3165: 5.462082047285653e-07
Position 3018: 4.975187127196201e-07
Position 238: 4.4953201638911734e-07
Position 3527: 3.9668524109593075e-07
Position 232: 3.427201224696621e-07
Position 1808: 2.8356214785790915e-07
Position 1785: 2.7152522709845344e-07
Position 413: 2.4349341413044727e-07
Position 491: 2.0356937508990484e-07
Position 245: 1.6704990653122506e-07
Position 1741: 1.64367613802063e-07
Position 3641: 1.6135540476777474e-07
Position 3255: 7.120511707294166e-08
Position 3531: 6.104206118066974e-08
Position 3555: 5.162603455947726e-08
Position 1987: 5.070019522695472e-08
Position 3117: 4.178771124858927e-08
Position 3741: 4.0543225564143607e-08
Position 3540: 3.8112133399601064e-08
Position 3986: 2.738589187641922e-08
Position 3121: 2.475760732445801e-08
Position 1315: 2.409680273182208e-08
Position 4176: 2.067549068227898e-08
Position 4033: 1.3819189167531388e-08
Position 4113: 8.611268240405602e-09
Position 3998: 7.804333112032295e-09
Position 3558: 5.027741074267634e-09
Position 3433: 4.3720382461409675e-09
Position 3632: 3.802870972389619e-09
Position 4019: 1.811176395154593e-09
Position 461: 1.5358465376686482e-10
Position 240: 9.377813306989696e-11
Position 518: 4.3508058905540715e-11
Position 397: 4.294762276873396e-11
Position 511: 2.928816687587384e-11
Position 260: 2.822339527352244e-12
