Gene = geko
Position 936: 0.0003926468423187373
Position 4828: 0.0003751562939068911
Position 2940: 0.00033667476123142915
Position 2133: 0.00030357251126544155
Position 1467: 0.0002943773617745214
Position 4651: 0.0002448283656556118
Position 2114: 0.0002215540259530226
Position 350: 0.0002162208182515768
Position 4367: 0.0001814673923815622
Position 112: 0.0001787844015556661
Position 104: 0.00017780886368698332
Position 581: 0.00014765788286948568
Position 2040: 0.00013949680622810573
Position 128: 0.00013092965727342832
Position 5038: 0.00012394537618942784
Position 1983: 0.00011290268417186338
Position 4515: 0.00010610253638074053
Position 4410: 0.00010583352135055402
Position 4726: 0.00010186154994803746
Position 277: 9.704053977895639e-05
Position 1154: 9.383254926401004e-05
Position 1828: 8.997623497165262e-05
Position 3459: 8.986584261048401e-05
Position 2699: 8.361932597480261e-05
Position 191: 5.298339738773085e-05
Position 4891: 4.3198048057567436e-05
Position 954: 4.260130042342118e-05
Position 5810: 3.666817372189707e-05
Position 5010: 3.632294452710765e-05
Position 68: 3.354213438563482e-05
Position 5856: 2.70063126592289e-05
Position 5842: 2.6575507175694222e-05
Position 171: 2.3652954843985305e-05
Position 453: 2.0389387301912862e-05
Position 839: 1.9973449706953506e-05
Position 5903: 1.996192710959793e-05
Position 5133: 1.9216263489303903e-05
Position 5848: 1.8592322309366253e-05
Position 5158: 1.802804206152009e-05
Position 4349: 1.7253940798146282e-05
Position 222: 1.3549169293776396e-05
Position 1246: 1.3249583800653138e-05
Position 123: 1.2562825838116146e-05
Position 275: 1.1538212009039338e-05
Position 4359: 1.1367048655999834e-05
Position 5597: 9.954718356698792e-06
Position 4401: 9.872941407112761e-06
Position 4955: 9.80235655834081e-06
Position 1267: 9.613729830242364e-06
Position 5780: 8.384288860162376e-06
Position 997: 8.210659715791272e-06
Position 2402: 8.139119803913095e-06
Position 81: 7.2336068655541886e-06
Position 1380: 6.717304124516025e-06
Position 745: 5.760094588726108e-06
Position 1980: 5.5599650687973825e-06
Position 1004: 5.417094944822695e-06
Position 2392: 5.385199761669936e-06
Position 4744: 5.278126229306741e-06
Position 1811: 5.275724051320327e-06
Position 807: 4.682045562294093e-06
Position 1446: 4.645901471681134e-06
Position 364: 3.7308902489529814e-06
Position 1520: 3.624779773173926e-06
Position 544: 3.4174268687713274e-06
Position 4374: 3.180597372568936e-06
Position 254: 2.9526270051263366e-06
Position 1648: 2.871674588647452e-06
Position 764: 2.6209372639226255e-06
Position 556: 2.6019271600601197e-06
Position 1576: 2.5324118801099538e-06
Position 1410: 2.257348623919279e-06
Position 1058: 2.160108978949716e-06
Position 771: 2.0772505374368463e-06
Position 1224: 2.0619446455949125e-06
Position 1253: 1.7521933704211558e-06
Position 623: 1.5020744512889417e-06
Position 83: 1.350300239631898e-06
Position 541: 1.2914396015571696e-06
Position 4655: 9.885714846439592e-07
Position 4602: 9.377192054013111e-07
Position 534: 8.526062255195402e-07
Position 4638: 8.238769842833781e-07
Position 1112: 7.307338784838789e-07
Position 889: 5.693787015313767e-07
Position 842: 5.163492939639377e-07
Position 940: 4.953259759206213e-07
Position 3: 4.7288762857907626e-07
Position 353: 2.996404139597479e-07
Position 655: 2.8496748170245105e-07
Position 2000: 2.4588815439242244e-07
Position 678: 2.2188550317567278e-07
Position 432: 1.86003033291442e-07
Position 858: 1.6440565958598213e-07
Position 648: 1.5596955178001176e-07
Position 377: 1.1363467068576778e-07
Position 488: 5.602925670674833e-08
Position 412: 4.617515329634606e-08
Position 643: 2.5535646821534513e-08
Position 438: 2.475617452593774e-08
Position 657: 1.5873870933493596e-08
Position 1038: 1.0951290217057154e-08
Position 1055: 4.802956797056364e-09
Position 1920: 3.14497775226986e-09
Position 929: 1.0812813769347122e-09
Position 690: 9.769616913482703e-10
Position 797: 7.830538043872489e-10
Position 415: 8.945553825260367e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5519: 0.954662135665664
Position 4099: 0.8807582737639795
Position 5818: 0.12876434195160044
Position 4126: 0.07699968296386873
Position 1061: 0.05787216969680001
Position 4918: 0.04426723242420183
Position 4436: 0.038026437019435054
Position 1614: 0.019871127274302815
Position 1205: 0.01891277782295675
Position 4123: 0.01859855831003545
Position 1400: 0.016733089768356822
Position 4946: 0.015208225927119255
Position 4515: 0.014345024672826799
Position 377: 0.014315003524537667
Position 4569: 0.014144751114091024
Position 5466: 0.012842496716467856
Position 5485: 0.012809854665120565
Position 4546: 0.0118830714742487
Position 5021: 0.011167159670022459
Position 4566: 0.009975096720564895
Position 3858: 0.009479267360193408
Position 2267: 0.009425930985392652
Position 1648: 0.00934147047511901
Position 3307: 0.008339485231676864
Position 912: 0.00812285524507807
Position 1359: 0.005124947390450256
Position 112: 0.005117125388431461
Position 4129: 0.004476998665442648
Position 889: 0.003532140196530613
Position 2209: 0.0034875219119982455
Position 5945: 0.0033950404919512686
Position 5322: 0.0030259103046132688
Position 2659: 0.002945106550011917
Position 3864: 0.002904168227317501
Position 4799: 0.002829835167478252
Position 1415: 0.0022022070310571983
Position 5851: 0.0016677460296838681
Position 2455: 0.0016131854175822976
Position 5133: 0.0014636131236091844
Position 3938: 0.0013657239201099183
Position 5916: 0.0013208472608286798
Position 3375: 0.00129640210274504
Position 350: 0.001269674794727546
Position 5171: 0.0012509861201047323
Position 3090: 0.000960634414530241
Position 2541: 0.000941080078289973
Position 4722: 0.000908259444911574
Position 2927: 0.0008340847705805566
Position 1684: 0.0006410813007029566
Position 3817: 0.0005360240289013588
Position 1490: 0.0005268293849135223
Position 953: 0.0005079255891524808
Position 4787: 0.0005078211627535553
Position 5240: 0.0004979043733848162
Position 5138: 0.00046140188593044013
Position 4958: 0.0004491507096566005
Position 288: 0.00044518072430338294
Position 202: 0.0004390531874916164
Position 4635: 0.00043374942201841087
Position 2074: 0.0004334695144472066
Position 2017: 0.0004237809631869103
Position 4349: 0.0004200713794151957
Position 5889: 0.0004198891568803886
Position 1709: 0.0003987204343728445
Position 1520: 0.0003708722029402507
Position 1879: 0.0003547273531552577
Position 3971: 0.00034876303915994274
Position 5789: 0.0003107022895732838
Position 1239: 0.00028367630420041633
Position 4227: 0.0002836208126241687
Position 2591: 0.000273530859770266
Position 5218: 0.00027191813571141726
Position 1427: 0.0002619276399585338
Position 4143: 0.00026148840506016525
Position 1210: 0.00025297029810029975
Position 4359: 0.00024894869665006785
Position 4770: 0.00024034140572720323
Position 4606: 0.00023931416025470062
Position 5043: 0.00023878296123613533
Position 2039: 0.00022967310940870145
Position 517: 0.00022323979639411075
Position 4483: 0.00019942841451012043
Position 4384: 0.00019516500529745417
Position 3404: 0.0001926744347970359
Position 5618: 0.00018185420152516085
Position 4076: 0.0001652386573255631
Position 4651: 0.00016455935137874147
Position 1591: 0.0001643267158547088
Position 2503: 0.0001552703865915457
Position 3911: 0.00015288404242129808
Position 4524: 0.00014556115698472272
Position 1070: 0.00014330137333299362
Position 1576: 0.0001321340877207695
Position 1380: 0.0001256359710909471
Position 5957: 0.00011679116588468752
Position 5663: 0.00011545318136829336
Position 275: 0.00011514004427356512
Position 3968: 0.00011061853331941252
Position 4730: 0.00010182764374486656
Position 175: 9.594988661189097e-05
Position 5145: 8.568057798486688e-05
Position 2816: 7.966146959009489e-05
Position 5895: 7.591460026010874e-05
Position 842: 7.486384419568617e-05
Position 1436: 7.401124774718238e-05
Position 5842: 7.350987554446453e-05
Position 1828: 6.083817980744087e-05
Position 2461: 5.8437893460973456e-05
Position 5825: 5.720006676259105e-05
Position 3823: 5.6487325653302017e-05
Position 3841: 4.146775843083429e-05
Position 1552: 4.0173879656425754e-05
Position 4404: 3.946444562313181e-05
Position 853: 3.4741306530740194e-05
Position 1467: 3.406042267067219e-05
Position 5156: 3.1997689070724876e-05
Position 308: 3.088999863394959e-05
Position 5030: 2.7387290136385586e-05
Position 1907: 2.6711347773997597e-05
Position 570: 2.652187319908893e-05
Position 4998: 2.6497496175310247e-05
Position 3338: 2.5462247505242055e-05
Position 2784: 2.3554046439700408e-05
Position 3265: 2.2587034071780556e-05
Position 4704: 1.9025102434972534e-05
Position 3545: 1.7541314328496557e-05
Position 3287: 1.6169605230436423e-05
Position 3430: 1.5874789982848716e-05
Position 4808: 1.5179625030282227e-05
Position 3595: 1.4095507190694223e-05
Position 3491: 1.2404681537304515e-05
Position 3450: 1.1372621274888935e-05
Position 858: 1.0146502324923847e-05
Position 4401: 9.378265484977175e-06
Position 5964: 8.292531020542748e-06
Position 5340: 7.275993949555976e-06
Position 3150: 6.683729814124153e-06
Position 5929: 5.667319655125276e-06
Position 2681: 5.620744487277267e-06
Position 4455: 4.92339327296013e-06
Position 1174: 3.237945081225184e-06
Position 2100: 1.6853257554336166e-06
Position 1983: 1.4810415027360747e-06
Position 1130: 1.458921016398259e-06
Position 1273: 1.2979872770565784e-06
Position 4964: 1.1343685050046749e-06
Position 210: 8.460430853816553e-07
Position 4581: 5.662060435511126e-07
Position 2000: 5.49159877484689e-07
Position 4367: 4.374848339027239e-07
Position 2382: 3.4791958160204875e-07
Position 1010: 2.792727755242828e-07
Position 326: 2.7467391120831527e-07
Position 2183: 1.864348068269671e-07
Position 305: 1.8012876483960214e-07
Position 123: 1.538973440889626e-07
Position 2684: 1.116232005596597e-07
Position 1785: 1.0701490618509954e-07
Position 1498: 9.527262368688198e-08
Position 488: 6.043067914688894e-08
Position 2106: 2.575977150439496e-08
Position 618: 2.3269682618191228e-08
Position 62: 1.4983035384293402e-08
Position 310: 1.3439270360237263e-08
Position 1956: 7.492488176548433e-10
Position 2508: 4.0057911743491596e-10
Position 2464: 3.941395365443811e-10
Position 1988: 3.87749641034822e-10
Position 623: 3.7410480458284453e-10
Position 587: 2.439924526566792e-10
Position 577: 1.739931830240379e-10
Position 581: 3.130155065579663e-12
