Gene = l(2)34Fd
Position 2221: 1.9568791621225206e-06
Position 1186: 1.6606760899913007e-06
Position 305: 1.6328984924261343e-06
Position 185: 1.6010738903404324e-06
Position 34: 1.47332437121436e-06
Position 476: 1.3290648974531003e-06
Position 327: 1.233527259651575e-06
Position 50: 1.0886340082076818e-06
Position 855: 9.765159284531443e-07
Position 844: 9.407167107794049e-07
Position 1052: 9.224571009065657e-07
Position 197: 8.993325564239038e-07
Position 254: 7.941963512275084e-07
Position 1489: 7.26247942429914e-07
Position 1995: 4.598240433649815e-07
Position 1354: 3.4110792160260316e-07
Position 1649: 3.265754434398841e-07
Position 11: 3.214890922723837e-07
Position 56: 3.0683209811518593e-07
Position 2391: 2.329398783174668e-07
Position 2377: 2.311139155066615e-07
Position 211: 1.646018695156818e-07
Position 642: 1.5316799128768313e-07
Position 1291: 1.4875861401429182e-07
Position 637: 1.0015526968438438e-07
Position 235: 9.496472834538185e-08
Position 9: 3.35742592455792e-08
Position 478: 3.299311395193213e-08
Position 174: 1.881428426641865e-08
Position 500: 1.1374313036673365e-08
Position 1746: 1.429458025030702e-09
Position 1279: 1.0767531682964125e-09
Position 1282: 4.829081972455384e-10
Position 1492: 2.789700877867515e-10
Position 1016: 2.689713927480907e-10
Position 1207: 2.192038450894024e-10
Position 699: 1.9748013761527893e-10
Position 1836: 1.8201806062803704e-10
Position 1242: 2.8968402794675668e-11
Position 1220: 2.8684118377567076e-11
Position 1813: 1.897589221100127e-11
Position 78: 3.6192611008285033e-12
Position 1312: 1.1594718370314967e-14
Position 1045: 7.026478413699959e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1448: 0.9958373727398541
Position 666: 0.9813197471371707
Position 211: 0.9403726667653909
Position 847: 0.02515062208441618
Position 1649: 0.021680657319249085
Position 728: 0.008506316299856405
Position 1038: 0.0062001571592683385
Position 690: 0.002663318380244394
Position 2280: 0.0019892022029522694
Position 1617: 0.0017795483163022107
Position 456: 0.0017485588978414382
Position 340: 0.001024059716332726
Position 254: 0.0008712852930180636
Position 1466: 0.0008326245262322843
Position 1174: 0.0007493832786073221
Position 2208: 0.0006033235030190306
Position 1791: 0.0005693385829152063
Position 241: 0.0005483907436154538
Position 271: 0.0005138821090357985
Position 1052: 0.0004959841937138674
Position 1014: 0.0004571275474455453
Position 2084: 0.0003431602151172328
Position 286: 0.00031588578231355906
Position 1525: 0.0003094494562420844
Position 1225: 0.00027637641295611293
Position 1308: 0.00021101635759404575
Position 468: 0.00019420555657229238
Position 2164: 0.00016832589007534227
Position 1659: 0.00016458336283473857
Position 534: 0.00015225944664867163
Position 748: 0.0001419869984656492
Position 2304: 0.0001268411132526181
Position 969: 0.00012503396222346712
Position 757: 0.0001220613635530978
Position 699: 0.00012002372280066571
Position 775: 0.0001151177798440178
Position 415: 0.00010205868170752357
Position 1485: 8.970257105026361e-05
Position 1179: 8.93863612440937e-05
Position 1594: 8.806605478270754e-05
Position 1746: 6.946328950119332e-05
Position 315: 6.819233468650946e-05
Position 1905: 6.791945551025458e-05
Position 822: 6.074031464977719e-05
Position 799: 5.401836855940562e-05
Position 433: 5.1599412570227295e-05
Position 2004: 4.944520255474455e-05
Position 1726: 4.66952731979546e-05
Position 1361: 4.265965608397483e-05
Position 1318: 4.2648864095190605e-05
Position 2091: 4.109465275328328e-05
Position 1480: 4.000809712979937e-05
Position 1734: 3.1189056931800565e-05
Position 2301: 3.097522123510893e-05
Position 654: 2.8077307894183398e-05
Position 103: 2.6777868558943112e-05
Position 1530: 2.3326985539925412e-05
Position 117: 2.287109447639988e-05
Position 2310: 2.0968006601163616e-05
Position 870: 1.852328070144766e-05
Position 987: 1.8512126794090687e-05
Position 472: 1.7786152083555275e-05
Position 379: 1.5181167619875237e-05
Position 1633: 1.4835190032969852e-05
Position 2331: 1.4789962098100529e-05
Position 1673: 1.4390867434261723e-05
Position 1797: 1.4055502049878118e-05
Position 1374: 1.3759249492907774e-05
Position 802: 1.3684166067913849e-05
Position 922: 1.3661049980313494e-05
Position 232: 1.3029193051436794e-05
Position 1584: 1.286190355867348e-05
Position 2293: 1.1195874199445054e-05
Position 1992: 1.0054243355468725e-05
Position 2328: 7.998912994557147e-06
Position 1967: 7.297019019939847e-06
Position 1089: 7.200814805927845e-06
Position 855: 7.12076338130907e-06
Position 185: 6.9091936716874895e-06
Position 1603: 6.771401181656216e-06
Position 1278: 6.133275855671435e-06
Position 1860: 6.014785554376284e-06
Position 1191: 4.477359363595763e-06
Position 505: 4.47539134551555e-06
Position 2171: 4.46296506459391e-06
Position 1656: 4.2915963461182236e-06
Position 367: 4.277061631160848e-06
Position 1809: 4.18870278248127e-06
Position 790: 3.87896830549277e-06
Position 1923: 3.4757459108040358e-06
Position 87: 3.385350501685722e-06
Position 2316: 3.323852087689927e-06
Position 2307: 3.156166364228929e-06
Position 2052: 2.9924563396406985e-06
Position 1806: 2.6904199706994725e-06
Position 568: 2.5136535703280043e-06
Position 2168: 2.507829163864722e-06
Position 2232: 2.5057766669510203e-06
Position 2105: 2.3538416681721465e-06
Position 2184: 2.332633731522815e-06
Position 1698: 1.7551122231701443e-06
Position 2181: 1.7275238527874746e-06
Position 642: 1.6001395877246948e-06
Position 2031: 1.5973905394541603e-06
Position 759: 1.5683710002086097e-06
Position 277: 1.3613872855805519e-06
Position 540: 1.1518598744678219e-06
Position 448: 1.0098797441278228e-06
Position 1489: 9.974751473811624e-07
Position 2055: 9.739692376760024e-07
Position 267: 8.955491146363862e-07
Position 1989: 8.860165964981904e-07
Position 2028: 8.05433161025224e-07
Position 2442: 7.673788426839829e-07
Position 1540: 7.521998979461e-07
Position 1980: 7.137825423480983e-07
Position 2010: 7.130433810037748e-07
Position 1550: 7.041651641596299e-07
Position 787: 6.976804242889273e-07
Position 873: 6.618470933883694e-07
Position 1560: 6.216467304212373e-07
Position 1182: 5.767211801989761e-07
Position 2244: 4.377607179434448e-07
Position 582: 4.2276742840119743e-07
Position 1101: 4.2236294880550226e-07
Position 577: 3.91288338616094e-07
Position 1710: 2.793183347516578e-07
Position 182: 2.2367249161932196e-07
Position 151: 2.1827711385092324e-07
Position 388: 1.737635584543525e-07
Position 197: 1.6622028219065405e-07
Position 327: 1.4904425665478172e-07
Position 141: 1.2531306912182945e-07
Position 161: 1.1028210179491358e-07
Position 612: 2.6024716111277404e-08
Position 69: 2.15836576519553e-08
Position 605: 4.011379585781334e-10
Position 131: 3.7626468104498023e-10
Position 165: 6.726796466783111e-14
Position 158: 1.4860746373801927e-14
