Gene = Sh3beta
Position 1672: 1.6568495049949157e-07
Position 408: 1.4606932247402758e-07
Position 949: 1.0882072931026781e-07
Position 533: 8.203400597275534e-08
Position 111: 3.6247163377281275e-08
Position 176: 2.3537485763747543e-08
Position 120: 2.3016745174095918e-08
Position 355: 2.1107771168865967e-08
Position 525: 1.1702258462998735e-08
Position 632: 5.584806568434555e-09
Position 1565: 5.331853385220568e-09
Position 410: 1.9654548761748078e-09
Position 1857: 7.034595631822279e-10
Position 169: 2.8504285186823623e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1275: 0.9849838303554468
Position 3151: 0.230785506775214
Position 2743: 0.2116840818556704
Position 1011: 0.18967903016320375
Position 129: 0.10011145382070688
Position 2869: 0.09981248983832448
Position 601: 0.06989252395390413
Position 1869: 0.06462415481884362
Position 3049: 0.061020644049929976
Position 976: 0.03335358462692462
Position 2911: 0.02545112907285826
Position 1943: 0.02506873886048033
Position 453: 0.022752930229406696
Position 2697: 0.02116974586747059
Position 2730: 0.017271782473717724
Position 1761: 0.017213135670110662
Position 443: 0.015712351622369457
Position 2861: 0.015626571638274286
Position 4204: 0.013773734255916492
Position 2571: 0.01280138353533901
Position 759: 0.011992654205786496
Position 1804: 0.009587049962853872
Position 700: 0.009311326880237213
Position 3883: 0.009129142465398565
Position 2050: 0.008192019401325737
Position 874: 0.007752514824857727
Position 2914: 0.0075541496107543165
Position 93: 0.0066844484323570616
Position 4326: 0.006197907469910528
Position 2061: 0.005992412108425033
Position 3849: 0.004465284492962961
Position 1073: 0.004428668995422531
Position 2447: 0.004408761494552464
Position 3928: 0.004323499613280888
Position 1839: 0.0037878931711101604
Position 2597: 0.0036719252165558895
Position 2075: 0.0032513811736987726
Position 84: 0.002926975313348204
Position 648: 0.002881253107239647
Position 947: 0.0028111094595011303
Position 1126: 0.0027901845122034297
Position 4323: 0.0027389762428677586
Position 2678: 0.002563031980909128
Position 2545: 0.002218268657655426
Position 3062: 0.0021239207906614678
Position 2878: 0.0021144443894192027
Position 3312: 0.002073677356137444
Position 1874: 0.001993410980382184
Position 1590: 0.0017957248515819892
Position 4124: 0.001531782086028989
Position 3844: 0.0013455908619859696
Position 155: 0.0012902438840369911
Position 3421: 0.0011390128291671974
Position 4634: 0.0011268771930718635
Position 3997: 0.0010873690142252155
Position 2586: 0.000983474839571631
Position 3160: 0.000915725373539462
Position 1452: 0.0009080713444554533
Position 4298: 0.0008914783353061981
Position 1842: 0.0008645078608594142
Position 1974: 0.0008311149845408876
Position 2507: 0.0008063787462829993
Position 4155: 0.0007880456169374293
Position 654: 0.0007627714036394092
Position 3875: 0.0007220879444099315
Position 2626: 0.0006371569480049549
Position 1536: 0.0006190277933020255
Position 4209: 0.000615568273139183
Position 1152: 0.0005231723373442763
Position 607: 0.00048377543836874883
Position 1823: 0.0004810300718703497
Position 569: 0.0004590209459648815
Position 1781: 0.0004568910341399954
Position 1316: 0.0004392288980961707
Position 4640: 0.00039560342944388737
Position 3808: 0.00035432635868242076
Position 2277: 0.0003540730237771321
Position 1281: 0.0003441116481843336
Position 3321: 0.00026909714653444597
Position 632: 0.00024484071877274447
Position 2631: 0.0001832153127260872
Position 3122: 0.00017808310677878004
Position 467: 0.00017200846807713705
Position 2137: 0.00017101765530263573
Position 584: 0.0001627654348848374
Position 616: 0.00011453382027064806
Position 1778: 0.00011114944674852472
Position 2750: 0.00010297101171083297
Position 736: 9.847066314137612e-05
Position 1561: 9.342097242695288e-05
Position 1587: 9.340059547198267e-05
Position 261: 8.528678104754067e-05
Position 470: 7.39328347183096e-05
Position 1284: 5.017240119391902e-05
Position 1546: 4.753683984560061e-05
Position 1593: 4.5271759935433484e-05
Position 176: 3.828714855098852e-05
Position 2399: 3.606466550593628e-05
Position 804: 3.49960315797864e-05
Position 670: 3.2846358686316065e-05
Position 194: 2.3298737567060337e-05
Position 202: 1.8242025290346832e-05
Position 1293: 1.605594824438044e-05
Position 1964: 1.4270980212858226e-05
Position 480: 1.2460364856156e-05
Position 2040: 1.2068111883569113e-05
Position 2142: 1.2037751689399084e-05
Position 1524: 1.1221244580918676e-05
Position 461: 1.0397563037803237e-05
Position 1765: 9.445422950308276e-06
Position 2299: 8.525955208802113e-06
Position 547: 8.360384582770516e-06
Position 2349: 8.134983451300089e-06
Position 313: 7.96994403358796e-06
Position 2307: 7.2871439279445365e-06
Position 338: 4.479020934993466e-06
Position 1470: 3.550562290082899e-06
Position 348: 2.372526819154469e-06
Position 1320: 2.3187425295426846e-06
Position 268: 2.295015052890172e-06
Position 258: 2.0065242029577974e-06
Position 408: 1.9976138889676756e-06
Position 1400: 1.7089007114178973e-06
Position 275: 1.4118925037051583e-06
Position 1565: 1.262206731163939e-06
Position 306: 6.668147616651166e-07
Position 1611: 3.3588888055008404e-07
Position 1614: 3.3401299004743184e-07
Position 2090: 2.3395123819465825e-07
Position 367: 8.368100902452604e-08
Position 370: 6.403559437976879e-08
Position 1197: 4.8659399978185984e-08
Position 375: 5.696630624363184e-09
Position 664: 4.312420429913657e-09
Position 223: 2.5603119148532852e-09
Position 214: 7.003738432141158e-10
Position 228: 3.34540746356473e-10
Position 217: 3.241172756602758e-10
Position 265: 1.5298151578991887e-10
Position 210: 1.6619366743107257e-11
