Gene = ValRS-m
Position 1620: 0.01074607110729484
Position 2859: 0.009948448242546327
Position 1287: 0.009875397407236006
Position 2395: 0.009073894202390272
Position 2333: 0.00751918912807678
Position 965: 0.0073144775317458095
Position 2799: 0.005582492249512397
Position 2961: 0.005504624096121096
Position 624: 0.005135495113794115
Position 2757: 0.0044375763726378714
Position 2411: 0.004158618052291646
Position 1075: 0.003964013823017681
Position 1335: 0.0038683363310691122
Position 2906: 0.0037745350370717765
Position 2654: 0.0037020966837091147
Position 2699: 0.003107780651558834
Position 2594: 0.0030789895982106766
Position 1131: 0.0026251181914412744
Position 1491: 0.0022419310988417212
Position 3055: 0.001557525373373641
Position 1498: 0.0015431753181181034
Position 3174: 0.0013834148650816013
Position 2606: 0.001287772537290052
Position 1425: 0.001237813902093934
Position 331: 0.0012044401806689045
Position 2286: 0.0011832077611363026
Position 937: 0.0011709267771213177
Position 1404: 0.0011250311583744636
Position 1590: 0.0011048217507424515
Position 1027: 0.0010147892820925194
Position 2366: 0.0009767617824436637
Position 2222: 0.000943928504941734
Position 507: 0.0008585227395118146
Position 165: 0.0008250530206433099
Position 711: 0.0007043240831747565
Position 3444: 0.0006840494571820028
Position 3038: 0.0006213886662232793
Position 3129: 0.0005717807087861811
Position 1509: 0.0005473373839176001
Position 817: 0.0004806600163918677
Position 1137: 0.00042972950812748936
Position 1449: 0.00039308165573873906
Position 2176: 0.00037867894535261956
Position 1084: 0.0003469663530378137
Position 168: 0.0003436587987064576
Position 670: 0.00033158548235655755
Position 1197: 0.0002958733209966801
Position 1926: 0.000269825149162906
Position 2986: 0.0002629026601665332
Position 525: 0.00025807861121480345
Position 2401: 0.0002462770316428155
Position 77: 0.00024547371021829743
Position 591: 0.00024358585314839331
Position 820: 0.00019569584728330492
Position 2865: 0.00018967419436103562
Position 1459: 0.00016770882610157473
Position 534: 0.00012959223465386705
Position 1739: 0.00011817796564300392
Position 1254: 0.00010262882312030679
Position 2132: 0.00010163188181155279
Position 1200: 9.297216706920124e-05
Position 796: 8.711442798534376e-05
Position 774: 7.643653072523394e-05
Position 334: 7.419688102294883e-05
Position 1638: 7.24368319418183e-05
Position 3491: 6.929130829797093e-05
Position 2317: 6.735141951137177e-05
Position 2122: 6.669476769682287e-05
Position 1668: 6.54829853117501e-05
Position 225: 6.426157437075411e-05
Position 2882: 5.804629423105358e-05
Position 546: 5.5844160649818544e-05
Position 1704: 5.563242507208646e-05
Position 2342: 5.2424551778153236e-05
Position 3156: 4.935189367163653e-05
Position 1595: 4.473900816476117e-05
Position 2371: 4.329474616774834e-05
Position 3319: 4.1760164478295086e-05
Position 2516: 4.0528378552878066e-05
Position 2170: 3.0233325230212594e-05
Position 3341: 2.8043815381567108e-05
Position 1054: 2.7320249132899555e-05
Position 1353: 2.7150952761166944e-05
Position 2967: 2.689604317628469e-05
Position 3153: 2.1468197659916556e-05
Position 952: 2.0432767489514745e-05
Position 899: 2.00977019058986e-05
Position 3358: 1.1235113485102922e-05
Position 3388: 9.893756845656027e-06
Position 2712: 9.800831506167236e-06
Position 568: 9.501886610344166e-06
Position 3428: 9.244359575061908e-06
Position 1029: 8.59405567054635e-06
Position 102: 8.055590209075962e-06
Position 2519: 7.379216032111652e-06
Position 1272: 6.422449886759339e-06
Position 1216: 4.683373643667622e-06
Position 3452: 4.5340238449958e-06
Position 2272: 4.331831741193362e-06
Position 3393: 3.581812505312854e-06
Position 180: 2.9832417390286204e-06
Position 601: 1.7866356600391939e-06
Position 1329: 1.4853188488554524e-06
Position 352: 1.264646870106569e-06
Position 1056: 1.1769819677870014e-06
Position 777: 9.112906897647771e-07
Position 3327: 7.347698636377545e-07
Position 831: 7.012992686623973e-07
Position 1384: 5.622778201693754e-07
Position 1113: 4.86251445303374e-07
Position 199: 4.815208624024589e-07
Position 204: 3.348165128084678e-07
Position 187: 2.3770033215874478e-07
Position 684: 1.4167031130634353e-07
Position 751: 9.038911937065399e-08
Position 562: 5.348266359432263e-08
Position 891: 3.989335462904114e-08
Position 281: 1.7930594080109342e-08
Position 269: 1.1393593590998873e-08
Position 402: 5.2537152890246166e-09
Position 409: 2.0054636460252823e-09
Position 693: 8.641055096004781e-10
Position 251: 2.0288280865020707e-10
Position 236: 1.7279024285613827e-10
Position 416: 1.7237176855479366e-10
Position 387: 1.0054753726715959e-10
Position 372: 1.0032465624820208e-10
Position 413: 7.136312058154009e-11
Position 342: 2.0857396582608262e-11
Position 378: 1.242079297233979e-13
Position 423: 7.440737253861521e-14
Position 318: 8.668211962485056e-16
