Gene = Nuf2
Position 1067: 1.3642579143458218e-07
Position 916: 1.2417175678782193e-07
Position 771: 1.2308591069830935e-07
Position 602: 1.111549589008481e-07
Position 908: 1.1039777027046072e-07
Position 1032: 1.0840524416969796e-07
Position 1253: 1.0378025337552647e-07
Position 294: 9.478651626281747e-08
Position 1121: 8.220707674552658e-08
Position 1052: 7.423943018490208e-08
Position 722: 6.487903202240667e-08
Position 902: 6.383612248036798e-08
Position 1307: 6.350289752620554e-08
Position 272: 4.6257083173249424e-08
Position 795: 4.451443662893995e-08
Position 784: 4.335484044887873e-08
Position 599: 2.683684906193694e-08
Position 1064: 2.4048865474529184e-08
Position 400: 1.1904156658905367e-08
Position 797: 7.832988489626647e-09
Position 524: 6.1810156615671565e-09
Position 527: 2.6356257483256068e-09
Position 311: 5.034290954113793e-10
Position 384: 3.532206709688692e-10
Position 824: 1.4532709537108222e-12
Position 377: 6.820583240010719e-18
