Gene = abo
Position 821: 9.208564546715911e-08
Position 939: 6.757034668134514e-08
Position 798: 5.656372873549853e-08
Position 1054: 3.124906166686714e-08
Position 1136: 2.167011267110864e-08
Position 547: 1.0987590430788571e-08
Position 455: 5.44823281868716e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1082: 0.8049010502170668
Position 1363: 0.10413008827665778
Position 1086: 0.08002506926989371
Position 762: 0.041184511969241715
Position 935: 0.02554244186680072
Position 909: 0.011446443655261167
Position 872: 0.00768289051288109
Position 1444: 0.005317173521707772
Position 674: 0.004614145317024355
Position 1149: 0.004599507403164026
Position 1432: 0.0039021485244250605
Position 1492: 0.003880156739100733
Position 690: 0.0038163263711238093
Position 1677: 0.003184613549887435
Position 468: 0.0021826941795774738
Position 833: 0.0021630311749995493
Position 1591: 0.0018284245799201724
Position 1501: 0.0015657360611813786
Position 1043: 0.0014723518756235604
Position 788: 0.0009290865699241161
Position 882: 0.000749197645605058
Position 1478: 0.0006600639792449659
Position 946: 0.0005608291382454897
Position 694: 0.0005158223427567009
Position 678: 0.00043820617248034794
Position 470: 0.00038272351152381323
Position 821: 0.00037122274309964827
Position 618: 0.00034793925166387384
Position 830: 0.0003471887592305859
Position 1738: 0.0003250451156060777
Position 311: 0.0003179851027554733
Position 131: 0.0002835940600743822
Position 1813: 0.00024878127002519925
Position 976: 0.00022270009060297433
Position 415: 0.00019895819735115045
Position 439: 0.00018055045562177983
Position 1586: 0.00015508535945981988
Position 850: 0.00013567479979660838
Position 489: 7.844753947505574e-05
Position 1233: 6.643837802688791e-05
Position 289: 5.1157163118967896e-05
Position 1451: 4.9002658242895374e-05
Position 521: 4.895529338832455e-05
Position 383: 4.505009557408981e-05
Position 526: 3.949515582340527e-05
Position 1230: 3.85529136900217e-05
Position 1684: 3.3979463029363e-05
Position 1705: 3.329136160730841e-05
Position 836: 2.5616472328121307e-05
Position 1103: 2.4952983108368392e-05
Position 212: 2.2638211461214085e-05
Position 337: 1.3323017159036805e-05
Position 317: 1.0454849026472859e-05
Position 272: 7.68538838948156e-06
Position 540: 6.6605921783832125e-06
Position 869: 5.537429987679553e-06
Position 1030: 4.420940568185599e-06
Position 352: 4.064582417768421e-06
Position 994: 3.246658107530725e-06
Position 434: 2.817298873460636e-06
Position 1001: 2.207419380294524e-06
Position 633: 1.6195401204596502e-06
Position 998: 1.5696136316012583e-06
Position 1022: 9.732647546385965e-07
Position 436: 7.592999723143558e-07
Position 412: 3.883575976419488e-07
Position 69: 3.7411765876291304e-07
Position 419: 1.3929019618403206e-07
Position 393: 1.340890571466842e-07
Position 167: 7.916707322432722e-08
Position 58: 3.82416174583764e-08
Position 79: 3.81545895041179e-09
Position 110: 3.3528937950783402e-09
Position 322: 1.0600774693553145e-09
Position 404: 3.4257300907072313e-10
Position 397: 3.1602652001473917e-10
Position 47: 1.9886626018272796e-10
Position 95: 3.9457756712222186e-12
Position 175: 8.898566768360297e-13
Position 92: 1.2792582728228285e-13
Position 140: 5.0775055590734e-15
Position 197: 4.3342597185587294e-16
