Gene = SCOT
Position 3326: 8.560775255206452e-06
Position 2740: 8.103281447038754e-06
Position 2990: 6.895090396121448e-06
Position 2494: 6.328802871532823e-06
Position 1466: 5.983343082998546e-06
Position 1611: 5.895424309372076e-06
Position 1652: 5.349452756446328e-06
Position 560: 4.41717611573036e-06
Position 696: 4.29040255375494e-06
Position 3475: 3.3454589570813512e-06
Position 2230: 1.982352901644944e-06
Position 3512: 1.97380162819156e-06
Position 3495: 1.7374649949428042e-06
Position 526: 1.4841129579997661e-06
Position 207: 1.2764511691055439e-06
Position 2642: 1.0932425684728841e-06
Position 3552: 8.839312642982332e-07
Position 406: 8.38505188230856e-07
Position 899: 6.368016191769629e-07
Position 3389: 6.275242332431748e-07
Position 2428: 6.249495267011302e-07
Position 283: 5.876654046384472e-07
Position 2227: 4.7017151120323964e-07
Position 523: 4.2222676981055195e-07
Position 3191: 2.7479763087549726e-07
Position 173: 1.801637548434005e-07
Position 872: 1.768443383153206e-07
Position 210: 1.5801793316381128e-07
Position 3299: 1.3374294158600763e-07
Position 85: 1.1611428227050056e-07
Position 247: 1.0673792671856354e-07
Position 876: 1.0391768591687212e-07
Position 3488: 8.292795700593179e-08
Position 1435: 8.008053498292232e-08
Position 170: 7.105969021630993e-08
Position 3559: 5.7988631060339393e-08
Position 1050: 5.741937180788977e-08
Position 3437: 1.7981080815708762e-08
Position 3584: 1.2565735958623913e-08
Position 369: 1.1959941105153443e-08
Position 99: 6.984384939516489e-09
Position 163: 3.989096834236963e-09
Position 361: 3.846611751166396e-09
Position 861: 3.3992874322413766e-09
Position 821: 3.2296050310068136e-09
Position 152: 2.5840495637740683e-09
Position 373: 1.4491096759099443e-10
Position 242: 1.2746583174103368e-10
Position 140: 1.245359063938868e-10
Position 467: 9.769553134940036e-12
Position 379: 7.148060162013953e-12
Position 495: 1.0602879191758786e-12
Position 154: 3.629028530796693e-13
Position 175: 1.9887145546584802e-14
