Gene = Chro
Position 1404: 0.0001712876740934339
Position 120: 0.00016434039296362964
Position 4898: 0.00015827979211088512
Position 1001: 0.0001377493358049368
Position 144: 0.00013766237122841114
Position 3055: 0.00013033295233827897
Position 4415: 0.00010906755163195926
Position 4213: 9.937727428389508e-05
Position 2926: 9.721432610218251e-05
Position 2750: 8.417507142507576e-05
Position 576: 8.087731610652127e-05
Position 5007: 7.649216770148834e-05
Position 4223: 5.988165221711688e-05
Position 1646: 5.403014205728572e-05
Position 363: 5.297095857829985e-05
Position 685: 5.136372509758885e-05
Position 1461: 5.032916840050102e-05
Position 4092: 4.966435846381616e-05
Position 1663: 4.4292091391359665e-05
Position 619: 4.2449812381643225e-05
Position 5123: 4.1836688307736976e-05
Position 1876: 3.8161292864744835e-05
Position 5191: 2.6489699576734456e-05
Position 1656: 2.633867403907532e-05
Position 2726: 2.420834147666311e-05
Position 1740: 2.0335569749667615e-05
Position 447: 1.922846070647645e-05
Position 834: 1.4976878366247294e-05
Position 3985: 1.4377628783343137e-05
Position 1191: 1.4361500478655045e-05
Position 2560: 1.339154638853682e-05
Position 607: 1.1981470495719066e-05
Position 601: 1.0559547239445733e-05
Position 155: 1.0176417199904081e-05
Position 1669: 1.0084748782279687e-05
Position 1927: 9.783160407161731e-06
Position 1254: 9.453551826519845e-06
Position 1236: 8.742201307872565e-06
Position 1357: 8.303765535394152e-06
Position 1957: 7.852799218150018e-06
Position 75: 7.620933847857789e-06
Position 373: 7.530175190946782e-06
Position 1532: 6.845452518727118e-06
Position 1733: 6.25387076744744e-06
Position 1978: 5.8556034506063705e-06
Position 1322: 5.102457061482272e-06
Position 1293: 5.0785845371324845e-06
Position 1674: 4.493183540010716e-06
Position 1285: 3.858502534487988e-06
Position 1757: 3.576528198647653e-06
Position 1395: 3.5474316261247102e-06
Position 453: 3.5131457539856238e-06
Position 1560: 2.946040524604091e-06
Position 96: 2.3620743300645474e-06
Position 1308: 1.9047980738094961e-06
Position 1045: 1.7589918033155706e-06
Position 1341: 1.2030165269207587e-06
Position 1960: 1.0336830522990722e-06
Position 1185: 8.560501379798215e-07
Position 227: 6.577081880152113e-07
Position 1709: 5.187959894456635e-07
Position 1535: 3.7985576479215686e-07
Position 4233: 3.742322098973574e-07
Position 1218: 3.610494328049426e-07
Position 79: 2.839719323036185e-07
Position 250: 2.6605087208203066e-07
Position 253: 1.9171532764883376e-07
Position 1994: 1.86334617337506e-07
Position 286: 1.3796311038169203e-07
Position 86: 4.840346480496677e-09
Position 111: 4.120802633833997e-09
Position 146: 9.822066488097403e-10
Position 1753: 3.4493157137463325e-11
Position 1183: 2.7445291611272803e-11
Position 282: 5.3653631202590735e-12
Position 258: 9.204699808385885e-13
Position 247: 1.480864517989646e-13
