Gene = Atxn7
Position 307: 5.5906458964021874e-08
Position 140: 3.4906956997832687e-08
Position 468: 2.9303552553848442e-08
Position 2049: 2.8546771191411384e-08
Position 1706: 2.852903575321002e-08
Position 1746: 2.537955940980626e-08
Position 402: 2.155506620320593e-08
Position 470: 1.1525023422924983e-08
Position 417: 1.0341571242649886e-08
Position 393: 2.4315350783022172e-09
Position 446: 1.1360385129551366e-09
Position 456: 7.304998637850412e-10
Position 395: 5.229276685025599e-10
Position 184: 2.90615272523923e-10
Position 406: 2.4711114411030994e-10
Position 435: 2.283654440490391e-10
Position 512: 1.671958544152922e-10
Position 873: 6.721335129182124e-11
Position 437: 1.839073741459505e-11
Position 173: 1.1667635686387632e-11
Position 408: 1.52126478460736e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2494: 0.9315982095308382
Position 1290: 0.7845972661904931
Position 146: 0.4355027931376474
Position 2298: 0.13424777223244178
Position 2313: 0.1182845377001253
Position 3788: 0.05130447719659549
Position 1156: 0.022825598992401344
Position 2500: 0.021401317770745363
Position 2144: 0.012635561267337017
Position 2704: 0.011787247407337722
Position 4498: 0.0066726999534736445
Position 676: 0.0037030242809280235
Position 1616: 0.0035342892161624065
Position 1935: 0.003036528903992017
Position 1829: 0.002859188392485859
Position 1099: 0.0025412744153409978
Position 2836: 0.002484508752053422
Position 999: 0.002199249056917542
Position 366: 0.0019693965974249866
Position 1869: 0.001661023466630579
Position 785: 0.0016505824160562284
Position 1046: 0.0015398050445136287
Position 3901: 0.00143594772120439
Position 4179: 0.0013892546847023054
Position 4509: 0.0013405431529961572
Position 646: 0.0013243706936614903
Position 4230: 0.001173783541739698
Position 1128: 0.0011195907558520356
Position 4093: 0.001081716419838624
Position 630: 0.0009802949391068817
Position 4176: 0.0009463750822037588
Position 4579: 0.000891584437669134
Position 1510: 0.0008126197441544432
Position 4311: 0.0007837197910064566
Position 4251: 0.0007763146818457438
Position 4417: 0.000734841877258885
Position 4481: 0.0007226213795917698
Position 1226: 0.0006669253066601985
Position 1213: 0.0005944674560885777
Position 2575: 0.0005488947657713195
Position 1972: 0.0005161384846961339
Position 2974: 0.0004966687571197158
Position 2239: 0.00048490815401324046
Position 1300: 0.00046700879349783123
Position 427: 0.00044557176493186055
Position 1028: 0.0004423928909944612
Position 4227: 0.0003940150474096221
Position 2525: 0.00038218761428846784
Position 2349: 0.000303245873643376
Position 4639: 0.0002799096774071989
Position 1956: 0.00027667258209019294
Position 4135: 0.0002691531236605595
Position 478: 0.0002685464439858862
Position 1771: 0.00025872399431384896
Position 1503: 0.0002586501314186567
Position 1317: 0.0002542661544874044
Position 4182: 0.00022983024585657017
Position 4308: 0.00022130598066234756
Position 2992: 0.00021253016683377054
Position 727: 0.00018137572233109102
Position 2968: 0.00017481837076685939
Position 3869: 0.00017142747655023345
Position 1348: 0.00017046270860809234
Position 3798: 0.00016115582920273996
Position 2386: 0.0001427877039329072
Position 1716: 0.0001322670576247187
Position 1420: 0.00013185402732866097
Position 791: 0.0001297917718844396
Position 4005: 0.00011203304108461203
Position 156: 9.651450768426587e-05
Position 2899: 8.989714683154605e-05
Position 522: 8.926653996382934e-05
Position 2641: 8.14631899687881e-05
Position 2508: 8.135317806343305e-05
Position 696: 7.726501928188677e-05
Position 4153: 7.471397334507028e-05
Position 108: 5.155928163298879e-05
Position 4590: 5.138566622588754e-05
Position 1015: 5.037842661046318e-05
Position 1546: 3.7887529844523363e-05
Position 307: 3.486828557892216e-05
Position 2578: 3.2922886370338517e-05
Position 715: 2.7039641998632136e-05
Position 2533: 2.2546653375702057e-05
Position 688: 1.7098401785094037e-05
Position 290: 1.6396066151711587e-05
Position 435: 1.4311567361250336e-05
Position 3136: 8.213583193580907e-06
Position 184: 8.070606413714937e-06
Position 456: 3.379760558874419e-06
Position 3707: 3.374782436044091e-06
Position 4138: 2.7001338015120707e-06
Position 112: 2.250425987090437e-06
Position 210: 1.6864816449976148e-06
Position 828: 9.859700609248208e-07
Position 531: 2.283853970528822e-08
Position 242: 2.190860024464406e-08
Position 121: 1.9065737604967315e-08
Position 506: 1.3052078023798982e-08
Position 484: 4.5962880649703745e-09
Position 537: 2.965447778090088e-09
Position 125: 6.127504413250571e-10
Position 247: 3.25371982892392e-10
Position 503: 7.624305130037028e-11
Position 581: 3.025218836558612e-11
Position 488: 1.3685176650192406e-11
Position 357: 6.726362771532443e-15
