Gene = roq
Position 5275: 0.0028009006854548537
Position 928: 0.0027690929358335694
Position 5586: 0.002750059470729623
Position 637: 0.0027431574563411445
Position 4697: 0.002730066841143738
Position 323: 0.0026467901586357686
Position 5202: 0.0025253664559872825
Position 527: 0.0024422416310240637
Position 3311: 0.002107816971019713
Position 446: 0.0020012473277972007
Position 7274: 0.002001189630536206
Position 943: 0.0019198131388114402
Position 288: 0.0016034088361730084
Position 4476: 0.001464338816613734
Position 3948: 0.0014217692055800812
Position 4103: 0.001410247058136451
Position 354: 0.0014047461810680181
Position 1819: 0.0013783008211189357
Position 640: 0.0013015000257915073
Position 2128: 0.001299751371212871
Position 7434: 0.0012902381881932268
Position 4484: 0.0012459149326235607
Position 2071: 0.001169831120002502
Position 4312: 0.001136470640388621
Position 3223: 0.001111553033772685
Position 954: 0.0010385305108235846
Position 3165: 0.000954909076449922
Position 5945: 0.0008542361930467626
Position 252: 0.000847936345643327
Position 1569: 0.0007834617457534851
Position 3921: 0.0007539206964869635
Position 1918: 0.0007243814401676984
Position 201: 0.0006465198355081286
Position 198: 0.000625799256780161
Position 3821: 0.0006181804214049633
Position 3145: 0.0006180719832355419
Position 2258: 0.000571268686531142
Position 1159: 0.0005024584146162037
Position 134: 0.0004987811570577257
Position 2095: 0.0004785147142412796
Position 2191: 0.00043835806294771585
Position 178: 0.0003981464035673742
Position 968: 0.0003884197882871772
Position 1399: 0.00034875481735424066
Position 497: 0.00033289301054260863
Position 2048: 0.0003282206766408971
Position 3907: 0.00030917612559761096
Position 1195: 0.000288321792379727
Position 4468: 0.00027076014600530235
Position 576: 0.0002622843323684286
Position 904: 0.00022173859836168032
Position 1121: 0.00018792311759567012
Position 4463: 0.0001766639400696531
Position 2791: 0.00017284050768545762
Position 546: 0.0001519913500876431
Position 1047: 0.00014911911905549088
Position 1883: 0.00011582012050083862
Position 1475: 0.00010870848181078465
Position 643: 9.76571545806216e-05
Position 392: 9.15181266065528e-05
Position 2392: 8.777865624379365e-05
Position 538: 8.133025516623202e-05
Position 3944: 8.058291016327383e-05
Position 4431: 7.48492369787549e-05
Position 4188: 6.921815805687294e-05
Position 2461: 6.574392642044354e-05
Position 2155: 6.557000859160788e-05
Position 791: 5.661274673811914e-05
Position 1210: 5.5358642073480254e-05
Position 450: 3.9672468858905655e-05
Position 1266: 1.502594039295296e-05
Position 506: 1.0423356101970973e-05
Position 1250: 7.96385623969236e-06
Position 1417: 5.771350676329793e-06
Position 4837: 5.494687624565169e-06
Position 419: 4.0070752589117e-06
Position 469: 3.1458383201226314e-06
Position 1403: 2.906750605896027e-06
Position 1618: 2.432284830747815e-06
Position 1738: 9.283669259084908e-07
Position 1656: 6.661668501497773e-07
Position 2145: 5.764964556677245e-07
Position 396: 5.592829682062905e-07
Position 1663: 2.723522004289226e-07
Position 423: 2.1917179591626246e-07
Position 702: 1.9142449005631923e-07
Position 1627: 1.4849429933813678e-07
Position 1666: 1.3019613645741966e-07
Position 1990: 8.413841156792506e-08
Position 1636: 7.748692333431285e-08
Position 1705: 2.066691605721655e-08
Position 210: 8.74941924656975e-09
Position 550: 8.643300449880476e-09
Position 1859: 1.855576499020242e-09
Position 143: 3.869359558101961e-10
Position 148: 2.7233155234779367e-10
Position 236: 1.7840873080050278e-10
Position 154: 7.377626652389367e-11
Position 203: 3.1983930761172656e-11
Position 240: 1.7118320870476523e-12
Position 139: 1.1416514559098142e-12
Position 238: 4.644277418016299e-17
