Gene = l(2)37Cd
Position 224: 1.290547798327628e-07
Position 460: 1.0964546527581218e-07
Position 1267: 1.0536311430064691e-07
Position 595: 9.934570459582107e-08
Position 1198: 8.006479025175933e-08
Position 726: 4.582441595521523e-08
Position 937: 4.400373230294012e-08
Position 485: 3.3908763853039427e-08
Position 757: 2.62253698209719e-08
Position 15: 1.8271521464501505e-08
Position 1477: 1.2654864976271371e-08
Position 1086: 1.2033791304887372e-08
Position 289: 9.613405121708827e-09
Position 696: 6.4890243179910415e-09
Position 766: 2.4109673580965303e-09
Position 713: 1.7145117824115528e-09
Position 291: 1.5142607882502424e-09
Position 1184: 3.459248130708252e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 453: 0.9882579040011259
Position 194: 0.9765907748837732
Position 710: 0.9147420786287602
Position 1076: 0.10874568813884664
Position 681: 0.03934260938428888
Position 2017: 0.025705650652003257
Position 1534: 0.010698126266876586
Position 1777: 0.010338137169107791
Position 799: 0.0071998831086416415
Position 1178: 0.00675732003795042
Position 499: 0.006040402637243319
Position 722: 0.0056825116942103415
Position 1284: 0.005676075901178054
Position 1152: 0.004581021920274228
Position 802: 0.002068777148348066
Position 1521: 0.0015086189399926566
Position 927: 0.0012419469185972897
Position 1493: 0.0012257522808752797
Position 1855: 0.001153508020322922
Position 1900: 0.0009889906309909061
Position 652: 0.0009285192980146237
Position 1212: 0.0007377278349823901
Position 1734: 0.0006136158886422292
Position 1331: 0.0005604142301760522
Position 1729: 0.0004862043793828148
Position 1931: 0.0004410979956686374
Position 521: 0.0004296229279500276
Position 2053: 0.00040203368066396117
Position 1209: 0.000388502847522737
Position 1524: 0.00031524740475524207
Position 1786: 0.00030568028699413317
Position 1961: 0.000305202450998195
Position 644: 0.0002600973674136918
Position 2033: 0.00025445326889171757
Position 1044: 0.00022906724774523368
Position 1128: 0.00021260820755646757
Position 951: 0.00019307584180321664
Position 691: 0.0001397050524741167
Position 855: 0.00012911192289669427
Position 1221: 0.0001223747718861535
Position 1821: 0.00012214613910539046
Position 726: 0.00011632558992271628
Position 1557: 0.00011605431944691846
Position 1414: 8.019253820554992e-05
Position 1869: 7.289792789679325e-05
Position 897: 6.862280639830594e-05
Position 1317: 5.7380762994162164e-05
Position 1540: 5.2825323215708196e-05
Position 1947: 5.280935140578027e-05
Position 154: 4.394239254552541e-05
Position 1139: 3.4589100688297364e-05
Position 884: 3.3859003697846813e-05
Position 1473: 2.9628996537455893e-05
Position 132: 2.7692192130009102e-05
Position 831: 2.5350818105856405e-05
Position 901: 2.5008841588013832e-05
Position 1260: 2.3922233139339027e-05
Position 1549: 2.3184407734899155e-05
Position 545: 2.2992598973316305e-05
Position 1660: 2.1258026962576454e-05
Position 1909: 1.4232857196546365e-05
Position 1392: 1.2781976320225801e-05
Position 1697: 9.84248464784576e-06
Position 210: 9.75533376843457e-06
Position 933: 5.5139155870721585e-06
Position 584: 5.016867824744813e-06
Position 284: 2.4529901012766097e-06
Position 524: 5.317473866364186e-07
Position 242: 4.981021628514378e-07
Position 326: 4.3656335898814577e-07
Position 313: 1.5402644964388236e-07
Position 837: 1.2306360186714207e-07
Position 379: 1.1055308454440574e-07
Position 100: 5.18551557771087e-08
Position 376: 4.892802552825272e-08
Position 332: 3.9155666768494354e-08
Position 816: 2.2346120212897905e-08
Position 621: 2.805521229668763e-09
Position 404: 1.9301368809582162e-09
Position 629: 1.9260949434433593e-09
Position 46: 1.4334040557742415e-09
Position 588: 3.335474391920402e-10
Position 382: 1.7506833004247785e-10
Position 397: 6.272567560210317e-11
Position 623: 3.781901126065104e-11
Position 76: 1.4259043468827338e-11
Position 63: 2.8740852059011024e-12
Position 54: 1.098199500581628e-12
Position 401: 6.49104445262021e-15
