Gene = JhI-21
Position 2835: 1.0671341492669081e-05
Position 4160: 9.971013051221818e-06
Position 1339: 9.944781501794168e-06
Position 1926: 9.632934459872803e-06
Position 1134: 9.59729522971206e-06
Position 4092: 9.497728959979377e-06
Position 2779: 9.49142944741314e-06
Position 3612: 9.440087706197984e-06
Position 2147: 8.805376996458155e-06
Position 2393: 8.292664844873116e-06
Position 785: 6.802385307347942e-06
Position 770: 6.299256977317953e-06
Position 2218: 5.0909934058931045e-06
Position 3153: 4.8411401984958036e-06
Position 4202: 4.8405691796020295e-06
Position 3683: 3.607334805509635e-06
Position 1193: 3.5950602918835407e-06
Position 851: 3.024079215070273e-06
Position 1670: 2.868617176458871e-06
Position 4139: 2.4795910458929074e-06
Position 100: 2.2947326819435842e-06
Position 3926: 2.1208557855158616e-06
Position 3058: 1.9948760851671057e-06
Position 107: 1.77669862231127e-06
Position 3933: 1.7421682548170885e-06
Position 4041: 1.6979836521833698e-06
Position 884: 1.580546898815389e-06
Position 1668: 1.5590571730737958e-06
Position 3827: 1.0078295272119475e-06
Position 1811: 9.249487734398565e-07
Position 124: 6.32401318397726e-07
Position 735: 4.062342387481028e-07
Position 3012: 4.0375773897560764e-07
Position 94: 2.255971520379502e-07
Position 3069: 2.0436635830474725e-07
Position 3359: 1.6927766024270594e-07
Position 1607: 1.4076418153457175e-07
Position 116: 9.494464708101155e-08
Position 2502: 7.704442422718487e-08
Position 2455: 7.591840047262871e-08
Position 1964: 6.031130860055976e-08
Position 3519: 1.1732050777605317e-08
Position 3442: 1.0185824441274512e-08
Position 3465: 6.4096633369669185e-09
Position 3439: 5.930387194603701e-09
Position 3603: 2.879025433147117e-09
Position 3424: 2.007851791087871e-09
Position 2491: 1.7791385384894628e-09
Position 2705: 1.7465212654565446e-09
Position 2493: 1.7174672198004283e-09
Position 3564: 9.774969566820426e-10
Position 3517: 7.9089698314898e-10
Position 2143: 6.544779794567424e-10
Position 3396: 2.2523339520421785e-10
Position 3402: 1.7996392134857714e-10
Position 3994: 1.5384493148405006e-10
Position 3524: 1.0700491084611525e-10
Position 3394: 8.729233528212629e-11
Position 3526: 6.821558706702605e-11
Position 3327: 1.1211498325182213e-11
Position 1991: 1.383517453585956e-13
Position 3129: 3.840482028950229e-14
Position 1548: 1.413350055243108e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3357: 0.9951940737065467
Position 1543: 0.9934278975303652
Position 3538: 0.9923220725467894
Position 1957: 0.9909663014079173
Position 2953: 0.9642577969569169
Position 2117: 0.9634299625410854
Position 682: 0.6921032176310218
Position 2465: 0.09951314452753604
Position 735: 0.061383178002497846
Position 2515: 0.03860213068500104
Position 708: 0.03352157336761985
Position 2581: 0.019373624463517963
Position 465: 0.015835099235971616
Position 4029: 0.014948653597412667
Position 2152: 0.011776407829539733
Position 1165: 0.009430409646206006
Position 1008: 0.0071028145471416036
Position 202: 0.0066473892475860915
Position 3564: 0.005743070694621814
Position 4116: 0.005595290266687287
Position 1102: 0.005451289631669489
Position 3955: 0.004925254746014138
Position 780: 0.004388142776030215
Position 2720: 0.00429631238976032
Position 740: 0.0035490553992272647
Position 1828: 0.0030550029332916807
Position 2527: 0.0026842517037334148
Position 248: 0.0024808729357960286
Position 1179: 0.0023512021731280646
Position 2819: 0.0020646947156088644
Position 445: 0.0018083799814755312
Position 2026: 0.0014488858973516078
Position 1046: 0.0014353881481303466
Position 2835: 0.001421842363289024
Position 2600: 0.0013233555877115535
Position 3933: 0.001276463202194147
Position 3843: 0.0011990303516562014
Position 711: 0.001172892871913464
Position 1058: 0.00115874979293231
Position 279: 0.001155859289663713
Position 3230: 0.0009877064540165057
Position 4152: 0.0009178503390696523
Position 3750: 0.0009090136792647728
Position 1082: 0.0008206536015306565
Position 4092: 0.0007850099893205307
Position 4041: 0.0007354499887333173
Position 2170: 0.0006467880975041155
Position 1018: 0.0006385015740675459
Position 4048: 0.0006038839112379806
Position 2469: 0.0005446608382193653
Position 2894: 0.0005288085500110149
Position 3402: 0.0004987312387359323
Position 4207: 0.00047099500840171047
Position 556: 0.00046345440984771574
Position 1349: 0.0004632702875759888
Position 469: 0.000449696419400992
Position 2979: 0.000402663376795272
Position 3251: 0.00038734739898007913
Position 2891: 0.00037019097348367237
Position 251: 0.0003680806115698171
Position 3419: 0.0003456273753118926
Position 3341: 0.00034325095739822214
Position 1036: 0.00033678026276149
Position 770: 0.00028665015002523236
Position 2624: 0.0002545613222277905
Position 2682: 0.00024766434251193145
Position 327: 0.00024051671168273458
Position 4268: 0.00021776273635069847
Position 1926: 0.0002157642051135143
Position 94: 0.000199588521989044
Position 3598: 0.00019891654487659305
Position 1069: 0.00015046896632543786
Position 896: 0.0001485700753077108
Position 3858: 0.00014773639210321495
Position 3713: 0.00014517824213978263
Position 1996: 0.00014047696567245623
Position 61: 0.00013644538590493663
Position 2756: 0.00013613091162260188
Position 3716: 0.00012877806244327466
Position 1333: 0.00012591772340717256
Position 2660: 0.00012537139648567542
Position 1900: 0.00011180546594540625
Position 3139: 0.00010922459717820178
Position 1138: 9.962182480270893e-05
Position 2750: 9.600088913671045e-05
Position 634: 9.463281649962798e-05
Position 1739: 9.262632763922535e-05
Position 3203: 7.469481230254406e-05
Position 841: 6.674548281136196e-05
Position 1148: 5.2976635422235034e-05
Position 576: 4.7816353035830066e-05
Position 719: 4.719793072256838e-05
Position 2868: 4.4486829503902924e-05
Position 395: 4.255449959267748e-05
Position 1230: 4.165507690136354e-05
Position 2191: 3.833589346917328e-05
Position 722: 3.70820520726121e-05
Position 3812: 3.464647960756761e-05
Position 261: 3.4203545170932396e-05
Position 725: 3.327329617053968e-05
Position 3439: 3.094289978084496e-05
Position 1487: 3.0041187881453162e-05
Position 1244: 2.3642827411331648e-05
Position 491: 2.3468446647976542e-05
Position 847: 2.273162043223342e-05
Position 2165: 2.1704823112929972e-05
Position 859: 2.1441211831048843e-05
Position 2855: 2.0748177249515228e-05
Position 3310: 1.994316421482641e-05
Position 1555: 1.8598174608902546e-05
Position 865: 1.8152918944025446e-05
Position 1882: 1.6828345045459326e-05
Position 2657: 1.6565073253442207e-05
Position 2705: 1.5069669201574288e-05
Position 2694: 1.3215903499582756e-05
Position 642: 1.2840036460312506e-05
Position 563: 1.1948805672912437e-05
Position 1639: 1.1614812627125155e-05
Position 844: 1.0887298141396463e-05
Position 584: 1.0877115105647845e-05
Position 3058: 8.888392089861067e-06
Position 1201: 8.267904256896726e-06
Position 3044: 8.116971116350707e-06
Position 516: 6.727223669256012e-06
Position 107: 6.521437622023899e-06
Position 1186: 6.333784387307616e-06
Position 2248: 6.019751094763305e-06
Position 399: 5.314582982687281e-06
Position 3632: 5.111971127323394e-06
Position 3987: 5.085077014813637e-06
Position 2275: 4.596924244084717e-06
Position 1879: 4.549367910859995e-06
Position 2374: 4.204331754012862e-06
Position 2605: 4.155909526512095e-06
Position 364: 3.6950310826505858e-06
Position 2789: 3.334186538978502e-06
Position 1602: 3.2196549411084835e-06
Position 1414: 2.9992177735797966e-06
Position 2491: 2.67472455500036e-06
Position 884: 2.3102272080240358e-06
Position 2254: 2.068978247229275e-06
Position 511: 1.8974453905754928e-06
Position 3722: 1.8466965062527725e-06
Position 4220: 1.6291363220446666e-06
Position 379: 1.4793626377740336e-06
Position 1322: 1.3448970439516576e-06
Position 1284: 1.2130731542578139e-06
Position 1258: 6.957214904126636e-07
Position 113: 5.164023040401872e-07
Position 2393: 3.2220412304609674e-07
Position 1887: 3.066432473427288e-07
Position 183: 2.8637161115840486e-07
Position 1264: 2.3593491259951534e-07
Position 3320: 2.3241942475763157e-07
Position 169: 1.1570011503003403e-07
Position 1753: 1.14181245600693e-07
Position 269: 1.1076736089271481e-07
Position 520: 1.0810946556571975e-07
Position 3449: 8.438352344974128e-08
Position 2262: 7.947208016033549e-08
Position 2386: 6.546361911315578e-08
Position 2365: 6.181901821176961e-08
Position 2687: 5.307148202397389e-08
Position 973: 4.684084967871517e-08
Position 527: 2.0954410494855824e-08
Position 2061: 1.0050058861990227e-08
Position 2065: 3.8644152243715614e-09
Position 140: 1.5530501819125194e-09
Position 3755: 7.466086845487558e-10
Position 384: 8.247139937960521e-16
