Gene = MYPT-75D
Position 39816: 0.0005319183519695761
Position 37042: 0.0005159947805391593
Position 40723: 0.0004863504891996888
Position 38084: 0.00047153863913772855
Position 849: 0.0004212289800595941
Position 38042: 0.0003971267720240756
Position 41051: 0.0002948408778035688
Position 40638: 0.00020875186758653034
Position 321: 0.000202649690750359
Position 38712: 0.00017427177037040499
Position 38062: 0.0001513380442670385
Position 38846: 0.00014778474518659416
Position 510: 0.0001424614092504298
Position 39247: 0.00013829686138318084
Position 37936: 0.0001356300664531338
Position 39034: 0.00013226765513091082
Position 37648: 0.0001181646641915787
Position 39329: 0.00010060899701550855
Position 446: 9.739252299780914e-05
Position 604: 9.280735923019599e-05
Position 39125: 8.986650610512178e-05
Position 38027: 7.886605243777544e-05
Position 37885: 7.881766487184806e-05
Position 204: 6.654987420653076e-05
Position 38047: 6.401606970506872e-05
Position 68: 6.243556939892678e-05
Position 38972: 5.6519962580697556e-05
Position 37632: 5.378253560531591e-05
Position 62: 4.6148389693627925e-05
Position 746: 4.3948554109250346e-05
Position 488: 3.798516585779776e-05
Position 755: 3.5812907618530803e-05
Position 88: 3.5581227325461105e-05
Position 213: 3.43455013175253e-05
Position 450: 3.365913069298692e-05
Position 37930: 3.0363822613338955e-05
Position 315: 3.000513272178305e-05
Position 37888: 2.6945083270263545e-05
Position 37927: 2.409843936049797e-05
Position 38517: 2.3578241158802922e-05
Position 317: 2.2274563437408428e-05
Position 571: 2.0758798609999342e-05
Position 266: 2.0043539489089328e-05
Position 3: 1.973290738365522e-05
Position 37908: 1.824536085015009e-05
Position 147: 1.6867572747201093e-05
Position 38108: 1.4209969581651893e-05
Position 128: 1.407633480580886e-05
Position 37959: 1.3040958324088822e-05
Position 732: 1.2861562205039609e-05
Position 866: 1.2823921242721086e-05
Position 38092: 1.2581511316813473e-05
Position 905: 1.1561296613304849e-05
Position 323: 1.0630808314335651e-05
Position 191: 1.0278977426933702e-05
Position 767: 1.0133078624377326e-05
Position 153: 7.126888872450073e-06
Position 312: 6.323206180618599e-06
Position 651: 6.029329795573873e-06
Position 909: 4.654642898138414e-06
Position 918: 4.162875801304912e-06
Position 38866: 3.992918193296763e-06
Position 665: 3.6028347443081848e-06
Position 37765: 3.5086857184556584e-06
Position 38375: 3.177833297024021e-06
Position 801: 2.9722669503771606e-06
Position 60: 2.058710526130499e-06
Position 38852: 1.7833506995492472e-06
Position 38887: 1.5224160792204054e-06
Position 778: 1.1398059426138374e-06
Position 33: 1.0571878707481298e-06
Position 38138: 8.937256977000785e-07
Position 337: 8.028048923534204e-07
Position 342: 4.999074707073775e-07
Position 757: 3.9183712376032143e-07
Position 37726: 1.899008555952051e-07
Position 719: 1.5561110412177018e-07
Position 161: 1.5029051714910935e-07
Position 37748: 1.4716378224595493e-07
Position 38590: 9.522759111497569e-08
Position 38029: 8.650607108358283e-08
Position 37751: 6.824980076328711e-08
Position 38809: 4.708176233973677e-08
Position 37746: 1.1258033862439282e-08
Position 38559: 8.71570079608416e-09
Position 38885: 8.622071726137378e-09
Position 38187: 5.129001944517083e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 35397: 1.0000000000000095
Position 37719: 0.996722533235951
Position 37532: 0.9413182514616357
Position 36664: 0.9277310469680128
Position 40056: 0.645531664084641
Position 38364: 0.6027730365059978
Position 38922: 0.5829688912641251
Position 38180: 0.5162694297911732
Position 18659: 0.10747255940909087
Position 905: 0.10619554246537488
Position 19183: 0.10532127005460254
Position 37542: 0.04776946500774568
Position 39383: 0.04306098103842665
Position 41079: 0.029883216842376933
Position 39428: 0.029633324638126585
Position 40020: 0.029515956173574113
Position 36207: 0.029407411723982126
Position 40059: 0.025872882651018426
Position 39415: 0.021145924919080634
Position 36677: 0.013437062873655063
Position 185: 0.013369653314023016
Position 41082: 0.013264206951345692
Position 38951: 0.009936150785319786
Position 36139: 0.009752244612436399
Position 39435: 0.008857589887964546
Position 40847: 0.00864372797758052
Position 38939: 0.007433794612808207
Position 36377: 0.007257189074994903
Position 39738: 0.0072523027128940255
Position 40742: 0.00633174200367853
Position 38419: 0.006243397326134524
Position 38192: 0.005919720457838092
Position 39996: 0.005550293702357859
Position 36232: 0.005465813450253391
Position 40880: 0.004289379942849368
Position 37986: 0.0036207535855377706
Position 37725: 0.0030333013529459194
Position 40522: 0.003017186846278262
Position 40488: 0.0027584307914390476
Position 38221: 0.002192973382057885
Position 37589: 0.002121860597773369
Position 37444: 0.0020941710438769395
Position 40713: 0.002024355026824147
Position 38205: 0.0018336632798195958
Position 39830: 0.0017674972374769021
Position 37574: 0.0016652411222532362
Position 37930: 0.0016269487434453403
Position 38101: 0.0015483677268497973
Position 37465: 0.0013017095297164563
Position 558: 0.0012694458166098543
Position 17556: 0.0011925728818224731
Position 40397: 0.0011795794796557063
Position 40607: 0.001135368734098624
Position 37919: 0.0010397424980021313
Position 39764: 0.0010358906329490734
Position 38047: 0.000944088013903956
Position 41117: 0.0009229167383260303
Position 38388: 0.0009158960591501429
Position 37933: 0.0009021663409828936
Position 284: 0.0008073623958106745
Position 40023: 0.0007790097438128114
Position 39154: 0.0006390133400071777
Position 39103: 0.000629211912858237
Position 966: 0.000608348658066373
Position 40787: 0.0004863504891996894
Position 40645: 0.00035675593548539
Position 990: 0.00031362411113215966
Position 39329: 0.00030708766749918716
Position 38770: 0.000296061590379146
Position 38375: 0.0002741434328775508
Position 38084: 0.0002304131762741797
Position 39193: 0.00021205418976274462
Position 16852: 0.0001874965828716499
Position 38452: 0.00016643868784129036
Position 352: 0.0001538479690326485
Position 39776: 0.00013255952721631997
Position 37994: 0.00012828280568867446
Position 40519: 0.00011094676939830687
Position 37846: 0.00010099421849787294
Position 596: 8.666567929652064e-05
Position 38027: 6.84645614805751e-05
Position 38057: 6.823122131527756e-05
Position 732: 6.334946006210247e-05
Position 39748: 6.004161125143776e-05
Position 627: 5.523338480079076e-05
Position 39536: 5.128535053849035e-05
Position 39779: 4.620301423612692e-05
Position 767: 4.593678191009969e-05
Position 38705: 4.14085321110045e-05
Position 621: 3.802675118877452e-05
Position 337: 3.6785102932145644e-05
Position 38985: 3.650267983359331e-05
Position 37936: 3.459390772464205e-05
Position 1046: 3.3518230831646454e-05
Position 665: 3.1400855897493136e-05
Position 38590: 2.945919696731155e-05
Position 38124: 2.791487389770879e-05
Position 37939: 1.9075850674714416e-05
Position 38227: 1.625341069827503e-05
Position 37956: 1.5962421329359928e-05
Position 38062: 1.5458116347966086e-05
Position 38845: 1.5002558641404958e-05
Position 39247: 1.313971852721646e-05
Position 39259: 1.0981381901877144e-05
Position 38559: 8.65729684914785e-06
Position 38209: 7.986552388246804e-06
Position 39215: 7.52816289517851e-06
Position 38458: 7.390306925025633e-06
Position 37776: 4.48293691061764e-06
Position 39107: 4.221969459603304e-06
Position 38542: 4.1637790887335985e-06
Position 38806: 4.029046552247463e-06
Position 38711: 3.805477427278432e-06
Position 39182: 3.6275891672276494e-06
Position 38366: 3.5486136902113467e-06
Position 38108: 3.2035512580522464e-06
Position 38492: 2.4630867836447426e-06
Position 38815: 2.3874071427245482e-06
Position 37964: 1.5324119026838964e-06
Position 39018: 1.4708670090342928e-06
Position 39110: 1.1944727161864346e-06
Position 37968: 1.1560511078867101e-06
Position 37734: 9.385227576615839e-07
Position 38287: 8.579222803267511e-07
Position 37875: 6.401143305943709e-07
Position 37746: 4.588776629467521e-07
Position 38236: 3.0297328112421416e-07
Position 38988: 1.365009040852052e-07
