Gene = BtbVII
Position 6554: 0.002308122875344175
Position 1283: 0.0021038448554767013
Position 4306: 0.0016761701229376278
Position 280: 0.0016528988674751506
Position 1625: 0.0016304245148500921
Position 5341: 0.001587869157508597
Position 3023: 0.0015654962732153947
Position 92: 0.0014952100756681767
Position 9629: 0.001323677676067196
Position 5672: 0.0013232377380542957
Position 5107: 0.0013143368890193793
Position 898: 0.00126660718675597
Position 2393: 0.0012485491982955287
Position 939: 0.0011669573848806026
Position 9270: 0.0009215010343476208
Position 9625: 0.000908256806273465
Position 2561: 0.0008660817888006897
Position 5453: 0.0008031516930483632
Position 9265: 0.0007812942391807805
Position 753: 0.0007429009007606371
Position 775: 0.0006580770947814134
Position 4168: 0.0006078093263545735
Position 9333: 0.00060183403253274
Position 9621: 0.0005562883051768155
Position 332: 0.0005162857786311854
Position 6926: 0.0004902964323749213
Position 3182: 0.00048112829043358917
Position 4309: 0.0003855833873382179
Position 1061: 0.0003670158917400393
Position 2539: 0.0003659511033124078
Position 9524: 0.00031817863122409016
Position 2954: 0.0003167626391316597
Position 2122: 0.00031268348657733416
Position 358: 0.0003040221712901424
Position 597: 0.0002953199777471203
Position 270: 0.00027694254906155926
Position 9374: 0.0002694104492514384
Position 316: 0.00026900726563278214
Position 6536: 0.000267874239029579
Position 675: 0.0002646786904614992
Position 1101: 0.0002501430042880695
Position 4190: 0.0002499035423862066
Position 2363: 0.0002495963803163195
Position 1265: 0.00024667877439576687
Position 3926: 0.000246642629038775
Position 99: 0.00024480721352374143
Position 4865: 0.00022491513863003026
Position 3252: 0.00021557680431624036
Position 5531: 0.00021414867559167667
Position 3204: 0.00020953577657593407
Position 4420: 0.00020538354365210408
Position 3098: 0.00019146763549878423
Position 9307: 0.000180485576227373
Position 1812: 0.00017879253414446763
Position 9349: 0.0001750975226142242
Position 8894: 0.00017225088838690672
Position 2357: 0.0001585759876360995
Position 4093: 0.00015392587788191797
Position 7491: 0.0001465314487898044
Position 4702: 0.00013868604946383337
Position 730: 0.0001367133542659275
Position 173: 0.0001247084942514172
Position 4238: 0.0001234673527358301
Position 2207: 0.0001205085933486012
Position 2242: 0.0001197972073696744
Position 3584: 0.00011038014055051358
Position 2342: 0.00010491993185501111
Position 8912: 0.00010373228256155708
Position 4280: 0.00010315223388099789
Position 375: 9.625367280030827e-05
Position 751: 8.160539854032038e-05
Position 2222: 7.605262033120644e-05
Position 2225: 6.982253993634017e-05
Position 2952: 6.662997763275703e-05
Position 3911: 6.558736581282976e-05
Position 110: 6.318029771985841e-05
Position 505: 6.26745135528438e-05
Position 5068: 6.263628103847396e-05
Position 3403: 5.691675814591839e-05
Position 8973: 5.6674104491428185e-05
Position 3117: 5.50659525096739e-05
Position 3047: 5.4750835221917143e-05
Position 2448: 5.192792242497169e-05
Position 3303: 5.1644592165563426e-05
Position 6269: 4.788356232839841e-05
Position 509: 4.776599399716059e-05
Position 668: 4.471374769426593e-05
Position 2676: 4.104580738163367e-05
Position 1076: 3.948320591705665e-05
Position 9071: 3.548603615836509e-05
Position 198: 3.3919707144600104e-05
Position 1620: 3.287459842704038e-05
Position 1029: 2.965060061228443e-05
Position 2201: 2.8997413467086314e-05
Position 9633: 2.576523138195061e-05
Position 1658: 2.360888465464484e-05
Position 756: 2.2358998707800936e-05
Position 1498: 2.1636242707095975e-05
Position 1775: 2.0509764199976764e-05
Position 735: 2.0296635066385937e-05
Position 9092: 2.0204007908845814e-05
Position 3341: 2.013672367084089e-05
Position 1647: 1.9828755352866475e-05
Position 3287: 1.7742778678717525e-05
Position 8642: 1.7266721525370416e-05
Position 758: 1.719973628480529e-05
Position 4664: 1.705877296957352e-05
Position 8885: 1.6145341641121628e-05
Position 8618: 1.5028551146553139e-05
Position 1819: 1.2884862019416093e-05
Position 164: 1.1905010314919307e-05
Position 857: 1.058161248540627e-05
Position 1530: 9.912363961348514e-06
Position 2731: 9.177237114820632e-06
Position 2339: 8.753897569293459e-06
Position 9214: 8.32723199946189e-06
Position 2780: 8.213062387515458e-06
Position 9351: 8.01540931802907e-06
Position 213: 7.906364916122307e-06
Position 9465: 7.694261949507539e-06
Position 1512: 6.3657303130838055e-06
Position 807: 5.879152329002149e-06
Position 502: 4.965436308176631e-06
Position 492: 4.448539852794472e-06
Position 733: 4.332142592937752e-06
Position 2576: 4.290700960586368e-06
Position 176: 3.923375868045179e-06
Position 60: 3.7632450584796273e-06
Position 1427: 3.516736222645377e-06
Position 819: 3.311490837130454e-06
Position 4105: 3.28157505316902e-06
Position 131: 3.2188078611525994e-06
Position 343: 2.8507938404349887e-06
Position 495: 2.4361295072748087e-06
Position 3346: 1.8877605098019127e-06
Position 810: 1.7480410935456342e-06
Position 1478: 1.6755259570290133e-06
Position 4184: 1.2545679537027361e-06
Position 1560: 1.2158599528290683e-06
Position 663: 1.1993944611108205e-06
Position 2247: 8.859450658574841e-07
Position 8605: 7.754803498874026e-07
Position 3459: 7.468263497574038e-07
Position 1827: 5.147180472504689e-07
Position 1339: 4.085787770880174e-07
Position 2129: 3.645325770440586e-07
Position 1558: 3.0550815032182514e-07
Position 2762: 2.6720195556648426e-07
Position 8594: 2.576928574627198e-07
Position 3809: 2.2428295444061321e-07
Position 8869: 1.7776731984555797e-07
Position 9057: 1.709894838633088e-07
Position 8481: 1.70644158769909e-07
Position 8721: 1.702435030511551e-07
Position 1787: 1.6668897644088037e-07
Position 1363: 1.4340497983510125e-07
Position 2830: 1.1962911536265336e-07
Position 8425: 1.0611566890267976e-07
Position 9084: 7.977432983041217e-08
Position 1922: 6.519868395754356e-08
Position 8953: 5.536860701674314e-08
Position 2838: 5.3957824753529e-08
Position 7467: 5.254200128345176e-08
Position 2843: 5.2444566379490134e-08
Position 1677: 5.2261382232135735e-08
Position 1884: 5.2033419845983485e-08
Position 8728: 5.0526656866720126e-08
Position 8509: 5.0180244593328846e-08
Position 7525: 4.679994974150928e-08
Position 7435: 4.548686020334007e-08
Position 8706: 4.3939962587631406e-08
Position 8344: 2.459908800951786e-08
Position 8159: 2.4266543159532417e-08
Position 7667: 2.3909192155292963e-08
Position 8588: 2.1306481251296646e-08
Position 7501: 1.734187822590166e-08
Position 8745: 1.653650417753372e-08
Position 9075: 1.4887054768920737e-08
Position 8979: 1.193665083998215e-08
Position 8849: 1.1270781240024042e-08
Position 8070: 9.347377583069135e-09
Position 7901: 7.858737830431816e-09
Position 7419: 7.700180031454207e-09
Position 981: 3.626381594453274e-09
Position 8786: 3.19402296444065e-09
Position 1394: 2.635580322313659e-09
Position 796: 2.453059113886241e-09
Position 813: 2.384180268490828e-09
Position 1574: 1.7629043063673354e-09
Position 1452: 1.4979172372180365e-09
Position 9: 1.4487058021128823e-09
Position 1008: 6.120458301223742e-10
Position 2713: 1.5013427835608508e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8553: 0.994947397131749
Position 1568: 0.9758813324907719
Position 7311: 0.9748592976878713
Position 2281: 0.9329561327865077
Position 2617: 0.5681337719833321
Position 981: 0.5594028067316122
Position 3808: 0.4137359335785731
Position 6014: 0.22414890982427457
Position 5949: 0.17432627600458392
Position 8287: 0.0666024272722177
Position 8985: 0.05886590972934541
Position 5980: 0.04846978573275839
Position 5562: 0.04669726936826955
Position 5974: 0.03805018755462415
Position 5178: 0.029711475510914895
Position 5214: 0.018531396462372104
Position 1616: 0.017880340523338475
Position 2620: 0.01688676989726967
Position 1165: 0.01643599417093747
Position 4887: 0.015207115000054238
Position 7270: 0.013809357201211216
Position 6355: 0.011868874311583845
Position 5914: 0.011676117521989987
Position 4584: 0.011239018648473804
Position 5602: 0.010286140494537348
Position 5199: 0.009393319173242225
Position 2900: 0.00857320255058042
Position 5593: 0.007713435866355026
Position 9099: 0.007424434140920326
Position 3697: 0.006291835334943898
Position 8284: 0.0061921662896102965
Position 3524: 0.005941347504150011
Position 2838: 0.005761463733065292
Position 4222: 0.005098805839920032
Position 7808: 0.005002121145888373
Position 3596: 0.00474214116059516
Position 9700: 0.004688879092279848
Position 5736: 0.00456534140143779
Position 1775: 0.00415584125237211
Position 99: 0.003835970717049527
Position 3626: 0.0035091987206278354
Position 3548: 0.0033996995348747287
Position 6209: 0.0032782457605339274
Position 9156: 0.0032652448993431642
Position 4863: 0.003001713773722205
Position 1351: 0.002905643037908559
Position 3204: 0.002858643991562729
Position 1348: 0.0024668256750867246
Position 7835: 0.0023957376498549223
Position 5871: 0.0023512457224963666
Position 4481: 0.0021691153836653557
Position 1691: 0.001990631010058844
Position 5498: 0.0018552306225516342
Position 796: 0.0017499007051408305
Position 5232: 0.0016951411933641618
Position 9441: 0.001606762430412823
Position 5446: 0.001506474491782081
Position 8145: 0.0013778287051601
Position 1734: 0.001302915535053471
Position 2069: 0.0012897735937106576
Position 8594: 0.0012432446362610696
Position 6812: 0.0012394120732082817
Position 4430: 0.0012213661504169066
Position 7505: 0.0011935663865985104
Position 6623: 0.0011797714179966323
Position 1223: 0.0011571190576726404
Position 1625: 0.0011504858044147903
Position 8742: 0.0011451766132742783
Position 9096: 0.0011360867438370199
Position 6731: 0.001135430642644589
Position 2066: 0.0011329479838428115
Position 1727: 0.0010399754939175616
Position 7667: 0.0010248443765730694
Position 7805: 0.0010097492460099736
Position 1101: 0.0009913915176136597
Position 1685: 0.0008941416383631018
Position 6370: 0.00083515397682713
Position 151: 0.0008090118331035701
Position 3667: 0.0007848692714104931
Position 3607: 0.0007656629660848785
Position 2576: 0.0007491852413270461
Position 7155: 0.0007339014864556067
Position 7550: 0.0007314415725383188
Position 9476: 0.0006440460036266465
Position 1688: 0.0006305026061428706
Position 5797: 0.0006285713458211588
Position 5018: 0.0006151763206932723
Position 5388: 0.0006126960734278279
Position 164: 0.0006075755127929317
Position 4929: 0.000604684729873207
Position 9464: 0.0005568580632814522
Position 3554: 0.0005214942517794478
Position 1858: 0.0005153284940200378
Position 838: 0.0004312453840311052
Position 1988: 0.00038334009333719054
Position 6319: 0.0003705695439270294
Position 1783: 0.00036982797519480987
Position 8260: 0.0003475324945815741
Position 4905: 0.0003443728369504312
Position 9015: 0.0002906256559665112
Position 2246: 0.0002670013566143233
Position 3647: 0.0002631322099982213
Position 7954: 0.00023466373173084044
Position 2313: 0.00022504890224013006
Position 1906: 0.0002162529433684352
Position 1220: 0.0001939282596670417
Position 1494: 0.00019297038316616909
Position 2925: 0.0001903171905470481
Position 741: 0.00017886247145900227
Position 1066: 0.0001766239990810373
Position 2373: 0.00015948975614185515
Position 6962: 0.0001436174850957409
Position 7744: 0.0001279550371295783
Position 1198: 0.00012780044276773517
Position 4596: 0.00012201278345955145
Position 3867: 0.00011748837859436943
Position 328: 0.00011198344940520469
Position 4506: 0.00011157322567116793
Position 1005: 0.00011132395236677228
Position 1909: 0.00010678127501699489
Position 110: 0.0001062181966538131
Position 387: 0.00010595614456569107
Position 332: 0.00010555804813394549
Position 4933: 0.00010203067696256319
Position 270: 9.99168709312229e-05
Position 481: 8.375975018747915e-05
Position 1640: 8.277573861113317e-05
Position 2114: 7.724318570733049e-05
Position 1378: 7.112763007593084e-05
Position 1288: 6.835378380451367e-05
Position 2018: 6.605633859232329e-05
Position 7064: 6.30782725451566e-05
Position 2072: 5.8370907676350936e-05
Position 121: 5.4189688729586037e-05
Position 478: 5.359596692367299e-05
Position 845: 5.2721293794523986e-05
Position 6656: 5.1949263225288686e-05
Position 1991: 5.187035427704288e-05
Position 4184: 4.768017942624706e-05
Position 4188: 4.682754798114949e-05
Position 3088: 4.245832152626943e-05
Position 1985: 3.773944055452636e-05
Position 2773: 3.756031856126549e-05
Position 230: 3.456344184498519e-05
Position 8925: 3.411298016952593e-05
Position 1008: 3.324554657762918e-05
Position 702: 3.206639164014991e-05
Position 1740: 3.13916153724764e-05
Position 475: 2.7419482614878738e-05
Position 1709: 2.714452824278798e-05
Position 224: 2.7121950143544667e-05
Position 9674: 2.597896302217968e-05
Position 8745: 2.584915127856835e-05
Position 6662: 2.5208084239659326e-05
Position 2027: 2.4745560940887846e-05
Position 2792: 2.4607876260744022e-05
Position 2024: 2.4091905803378793e-05
Position 1931: 2.3278269669498974e-05
Position 7158: 2.2260293739543763e-05
Position 2382: 2.1949619189114725e-05
Position 1465: 1.685472519886998e-05
Position 6653: 1.6521024324315016e-05
Position 296: 1.6169393056658043e-05
Position 2030: 1.562536274640566e-05
Position 1787: 1.4017409122646422e-05
Position 1934: 1.3181128701633584e-05
Position 650: 1.3062080275015648e-05
Position 1189: 1.1934212126680851e-05
Position 1167: 1.165328683127117e-05
Position 2310: 1.1261324102272765e-05
Position 2075: 1.1151459038289299e-05
Position 622: 1.102898037748159e-05
Position 2808: 1.0536921258732842e-05
Position 2436: 1.0121424740106674e-05
Position 1139: 9.90331805233556e-06
Position 2307: 9.88439848568437e-06
Position 1143: 9.830384137806673e-06
Position 6600: 8.953208411175832e-06
Position 604: 8.684091710458745e-06
Position 2363: 8.12848787832547e-06
Position 250: 7.967077410318925e-06
Position 286: 7.716311342499539e-06
Position 1958: 6.736681509534535e-06
Position 1445: 6.658084794406004e-06
Position 1718: 6.639548403859229e-06
Position 3044: 6.631293445094437e-06
Position 1937: 6.5332379035962e-06
Position 2627: 5.280845565583182e-06
Position 1928: 5.255158745081863e-06
Position 276: 4.9780478525336265e-06
Position 2090: 4.88738239634683e-06
Position 1178: 4.876392033541479e-06
Position 2339: 4.821525125381278e-06
Position 709: 4.814227133064949e-06
Position 630: 4.773594425660952e-06
Position 6774: 4.362492409302297e-06
Position 1903: 3.8157631986151e-06
Position 1967: 3.3237500875103333e-06
Position 1994: 3.233847365773959e-06
Position 2164: 3.0197369875542667e-06
Position 1478: 2.777538788780912e-06
Position 2042: 2.4260628189017123e-06
Position 612: 2.4202970230096264e-06
Position 1237: 2.340340335394185e-06
Position 1234: 2.1729628762430906e-06
Position 2045: 2.1635913212327025e-06
Position 300: 2.1410544248577208e-06
Position 1507: 2.04433803661549e-06
Position 1827: 1.9027984020821234e-06
Position 2911: 1.9015379968396253e-06
Position 2907: 1.82115210974073e-06
Position 358: 1.647360645842256e-06
Position 4225: 1.41002562507244e-06
Position 1922: 1.396469104405368e-06
Position 2713: 1.3051060827240652e-06
Position 3677: 1.2004891190181977e-06
Position 2571: 1.059463850845233e-06
Position 867: 1.0280007682159601e-06
Position 236: 8.312805086614714e-07
Position 2445: 6.692924133014643e-07
Position 239: 5.58609261664353e-07
Position 2099: 5.546250791641645e-07
Position 137: 5.144231091642654e-07
Position 2321: 4.031078286111934e-07
Position 302: 3.3254510748075444e-07
Position 2231: 2.600258895847107e-07
Position 308: 2.536441848485229e-07
Position 1808: 2.1987278364588354e-07
Position 2959: 3.7883852162705437e-08
Position 2931: 1.8976462365470076e-08
Position 2934: 5.020695396638001e-09
Position 2755: 1.902557547769193e-09
Position 2751: 1.7136710708034334e-09
Position 527: 1.7983816515945224e-10
Position 488: 1.2435464850998565e-10
Position 2964: 7.311659693932002e-11
Position 71: 4.962168242309822e-12
Position 131: 2.7897917612621737e-12
Position 123: 6.398937814615552e-14
Position 127: 2.2897702678255144e-16
