Gene = dpr19
Position 566: 0.00022672313433768352
Position 578: 0.00022225956682312217
Position 340: 0.00021082317738867844
Position 483: 0.00020337586107758876
Position 3170: 0.0001882851652396718
Position 1231: 0.00018375102273742664
Position 2224: 0.00017919478653727493
Position 2032: 0.00017068304554905775
Position 2050: 0.00013938061892130197
Position 2125: 0.0001289832382729073
Position 2615: 0.0001239803495676994
Position 3560: 0.00011236658171119091
Position 1969: 9.15675390455794e-05
Position 2528: 8.532646018111954e-05
Position 2687: 7.586145519124906e-05
Position 1665: 7.142196156785032e-05
Position 659: 6.834187980295231e-05
Position 913: 6.829131988930606e-05
Position 2007: 6.661212260877406e-05
Position 594: 6.153008491336237e-05
Position 793: 5.4569668435330604e-05
Position 1250: 5.050153809279833e-05
Position 2595: 4.1567739834237266e-05
Position 991: 4.033245829188002e-05
Position 946: 3.7014788769050145e-05
Position 343: 3.59852083659937e-05
Position 1206: 3.525101955600545e-05
Position 1486: 3.479998743242699e-05
Position 1069: 3.31397620764057e-05
Position 1786: 3.185013212551954e-05
Position 2606: 2.7844314440195534e-05
Position 277: 2.7238080888976255e-05
Position 3507: 2.6332528162555183e-05
Position 1053: 2.365827509314299e-05
Position 406: 2.2327930195107746e-05
Position 1280: 2.0867942065200373e-05
Position 1901: 2.008529752353513e-05
Position 2597: 1.93371955901226e-05
Position 1751: 1.8898064828428996e-05
Position 93: 1.864852620946643e-05
Position 357: 1.8356028085224967e-05
Position 90: 1.819749043323032e-05
Position 3480: 1.7286456458037414e-05
Position 3274: 1.457636889380704e-05
Position 56: 1.4418258807413568e-05
Position 2418: 1.3472905401732375e-05
Position 2970: 1.3211766471768906e-05
Position 906: 1.2351250785215071e-05
Position 1106: 1.2175235097893943e-05
Position 2080: 1.140367763851738e-05
Position 797: 1.0542597202644752e-05
Position 2058: 8.620394148800732e-06
Position 1188: 8.386165086271187e-06
Position 2025: 8.052513647421188e-06
Position 741: 7.98246522814512e-06
Position 2334: 7.896841188608751e-06
Position 487: 7.246617462572235e-06
Position 3406: 7.21332154058097e-06
Position 485: 6.38991474368793e-06
Position 1746: 6.316193266581905e-06
Position 3495: 6.010495749245363e-06
Position 2111: 5.565459104297222e-06
Position 1680: 5.2101911117996475e-06
Position 869: 4.971245617389546e-06
Position 1748: 4.827226037638231e-06
Position 210: 4.607585692897575e-06
Position 205: 4.335477510854635e-06
Position 1514: 4.229159876547794e-06
Position 1921: 4.0052453770761906e-06
Position 2474: 3.9369074865666055e-06
Position 1882: 3.833203107315961e-06
Position 1709: 3.398228335276253e-06
Position 2323: 3.1485768559912147e-06
Position 1998: 2.947765967869286e-06
Position 2114: 2.8816180906515897e-06
Position 810: 2.7187322599453893e-06
Position 608: 2.6084740869115886e-06
Position 721: 2.597736941227985e-06
Position 1386: 2.0076675728108693e-06
Position 1319: 1.920873474190851e-06
Position 1950: 1.465914425172708e-06
Position 564: 5.887420747919079e-07
Position 1904: 5.39256706524857e-07
Position 2646: 3.9854353585540516e-07
Position 313: 2.923510433606245e-07
Position 2141: 2.798725792262075e-07
Position 803: 2.6606557092400677e-07
Position 2945: 2.389585416829288e-07
Position 2845: 1.8000177839900375e-07
Position 3196: 1.574265631612868e-07
Position 1843: 1.4366794134934859e-07
Position 2712: 8.691560120570001e-08
Position 2625: 4.6572074458770334e-08
Position 182: 2.5398266528375753e-08
Position 3129: 1.4833144826048901e-08
Position 2664: 1.168785408303628e-08
Position 2755: 8.733023639604106e-09
Position 2461: 3.2147438705833924e-09
Position 922: 2.986582969449785e-09
Position 2403: 2.8029435330009505e-09
Position 2906: 1.8773950965735886e-09
Position 2985: 1.7559469315060718e-09
Position 2410: 1.3651060382037287e-09
Position 812: 1.0138688940831347e-09
Position 2742: 3.759815224043708e-10
Position 838: 1.9550884368770663e-10
Position 653: 1.352826561512537e-10
Position 823: 1.2039224333936924e-10
Position 2372: 3.1950048744341135e-11
Position 916: 8.562221530528466e-12
Position 687: 6.427323488948998e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2754: 0.9923118313183649
Position 1842: 0.9834699570710927
Position 1628: 0.977446600668087
Position 2322: 0.9644287660694205
Position 2119: 0.8126996213872063
Position 2122: 0.06384419087158208
Position 1079: 0.05341518109011402
Position 1206: 0.03703408580352832
Position 1013: 0.02838915688339845
Position 3084: 0.02507003515298824
Position 869: 0.015948324323702606
Position 643: 0.013186398378202738
Position 3087: 0.012591649472234786
Position 597: 0.01252085633046456
Position 1823: 0.012103234674776999
Position 2287: 0.010565471759955558
Position 475: 0.009939644292409592
Position 3607: 0.009210109275460343
Position 509: 0.008072030976326097
Position 3342: 0.00729741732308885
Position 838: 0.0068999814821408744
Position 3404: 0.004834873025430215
Position 1280: 0.0043793778760071456
Position 3538: 0.0040881327870714995
Position 3433: 0.004028710810209721
Position 3098: 0.0039915384757873516
Position 1230: 0.0027629777578695278
Position 1069: 0.0027377069866749465
Position 1592: 0.0024513025404553066
Position 3493: 0.0023399807169472626
Position 608: 0.002022479153341846
Position 669: 0.0018656607484397749
Position 340: 0.0018321854790934538
Position 2334: 0.0017769674487886306
Position 3177: 0.00174032398423778
Position 3215: 0.0016788309123745412
Position 3314: 0.0016251151035190936
Position 313: 0.0016168564156316945
Position 1348: 0.0015291534475692422
Position 3208: 0.0013408086471270117
Position 1416: 0.0012844678279500922
Position 2360: 0.0012647421017304792
Position 1872: 0.0012259395672507367
Position 1514: 0.0012050474813139038
Position 2985: 0.0011909110861165473
Position 3425: 0.0011839476295205896
Position 2401: 0.001105448692561442
Position 874: 0.0009792963182903396
Position 889: 0.0009420654300928424
Position 1680: 0.0008026700763334797
Position 3725: 0.0007832052834926558
Position 2128: 0.0007263070214550965
Position 1859: 0.0006855779259520205
Position 1901: 0.0006508068525333844
Position 1594: 0.0005651267790016354
Position 250: 0.000517903061825932
Position 1696: 0.00044104799746505675
Position 2673: 0.0004190307603446665
Position 2998: 0.0004127501431180171
Position 683: 0.0003257615458048102
Position 3274: 0.0002844930965925316
Position 1225: 0.0002696302141451714
Position 2777: 0.0002676257468287798
Position 1904: 0.0002603541681209976
Position 3529: 0.00025440686539099366
Position 847: 0.00024546027743769524
Position 3633: 0.00020999869026661376
Position 2595: 0.00020549660549603948
Position 3541: 0.00019814264536908361
Position 1082: 0.00019527126849484984
Position 153: 0.0001952373383462144
Position 3636: 0.00019304485583779217
Position 150: 0.00019035238708500044
Position 1115: 0.00017450549856105606
Position 913: 0.0001745048556421363
Position 2421: 0.00016700672446352482
Position 3514: 0.00015587324057580022
Position 401: 0.00015093359333425595
Position 843: 0.00012565326921985332
Position 2484: 0.00011871526920228268
Position 1106: 0.0001102616792455929
Position 3507: 9.961010918790357e-05
Position 2038: 8.752474335401384e-05
Position 3032: 8.570580871644985e-05
Position 2681: 7.088011944299967e-05
Position 2694: 6.298195819859786e-05
Position 1120: 6.091379442457589e-05
Position 2560: 5.989257748462474e-05
Position 2032: 5.8693720080454095e-05
Position 1863: 5.678779044366629e-05
Position 2973: 5.6516722389396124e-05
Position 2391: 5.606441949051921e-05
Position 3161: 5.0952822959530034e-05
Position 1167: 5.057349046355377e-05
Position 2466: 4.959455541263976e-05
Position 1882: 4.647726608756746e-05
Position 205: 4.0962569470372535e-05
Position 2141: 3.834438191864538e-05
Position 906: 3.7077840365037836e-05
Position 1486: 3.579377303579233e-05
Position 1723: 3.262512474493313e-05
Position 386: 3.168668468425952e-05
Position 2496: 3.120657734500549e-05
Position 1437: 2.5337788017958217e-05
Position 1639: 2.211554734964967e-05
Position 3707: 2.0918460081699564e-05
Position 210: 1.7728145952176574e-05
Position 1301: 1.6382245123179526e-05
Position 2611: 1.5689756260494747e-05
Position 645: 1.5555341047359955e-05
Position 3325: 1.3284782383921008e-05
Position 3065: 1.2031044526633962e-05
Position 2512: 1.1507018501228588e-05
Position 1727: 7.952333801935287e-06
Position 1709: 6.797988719306294e-06
Position 2067: 6.728905540324301e-06
Position 2025: 5.9050371815917324e-06
Position 2615: 4.934663272186606e-06
Position 2058: 4.742420521382752e-06
Position 2046: 4.243754392608508e-06
Position 1377: 2.1279304643295055e-06
Position 1386: 1.9582189510950184e-06
Position 2087: 1.6968191339135929e-06
Position 252: 1.605854469199766e-06
Position 1757: 1.34142825637559e-06
Position 2199: 1.2106961254197228e-06
Position 277: 9.775611898451842e-07
Position 477: 8.986890238016644e-07
Position 1769: 8.004062068829676e-07
Position 2410: 7.617522251013855e-07
Position 1466: 7.523862607664454e-07
Position 513: 4.95827632850687e-07
Position 701: 4.4500316454440323e-07
Position 2080: 4.424386569412977e-07
Position 3152: 3.4818050334791996e-07
Position 2254: 3.2125777089054854e-07
Position 1965: 2.96630575692001e-07
Position 2166: 2.1705587502970826e-07
Position 2807: 1.3488865862326404e-07
Position 3050: 4.074813958399443e-08
Position 2759: 2.872071098964499e-08
Position 680: 1.2954774316897565e-08
Position 245: 9.13248573673051e-09
Position 696: 3.3956301935934322e-09
Position 247: 1.7853551661580413e-09
Position 687: 1.092938135427197e-09
Position 2461: 5.8139362305829655e-11
Position 698: 4.984909147928437e-12
