Gene = yuri
Position 3585: 0.00018053721101727118
Position 1406: 0.000175539011490043
Position 3878: 0.00014715736706396988
Position 1483: 0.00014393483109731046
Position 1301: 0.00011174552181769422
Position 754: 0.00010038246987120293
Position 4682: 9.969958258770264e-05
Position 3292: 9.555954714205009e-05
Position 2615: 8.554816638083988e-05
Position 4101: 8.222722505324688e-05
Position 1660: 7.855869425690715e-05
Position 6898: 7.805254123434692e-05
Position 3985: 7.344021649985239e-05
Position 117: 6.631337385883156e-05
Position 1960: 6.501436095752937e-05
Position 1145: 6.486161657279186e-05
Position 612: 6.452270176760814e-05
Position 2453: 6.358576678976711e-05
Position 2263: 6.237875786931425e-05
Position 6429: 5.9360580108565745e-05
Position 1063: 5.4552291070591256e-05
Position 1319: 5.449905605014065e-05
Position 1512: 5.439163073446657e-05
Position 483: 5.0564258024308434e-05
Position 6472: 4.779985522007498e-05
Position 1927: 4.535157567265687e-05
Position 7368: 4.244192239695313e-05
Position 219: 4.126095082290809e-05
Position 2932: 4.017993821655239e-05
Position 1775: 3.8852758852436774e-05
Position 1426: 3.5102654172410025e-05
Position 1949: 3.4026618298618673e-05
Position 419: 3.1934484389312253e-05
Position 450: 2.997970841961188e-05
Position 702: 2.9745315284985098e-05
Position 1768: 2.7790030471762873e-05
Position 115: 2.4554956740454445e-05
Position 4525: 2.243235888352959e-05
Position 798: 2.2295567404327003e-05
Position 3036: 2.0190900535389146e-05
Position 286: 1.954139071520417e-05
Position 1698: 1.865344238290117e-05
Position 2431: 1.807137322422215e-05
Position 61: 1.6984120073955074e-05
Position 316: 1.62311731321467e-05
Position 7276: 1.5705961812845588e-05
Position 1085: 1.566820580207813e-05
Position 6801: 1.3661376561758729e-05
Position 673: 1.1801569673873608e-05
Position 284: 1.179969711319013e-05
Position 6829: 1.085527896080025e-05
Position 1805: 9.365220533949322e-06
Position 4577: 9.12699214369082e-06
Position 3213: 8.237195975090283e-06
Position 666: 7.645296739752601e-06
Position 165: 7.239721771639929e-06
Position 1163: 6.399149873851985e-06
Position 1094: 6.032145474845374e-06
Position 6859: 5.470487567806725e-06
Position 675: 5.460344821769505e-06
Position 3324: 5.3145501217568855e-06
Position 3343: 4.693421534446657e-06
Position 1992: 4.268280640093252e-06
Position 1456: 4.017775424944332e-06
Position 328: 3.363648063955418e-06
Position 325: 3.03473433669784e-06
Position 4304: 2.246582685911218e-06
Position 1111: 2.224717201088765e-06
Position 2745: 2.0701356649115104e-06
Position 3280: 1.9050636224279439e-06
Position 289: 1.8205700575422467e-06
Position 8: 1.7687899434871815e-06
Position 3641: 1.757453720599997e-06
Position 585: 1.02456934434029e-06
Position 1109: 9.816326193852726e-07
Position 318: 8.443385112326708e-07
Position 356: 5.827337622371371e-07
Position 349: 4.955872348747383e-07
Position 3777: 4.689598935946835e-07
Position 1777: 3.081792867753133e-07
Position 778: 2.460543058125415e-07
Position 3236: 1.887158750507409e-07
Position 1851: 1.3444629770707394e-07
Position 3: 1.2087900815064408e-07
Position 3927: 6.825618754953392e-08
Position 2545: 2.970365435234795e-08
Position 2679: 2.2196465355760596e-08
Position 2853: 2.1486682775344357e-08
Position 1039: 2.0242063201733635e-08
Position 13: 1.4192205175358602e-08
Position 604: 1.2106971479273477e-08
Position 2838: 7.838658501470406e-09
Position 1067: 5.5497475261125135e-09
Position 622: 4.947535821906397e-09
Position 337: 4.743750225405679e-09
Position 372: 1.4870880788348022e-09
Position 377: 5.418466100298686e-10
Position 6841: 3.198813109383298e-10
Position 7206: 2.1756996405323407e-10
Position 1841: 1.0072054508305679e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2851: 0.9953690077686115
Position 5982: 0.990237653852994
Position 1563: 0.9550295454371546
Position 7105: 0.928863929353004
Position 6586: 0.8923068764090205
Position 2691: 0.8160017436715444
Position 1027: 0.6927352589729059
Position 2387: 0.5714092066086203
Position 5753: 0.561014824872271
Position 3523: 0.5164213102585047
Position 4128: 0.47757332565954114
Position 5400: 0.47114468530255166
Position 377: 0.41880413452084747
Position 2065: 0.31538575116742185
Position 2031: 0.30150477450634755
Position 2453: 0.29946682800701224
Position 1060: 0.28835143227081855
Position 1992: 0.15979602389116748
Position 6250: 0.14924316048508648
Position 596: 0.11974030747613842
Position 2679: 0.11207661961330447
Position 3054: 0.10703317143867769
Position 573: 0.07917829957885515
Position 349: 0.05869723635256177
Position 6593: 0.03699470004085901
Position 6988: 0.030634418100290932
Position 2499: 0.0283022634974992
Position 6391: 0.027115499286137393
Position 2457: 0.019854244319641213
Position 300: 0.018078281676668098
Position 1960: 0.01760686016536564
Position 3086: 0.015405209037689696
Position 3324: 0.014076874507524397
Position 1289: 0.012565680817095715
Position 521: 0.01087390476275879
Position 2693: 0.01072942760336708
Position 4979: 0.01064996930262106
Position 1845: 0.010023736717876486
Position 7202: 0.009036694140275473
Position 1882: 0.008137373174745775
Position 1871: 0.008101602845335325
Position 2097: 0.007907162830117687
Position 722: 0.0068627944998251094
Position 416: 0.00653213346325976
Position 1789: 0.006305954312184245
Position 5780: 0.006233182995194373
Position 3017: 0.006059084329087564
Position 4732: 0.005937161469766572
Position 765: 0.0055337308705793046
Position 5241: 0.004714039934218607
Position 316: 0.004465628395415656
Position 1039: 0.004451383891207284
Position 5310: 0.004032921238275587
Position 5101: 0.003720500366193894
Position 461: 0.0036829378021257042
Position 5007: 0.003635496985918875
Position 811: 0.0034786347134297233
Position 4888: 0.003392060011017342
Position 3698: 0.0033169906216612764
Position 419: 0.003293014633407023
Position 383: 0.003187938704470455
Position 169: 0.0029833528349605372
Position 4233: 0.0029136128607207203
Position 3585: 0.002702180125565557
Position 1232: 0.002469736116078869
Position 5208: 0.002424731952353783
Position 2722: 0.0023842968864900846
Position 2423: 0.0023460350319529388
Position 5407: 0.002331750153756111
Position 3850: 0.0023146902793358217
Position 2194: 0.0022454198739734117
Position 6611: 0.0021549834391051048
Position 808: 0.0021365087608095964
Position 4101: 0.002097421449279763
Position 5439: 0.002095487699981867
Position 2009: 0.0019139337267767454
Position 2352: 0.0018230951941586996
Position 2434: 0.001486479405136882
Position 1092: 0.0014511316990877443
Position 3530: 0.001438657249475568
Position 5442: 0.001426042379352716
Position 7123: 0.0014113115628540296
Position 4165: 0.001400053141925971
Position 3218: 0.001397557198438206
Position 528: 0.0013599548241823166
Position 172: 0.0012447201656951802
Position 6295: 0.0012057365876891972
Position 6647: 0.0011800623991717457
Position 4685: 0.001112190961703283
Position 6292: 0.0010983933757790284
Position 874: 0.0010926853941440663
Position 688: 0.0010806005896649765
Position 7159: 0.0010722514446161032
Position 666: 0.001025149644160567
Position 120: 0.0009991024712622874
Position 2099: 0.0009651622432727521
Position 5789: 0.0009406078756657747
Position 497: 0.0009383919888012352
Position 7041: 0.0009237235999220147
Position 7113: 0.0009023102647664062
Position 6033: 0.0008592806260953373
Position 5860: 0.0007840798270621716
Position 1588: 0.0007365900834379777
Position 3452: 0.0006953750195204376
Position 7165: 0.0006636103650094022
Position 4923: 0.0006580949545446247
Position 737: 0.0006381673783366622
Position 1722: 0.0005959767505161136
Position 972: 0.0005616797435202141
Position 2260: 0.0005208559955925902
Position 3927: 0.0004928269006690073
Position 2528: 0.0004739081731995351
Position 7144: 0.0004733031777518387
Position 2104: 0.00041693940112315483
Position 3401: 0.00036761814463561154
Position 6403: 0.0003577363243431713
Position 3854: 0.0003460889492974714
Position 3090: 0.00034160899020539535
Position 7267: 0.00033781906621940425
Position 7180: 0.0003367653618781302
Position 6656: 0.00032290333877905454
Position 2740: 0.0003005654630777175
Position 2809: 0.0002891476725097676
Position 3976: 0.00028456758238112147
Position 6535: 0.00028062561457991734
Position 604: 0.0002759583511886521
Position 1925: 0.00025823429327548005
Position 3464: 0.0002509242260271963
Position 2699: 0.00020855602159805758
Position 581: 0.0001902365528343965
Position 6692: 0.0001731765002337831
Position 2566: 0.00016868522550420034
Position 1572: 0.00016540743067899877
Position 2860: 0.0001624457378242042
Position 988: 0.0001532033038060296
Position 444: 0.0001521950832391349
Position 7134: 0.00014968569176216447
Position 2548: 0.00014509224332289914
Position 1243: 0.00013562591241794567
Position 2734: 0.00011013409673646598
Position 3302: 0.00011005652393865938
Position 7416: 0.00010427202418287328
Position 3260: 9.70276345927083e-05
Position 2157: 9.558949145053105e-05
Position 532: 8.995232329000139e-05
Position 1063: 8.751292789402659e-05
Position 6608: 8.588909232567195e-05
Position 2074: 7.634238203466941e-05
Position 3285: 7.178738627270032e-05
Position 7206: 7.042095021619182e-05
Position 3297: 6.421282964227976e-05
Position 6225: 6.016737043029968e-05
Position 6286: 5.867541432138517e-05
Position 1638: 5.660715871766002e-05
Position 861: 5.587717349344424e-05
Position 2116: 5.4819330744456764e-05
Position 2719: 4.9172183690036065e-05
Position 3168: 4.485995964582212e-05
Position 472: 4.416809609645889e-05
Position 535: 4.020153369268578e-05
Position 6614: 3.699401552923547e-05
Position 6776: 3.4986390267078955e-05
Position 2900: 3.384470928846868e-05
Position 198: 3.0141492976040823e-05
Position 6620: 2.637108354533407e-05
Position 2269: 2.2941379869813894e-05
Position 1381: 2.290085242051403e-05
Position 683: 2.058403196021966e-05
Position 3877: 1.564357106849818e-05
Position 1600: 1.316288157916073e-05
Position 627: 1.1394206915055271e-05
Position 132: 9.089416314467819e-06
Position 1327: 9.022667942930201e-06
Position 1159: 8.884940729082687e-06
Position 1632: 8.418984327498369e-06
Position 1755: 7.620843946604805e-06
Position 1423: 6.6299443119346e-06
Position 186: 6.3308484003860436e-06
Position 2170: 6.120717032640093e-06
Position 1411: 6.0785049993279885e-06
Position 1180: 6.0168533033403595e-06
Position 2752: 5.314589015310698e-06
Position 1203: 5.051662727687969e-06
Position 899: 4.128011676061556e-06
Position 1129: 3.890937725171247e-06
Position 388: 3.7597458023817667e-06
Position 3309: 3.4048806470350854e-06
Position 1126: 2.736991054805996e-06
Position 1435: 1.8485918679975768e-06
Position 1291: 1.7312586079206538e-06
Position 1673: 1.4920220300441382e-06
Position 391: 1.2489394802679698e-06
Position 1698: 1.0789980537825686e-06
Position 2863: 1.0516992380393822e-06
Position 1710: 5.491243827887557e-07
Position 702: 5.470971281720809e-07
Position 2402: 4.2910640410221744e-07
Position 1692: 2.9427054942123603e-07
Position 1705: 2.735882434270862e-07
Position 2953: 2.235095987222296e-07
Position 910: 2.0572828079180924e-07
Position 230: 1.7422727193444716e-07
Position 2817: 1.0100853207583525e-07
Position 3433: 6.302600271460083e-08
Position 3288: 4.663728818639214e-08
Position 2950: 8.776365809720763e-09
Position 428: 6.3332462295947284e-09
Position 207: 5.128187720535238e-09
Position 68: 3.569307686163667e-09
Position 241: 8.671572063651537e-12
Position 1123: 5.085417580046033e-12
