Gene = Fas3
Position 937: 1.9369553202345565e-06
Position 348: 1.8759291303322676e-06
Position 608: 1.8558016882917576e-06
Position 217: 1.7550036123039337e-06
Position 783: 1.7362564206005496e-06
Position 1370: 1.546274431795676e-06
Position 1283: 1.5385470634478743e-06
Position 1090: 1.3536596405538846e-06
Position 20: 1.2972919766929542e-06
Position 1678: 1.0130250430278108e-06
Position 588: 8.033938660440966e-07
Position 955: 6.206695035586865e-07
Position 1038: 4.784529694675326e-07
Position 2041: 3.63824943626588e-07
Position 1499: 2.038693633043452e-07
Position 1395: 1.8759392410384192e-07
Position 1682: 1.688604869586623e-07
Position 2113: 1.5948425968085788e-07
Position 1201: 1.560108236595693e-07
Position 1357: 1.1209076635155472e-07
Position 1833: 1.0028044298246581e-07
Position 1255: 9.116111379563204e-08
Position 2090: 5.719903972785171e-08
Position 1303: 4.916500927937574e-08
Position 1247: 4.198583689842657e-08
Position 1621: 3.2955852599014586e-08
Position 1321: 3.043556592598254e-08
Position 1324: 2.7488860563507466e-08
Position 1444: 2.6788778620958525e-08
Position 12138: 3.9145326942474005e-10
Position 8851: 2.1134416284165175e-10
Position 3163: 1.9435225405627088e-10
Position 8485: 1.525380548952266e-10
Position 1206: 1.4438798810131875e-10
Position 1114: 1.371059028397759e-10
Position 8481: 1.3406976232441934e-10
Position 1292: 1.2644547785371833e-10
Position 1183: 1.0766318250376797e-10
Position 1345: 8.956596760719677e-11
Position 5209: 1.1509798933231908e-11
Position 7913: 8.504745521648463e-12
Position 5717: 2.733385801680343e-12
Position 8189: 5.222166699754569e-13
Position 3640: 4.911315441131249e-15
Position 1232: 1.1897505407135089e-15
Position 33: 6.596451130668164e-16
Position 6: 6.188064978378287e-16
Position 74: 3.301812185890667e-16
Position 120: 2.942609012908834e-16
Position 1465: 2.444854912039852e-16
Position 36: 8.327164555352642e-17
Position 43: 6.818207711026772e-17
Position 1012: 5.843351015717636e-17
Position 9: 6.254348112440666e-18
Position 785: 2.188204634213212e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 27632: 0.8307050339190218
Position 976: 0.215794621271241
Position 23040: 0.09303432712633088
Position 24530: 0.06635533936912738
Position 23988: 0.04477055511500466
Position 23830: 0.037956142023373766
Position 937: 0.012997017628515602
Position 13282: 0.008668381770780895
Position 704: 0.007860959921338433
Position 14164: 0.0049623535407965665
Position 996: 0.0030976994671587012
Position 1063: 0.002833361294811809
Position 845: 0.0027323490533676022
Position 743: 0.0019088289004864228
Position 767: 0.0017482687110594096
Position 798: 0.0015530220288770516
Position 18066: 0.0013423425833747802
Position 16326: 0.0010466499863103493
Position 628: 0.0008203266440650178
Position 1089: 0.0007344660989688059
Position 16277: 0.0007002168583031947
Position 14221: 0.0006655229130405061
Position 21106: 0.0004397952790673379
Position 616: 0.0003979111807170175
Position 17394: 0.0003809506926428889
Position 13641: 0.0003612914779102679
Position 732: 0.0003438579623826863
Position 14216: 0.00033193258034387973
Position 15571: 0.00029833365659497594
Position 13681: 0.00025943668917665724
Position 1036: 0.00024366619072703895
Position 13948: 0.0002082262579019324
Position 283: 0.00018275857614042661
Position 370: 0.00015299338310513274
Position 2209: 0.00011377853351629154
Position 1468: 0.00011293660183120773
Position 3302: 0.00011285008300156464
Position 496: 9.891074528670225e-05
Position 546: 9.602509950204967e-05
Position 1714: 9.020065233179811e-05
Position 906: 8.560552132398109e-05
Position 1755: 7.976118916786084e-05
Position 543: 6.948765211078667e-05
Position 2994: 4.679462018270066e-05
Position 1426: 3.498170809270403e-05
Position 2285: 3.207531685500107e-05
Position 1895: 2.655303992586169e-05
Position 1815: 2.6473997997355847e-05
Position 1540: 2.1606752015521855e-05
Position 2777: 1.9975646593125912e-05
Position 3184: 1.624350501640737e-05
Position 1577: 1.4013190681647453e-05
Position 2148: 1.3826273949624007e-05
Position 1915: 1.1391267628492206e-05
Position 8391: 1.0153950732478436e-05
Position 2168: 1.0092383612319657e-05
Position 888: 7.978468572932507e-06
Position 2318: 6.390447139260223e-06
Position 3325: 6.2626456075978155e-06
Position 1303: 5.5036393303136125e-06
Position 1506: 5.498363084099485e-06
Position 11349: 4.904746168288758e-06
Position 8569: 4.706289490025354e-06
Position 8361: 3.958389616488609e-06
Position 1412: 3.8617916305259934e-06
Position 2225: 3.457231075854346e-06
Position 1779: 3.2571477320582878e-06
Position 11024: 2.093643293182189e-06
Position 4826: 1.9650995281992467e-06
Position 11213: 1.4593768667842438e-06
Position 4866: 1.3096235434545834e-06
Position 8902: 9.393904536464093e-07
Position 3865: 6.590272107590526e-07
Position 16688: 6.134346476039253e-07
Position 8472: 5.964373115209403e-07
Position 4600: 4.271321183327317e-07
Position 2621: 2.887979836796153e-07
Position 1966: 2.1268250330066548e-07
Position 4661: 1.7789985925450377e-07
Position 4921: 1.6966579837610588e-07
Position 14476: 1.260309762055314e-07
Position 14731: 1.1858752470294814e-07
Position 2165: 1.1785194017979502e-07
Position 14393: 5.922003306264439e-08
Position 15424: 5.0463514243002746e-08
Position 14417: 4.1036943035563026e-08
Position 13167: 1.0643516354407246e-08
Position 13015: 1.0005812282000982e-08
Position 11850: 5.0755273405058345e-09
Position 13057: 2.395796448243115e-09
Position 11853: 1.978436819823648e-09
Position 10979: 8.218138299416152e-10
Position 11748: 4.435715039494815e-10
Position 6935: 3.9721532424482485e-10
Position 9403: 2.2222454861203117e-10
Position 11152: 2.014587512986349e-10
Position 9203: 8.376716132830962e-11
Position 10336: 7.593391662037847e-11
Position 10113: 7.1445903134226e-11
Position 7440: 5.463681411160832e-11
Position 8336: 4.6465023095389394e-11
Position 9017: 3.307549942312347e-11
Position 7912: 2.535358851845413e-11
Position 1253: 2.4504001977074482e-11
Position 5265: 2.0876945250642654e-11
Position 6307: 1.7073351817462405e-11
Position 6838: 1.6223729039382958e-11
Position 6817: 1.3681390218045172e-11
Position 1447: 1.197222513835265e-11
Position 8847: 1.1012227631769058e-11
Position 8799: 1.0802090779487119e-11
Position 8634: 1.0362836737938873e-11
Position 7456: 9.284403358491489e-12
Position 1845: 8.933217258493647e-12
Position 5070: 7.579510849044253e-12
Position 1280: 7.490401469051046e-12
Position 1309: 6.257294728326125e-12
Position 7128: 5.692436440107728e-12
Position 1558: 5.423279253216492e-12
Position 6883: 5.391031878347566e-12
Position 6984: 5.247421187944228e-12
Position 6691: 4.365317407681786e-12
Position 1206: 4.21736127746475e-12
Position 1209: 3.986048222238014e-12
Position 432: 3.958366716612123e-12
Position 6338: 3.227345953436299e-12
Position 1084: 2.9345713425448615e-12
Position 1926: 2.891782117834306e-12
Position 1009: 2.7269653788460576e-12
Position 727: 2.450623544146422e-12
Position 4994: 2.2691596606705727e-12
Position 5689: 2.1247561948329228e-12
Position 1785: 1.862882570650078e-12
Position 7204: 1.847181264107194e-12
Position 1826: 1.8143938798574634e-12
Position 236: 1.670762724906146e-12
Position 1664: 1.4455101717359688e-12
Position 1263: 1.3066727284757793e-12
Position 3532: 1.1604180503752755e-12
Position 567: 1.0109606143992783e-12
Position 1321: 1.0002636215442342e-12
Position 5075: 9.604412377770778e-13
Position 215: 9.571796204925914e-13
Position 2356: 9.427605545613294e-13
Position 5363: 6.561840388435436e-13
Position 5716: 6.31962986082557e-13
Position 2040: 3.8301006167281443e-13
Position 287: 3.5256772632253445e-13
Position 5655: 3.3132019341942296e-13
Position 899: 2.8926265693023715e-13
Position 3842: 2.6514992091045156e-13
Position 1168: 2.4551172373131806e-13
Position 1098: 1.7358117379251013e-13
Position 5292: 1.5274207309410168e-13
Position 2966: 1.3589313661151834e-13
Position 998: 1.2166901716558013e-13
Position 470: 1.178296649015002e-13
Position 650: 9.797368626491508e-14
Position 438: 9.647892741785269e-14
Position 1155: 5.900922102386837e-14
Position 157: 5.460206357246278e-14
Position 3619: 5.075979915586789e-14
Position 389: 3.7645956438644704e-14
Position 2112: 3.65293276787424e-14
Position 633: 2.8078582830877002e-14
Position 378: 1.2784257895267913e-14
Position 842: 1.1647365751737514e-14
Position 460: 1.0275037607276444e-14
Position 561: 6.5020589204086615e-15
Position 1996: 4.346131655637788e-15
Position 2011: 3.5911172001737935e-15
Position 1992: 2.8711323657195285e-15
Position 871: 2.431247439151787e-15
Position 442: 6.727070487382944e-16
Position 681: 1.8200563230556407e-16
Position 578: 1.5485980245782207e-16
Position 299: 4.625968841501014e-19
Position 571: 2.2884331228698423e-19
Position 575: 6.243625935278978e-20
Position 652: 2.535519031157096e-20
Position 290: 7.346818814832224e-23
Position 372: 8.500759843760014e-24
