Gene = homer
Position 207: 2.103008055167349e-05
Position 3248: 1.805989044519441e-05
Position 287: 1.61286833077569e-05
Position 353: 1.4388664684381557e-05
Position 1071: 1.3247533629099197e-05
Position 408: 1.3069418462289322e-05
Position 2288: 1.2319103039504683e-05
Position 1176: 1.1782996973635919e-05
Position 1222: 1.1486711739856723e-05
Position 374: 1.0963930352859007e-05
Position 392: 1.0826225280607856e-05
Position 82: 8.881911015362407e-06
Position 1994: 7.302545435104702e-06
Position 1069: 6.909410888486309e-06
Position 495: 6.0245486179842906e-06
Position 790: 4.981921647700185e-06
Position 1345: 4.5022882704394975e-06
Position 1371: 4.181053850789329e-06
Position 64: 4.116180551271314e-06
Position 271: 3.826856158926268e-06
Position 1618: 3.4063166337411496e-06
Position 1490: 3.3931810911336797e-06
Position 1161: 3.3550868876309953e-06
Position 488: 3.0066372380997406e-06
Position 2386: 2.8964350602474683e-06
Position 400: 2.720050392694534e-06
Position 418: 2.613590664049991e-06
Position 2236: 2.3481366253520423e-06
Position 1142: 1.8337240864846668e-06
Position 382: 1.775044648537713e-06
Position 1920: 1.6928020649223208e-06
Position 2241: 1.5331709603020953e-06
Position 2281: 1.2595835102589594e-06
Position 2199: 1.106278030247311e-06
Position 2862: 9.692651119264403e-07
Position 2010: 9.085400854886687e-07
Position 591: 8.943320168999945e-07
Position 2396: 7.797930716780158e-07
Position 502: 7.740336966390082e-07
Position 2423: 7.603550458624011e-07
Position 2053: 6.767853818312348e-07
Position 1586: 4.987181174853756e-07
Position 1591: 4.638264077473982e-07
Position 2278: 4.577727180698301e-07
Position 3052: 3.9427883381282114e-07
Position 1831: 3.6086039888452806e-07
Position 2546: 3.4882991539896167e-07
Position 2572: 3.171041229568925e-07
Position 3417: 2.864629380109512e-07
Position 2880: 2.564012911594435e-07
Position 1580: 2.463097163563291e-07
Position 3009: 2.2431901055401905e-07
Position 1151: 1.1209075806907657e-07
Position 2406: 1.1139691775621134e-07
Position 1634: 9.6073424497215e-08
Position 1998: 9.221133391668868e-08
Position 2970: 7.960593232012032e-08
Position 2194: 7.047828405380315e-08
Position 2884: 6.128069087861782e-08
Position 2575: 5.379058511558235e-08
Position 2391: 5.092490301307175e-08
Position 1294: 3.693293928555637e-08
Position 1602: 2.852832075931796e-08
Position 1522: 2.5230249081120248e-08
Position 3037: 2.4433672122555887e-08
Position 420: 1.3799880672749198e-08
Position 3016: 1.1851691621603384e-08
Position 2257: 8.68755495535764e-09
Position 2013: 4.697530564979757e-09
Position 1276: 3.283425752088879e-09
Position 1284: 2.710970246848412e-09
Position 1881: 2.3607431569262567e-09
Position 280: 9.320737880607991e-10
Position 1721: 3.5865318542649745e-10
Position 2255: 2.2750518881829544e-10
Position 1728: 1.8288044349792762e-10
Position 2220: 1.2936195904846284e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2227: 0.9945257608519309
Position 1762: 0.9941089070273035
Position 1272: 0.9937304775505856
Position 1904: 0.9697774370647878
Position 2416: 0.9617754636325739
Position 928: 0.634176606486006
Position 953: 0.21726661544772266
Position 2880: 0.08626033996161277
Position 3327: 0.04899729580603517
Position 3151: 0.0423115167568098
Position 1923: 0.02869260206170531
Position 3417: 0.021329071249885985
Position 3106: 0.017547806438058627
Position 980: 0.014104301916484055
Position 784: 0.008408715548054741
Position 488: 0.007430536717002382
Position 3496: 0.006960280054244944
Position 2566: 0.00661787765789332
Position 1279: 0.0045444283098456635
Position 2522: 0.004172858177822773
Position 1042: 0.004159557418560964
Position 3740: 0.00415449003422089
Position 2892: 0.0030535342477170067
Position 1130: 0.0027944408774007684
Position 1069: 0.0027839887520054946
Position 3177: 0.0027468041103840693
Position 3297: 0.002379321708971001
Position 2428: 0.0020905483989588363
Position 3858: 0.0020799285252962483
Position 3009: 0.0020195542245694904
Position 387: 0.0017749825537127662
Position 405: 0.0017520392475596127
Position 808: 0.001650220892016523
Position 829: 0.0016376294577635858
Position 680: 0.0014797765802256634
Position 2236: 0.001237156799506517
Position 3719: 0.0007904498358268576
Position 3723: 0.0007904233086510194
Position 3288: 0.0007593934565764496
Position 604: 0.0007574851690516203
Position 3079: 0.0006701400489324974
Position 3217: 0.0006513026523099745
Position 292: 0.0006187319444069323
Position 1991: 0.0005895248348143828
Position 1142: 0.0005774371060714884
Position 1290: 0.000491011305612012
Position 2832: 0.0004768421890732318
Position 1284: 0.0004694935299067162
Position 3540: 0.0004240607841171082
Position 453: 0.0004018789832868635
Position 108: 0.0003769464101865339
Position 3051: 0.0003375720364902541
Position 2477: 0.0003307463980514246
Position 2434: 0.00032333543534080155
Position 2572: 0.0002943224718130748
Position 2423: 0.0002939208210409486
Position 814: 0.00021935697627268962
Position 848: 0.00020310627821267042
Position 1139: 0.00018578413922659876
Position 1490: 0.00015991352638280412
Position 3248: 0.00015357805174537337
Position 1027: 0.0001476690600084127
Position 1940: 0.00014622740712367404
Position 2266: 0.00013132647829591017
Position 2505: 0.00011957187121891283
Position 1407: 0.00011585958004551865
Position 2642: 0.0001093477404867405
Position 240: 0.00010933161090094306
Position 2593: 0.00010789643465273537
Position 360: 9.039455389426435e-05
Position 449: 8.6438876373881e-05
Position 1473: 7.888952591802713e-05
Position 1517: 7.540546449072881e-05
Position 986: 7.388234231486047e-05
Position 3822: 7.30335699531624e-05
Position 2904: 6.506039499676947e-05
Position 728: 6.463440950008745e-05
Position 465: 6.460463430869526e-05
Position 3910: 5.4951018054211646e-05
Position 95: 4.437978690476765e-05
Position 2815: 4.221155073281891e-05
Position 502: 4.201251549532062e-05
Position 1006: 3.9398821641348455e-05
Position 1560: 3.798898945653714e-05
Position 49: 3.7530564955925495e-05
Position 1955: 2.9896819412910053e-05
Position 1293: 2.7030961804472234e-05
Position 2605: 2.6275675415706408e-05
Position 1503: 2.3136955878822266e-05
Position 2659: 2.2140842907119135e-05
Position 471: 2.1085904610584047e-05
Position 3913: 2.076168165228335e-05
Position 2293: 2.047895505191141e-05
Position 756: 1.995088204724549e-05
Position 1085: 1.988875614185477e-05
Position 1778: 1.9437217432235543e-05
Position 2296: 1.8248763033612506e-05
Position 2022: 1.7513479140375562e-05
Position 3057: 1.535798582550674e-05
Position 2241: 1.4653171357003208e-05
Position 685: 1.3830221616745622e-05
Position 1527: 1.2959968776277502e-05
Position 851: 1.2556713174827292e-05
Position 2114: 1.1285396760810185e-05
Position 613: 8.030298744093077e-06
Position 1200: 7.719566283290174e-06
Position 1934: 6.79817240000854e-06
Position 1980: 6.291321881429989e-06
Position 1958: 6.020335578280872e-06
Position 562: 5.574100506322212e-06
Position 1570: 5.026550270765176e-06
Position 1299: 4.643591054092533e-06
Position 2800: 4.4903439061269404e-06
Position 1808: 3.680301128198672e-06
Position 2653: 2.9952381611600833e-06
Position 1988: 2.3263454414912436e-06
Position 433: 2.2184921814100943e-06
Position 132: 2.126337078264339e-06
Position 1388: 2.093011756822021e-06
Position 55: 2.039025767582769e-06
Position 1443: 1.949810033541343e-06
Position 1420: 1.9115343643232485e-06
Position 1302: 1.7907584217619088e-06
Position 1642: 1.6513014450247823e-06
Position 2836: 1.582858867713816e-06
Position 1662: 1.523889609991726e-06
Position 843: 1.4940315719508035e-06
Position 1741: 1.4307389374856038e-06
Position 171: 1.3522424828892896e-06
Position 1831: 1.3214069431490687e-06
Position 151: 1.2742920168667236e-06
Position 2326: 1.169791242846889e-06
Position 2040: 1.0784965364659436e-06
Position 1151: 1.0108826905985743e-06
Position 2342: 9.806372346441075e-07
Position 1613: 8.045322501499901e-07
Position 2278: 6.65877667571285e-07
Position 1311: 6.383761595007027e-07
Position 2143: 6.254650677800037e-07
Position 2851: 5.932215607155253e-07
Position 1961: 5.607623336185188e-07
Position 2611: 5.037060402951838e-07
Position 2587: 4.095697613377419e-07
Position 139: 3.1109378402152965e-07
Position 2910: 2.782376111958871e-07
Position 2623: 2.561080977726852e-07
Position 2028: 2.164814359352134e-07
Position 1659: 1.7610736063424997e-07
Position 535: 1.218504382175785e-07
Position 1709: 9.846030191224279e-08
Position 2129: 9.449675046255982e-08
Position 2362: 7.993928494011988e-08
Position 2524: 7.814920030809049e-08
Position 1665: 7.332723120942108e-08
Position 1793: 7.024311395746004e-08
Position 2693: 6.893294002762502e-08
Position 1841: 6.634606175595333e-08
Position 522: 6.524351254687535e-08
Position 2099: 5.186944199914594e-08
Position 2481: 4.0374592204904845e-08
Position 1281: 3.9767694247819676e-08
Position 529: 3.97045196996821e-08
Position 2782: 3.8733302350907635e-08
Position 2085: 3.5267590720072704e-08
Position 2096: 3.421145665772485e-08
Position 2156: 3.162760506924889e-08
Position 542: 1.973492109882883e-08
Position 2075: 1.961006270205814e-08
Position 2305: 1.763417222053188e-08
Position 2181: 1.5290911436905456e-08
Position 143: 1.1366211499545061e-08
Position 2336: 1.1039298945497099e-08
Position 2031: 1.0216181537002186e-08
Position 1719: 7.863875783950537e-09
Position 2245: 3.742766944494193e-09
Position 2042: 3.157544021800184e-09
Position 2199: 2.5140576482120524e-09
Position 1846: 1.4640356214776022e-09
Position 1714: 1.364717738871544e-09
Position 1853: 6.191613148940444e-10
Position 2060: 3.9752652489203194e-10
Position 509: 1.921760070039757e-11
