Gene = mtgo
Position 15867: 1.8344879957139016e-07
Position 1470: 1.2607596557197178e-07
Position 16390: 9.078678729346538e-08
Position 2871: 8.276639224360512e-08
Position 3730: 5.602366123800227e-08
Position 3365: 4.113824009618986e-08
Position 15080: 4.020195192235174e-08
Position 15245: 3.7404349843169713e-08
Position 3896: 3.713114979213138e-08
Position 119: 3.401519304553955e-08
Position 15137: 3.1430027221799716e-08
Position 15320: 2.8931397286594703e-08
Position 8321: 2.2684244742847112e-08
Position 5612: 1.4761433924557108e-08
Position 8065: 1.1403124060342994e-08
Position 4012: 8.711017728581651e-09
Position 7770: 8.3645513582944e-09
Position 3369: 8.153298484504812e-09
Position 255: 8.145145549245099e-09
Position 3711: 7.843613352785733e-09
Position 7325: 6.989366502308724e-09
Position 301: 5.2848108561611505e-09
Position 11668: 3.8305705496765584e-09
Position 3256: 3.6905154617640704e-09
Position 407: 3.347485409420879e-09
Position 2200: 3.0880017157338477e-09
Position 5105: 2.9903143969238253e-09
Position 10894: 2.970851714121583e-09
Position 2925: 2.5399191314178125e-09
Position 3629: 2.3187370207527717e-09
Position 327: 2.0183552310167147e-09
Position 6570: 2.014586618595564e-09
Position 477: 1.9993743400709657e-09
Position 3289: 1.916951490153215e-09
Position 4544: 1.8961888493544053e-09
Position 2909: 1.7374789583965416e-09
Position 9341: 1.6179263310662631e-09
Position 3560: 1.2455941966340194e-09
Position 5762: 1.1409680385324102e-09
Position 11605: 1.0724293269580089e-09
Position 5689: 1.0547477573709215e-09
Position 7707: 8.499291823811824e-10
Position 374: 8.43547636341305e-10
Position 4654: 8.326542983223058e-10
Position 252: 8.205554784411321e-10
Position 2971: 7.750892096430851e-10
Position 4743: 7.317807061381717e-10
Position 356: 7.316730885161036e-10
Position 7222: 7.079278390683285e-10
Position 3590: 6.678656566012964e-10
Position 5162: 6.288149114897196e-10
Position 1658: 5.691050146312202e-10
Position 10496: 5.184291941778366e-10
Position 2346: 4.523110189631588e-10
Position 5633: 3.995504087982191e-10
Position 1498: 3.632485128044019e-10
Position 838: 3.3326760415999257e-10
Position 5587: 3.317413656128634e-10
Position 5371: 3.1531140584452873e-10
Position 5836: 3.1127195291089614e-10
Position 11709: 2.69396426663868e-10
Position 1884: 2.061141499661739e-10
Position 553: 1.6450450407768442e-10
Position 9402: 1.6210827383063828e-10
Position 1216: 1.4358220937960237e-10
Position 602: 1.074271468790661e-10
Position 4495: 1.0411442175929225e-10
Position 1188: 9.701053812869812e-11
Position 10854: 9.54748830501131e-11
Position 131: 8.123229364898677e-11
Position 336: 8.032426106700033e-11
Position 384: 7.901151621756537e-11
Position 9492: 7.650149403705339e-11
Position 9668: 6.664121964645034e-11
Position 9265: 5.842343755985957e-11
Position 1795: 5.630460540759404e-11
Position 1898: 4.802575559854534e-11
Position 7716: 4.5459321623525004e-11
Position 2250: 4.431539097671335e-11
Position 2038: 3.6287202225915794e-11
Position 9118: 3.4503705960116825e-11
Position 2822: 3.153149703396002e-11
Position 2296: 2.995992906918852e-11
Position 1033: 2.3189183434784635e-11
Position 1747: 2.1119894075609753e-11
Position 9143: 2.0860717277689265e-11
Position 8584: 2.0202792119317522e-11
Position 3689: 1.9979403753322395e-11
Position 2825: 1.679010706089787e-11
Position 6668: 1.5291431645890125e-11
Position 1074: 8.76373616651295e-12
Position 6834: 7.712801252184925e-12
Position 6870: 7.705042406941987e-12
Position 101: 6.44210721910009e-12
Position 8289: 5.7308971104185394e-12
Position 1670: 2.0371522205131507e-12
Position 1718: 1.6760197059876597e-12
Position 4702: 1.6539430939225414e-12
Position 1729: 1.5760886109010468e-12
Position 4693: 1.4343862259956292e-12
Position 923: 1.1661180491578071e-12
Position 715: 1.096919004623653e-12
Position 795: 8.021071503442773e-13
Position 1092: 7.275649510442727e-13
Position 4361: 5.695013180128167e-13
Position 1029: 3.798553903829221e-13
Position 6165: 3.5885291881456583e-13
Position 990: 2.9147199244633494e-13
Position 6027: 2.7241959602662943e-13
Position 682: 2.2608980664212396e-13
Position 943: 1.9798189724926587e-13
Position 4184: 1.897829686063657e-13
Position 4153: 1.3858690443032867e-13
Position 4930: 1.290648832276683e-13
Position 4807: 1.213992185308117e-13
Position 968: 9.560305554688569e-14
Position 5067: 9.202752208502863e-14
Position 4042: 6.560185445490059e-14
Position 4399: 5.066696693594072e-14
Position 768: 4.3242356666307456e-14
Position 73: 2.155934914319009e-14
Position 721: 1.9910951685066894e-14
Position 2059: 1.891690489020998e-14
Position 2456: 1.7969489489013646e-14
Position 901: 1.775922810869212e-14
Position 2308: 1.0520053822711352e-14
Position 2219: 1.0119323547683055e-14
Position 331: 8.910577453960295e-15
Position 2221: 6.938734267622325e-15
Position 5300: 6.3645304145766026e-15
Position 2072: 3.1683094599537622e-15
Position 2319: 2.9836651525281733e-15
Position 773: 2.764108385265895e-19
Position 440: 2.2419915067938727e-19
Position 340: 3.716133146551657e-20
Position 453: 3.31173933976572e-20
Position 572: 4.359779583714335e-21
Position 423: 3.816095921589353e-21
Position 735: 2.8875229106948657e-21
Position 555: 1.441530831389764e-21
Position 427: 1.2294562325505934e-21
