Gene = Plap
Position 1928: 2.4181705615092297e-05
Position 962: 2.321546651083272e-05
Position 1500: 2.284814504418844e-05
Position 1393: 1.6832274930623363e-05
Position 1238: 1.5468700357317755e-05
Position 978: 1.4376087499369579e-05
Position 105: 1.2811690119597937e-05
Position 203: 1.209094857117118e-05
Position 452: 1.0717544852875578e-05
Position 693: 8.949070709026369e-06
Position 2797: 8.409036862738604e-06
Position 41: 7.733344714946619e-06
Position 424: 6.55793925504283e-06
Position 591: 3.021627961878719e-06
Position 855: 2.3921355715762013e-06
Position 873: 1.8648387723554218e-06
Position 948: 1.6088845634111362e-06
Position 1419: 1.2126531413748383e-06
Position 1117: 5.449591972890966e-07
Position 193: 5.400261321752514e-07
Position 1532: 5.071962502721659e-07
Position 1564: 5.040540765465112e-07
Position 1081: 3.951149842750503e-07
Position 1396: 3.728047627913751e-07
Position 980: 3.545970559654671e-07
Position 1690: 3.2466034350622064e-07
Position 810: 2.4040787248868605e-07
Position 1615: 1.8268098586853993e-09
Position 969: 1.1248289133277967e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2410: 0.7148142140331023
Position 834: 0.639036547177202
Position 1726: 0.5143685862992884
Position 803: 0.29655948690788014
Position 1734: 0.1317195228774427
Position 3065: 0.08419187104025805
Position 540: 0.027823882355571813
Position 1698: 0.0143288527482432
Position 2957: 0.013905584386478174
Position 2039: 0.012837450886599796
Position 1984: 0.011265748857814636
Position 203: 0.009335358607303078
Position 1486: 0.008615432847801049
Position 165: 0.00650326818104432
Position 368: 0.006218284302054216
Position 2029: 0.005548713653278818
Position 2229: 0.005491437669990587
Position 994: 0.005028212248500542
Position 2852: 0.004909822804745354
Position 2105: 0.001962826551915952
Position 1090: 0.001895640878756855
Position 1509: 0.001822342207109724
Position 2075: 0.0014975521664433837
Position 1933: 0.001279439746809355
Position 1895: 0.001125697013906851
Position 170: 0.0009802271508033312
Position 1615: 0.0009188403812265977
Position 2629: 0.0008892231984177037
Position 406: 0.0008881462450788196
Position 2054: 0.0007519936929106267
Position 2431: 0.0007363777561275518
Position 2375: 0.0007114800739976502
Position 1612: 0.0005645653819537256
Position 1535: 0.0005221179759387351
Position 2299: 0.00044153065306340255
Position 2684: 0.0004275117348488881
Position 508: 0.0004132490533428318
Position 2123: 0.000408501837714167
Position 77: 0.0003800680241065667
Position 560: 0.0002596419471116555
Position 415: 0.0002572080754453137
Position 1025: 0.00015164261633491226
Position 2523: 0.0001486370848826197
Position 1579: 0.0001389654071572524
Position 190: 0.00013754173903796971
Position 843: 0.00011692242537274525
Position 343: 0.00011683377956941542
Position 89: 0.00011150992086500582
Position 2446: 0.00010073059236033951
Position 2252: 9.047120467950439e-05
Position 1967: 7.198465605038659e-05
Position 1769: 6.5671848409874e-05
Position 1848: 5.071458205175838e-05
Position 3175: 4.7837131957280324e-05
Position 2085: 4.524122699086786e-05
Position 1390: 4.417193419131666e-05
Position 632: 3.343901501806216e-05
Position 1192: 3.227757710545233e-05
Position 960: 3.037727882494982e-05
Position 1166: 2.7937884418543982e-05
Position 1137: 2.7922738798871176e-05
Position 879: 2.6005317259528733e-05
Position 930: 2.385361349808763e-05
Position 821: 2.2123987692862862e-05
Position 873: 2.1047446020720727e-05
Position 1215: 1.9815190110215303e-05
Position 1058: 1.8730297387697657e-05
Position 606: 1.865055713402808e-05
Position 1019: 1.4721200531897003e-05
Position 327: 1.4613638976421261e-05
Position 564: 1.0321529834559622e-05
Position 676: 1.0037930774138186e-05
Position 810: 7.451124094504242e-06
Position 1200: 4.082696613142215e-06
Position 1374: 2.7897587198100754e-06
Position 1131: 2.6294626794909113e-06
Position 1415: 2.4055447820524933e-06
Position 927: 2.2918265115063363e-06
Position 569: 2.1237390700555837e-06
Position 899: 1.8196923134462139e-06
Position 521: 1.6723188968012394e-06
Position 578: 1.5597382945018715e-06
Position 652: 1.397233229475808e-06
Position 1682: 9.666873104028803e-07
Position 585: 7.695265030424403e-07
Position 684: 5.576554167737412e-07
Position 1600: 5.14836621912269e-07
Position 172: 4.553899122422672e-07
Position 711: 3.9062252626525535e-07
Position 93: 3.650339219826766e-07
Position 611: 2.587621801161977e-07
Position 99: 1.0282308724403362e-07
Position 102: 3.124376872673586e-08
Position 1197: 1.8688551682493375e-08
Position 729: 7.153483753115111e-09
Position 1308: 3.779584543718321e-09
Position 1035: 3.449009212425981e-09
Position 468: 2.658633949511477e-09
Position 721: 7.057620864292485e-10
Position 213: 4.1724761847439567e-10
Position 105: 4.1056896157692397e-10
Position 1343: 8.434893372685571e-12
