Gene = SMSr
Position 1438: 1.1517888562689726e-08
Position 1243: 1.1257325915150887e-08
Position 1097: 9.743470620844837e-09
Position 1065: 7.66962405440478e-09
Position 6649: 4.106295222098321e-09
Position 3089: 1.9131403823347242e-09
Position 933: 1.0350145436583122e-09
Position 6320: 9.530811115780116e-10
Position 1135: 6.315132597396668e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6127: 0.997911257933898
Position 6358: 0.9888591000430129
Position 5087: 0.45077978240318556
Position 5565: 0.37627496448925823
Position 5770: 0.16413908727702242
Position 5271: 0.039739803542471815
Position 7015: 0.02849495718383596
Position 971: 0.022099851881529787
Position 604: 0.018911953317418868
Position 4510: 0.012779222838269813
Position 5146: 0.00806899826035098
Position 706: 0.00802498348800763
Position 5765: 0.007472746648438333
Position 5990: 0.004638596208381029
Position 5430: 0.004626828462410177
Position 756: 0.004349694717488848
Position 2726: 0.002877438770211622
Position 5876: 0.002780899224131604
Position 1179: 0.002760305677390812
Position 1484: 0.0027442828767857597
Position 2613: 0.0022699153151846227
Position 7054: 0.002202766808143102
Position 4396: 0.002067597131881998
Position 7037: 0.001971156846526858
Position 7405: 0.0014674035187447819
Position 1277: 0.0014144191303521387
Position 1101: 0.0013741978906205137
Position 4482: 0.001333386890320898
Position 6411: 0.0012496156059255473
Position 6493: 0.0010917177371356315
Position 2120: 0.0008708125200474957
Position 1142: 0.0008642643563583071
Position 615: 0.0007686659975364761
Position 7330: 0.0007684755652191405
Position 1805: 0.000524719434321616
Position 976: 0.0005043339179277342
Position 2947: 0.0004323446712111363
Position 4200: 0.0003876145013548284
Position 1378: 0.0003853885468089243
Position 1592: 0.0003662556904984944
Position 4293: 0.00036089917089688977
Position 1604: 0.00032787109310175767
Position 7099: 0.0003258438258354353
Position 6649: 0.0003172022576779234
Position 591: 0.00030614574663649977
Position 4123: 0.0002850443762225638
Position 1282: 0.0002787265400391572
Position 4588: 0.0002736637181608341
Position 1658: 0.0002552341018622241
Position 6325: 0.00024342277747189928
Position 6639: 0.00022735277064831166
Position 1316: 0.00021278531230111127
Position 6283: 0.00019713631299486724
Position 1938: 0.000173042333063209
Position 1003: 0.0001625239877443893
Position 638: 0.0001555268401904052
Position 1135: 0.00013973339926215194
Position 7173: 0.0001393308134349016
Position 621: 0.000137499358095527
Position 1489: 0.00012970930853617975
Position 1046: 0.00012638640833411663
Position 1916: 0.0001128454087932708
Position 6731: 8.993871729346057e-05
Position 837: 8.993077038311378e-05
Position 710: 7.989468541278982e-05
Position 1151: 7.011338531454009e-05
Position 2171: 6.565530531945988e-05
Position 6889: 6.500331092711632e-05
Position 3196: 6.411921660789949e-05
Position 103: 6.358878462279968e-05
Position 2849: 5.280226065734493e-05
Position 1081: 4.915050721780425e-05
Position 1321: 4.86774615603484e-05
Position 1763: 4.56699116316554e-05
Position 1185: 3.922086562817918e-05
Position 2016: 3.794817956023052e-05
Position 853: 3.728910377769817e-05
Position 770: 3.6603613319845284e-05
Position 7069: 3.6177465298954554e-05
Position 2556: 3.5514815560836386e-05
Position 207: 3.369789865458394e-05
Position 6532: 3.055927054073255e-05
Position 7133: 2.9080873894528704e-05
Position 379: 2.8551943285004934e-05
Position 1405: 2.7258353840654912e-05
Position 891: 2.7212892745019928e-05
Position 1220: 2.714879463724666e-05
Position 235: 2.5865228165012397e-05
Position 7163: 2.5119889568958522e-05
Position 1057: 2.4967195194406167e-05
Position 1932: 2.4310383039152936e-05
Position 100: 2.4308654110220783e-05
Position 2704: 2.348653125449573e-05
Position 318: 2.2955848090954258e-05
Position 3048: 2.2232244924506657e-05
Position 352: 1.9146635986576153e-05
Position 1691: 1.8307320988466512e-05
Position 2544: 1.7759337492846445e-05
Position 6372: 1.726248797238535e-05
Position 7120: 1.4634217037103813e-05
Position 947: 1.3494150923788109e-05
Position 2887: 1.3444245982651385e-05
Position 7319: 1.2062506785082514e-05
Position 2223: 1.1607948723463318e-05
Position 7338: 1.131117172962453e-05
Position 6426: 1.0893325367621143e-05
Position 6620: 9.283587058441794e-06
Position 2375: 9.253256855969473e-06
Position 6952: 8.04481378848227e-06
Position 2688: 5.641669803245178e-06
Position 1775: 5.59136471685634e-06
Position 6772: 5.346545654368557e-06
Position 7275: 5.2514005917469725e-06
Position 7354: 5.04679752484965e-06
Position 7306: 5.011337217940146e-06
Position 6502: 4.506707557646517e-06
Position 7345: 4.235839214820308e-06
Position 1254: 4.030371317302677e-06
Position 1110: 3.6113722611459666e-06
Position 7079: 3.148567378722455e-06
Position 6769: 2.397721152927072e-06
Position 2312: 2.3670147719504216e-06
Position 2289: 1.619757297182411e-06
Position 6382: 1.3890682405695682e-06
Position 6699: 1.148476966269473e-06
Position 6293: 9.928179916799512e-07
Position 7417: 8.184418623120485e-07
Position 3489: 9.32787341175235e-08
Position 3813: 5.882995390297272e-08
Position 3648: 4.486318314116096e-08
Position 3911: 3.494334672087174e-08
Position 414: 2.6762413189816753e-08
Position 1359: 2.5807306471325772e-08
Position 669: 1.9578996217539533e-08
Position 76: 1.9155412679097278e-08
Position 492: 1.7691468594380178e-08
Position 2127: 1.6193051485332522e-08
Position 1340: 1.4889890994832007e-08
Position 321: 1.4464680492664491e-08
Position 981: 1.367731063821493e-08
Position 2743: 1.3652978908620603e-08
Position 279: 1.2891451089736461e-08
Position 1328: 1.2702447770280756e-08
Position 1438: 1.1380834542283808e-08
Position 633: 8.494757451901547e-09
Position 385: 5.099007688647044e-09
Position 1122: 3.240155670181025e-09
Position 1486: 3.234555110287809e-09
Position 437: 3.198018234369643e-09
Position 1145: 2.6890089649626626e-09
Position 534: 1.8964764215222586e-09
Position 239: 1.8538541530239798e-09
Position 201: 1.8434498071851206e-09
Position 211: 1.746191682133447e-09
Position 495: 1.545276559121424e-09
Position 291: 6.923227856639905e-10
Position 1286: 4.549844991204136e-10
Position 467: 2.8124795499428364e-10
Position 109: 2.746096500794684e-10
Position 80: 2.1168193905632402e-10
Position 357: 9.266062232680209e-11
Position 214: 8.839657429560797e-11
Position 145: 6.376633944075405e-11
Position 112: 2.41424590271644e-11
Position 510: 2.385849316610495e-11
Position 531: 1.473300850387619e-11
Position 456: 1.301880263054193e-11
Position 426: 4.892248427913789e-12
Position 119: 4.075071190259724e-12
Position 387: 7.735557958896171e-13
