Gene = Fibp
Position 1815: 2.7866747167388907e-08
Position 1310: 2.380733689304442e-08
Position 1677: 1.5771889370269145e-08
Position 1331: 1.2499926130652123e-08
Position 671: 1.1347120840902994e-08
Position 1292: 6.545016055528449e-09
Position 668: 6.304908513616631e-09
Position 980: 5.879158337766127e-09
Position 1821: 3.975575604270035e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1435: 0.999846045940447
Position 963: 0.9968930216270818
Position 1685: 0.9925442392634256
Position 1146: 0.973181113986103
Position 417: 0.9659820199739321
Position 799: 0.8853407295886839
Position 271: 0.8093664467370081
Position 833: 0.07922199926203533
Position 1305: 0.029909891323990197
Position 1848: 0.016823085070188145
Position 581: 0.012018397106355466
Position 421: 0.004286618597677121
Position 617: 0.002759111948450706
Position 837: 0.001953630704718715
Position 449: 0.001875923563870819
Position 317: 0.0015225561161592099
Position 446: 0.0010244434382866811
Position 1857: 0.0004823976270075442
Position 1725: 0.0003321931096241531
Position 1186: 0.0003281172792775077
Position 1292: 0.00026589358207261717
Position 1188: 0.0002598156812595442
Position 1693: 0.0002541615869121989
Position 967: 0.00019623219165168615
Position 761: 0.0001570032668319765
Position 1287: 0.00014572607162961136
Position 1765: 0.00010720950688958957
Position 252: 0.00010551802105301987
Position 686: 9.665828863678195e-05
Position 1342: 7.26631897358527e-05
Position 665: 6.813789217109647e-05
Position 1021: 6.746636109804316e-05
Position 903: 6.59413311390755e-05
Position 294: 6.055216481071747e-05
Position 1096: 5.997779162270948e-05
Position 566: 5.074511353213288e-05
Position 478: 4.675371608957944e-05
Position 81: 4.399088764556816e-05
Position 662: 4.087308099296389e-05
Position 1209: 3.897107391327798e-05
Position 1161: 3.8478852900382197e-05
Position 328: 3.268688882410691e-05
Position 875: 3.243989879477833e-05
Position 182: 2.0037724953907094e-05
Position 1863: 1.492454511286271e-05
Position 1639: 1.3704999094163747e-05
Position 139: 1.1688986758004354e-05
Position 341: 1.0632943634946094e-05
Position 1230: 8.961247265691035e-06
Position 765: 6.78690544403151e-06
Position 587: 5.898909468791288e-06
Position 207: 5.489428172885387e-06
Position 1781: 4.698312082993074e-06
Position 942: 4.457924003111981e-06
Position 1597: 3.5992030934496253e-06
Position 1107: 3.345708791912031e-06
Position 1041: 2.926308254097749e-06
Position 1245: 2.82984797391231e-06
Position 1700: 2.6957708275380805e-06
Position 87: 2.3960987519920586e-06
Position 1236: 1.9687695602612193e-06
Position 186: 1.932459224483949e-06
Position 1797: 1.7734606305201614e-06
Position 105: 1.7403281005030232e-06
Position 772: 1.6269794022953774e-06
Position 1523: 1.3068011162915114e-06
Position 1621: 1.18251592956472e-06
Position 770: 8.790924247362145e-07
Position 614: 6.872617563517208e-07
Position 355: 5.390574573975441e-07
Position 1544: 3.3150657740613314e-07
Position 425: 2.739820583766124e-07
Position 1490: 2.613243184572656e-07
Position 1566: 2.041074207881805e-07
Position 1239: 1.6677568608750135e-07
Position 1248: 1.1137924009634246e-07
Position 908: 1.0486746178021004e-07
Position 1649: 8.492667034648244e-08
Position 1520: 3.7057797206231206e-08
Position 191: 2.1569890355671658e-08
Position 1276: 1.3227553173341244e-08
Position 710: 1.3031196499888174e-08
Position 722: 5.221939280205363e-09
Position 1379: 4.102980718651031e-09
Position 102: 3.773135088544958e-09
Position 732: 1.6589483326869384e-09
Position 698: 2.3813167134875995e-10
