Gene = tam
Position 1227: 0.02635910704854165
Position 2571: 0.02588554351241739
Position 1378: 0.025339840132693355
Position 3419: 0.020185743783235267
Position 2859: 0.013522533429911965
Position 2980: 0.010184190244172017
Position 2793: 0.009869658618678402
Position 871: 0.008107251551210603
Position 1659: 0.006783746058412794
Position 1887: 0.006631122996641191
Position 427: 0.006412649343633619
Position 1958: 0.004983023449586929
Position 1583: 0.00481786197978912
Position 1290: 0.004698503242134536
Position 251: 0.00380771514908099
Position 3093: 0.0035454670258036505
Position 2983: 0.0022570970629533114
Position 1328: 0.0019174965766200417
Position 1839: 0.0018244111240281419
Position 995: 0.001703477027082922
Position 3332: 0.0016549059840474335
Position 3462: 0.0014419685081932998
Position 2218: 0.0014332668372844855
Position 3289: 0.001361889237790436
Position 1865: 0.0013142765335754474
Position 1174: 0.0012565820547128352
Position 2145: 0.0012139854998546745
Position 407: 0.0010767364586854332
Position 100: 0.0009258384861898132
Position 2254: 0.0009126439212867449
Position 2700: 0.0007924994070368002
Position 1909: 0.0007659182787738235
Position 1842: 0.0007637116640304967
Position 3056: 0.0007234052040940991
Position 1683: 0.0006992056430816338
Position 3030: 0.0006688035949594894
Position 467: 0.0006664074386754582
Position 2574: 0.0006606258540675395
Position 765: 0.0006473210823114082
Position 756: 0.000633576466792516
Position 1773: 0.0006268287367006645
Position 3772: 0.0005995971797426599
Position 1478: 0.0005666892476338208
Position 567: 0.0005204805936444015
Position 783: 0.00048249466778447396
Position 3679: 0.0004440188729655503
Position 952: 0.0004414197103713676
Position 2719: 0.0004302214760646097
Position 521: 0.0003882979218344435
Position 1739: 0.000356022932056827
Position 257: 0.0003271460458993329
Position 1045: 0.00029777467833883226
Position 1751: 0.00029563914994764696
Position 1460: 0.0002908263889155312
Position 2526: 0.00026784031860741485
Position 3777: 0.0002674386472488001
Position 1415: 0.000260004330196345
Position 297: 0.000259213043440217
Position 3351: 0.00023026329736742563
Position 1671: 0.00021913647123293327
Position 641: 0.00020320823168637185
Position 2889: 0.00019803161214187388
Position 3113: 0.00018934303421585795
Position 2865: 0.00017336096394694503
Position 470: 0.00017159943285780777
Position 992: 0.00014241911625667157
Position 2382: 0.00013261794121838317
Position 2196: 0.00012544605052723567
Position 2826: 0.0001090470310378632
Position 1348: 0.00010276790807412485
Position 3758: 0.00010189446985072648
Position 1517: 0.00010140169717143351
Position 2395: 9.380941572115261e-05
Position 2234: 9.16757789579371e-05
Position 579: 9.135414571068421e-05
Position 307: 9.11060143685984e-05
Position 320: 8.67721792082758e-05
Position 3545: 8.633699807027003e-05
Position 1424: 8.439649602349085e-05
Position 2030: 7.750938734058486e-05
Position 2758: 7.330922639785002e-05
Position 2116: 6.856760175433012e-05
Position 2309: 6.328059535521224e-05
Position 2211: 6.063339333742265e-05
Position 182: 5.734572677727748e-05
Position 1666: 5.614225810290449e-05
Position 3145: 5.54785603958529e-05
Position 3221: 5.465333784646938e-05
Position 2328: 5.4581753154406034e-05
Position 2832: 4.6253719966654944e-05
Position 86: 4.614389809180894e-05
Position 1380: 4.397891114703195e-05
Position 200: 3.9887941092657795e-05
Position 2675: 3.96232096992062e-05
Position 3661: 3.944715571312536e-05
Position 1031: 3.810268841137904e-05
Position 170: 3.7792930506145484e-05
Position 323: 3.658754045684353e-05
Position 104: 2.9877518569372815e-05
Position 591: 2.8870529378681292e-05
Position 964: 2.5428165252249846e-05
Position 2543: 2.3765642475528244e-05
Position 3728: 2.344404385127071e-05
Position 444: 2.2860476485660133e-05
Position 197: 2.2777087875176596e-05
Position 1475: 2.2192869870782942e-05
Position 3479: 2.1475513085866363e-05
Position 2907: 2.1351660056183365e-05
Position 1596: 2.0966480051100202e-05
Position 1559: 1.959211849853524e-05
Position 1553: 1.6425293786846965e-05
Position 890: 1.5697086490829437e-05
Position 3668: 1.527686920020156e-05
Position 2352: 1.4981439286561487e-05
Position 1094: 1.3651140531619623e-05
Position 2157: 1.3535464571419212e-05
Position 1097: 1.300471481770346e-05
Position 1565: 1.296893355893079e-05
Position 2419: 8.885126423371528e-06
Position 2654: 8.260956892698578e-06
Position 3683: 5.093953150661949e-06
Position 79: 4.776014899803156e-06
Position 620: 4.334890401764067e-06
Position 2388: 3.839371215588552e-06
Position 3648: 3.839083587272274e-06
Position 3554: 3.82172851745596e-06
Position 3646: 2.7745587909303855e-06
Position 145: 2.4497152640026905e-06
Position 722: 2.3444554670300037e-06
Position 742: 2.0216654071332443e-06
Position 688: 1.882113415497451e-06
Position 479: 1.4350002765065295e-06
Position 112: 8.824545880870553e-07
Position 581: 8.716976281577466e-07
Position 348: 7.781989364194149e-07
Position 142: 6.814258894954402e-07
Position 539: 4.545256269930179e-07
Position 121: 3.2912769494278524e-07
Position 887: 1.4991157697298807e-07
Position 617: 1.2347725234472169e-07
Position 338: 1.2290787504019118e-07
Position 971: 9.909854561720446e-08
Position 530: 8.615446337578045e-08
Position 317: 3.020189308139304e-08
Position 518: 2.0079226724245516e-08
Position 353: 1.2700413943618146e-08
Position 662: 1.1860324880375978e-08
Position 117: 4.879768147596558e-09
Position 382: 3.540081140827835e-09
Position 3095: 2.6300544057408156e-09
Position 474: 1.4960293321984978e-09
Position 139: 1.1461956801304617e-09
Position 652: 8.932109081437276e-11
