Gene = mxt
Position 101: 3.534817250418991e-05
Position 1279: 3.2851762659246196e-05
Position 2436: 3.128394509394913e-05
Position 1329: 2.6771752897442845e-05
Position 392: 2.6602083724358206e-05
Position 833: 2.6323409608008243e-05
Position 3406: 2.449176867271838e-05
Position 2446: 2.4034782876447247e-05
Position 1995: 2.1882342715990967e-05
Position 1648: 2.0532472208693116e-05
Position 1398: 2.0360535424373476e-05
Position 2722: 1.8880938823026568e-05
Position 1305: 1.813788714245999e-05
Position 188: 1.714203691439297e-05
Position 2198: 1.5797917477209374e-05
Position 3767: 1.374381689334862e-05
Position 2014: 1.3149692719744773e-05
Position 414: 1.2626940363785894e-05
Position 530: 1.2337439506861553e-05
Position 1737: 1.0780966390759434e-05
Position 4230: 1.0067542541680925e-05
Position 365: 8.557224424811593e-06
Position 3076: 7.989006350662322e-06
Position 2068: 7.830026262513954e-06
Position 659: 7.749648460286986e-06
Position 170: 7.440502898845746e-06
Position 3274: 7.269882859089997e-06
Position 246: 6.862810390879171e-06
Position 2046: 6.7886447474327325e-06
Position 2109: 6.118660632154045e-06
Position 3361: 6.032900885241867e-06
Position 2935: 5.9195495930817264e-06
Position 602: 5.892811326419965e-06
Position 2549: 5.031304510711465e-06
Position 2155: 4.683243914227977e-06
Position 1810: 4.223148910465783e-06
Position 3470: 4.056981760846121e-06
Position 2751: 3.913232743431869e-06
Position 4034: 3.7319670150097005e-06
Position 1962: 3.6271896847467727e-06
Position 3372: 3.4083260818291145e-06
Position 930: 2.836960293259225e-06
Position 2011: 2.266695900401731e-06
Position 842: 2.0732662895367543e-06
Position 484: 1.820238697201503e-06
Position 509: 1.5408816976012953e-06
Position 2097: 1.5291822447024733e-06
Position 605: 1.321817478693843e-06
Position 517: 1.210555960332941e-06
Position 1617: 1.0976191326430958e-06
Position 1626: 9.89776724085308e-07
Position 3860: 9.840640324301079e-07
Position 2562: 8.919445424918757e-07
Position 1843: 8.479180782623592e-07
Position 4406: 6.612134443395304e-07
Position 3070: 5.615784617719891e-07
Position 3063: 4.0279127913722876e-07
Position 2066: 2.9676560355007666e-07
Position 3341: 2.486330224150665e-07
Position 3495: 2.0948688491392923e-07
Position 2532: 2.0705232827974567e-07
Position 3408: 1.4317981419730368e-07
Position 1750: 9.541837756189768e-08
Position 36: 8.889420608897783e-08
Position 3184: 6.359888731864908e-08
Position 2681: 5.8587745280867426e-08
Position 3829: 5.0741204538264004e-08
Position 30: 3.923655282108356e-08
Position 368: 3.426453539167476e-08
Position 3915: 2.5368862595851335e-08
Position 348: 1.8990573076613214e-08
Position 4087: 1.436319377038855e-08
Position 2544: 1.2515039538507877e-08
Position 3609: 9.727415432477741e-09
Position 806: 8.774198486842629e-09
Position 540: 1.6316752978140218e-09
Position 511: 7.230408637826474e-10
Position 2160: 4.3601724813641043e-10
Position 656: 3.127325857857629e-10
Position 3642: 9.562910503701775e-11
Position 322: 7.909395963242356e-11
Position 1703: 5.3234926307610104e-11
Position 543: 5.227613675855327e-11
Position 3682: 1.947887255360203e-11
Position 3938: 6.211316032014549e-12
Position 2522: 4.749600896834469e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1719: 0.9978954386941624
Position 2648: 0.9975223253931251
Position 3636: 0.9967343371558024
Position 3052: 0.7797758199126698
Position 1078: 0.7398848844631786
Position 3183: 0.549036126250941
Position 2343: 0.5389524091804079
Position 4947: 0.3501650031984774
Position 3215: 0.2959929450469739
Position 2522: 0.2822412971640575
Position 4561: 0.19054934189695366
Position 1527: 0.1640691425158485
Position 4532: 0.161473528042835
Position 4917: 0.12327172802249854
Position 3218: 0.10006509754635373
Position 4437: 0.08933921885637694
Position 2319: 0.07607158487178418
Position 4692: 0.05979514994547217
Position 2493: 0.054890779103523024
Position 4330: 0.04089671498097378
Position 4369: 0.036834476919691744
Position 3829: 0.03291777407659489
Position 275: 0.032257946190643066
Position 4444: 0.027575168225657996
Position 4828: 0.0235886515283421
Position 4374: 0.020544224643743447
Position 4307: 0.02022446052726972
Position 3907: 0.01938031675674953
Position 4275: 0.019188132304999238
Position 108: 0.017164736287868684
Position 5250: 0.014533797331739477
Position 316: 0.013614083466974672
Position 3945: 0.01186944462639123
Position 5373: 0.011834704755323736
Position 4301: 0.00996662419926409
Position 4481: 0.007490336344875144
Position 132: 0.007040764330416218
Position 506: 0.005975203972443082
Position 5727: 0.005938498349801374
Position 5651: 0.005084373897979862
Position 3846: 0.004514917243339835
Position 3376: 0.003784639821839807
Position 2136: 0.0037386879611523757
Position 3974: 0.0035322180620601497
Position 4888: 0.00347578535769017
Position 110: 0.00335466193065587
Position 5780: 0.0028335679738893164
Position 793: 0.002710797409054017
Position 4956: 0.0023090515640438263
Position 1398: 0.0021379016681488815
Position 813: 0.0021169698386784845
Position 1181: 0.0016895364872481441
Position 517: 0.0015394068943934437
Position 4795: 0.001492985210096888
Position 847: 0.0014513494091924098
Position 3984: 0.0014153596948996842
Position 2854: 0.001162270327544503
Position 4406: 0.0011317503618700022
Position 5442: 0.000938213836392751
Position 2907: 0.0009140065152062439
Position 1155: 0.0009033378724135784
Position 5791: 0.0008925982604405439
Position 5471: 0.000840590818611474
Position 2392: 0.0008172661766504638
Position 2206: 0.0007834603615680305
Position 2373: 0.0007693550262548267
Position 5290: 0.000757878866993179
Position 333: 0.0007421675676911228
Position 5311: 0.0007306165991264961
Position 1335: 0.0007164004294011654
Position 1855: 0.0006973903141343104
Position 1560: 0.0006881474931232342
Position 4487: 0.0005851433699473287
Position 239: 0.0005820611952573233
Position 4143: 0.000538061220002965
Position 4997: 0.0005180986268587446
Position 1755: 0.0005171429864130486
Position 1178: 0.0005170437574192926
Position 5453: 0.00047063235830171806
Position 2218: 0.0004645289908664961
Position 4311: 0.00046069492584801977
Position 741: 0.000457122066018417
Position 2091: 0.00043777899005839426
Position 1151: 0.0004243579693050001
Position 168: 0.00041459293312015317
Position 916: 0.0003857342557894658
Position 1158: 0.0003816442094288793
Position 4148: 0.0003787141373242106
Position 570: 0.0003414370663417707
Position 4536: 0.00032840406060480353
Position 4567: 0.0003282664695321891
Position 2150: 0.0003163510617529618
Position 3924: 0.0003153799114153666
Position 879: 0.00028232956655372234
Position 3443: 0.00026734917187013515
Position 5623: 0.00025991640185078475
Position 5096: 0.00025567782208314185
Position 1737: 0.0002502192444147126
Position 4107: 0.00023937517204955758
Position 1017: 0.00023611803083429216
Position 1167: 0.00023480146097021456
Position 4058: 0.00022633756188164737
Position 143: 0.00021965164802229998
Position 2554: 0.00018594172377258547
Position 1375: 0.00017775706440969954
Position 4715: 0.00016771098054535865
Position 1992: 0.00016629157562660858
Position 180: 0.00015898293074862143
Position 744: 0.00015296093501809742
Position 4703: 0.0001466882061617661
Position 1980: 0.00014660185995687286
Position 5810: 0.0001395226716430222
Position 1864: 0.0001365405773715211
Position 3063: 0.0001167761034386236
Position 957: 0.00011421235870061908
Position 442: 0.00011355753308968967
Position 2670: 0.00010189054724624196
Position 995: 0.00010128040216195506
Position 2041: 9.246233690951673e-05
Position 2058: 9.005959276279376e-05
Position 484: 8.987768764135611e-05
Position 1470: 8.981084787676962e-05
Position 2004: 8.403828327809243e-05
Position 1340: 8.260297550526305e-05
Position 3464: 8.242958982187326e-05
Position 1793: 7.59950477339437e-05
Position 3450: 7.582194539676939e-05
Position 4578: 7.233724291643066e-05
Position 1194: 7.035424356827765e-05
Position 1084: 6.940389130208251e-05
Position 5304: 6.89000049425009e-05
Position 4841: 6.118513275202974e-05
Position 4121: 5.934891710692812e-05
Position 5665: 5.698913146364263e-05
Position 5220: 5.640453845806504e-05
Position 1311: 5.323185700307288e-05
Position 3609: 5.313367850135785e-05
Position 4126: 4.96198223448541e-05
Position 2868: 4.69425186161767e-05
Position 973: 4.3997116801665615e-05
Position 153: 4.0043294785825486e-05
Position 819: 3.929197847912492e-05
Position 2880: 3.912698047588851e-05
Position 3012: 3.099908152681219e-05
Position 1828: 2.8329868163959047e-05
Position 3682: 2.757914636795135e-05
Position 1223: 2.6311117235554234e-05
Position 4380: 2.3066939307877246e-05
Position 2208: 2.1357776419367708e-05
Position 2539: 2.0375763019915585e-05
Position 1769: 1.6686181335648207e-05
Position 1917: 1.3902285562493074e-05
Position 3476: 1.3662863380763612e-05
Position 399: 1.2643514357872728e-05
Position 3492: 1.1797047654438917e-05
Position 3422: 1.1585888540507969e-05
Position 1482: 1.12284670902587e-05
Position 595: 1.1002165838380592e-05
Position 1962: 1.0300327860220257e-05
Position 1368: 9.536965848021414e-06
Position 2865: 9.148022681303375e-06
Position 992: 9.032134629035177e-06
Position 3243: 8.919728628703326e-06
Position 1096: 8.543089936344416e-06
Position 576: 8.336941065418725e-06
Position 3341: 7.84397375485725e-06
Position 3550: 7.101169861357325e-06
Position 218: 6.7600405630472555e-06
Position 1210: 6.578188488651374e-06
Position 3394: 6.105393821369456e-06
Position 616: 5.925915377758325e-06
Position 1626: 5.892835188642436e-06
Position 1025: 4.6693043322256415e-06
Position 1578: 4.444662994309545e-06
Position 2607: 4.157074812887307e-06
Position 3304: 3.5574146715896637e-06
Position 2916: 3.1192325779372577e-06
Position 206: 3.0112980682688e-06
Position 2083: 2.9590922228321033e-06
Position 3225: 2.733223538942576e-06
Position 3084: 2.573421671128693e-06
Position 2182: 2.539497694987567e-06
Position 2728: 2.0708219237847474e-06
Position 1870: 1.9587328504448333e-06
Position 2819: 1.7516943864527752e-06
Position 3121: 1.5815954896878133e-06
Position 1914: 1.572691755864565e-06
Position 277: 1.430222836046187e-06
Position 2798: 1.2872450649421955e-06
Position 622: 1.2669710243358395e-06
Position 3096: 1.1789083623547341e-06
Position 2783: 1.1291391087433056e-06
Position 2801: 9.694779706468328e-07
Position 67: 8.789821652762125e-07
Position 2046: 8.303092563536178e-07
Position 3719: 6.109322074072432e-07
Position 2919: 6.088354539403171e-07
Position 186: 5.547433237225171e-07
Position 2567: 5.123707815054588e-07
Position 2542: 4.92563555229313e-07
Position 3495: 4.872558682459361e-07
Position 2877: 3.5143550644433726e-07
Position 2220: 1.963071084256333e-07
Position 3582: 1.914410156738495e-07
Position 246: 1.8628050249611034e-07
Position 2174: 1.8318500462741988e-07
Position 2992: 1.3959736546183686e-07
Position 1822: 1.2521247404237033e-07
Position 2063: 1.2459903757137742e-07
Position 2010: 1.1831662621012659e-07
Position 1941: 7.971188710993735e-08
Position 3725: 3.303633759419782e-08
Position 2922: 2.5979290633210065e-08
Position 3755: 2.4352862904672095e-08
Position 2066: 2.2597586943175384e-08
Position 61: 6.220084167378833e-09
Position 4004: 1.2862758550677592e-09
Position 195: 1.1173249018951936e-09
Position 188: 2.566390539834921e-12
Position 401: 2.5905931027368104e-17
