Gene = da
Position 934: 1.8360599956721124e-05
Position 1448: 1.7326128980920853e-05
Position 1356: 1.7163078080373257e-05
Position 1497: 1.472450336764676e-05
Position 126: 1.4450308630223544e-05
Position 708: 1.1809555664294638e-05
Position 146: 9.844713005633841e-06
Position 337: 9.168035485286018e-06
Position 551: 7.706689598610168e-06
Position 783: 7.386725997284195e-06
Position 643: 7.011187281893778e-06
Position 331: 5.02310916793116e-06
Position 2240: 4.702368453083533e-06
Position 841: 4.062109546842848e-06
Position 863: 3.6120747221665518e-06
Position 456: 3.2096556823148425e-06
Position 1093: 2.9377333968127043e-06
Position 285: 2.8124986904692947e-06
Position 2341: 2.7965610272261224e-06
Position 1275: 2.0055196445711757e-06
Position 898: 1.939277606659562e-06
Position 1989: 1.762194036999632e-06
Position 998: 1.679546802967297e-06
Position 2199: 1.5277544333271017e-06
Position 1098: 1.523799090232101e-06
Position 235: 1.2081452765934627e-06
Position 229: 1.1290861778496287e-06
Position 2238: 9.470947558632046e-07
Position 220: 6.176633389552545e-07
Position 1309: 5.776363982570116e-07
Position 355: 5.678792956543992e-07
Position 128: 5.672182147259046e-07
Position 365: 3.9156180248102865e-07
Position 856: 3.869732918905152e-07
Position 187: 3.4758458107289395e-07
Position 924: 3.339817793025163e-07
Position 1154: 3.2807211112549103e-07
Position 1011: 2.7748471709792646e-07
Position 754: 1.4555775157589885e-07
Position 680: 9.200719981191503e-08
Position 839: 5.806653449941261e-08
Position 820: 1.9777628136245085e-08
Position 518: 1.1027296485408905e-08
Position 592: 1.0748288589233926e-08
Position 478: 7.768338510291663e-09
Position 288: 6.445402599271825e-09
Position 760: 5.8962317219304876e-09
Position 526: 9.873188476537339e-11
Position 467: 9.223364500499628e-11
Position 535: 9.085060747182759e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1943: 0.756625898792307
Position 4718: 0.2642051266802671
Position 1265: 0.19888557405688387
Position 1707: 0.09935323712314367
Position 4919: 0.09891317225799501
Position 475: 0.015758406245413435
Position 1079: 0.014228271526417808
Position 2566: 0.008580246859832996
Position 2544: 0.007396947119519076
Position 4038: 0.006863713764831165
Position 5061: 0.006715806777667596
Position 1907: 0.006454905269856865
Position 4964: 0.005213539582995114
Position 1584: 0.00474074108389836
Position 1744: 0.00407772300667022
Position 4862: 0.0038630900417614992
Position 4008: 0.003696864048601384
Position 558: 0.0034026940754381335
Position 1448: 0.002892124556650986
Position 2004: 0.0028323957586454487
Position 2524: 0.0023989895443592385
Position 2212: 0.0022230494189925177
Position 1033: 0.0020480747458187067
Position 2323: 0.0020449935733041985
Position 4487: 0.0017931930573682933
Position 1113: 0.0016563012972171597
Position 2708: 0.0016197129012054264
Position 2733: 0.0016194384710244338
Position 1269: 0.001600557780189709
Position 1860: 0.001345971586790685
Position 1231: 0.0013367786560686686
Position 4412: 0.001332182283713471
Position 5035: 0.00123369504894634
Position 732: 0.0011629448634709316
Position 1528: 0.0011618805882270262
Position 1428: 0.0011322505678444848
Position 229: 0.0011219480709324938
Position 3045: 0.0009251589456781339
Position 1084: 0.000831576518862785
Position 1225: 0.0008258041136777783
Position 965: 0.0007223957614666166
Position 1911: 0.0006378012820434519
Position 1606: 0.0005877738545646056
Position 1609: 0.0005509452759342725
Position 1853: 0.00043510946868941224
Position 1303: 0.0004202547344281185
Position 895: 0.0004162093592897125
Position 1661: 0.0004044227963811446
Position 4041: 0.00040034323896572205
Position 184: 0.00037173648345090106
Position 668: 0.0003564352367507785
Position 324: 0.00033645944214990566
Position 1887: 0.0003234421309254416
Position 4625: 0.00027392271113262806
Position 4162: 0.0002693966641822528
Position 4361: 0.00025010500344890704
Position 901: 0.00018385294340315093
Position 3372: 0.00018305880133949237
Position 3017: 0.00018203759539016248
Position 1379: 0.00015655619435173243
Position 3244: 0.00015451118385595943
Position 1731: 0.000149361760792098
Position 3350: 0.00014816947050848447
Position 1801: 0.00013656065791862798
Position 2096: 8.685742252923628e-05
Position 1667: 8.673664592720582e-05
Position 942: 7.319631630637077e-05
Position 461: 7.292540368911361e-05
Position 2126: 6.743060827802528e-05
Position 1594: 5.8528971591322674e-05
Position 2199: 4.3944790781366426e-05
Position 974: 3.750706295615807e-05
Position 704: 3.05707292187117e-05
Position 1967: 2.7675638461001358e-05
Position 387: 2.2876823937678297e-05
Position 402: 2.2837355518510225e-05
Position 326: 1.910012868718811e-05
Position 2292: 1.8210053554444415e-05
Position 1133: 1.6476293818589643e-05
Position 913: 1.6313844336432908e-05
Position 690: 1.2193866987787662e-05
Position 930: 1.037998595257174e-05
Position 793: 8.108211122850611e-06
Position 301: 7.76617518640101e-06
Position 856: 7.091309794309412e-06
Position 1240: 6.398627852314511e-06
Position 1137: 5.624409738022359e-06
Position 235: 4.093720866548302e-06
Position 421: 1.336635768542875e-06
Position 264: 1.1722391010908712e-06
Position 157: 1.0228930900720083e-06
Position 411: 8.323250344825452e-07
Position 1093: 7.411715661427892e-07
Position 783: 7.27457959469032e-07
Position 1193: 4.660880322454941e-07
Position 126: 3.7085542903691027e-09
Position 159: 3.52951132317005e-09
Position 427: 8.033092197723534e-14
