Gene = Iyd
Position 1119: 0.00047886078552538715
Position 2813: 0.00047314973198877614
Position 774: 0.00042857075756483614
Position 1057: 0.00042289084871916584
Position 553: 0.0004130813775532264
Position 2833: 0.0004096120330583451
Position 2485: 0.00037475858461553425
Position 602: 0.0003647961231018687
Position 1635: 0.0003571241180286874
Position 1827: 0.0002679212585718063
Position 212: 0.00026650851679996853
Position 2259: 0.0002491185358850902
Position 419: 0.00022706598590670971
Position 1563: 0.00020446199791005731
Position 1850: 0.00015574433460680155
Position 2488: 0.0001556274605959205
Position 1800: 0.00013936945414161217
Position 1198: 0.00013181456151131816
Position 152: 0.00011471479117491009
Position 179: 7.818164822598176e-05
Position 284: 7.555371534928492e-05
Position 1060: 7.315522270466108e-05
Position 788: 6.046456141049639e-05
Position 250: 5.8638432776473997e-05
Position 515: 5.512993684420672e-05
Position 931: 5.129759297262252e-05
Position 1401: 5.0271273229682396e-05
Position 2678: 5.012320242742092e-05
Position 228: 4.732306693326477e-05
Position 1011: 4.406841183671007e-05
Position 2280: 4.253215613751556e-05
Position 2636: 2.8284248537715838e-05
Position 2750: 2.2690452960233098e-05
Position 2404: 2.248291490950341e-05
Position 2845: 1.1732578971943734e-05
Position 2185: 1.1417386742531933e-05
Position 2336: 1.006641308498024e-05
Position 1545: 8.736176019790444e-06
Position 2762: 6.62089557635587e-06
Position 185: 5.103504635401707e-06
Position 2362: 4.839757426765808e-06
Position 1122: 4.538054021826922e-06
Position 2500: 4.072618499642311e-06
Position 918: 4.056908011399122e-06
Position 2241: 2.7167061857381702e-06
Position 2158: 2.1471129674317376e-06
Position 957: 2.019096711006333e-06
Position 337: 1.849358875480171e-06
Position 1048: 1.3448533600014104e-06
Position 940: 1.1881874997501743e-06
Position 2407: 1.019675464891065e-06
Position 1430: 9.75032977491804e-07
Position 797: 5.432847704823722e-07
Position 844: 5.208645097666748e-07
Position 375: 3.6913897370292746e-07
Position 468: 2.0284358523902191e-07
Position 482: 1.8147434380476468e-07
Position 290: 1.147506123263008e-07
Position 1020: 1.0834508509837085e-07
Position 296: 5.354244160265127e-08
Position 686: 4.768405397118528e-08
Position 994: 2.267021077558328e-08
Position 861: 2.0706937445982505e-08
Position 366: 1.9923806412027413e-08
Position 242: 1.3594800770605554e-08
Position 954: 1.2671857888641396e-08
Position 415: 7.91695908469057e-09
Position 69: 3.298758722828532e-09
Position 300: 3.2354662558432115e-09
Position 307: 2.810139855623932e-09
Position 1033: 1.870123543695417e-09
Position 486: 1.5023282389392266e-09
Position 58: 1.1215354184416437e-09
Position 435: 2.0433371705685512e-10
Position 310: 1.6981470738041684e-10
Position 304: 1.1664928756536545e-10
Position 318: 1.6154330410644883e-11
Position 194: 1.2067591958946854e-11
