Gene = l(3)mbn
Position 27: 1.0891951273427818e-06
Position 53: 1.0663521386447868e-06
Position 2629: 1.0558600961729135e-06
Position 2910: 9.628685650738178e-07
Position 146: 9.408682301435088e-07
Position 2712: 3.968221081432358e-07
Position 3141: 3.7885873966754515e-07
Position 1402: 3.703369137315458e-07
Position 325: 2.116241884762597e-07
Position 2369: 1.7010593276308816e-07
Position 2341: 1.431029685994555e-07
Position 2972: 1.2793939091648584e-07
Position 3063: 8.595365145917289e-08
Position 3266: 3.961514572837539e-08
Position 3263: 3.3650248379186634e-08
Position 1085: 8.626128600644754e-09
Position 2825: 4.184655498866699e-09
Position 1142: 1.7596084465642925e-09
Position 370: 3.9465212456366386e-10
Position 390: 6.63483072537778e-11
Position 349: 3.596950803952056e-11
Position 365: 1.7060621212312325e-11
Position 566: 5.047403217123862e-12
Position 679: 4.2184577428104814e-12
Position 509: 7.905373847267686e-13
Position 914: 1.4267817481462767e-13
Position 554: 9.766989716952221e-14
Position 569: 5.2561798926090306e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2309: 0.9916767443553007
Position 2813: 0.9896716905121802
Position 4068: 0.8717861726629461
Position 337: 0.7031207108488301
Position 3937: 0.45341455648298934
Position 3049: 0.35074752057218206
Position 3780: 0.27031804211598554
Position 3485: 0.11108110817220541
Position 1697: 0.058976332942235206
Position 3548: 0.0512522927255371
Position 3899: 0.04390580179818202
Position 3611: 0.033087920176465314
Position 3152: 0.029694002737175467
Position 546: 0.019412449956908714
Position 1909: 0.015479120220117328
Position 3413: 0.014855281265696381
Position 2959: 0.014711794554269495
Position 3178: 0.011465274506897804
Position 1455: 0.009074000513111288
Position 3080: 0.00809120086257767
Position 1772: 0.007650803379417678
Position 3440: 0.007393339477548821
Position 3648: 0.006522330737852877
Position 3244: 0.0037584573089670032
Position 3828: 0.003681524144005618
Position 2592: 0.0034854206813871615
Position 3943: 0.0027901639607101616
Position 2522: 0.0027528753606145162
Position 3517: 0.002688540881073465
Position 3385: 0.0026035205539243515
Position 1567: 0.0022660310833821987
Position 2752: 0.0022294023433736296
Position 1625: 0.0021049858917829268
Position 4664: 0.0020863538630493004
Position 3208: 0.001881659551394163
Position 3231: 0.0017964600475078097
Position 179: 0.0017955606884129444
Position 1434: 0.0016712096225076794
Position 2604: 0.0013754666469823196
Position 3836: 0.0013087550507561228
Position 1160: 0.0012806383560718547
Position 1108: 0.0012670620786179238
Position 3580: 0.0012479863252986044
Position 3856: 0.0011425462425112662
Position 2764: 0.0011192048238936783
Position 2043: 0.001067557457804155
Position 1009: 0.0006633682175129894
Position 386: 0.0006579438616975304
Position 937: 0.0006276480218986147
Position 2060: 0.0005959641982646242
Position 1952: 0.0005865269763092918
Position 1759: 0.000561474253028671
Position 2842: 0.0005594053361127465
Position 2620: 0.0004945953517764118
Position 2817: 0.0004931045712600826
Position 4392: 0.0004623276064187566
Position 189: 0.0004287854726911957
Position 2858: 0.000356933777498097
Position 1742: 0.00035006824480671324
Position 4048: 0.0002753505161267037
Position 4532: 0.00027175810928869293
Position 3468: 0.00025274635631350565
Position 3594: 0.00024241637346877377
Position 4116: 0.00024082946047186704
Position 3531: 0.00023556266161824484
Position 1887: 0.00021795500280724636
Position 1683: 0.00020574194998266616
Position 2972: 0.00018168580471919604
Position 1846: 0.00017773202734307287
Position 2162: 0.00014973472558049987
Position 4369: 0.00014566386011606922
Position 1163: 0.0001451567073323902
Position 3973: 0.0001386600875464727
Position 1061: 0.00013000447376016212
Position 2981: 0.0001294711556410355
Position 1035: 0.0001287272058339627
Position 1335: 0.000126910052521507
Position 1243: 0.0001203531770967866
Position 2087: 0.00011779297736856927
Position 1702: 0.00011586592407679839
Position 1643: 0.00010910138252425888
Position 829: 0.00010154920179045452
Position 1998: 9.848825367394518e-05
Position 3002: 7.930071287968831e-05
Position 1675: 7.721327327096148e-05
Position 4098: 7.559587834479892e-05
Position 4455: 5.844336619423799e-05
Position 2170: 5.68856353211653e-05
Position 4146: 5.255428152742151e-05
Position 660: 5.205051849974414e-05
Position 4380: 5.1835372354922714e-05
Position 1503: 4.9418008278311664e-05
Position 4035: 4.7646809998665984e-05
Position 291: 4.547816917728142e-05
Position 3967: 4.194976347923419e-05
Position 3274: 2.6928948785593623e-05
Position 2009: 2.594979375376756e-05
Position 4338: 2.0910204998324944e-05
Position 606: 1.824664581336821e-05
Position 489: 1.6913476500025857e-05
Position 2935: 1.58061813389914e-05
Position 1278: 1.529171660215283e-05
Position 67: 1.5089955245230453e-05
Position 1653: 1.3421292694938872e-05
Position 283: 1.335016637297329e-05
Position 1014: 1.2344653333241508e-05
Position 1313: 1.1678901037350726e-05
Position 3022: 1.1651371190452484e-05
Position 1917: 1.1286033302675384e-05
Position 1852: 1.102442049253696e-05
Position 732: 9.737137544610626e-06
Position 1253: 9.243060840830113e-06
Position 400: 9.051658024946084e-06
Position 576: 7.79789697980132e-06
Position 2123: 6.867050797342658e-06
Position 2923: 6.256868111178408e-06
Position 424: 6.160471422645956e-06
Position 2019: 4.434209475243894e-06
Position 3454: 3.811802296405339e-06
Position 3688: 3.4015318134451146e-06
Position 2422: 2.9090778769663613e-06
Position 2773: 1.2118668907197952e-06
Position 896: 1.1307955061086426e-06
Position 2678: 1.0361655293267715e-06
Position 564: 9.10828933863563e-07
Position 1258: 7.558513832493974e-07
Position 1967: 7.390640474362198e-07
Position 755: 6.616181479182756e-07
Position 2878: 5.547994313521103e-07
Position 593: 5.124229048594886e-07
Position 817: 5.117748821088263e-07
Position 579: 4.798873958314363e-07
Position 2444: 3.173121170603787e-07
Position 1480: 2.8599444071755353e-07
Position 772: 1.5941825649243378e-07
Position 573: 1.3276577474917532e-07
Position 889: 8.737914070749247e-08
Position 2896: 8.729092339858358e-08
Position 1815: 5.096889362686633e-08
Position 325: 4.761682234675539e-08
Position 3060: 4.67179447725026e-08
Position 2754: 1.4034069921954693e-08
Position 1063: 5.683674391493633e-09
Position 603: 5.2057150230837395e-09
Position 427: 2.8245983533229436e-09
Position 669: 2.034350267039231e-09
Position 74: 1.754902241757232e-09
Position 633: 1.6250290526502094e-09
Position 740: 1.1171819309575062e-09
Position 421: 2.8354331179415553e-11
Position 442: 2.4478991750230735e-11
Position 170: 2.0003320428652945e-11
Position 437: 7.896446896508214e-12
Position 250: 7.062507073077717e-12
Position 439: 1.5261088671726737e-13
Position 566: 9.42964295680922e-14
Position 613: 6.788321127027984e-14
Position 444: 1.0582149657076124e-14
Position 446: 4.685052899748855e-16
Position 654: 2.5800816142646613e-16
Position 464: 7.314406894156763e-17
