Gene = RapGAP1
Position 4856: 2.7424782705469934e-30
Position 466: 2.207934735059168e-30
Position 27761: 2.0981384377486472e-30
Position 12889: 1.9964277317109444e-30
Position 10001: 1.800842804290548e-30
Position 17703: 1.4218491430086984e-30
Position 434: 1.3943197390118834e-30
Position 405: 1.218754255114748e-30
Position 27451: 1.1765129514705472e-30
Position 10170: 1.1636246991358511e-30
Position 9718: 1.0592344574256253e-30
Position 1575: 1.0176184032909566e-30
Position 402: 9.542538438332105e-31
Position 10058: 9.009013081563998e-31
Position 13575: 8.33789275636325e-31
Position 13114: 6.919153272313125e-31
Position 13345: 6.194217620300987e-31
Position 12931: 5.731381009123776e-31
Position 23941: 5.661717933948698e-31
Position 14231: 5.3239499316626745e-31
Position 14011: 4.416911126322446e-31
Position 9060: 3.997249005749029e-31
Position 10142: 3.962619078844222e-31
Position 368: 3.9016989923077387e-31
Position 17619: 3.615944046762427e-31
Position 17707: 3.484983874763486e-31
Position 411: 2.9283944418768675e-31
Position 12911: 2.9113069630643224e-31
Position 847: 2.8386600604579336e-31
Position 10188: 1.8455260424203522e-31
Position 13687: 1.7087424193745422e-31
Position 13977: 1.4310841974132873e-31
Position 13174: 1.2616598435724689e-31
Position 9160: 1.1649949727629624e-31
Position 12216: 1.149261443077353e-31
Position 344: 1.026019367500012e-31
Position 8572: 9.850764324713335e-32
Position 12113: 9.553889938248178e-32
Position 9038: 8.057433786176521e-32
Position 23691: 7.144334670795015e-32
Position 23884: 7.120271746801715e-32
Position 4368: 7.010800177633063e-32
Position 1192: 6.133611711818528e-32
Position 4648: 5.500256710456786e-32
Position 382: 5.408776478207331e-32
Position 11578: 4.876867742226237e-32
Position 5153: 4.761788615128606e-32
Position 214: 4.3999925350412525e-32
Position 4154: 4.399631246133125e-32
Position 3860: 4.2948857639997945e-32
Position 1049: 4.232277543424417e-32
Position 13878: 4.139899875660992e-32
Position 11452: 3.9356831818801915e-32
Position 4286: 3.727938025280166e-32
Position 12353: 3.4585601662149864e-32
Position 12378: 3.4373885592556126e-32
Position 1522: 3.296762550387374e-32
Position 1167: 3.005713337266042e-32
Position 816: 2.608822630657459e-32
Position 4563: 2.3831560488585557e-32
Position 3630: 2.111778051401429e-32
Position 8938: 1.9545164685093054e-32
Position 476: 1.836761107547558e-32
Position 9201: 1.6398423910202163e-32
Position 9099: 1.6301578763700584e-32
Position 9467: 1.5184241362399943e-32
Position 384: 1.4762683187006527e-32
Position 4545: 1.3649378662087444e-32
Position 5146: 1.2557988056573964e-32
Position 4390: 1.2326801965907607e-32
Position 5106: 1.2196348920482241e-32
Position 4636: 1.0165634420081215e-32
Position 5039: 8.349768930846903e-33
Position 554: 7.782415496988951e-33
Position 2226: 7.271647165785106e-33
Position 4957: 7.075250601266694e-33
Position 346: 6.732577254519267e-33
Position 4724: 6.123720047245201e-33
Position 7055: 5.819651713477023e-33
Position 8367: 5.817388494480913e-33
Position 1617: 5.176164289345043e-33
Position 173: 4.5622433306680404e-33
Position 646: 4.492757157389453e-33
Position 2577: 4.2974358417347855e-33
Position 7980: 4.2107722091658295e-33
Position 1389: 3.7439597965655086e-33
Position 505: 3.4756507682676e-33
Position 1206: 2.9174065046347986e-33
Position 13198: 2.7979878456081638e-33
Position 22106: 2.771898362048945e-33
Position 584: 2.5323663586830417e-33
Position 8146: 2.472327635742194e-33
Position 853: 2.3908216869838574e-33
Position 4462: 2.3642551911358855e-33
Position 588: 2.2790455064426197e-33
Position 991: 2.093368949425358e-33
Position 4209: 1.7001702809436584e-33
Position 19722: 1.4350429688909355e-33
Position 2255: 1.4282836162843795e-33
Position 3775: 1.2255934474500139e-33
Position 7781: 1.1780541650790722e-33
Position 4645: 1.1195196899821989e-33
Position 3795: 1.0910203998806213e-33
Position 8977: 8.75075413707715e-34
Position 8626: 8.042889266905573e-34
Position 3725: 6.815847267106707e-34
Position 5122: 5.707029546529022e-34
Position 2377: 5.641386346822357e-34
Position 1127: 4.9583043815824e-34
Position 9352: 4.68588941792067e-34
Position 2276: 4.364846292955296e-34
Position 4693: 3.927199514659835e-34
Position 2598: 3.6794257494514735e-34
Position 18592: 3.608964867501476e-34
Position 823: 3.4373015723630964e-34
Position 18244: 3.2544515751379723e-34
Position 894: 2.809989634178661e-34
Position 2176: 2.2676093599780006e-34
Position 1944: 1.6509355942298572e-34
Position 179: 1.3941249550977158e-34
Position 509: 1.2554280838971773e-34
Position 353: 1.024760691188451e-34
Position 19517: 8.322691624285464e-35
Position 19059: 6.798867058919643e-35
Position 3569: 5.580141011145862e-35
Position 18911: 5.159277180793376e-35
Position 8873: 4.992466498663204e-35
Position 1064: 4.3755294869322104e-35
Position 2553: 4.1045011927699403e-35
Position 1229: 4.0795393862493667e-35
Position 1364: 2.8977709605281585e-35
Position 2624: 2.680664806083044e-35
Position 15985: 2.5006055174712197e-35
Position 14732: 2.4452789473483327e-35
Position 17842: 2.021247999111847e-35
Position 18538: 1.880645869748928e-35
Position 1530: 1.6485186837508846e-35
Position 17494: 1.1866126196974787e-35
Position 14773: 1.0159511086404897e-35
Position 9402: 9.30406056948056e-36
Position 14475: 8.463200360411474e-36
Position 17267: 7.352104784330055e-36
Position 2778: 6.524758294655838e-36
Position 3297: 5.731702532859706e-36
Position 15087: 5.0117423960868125e-36
Position 16021: 4.32944842325168e-36
Position 14760: 2.199211922409973e-36
Position 16349: 1.1935964582456705e-36
Position 16084: 1.075704582393522e-36
Position 13120: 8.470558838806706e-37
Position 15768: 7.83986426659898e-37
Position 14690: 4.866197865995641e-37
Position 14316: 4.626521456744381e-37
Position 997: 4.201498298439087e-37
Position 15151: 2.9704566956185417e-37
Position 14207: 2.6783633351100347e-37
Position 14262: 1.1755847202385088e-37
Position 13138: 3.439302344131435e-38
Position 13217: 2.761101686747256e-38
Position 10595: 2.0738351622039263e-38
Position 11111: 1.7661093666143232e-38
Position 10623: 1.7294259555879165e-38
Position 6229: 4.525183187041113e-40
Position 7105: 4.14521919352295e-40
Position 7647: 3.214237096766131e-40
Position 7246: 2.779973293070808e-40
Position 6879: 2.3488500337588834e-40
Position 5556: 1.989535045520529e-40
Position 8024: 1.6122108986259842e-40
Position 5770: 1.5517733088756776e-40
Position 8836: 1.378581586287985e-40
Position 6527: 1.2813493265611018e-40
Position 7207: 1.2617846436580445e-40
Position 8262: 1.2183306354038442e-40
Position 8185: 9.620102845433202e-41
Position 5839: 6.907069294579564e-41
Position 6573: 5.907139625863309e-41
Position 5587: 5.435670913231012e-41
Position 7032: 5.360774110423554e-41
Position 5761: 5.346629977017478e-41
Position 7674: 4.943537381321761e-41
Position 6533: 4.759179393076723e-41
Position 7721: 4.5692975702780517e-41
Position 8053: 4.146514182411254e-41
Position 7785: 3.345020410731725e-41
Position 6414: 2.616765790249694e-41
Position 7005: 2.121307865916782e-41
Position 6550: 1.6861904863365351e-41
Position 6850: 1.6106337640888975e-41
Position 6970: 1.5651828230751915e-41
Position 6204: 1.2358799717386471e-41
Position 6817: 1.2137086296489057e-41
Position 6186: 8.911839816354309e-42
Position 6714: 7.856651949232385e-42
Position 5690: 6.071503534153433e-42
Position 6455: 5.6421964570202135e-42
Position 5713: 5.1436962408009925e-42
Position 5592: 4.832343358645825e-42
Position 6181: 4.2127147034193844e-42
Position 2815: 4.49262602533019e-43
Position 3326: 2.2530733421366672e-43
Position 4712: 1.7741774426537697e-43
Position 4679: 1.762476366237542e-43
Position 5488: 1.7439735639134854e-43
Position 4374: 1.6376833227393423e-43
Position 3331: 1.5889924376768385e-43
Position 2906: 1.2243485989831718e-43
Position 3118: 1.0506949105244252e-43
Position 2020: 5.455637554754731e-44
Position 1957: 3.329634954840648e-44
Position 1061: 2.96893349512175e-44
Position 904: 2.093422373375264e-44
Position 189: 1.0392445154214178e-45
Position 1258: 1.0232474325108318e-45
Position 540: 8.302532682055494e-46
Position 473: 6.512951380118555e-46
Position 2630: 6.388586325472027e-46
Position 264: 3.851373890523062e-46
Position 1297: 3.610118932925157e-46
Position 497: 3.3872373621034474e-46
Position 137: 2.1795614838685524e-46
Position 690: 1.977423152108809e-46
Position 674: 1.7010694094550501e-46
Position 1421: 1.5402350159576754e-46
Position 1845: 1.3364602354368754e-46
Position 640: 1.2986704379067255e-46
Position 519: 1.9928608710214093e-47
Position 861: 1.0437639779438277e-47
Position 425: 9.58610423336163e-48
Position 600: 7.763368127802202e-48
Position 870: 4.365511641273109e-48
Position 668: 2.7326146110134657e-48
Position 733: 2.7111578000475508e-48
Position 201: 2.5445750306875265e-48
Position 590: 1.2443592244512027e-48
Position 653: 7.969809048340081e-49
Position 112: 5.90936075125083e-49
Position 186: 5.092012364806946e-49
Position 154: 4.171582725088777e-49
Position 199: 2.5826832953314807e-49
Position 1926: 1.4444920534662642e-49
Position 659: 1.3592567245222785e-49
Position 97: 5.664968150575872e-50
Position 770: 2.361409515130353e-50
Position 855: 1.0656658721274838e-51
