Gene = cyc
Position 239: 0.001664450936705024
Position 144: 0.0012046765238672473
Position 1031: 0.0011363780213448432
Position 1721: 0.0009804179957748015
Position 1871: 0.0009560346345810356
Position 1058: 0.0008175072482670302
Position 1287: 0.0008010891768299484
Position 1404: 0.0007557956952105104
Position 1950: 0.0006358742768849897
Position 773: 0.0005991507073516363
Position 319: 0.000477444764413554
Position 1847: 0.0004503805685230042
Position 1440: 0.0003022105085191234
Position 1340: 0.00026742068666152846
Position 107: 0.00022999325812939753
Position 311: 0.00022060692552376874
Position 1802: 0.00019892592686005038
Position 1826: 0.0001948108950772055
Position 1855: 0.00017395980294615938
Position 1761: 0.00016105545146740852
Position 810: 0.000138719007807768
Position 1865: 0.00012857517265152214
Position 1301: 0.00012223384015548587
Position 2151: 0.0001213603867432685
Position 1735: 0.0001212665409024727
Position 599: 0.0001097616530956376
Position 339: 9.380655481842277e-05
Position 1814: 9.040641733162935e-05
Position 896: 5.952849192741982e-05
Position 1014: 5.05568644668342e-05
Position 1311: 4.873008733724968e-05
Position 701: 4.774836960274668e-05
Position 1100: 4.595613026562162e-05
Position 2153: 4.146432411068926e-05
Position 1389: 4.0534439903013114e-05
Position 880: 3.4637396967399924e-05
Position 1422: 3.425122930325135e-05
Position 1065: 2.7681293317061464e-05
Position 815: 2.5879066038551832e-05
Position 1130: 2.224026880157489e-05
Position 1175: 1.589959399723087e-05
Position 1790: 1.539926218860953e-05
Position 1931: 1.4289729200343212e-05
Position 1745: 1.3280538031469032e-05
Position 844: 1.2411555317824436e-05
Position 1370: 1.2282065301637609e-05
Position 246: 1.1416027941323924e-05
Position 291: 9.056299661602941e-06
Position 1079: 8.660943194222085e-06
Position 111: 8.631110108874156e-06
Position 485: 7.415951047420133e-06
Position 692: 7.371650135965393e-06
Position 1070: 7.07353617575e-06
Position 1033: 6.566259920976945e-06
Position 2102: 6.013987332164857e-06
Position 537: 5.933872799474834e-06
Position 1082: 5.559901820829554e-06
Position 779: 5.083308647002441e-06
Position 465: 5.0654684306815406e-06
Position 838: 4.813023291006293e-06
Position 488: 3.480727601788661e-06
Position 455: 2.4750018440698763e-06
Position 921: 2.464531837829782e-06
Position 1108: 2.313586543384527e-06
Position 1877: 2.203152847150566e-06
Position 1162: 1.6336624333781512e-06
Position 737: 1.2512141028553414e-06
Position 356: 7.882351552916024e-07
Position 1624: 7.513433532222312e-07
Position 344: 6.866779299876792e-07
Position 1317: 6.603942438213123e-07
Position 698: 6.290576429080703e-07
Position 1359: 5.374621112529446e-07
Position 899: 5.374250703283868e-07
Position 1349: 3.7664078103560063e-07
Position 1320: 3.3822127795805016e-07
Position 1076: 3.3715181889496326e-07
Position 1114: 2.7966242031145634e-07
Position 93: 2.7265071885445667e-07
Position 350: 2.599372730180223e-07
Position 1235: 2.4572560817849755e-07
Position 175: 2.402171076744701e-07
Position 716: 2.3743039740505162e-07
Position 126: 2.1001707236068938e-07
Position 170: 1.6966509966818042e-07
Position 482: 1.1931097394435204e-07
Position 83: 5.7578962041167624e-08
Position 202: 4.8387972105690337e-08
Position 518: 1.6054114295826322e-08
Position 458: 1.3132798004027783e-08
Position 188: 8.947167378243407e-09
Position 492: 4.021166397917102e-09
Position 178: 2.3250700995832806e-09
Position 496: 1.7699563276568082e-09
Position 346: 1.5828893962554494e-09
