Gene = l(2)gd1
Position 3024: 0.00010723766995274838
Position 2485: 0.00010430997066637641
Position 1072: 0.00010416381394764375
Position 336: 0.00010245803467702556
Position 3554: 0.00010121789744883938
Position 1593: 9.641532092867582e-05
Position 3022: 9.31922868113467e-05
Position 3612: 9.241027550339988e-05
Position 1560: 8.299749953945634e-05
Position 1869: 7.63619723088472e-05
Position 73: 7.61855408469704e-05
Position 2968: 7.293701164136483e-05
Position 2139: 6.118169372282214e-05
Position 1391: 6.037822823904881e-05
Position 1420: 5.5606115941702476e-05
Position 1116: 5.4366148929495446e-05
Position 534: 5.31092436726168e-05
Position 24: 5.22730276785057e-05
Position 785: 4.825195186901717e-05
Position 3804: 4.822129485169044e-05
Position 4: 4.52624097662653e-05
Position 456: 4.1016801808444755e-05
Position 461: 3.6511213483334915e-05
Position 986: 3.632345775196564e-05
Position 3130: 3.5296006741179455e-05
Position 1047: 3.463726103383564e-05
Position 330: 2.8685458870098837e-05
Position 2011: 2.695190636503512e-05
Position 2943: 2.1885346051157345e-05
Position 2680: 2.122701737363939e-05
Position 3398: 1.8071334847907882e-05
Position 2339: 1.7156234948207204e-05
Position 27: 1.6037335014317912e-05
Position 2576: 1.5013716928988056e-05
Position 1133: 1.429353482034453e-05
Position 2539: 1.3142506192245474e-05
Position 2379: 1.2934840865013376e-05
Position 900: 1.2585569274193456e-05
Position 2215: 1.1992241656643604e-05
Position 903: 1.19153087543547e-05
Position 18: 9.417925025742797e-06
Position 2316: 8.758574407451349e-06
Position 2020: 7.346162355733379e-06
Position 1892: 7.195189649181568e-06
Position 3250: 6.859672029746431e-06
Position 208: 6.771571560692743e-06
Position 1974: 6.344321359978596e-06
Position 775: 6.314611611426639e-06
Position 2976: 5.856206513539952e-06
Position 1143: 5.756249171688179e-06
Position 3773: 5.193428925038219e-06
Position 1648: 4.258847455093613e-06
Position 2569: 4.087956558341577e-06
Position 2022: 4.056301506508062e-06
Position 1331: 3.9946862772248645e-06
Position 3424: 3.83639564338531e-06
Position 2271: 2.6634359788005635e-06
Position 1839: 2.4650299691514638e-06
Position 2907: 2.422626525391989e-06
Position 1268: 2.262316161319914e-06
Position 1732: 2.1964018373239656e-06
Position 2987: 1.951797582748533e-06
Position 2229: 1.70394219044987e-06
Position 956: 1.4588897275749092e-06
Position 842: 1.291187854307027e-06
Position 3412: 1.1946575641351502e-06
Position 623: 1.1531237888844374e-06
Position 893: 1.1072209365477297e-06
Position 1850: 8.817439828997986e-07
Position 2826: 8.744612917603997e-07
Position 2614: 8.724138221985085e-07
Position 93: 5.464016187518726e-07
Position 596: 5.195270538870426e-07
Position 2277: 4.018688031086438e-07
Position 1789: 3.6358397530554495e-07
Position 2511: 1.737611245915727e-07
Position 242: 1.0915390959360285e-07
Position 2298: 7.397682960108926e-08
Position 2274: 2.618252029953472e-08
Position 2440: 2.140197707358385e-08
Position 3176: 1.202986335969274e-08
Position 1587: 7.044233559348804e-09
Position 3218: 5.792663965727377e-09
Position 270: 5.670781280335535e-09
Position 938: 5.371074957655731e-09
Position 1929: 4.864635683970224e-09
Position 1291: 3.533103062861284e-09
Position 1663: 3.4491066403349505e-09
Position 3256: 3.165560741835616e-09
Position 1168: 2.4160082329030987e-09
Position 1253: 2.3371170754813085e-09
Position 563: 2.026545087002385e-09
Position 810: 1.9350285314878526e-09
Position 3191: 1.7176042507732576e-09
Position 412: 1.4285814746392445e-09
Position 3188: 9.258866574901982e-10
Position 1311: 4.417215256315691e-10
Position 3383: 3.842362705996916e-10
Position 233: 3.601389360313187e-10
Position 251: 3.469032360556642e-10
Position 124: 3.286971102973448e-10
Position 856: 2.1093634360824763e-10
Position 3237: 2.03079835528252e-10
Position 110: 1.4447331864734176e-10
Position 260: 1.0335007969652608e-10
Position 258: 3.060416495760158e-11
Position 265: 7.728982573128325e-12
Position 2405: 1.7540101696372267e-12
Position 2399: 1.5645202782830946e-12
Position 2954: 7.109453353520766e-13
Position 1519: 1.1651194667798976e-13
Position 3206: 2.1387399845357932e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 3372: 0.9942289065573237
Position 1922: 0.9922598060497135
Position 2412: 0.9640747235979783
Position 265: 0.8622575828762065
Position 3215: 0.7103882672727988
Position 2946: 0.48163135470958024
Position 3589: 0.08971741895970732
Position 2871: 0.05258145787667141
Position 1163: 0.0428673250007459
Position 2218: 0.03814297948483953
Position 3637: 0.02951878453452045
Position 2913: 0.027388519438557437
Position 2244: 0.02586642386193527
Position 1469: 0.021665068705854267
Position 2427: 0.02125457391936724
Position 1556: 0.02020674968656896
Position 287: 0.020201655460982872
Position 3161: 0.017229122268295576
Position 2621: 0.01632247782806909
Position 2447: 0.013923613921674127
Position 2624: 0.013871470888193557
Position 2799: 0.009485893846375569
Position 3217: 0.008385084758456849
Position 303: 0.008381184033220704
Position 3737: 0.006495143977357298
Position 2695: 0.004793770619685311
Position 1832: 0.004488831956601741
Position 2213: 0.0039373449529008855
Position 3167: 0.0035582271462431827
Position 649: 0.003436338086184765
Position 1196: 0.0027346067063913856
Position 2976: 0.002456009334319591
Position 2907: 0.0022755239677541878
Position 2745: 0.002172745219806027
Position 1334: 0.00193985507097453
Position 1072: 0.0017809494595079993
Position 1277: 0.0016015056038175192
Position 3447: 0.0015505940731692129
Position 3608: 0.001449895938488014
Position 2253: 0.0012660238462761677
Position 2950: 0.001241803736218766
Position 1274: 0.0010845472249839175
Position 832: 0.0009897883144682575
Position 1945: 0.0009557218965604164
Position 1571: 0.0009398066811847864
Position 1202: 0.0009072811324440313
Position 443: 0.0008960143265812732
Position 104: 0.0008258374719252548
Position 2180: 0.0007978148376219709
Position 1675: 0.0007292349059935229
Position 2198: 0.0007277375076577135
Position 2001: 0.0006971118566761292
Position 1337: 0.0006676255984608147
Position 1199: 0.0006480254789091491
Position 3172: 0.000619460092543832
Position 900: 0.0005484183195694179
Position 1775: 0.0004685788576536426
Position 2130: 0.0004558759208073646
Position 1646: 0.0004186154447881714
Position 756: 0.00041692659525223175
Position 3188: 0.0003876733028857553
Position 1430: 0.0003321990633874602
Position 2823: 0.00031010817049437455
Position 1306: 0.0003092550557698477
Position 3521: 0.0002968600388016206
Position 423: 0.0002922246519265336
Position 670: 0.0002902627306500519
Position 1959: 0.0002822361027742821
Position 3554: 0.00027849960617245043
Position 1002: 0.00027015329320882606
Position 1639: 0.0002383289483697503
Position 1417: 0.00022822118304228445
Position 1729: 0.00022686968536156214
Position 3390: 0.00021473164791367246
Position 1678: 0.00021226997025458006
Position 2484: 0.00020540160770214741
Position 2257: 0.00019749018291938375
Position 806: 0.00019247014169274766
Position 3059: 0.0001865385183524039
Position 1593: 0.0001859527220753245
Position 601: 0.00018001583759216967
Position 1681: 0.0001784331845204547
Position 1956: 0.00016418998392771193
Position 1426: 0.0001503884819293642
Position 1720: 0.00014873441114510394
Position 2459: 0.000135871273226782
Position 1610: 0.00013347761316781815
Position 1622: 0.00012082778665565196
Position 1241: 0.00011792188761195701
Position 851: 0.00011337366658798628
Position 2753: 0.00011014912565215341
Position 1205: 0.0001067403420775864
Position 93: 0.00010242922213339518
Position 1751: 9.731479834499325e-05
Position 760: 9.39456327573339e-05
Position 2312: 9.375361323882094e-05
Position 810: 8.92731231165307e-05
Position 350: 8.881437632734199e-05
Position 132: 8.129650241644805e-05
Position 2147: 7.18201704105398e-05
Position 636: 7.002630302840914e-05
Position 3848: 6.838884169729224e-05
Position 1738: 6.475646841804434e-05
Position 1763: 6.184340378666991e-05
Position 578: 6.0303467809612156e-05
Position 1439: 6.0101654499014324e-05
Position 2705: 5.7284014869578485e-05
Position 1742: 5.327135544867906e-05
Position 2722: 5.274235054543026e-05
Position 1386: 4.966751909759569e-05
Position 1047: 4.9631087914463835e-05
Position 1129: 4.3513250094835935e-05
Position 2290: 4.014153961080155e-05
Position 908: 3.838256491108781e-05
Position 2449: 3.80986508799068e-05
Position 1121: 3.539548985398489e-05
Position 1103: 2.9712520796033553e-05
Position 1732: 2.9382308163957484e-05
Position 1560: 2.8267592664371022e-05
Position 1343: 2.6576793258995404e-05
Position 465: 2.3899515890737423e-05
Position 3000: 2.339050466607042e-05
Position 495: 2.3286556621407014e-05
Position 1374: 2.289113082773575e-05
Position 336: 2.1288287587107198e-05
Position 1406: 2.065102051341763e-05
Position 3743: 2.0605815005826424e-05
Position 710: 1.810633521588338e-05
Position 3562: 1.6982227516821776e-05
Position 3394: 1.6328834420142807e-05
Position 2561: 1.5719833101785552e-05
Position 2456: 1.4386814751870345e-05
Position 82: 1.2628115656024425e-05
Position 1316: 1.1947494811183668e-05
Position 539: 1.1491422350615766e-05
Position 2039: 1.064384699100479e-05
Position 2656: 1.0309962105784397e-05
Position 1082: 1.0023154612322657e-05
Position 1807: 9.721084896754622e-06
Position 3261: 9.501360163078046e-06
Position 2719: 9.479399543236934e-06
Position 1297: 9.216044733158908e-06
Position 3773: 8.948243646837143e-06
Position 3758: 8.209306332671334e-06
Position 842: 8.065475471475804e-06
Position 914: 7.9463631238299e-06
Position 450: 7.82571956589957e-06
Position 1396: 7.57346281862855e-06
Position 1362: 7.406973255317742e-06
Position 1223: 6.658017240800831e-06
Position 817: 5.877159983084521e-06
Position 1574: 5.636111194856003e-06
Position 1587: 5.611184076425603e-06
Position 688: 5.43004027260931e-06
Position 3397: 5.1112753912826785e-06
Position 404: 5.057762729291716e-06
Position 3417: 5.042069702488846e-06
Position 2337: 4.869483065444157e-06
Position 1143: 4.759913067821482e-06
Position 1168: 4.312520520549834e-06
Position 377: 4.166586350764431e-06
Position 863: 4.104194047366735e-06
Position 746: 4.043731489065446e-06
Position 1042: 3.9986963814122686e-06
Position 2496: 3.829454770620705e-06
Position 714: 3.469961141878961e-06
Position 120: 3.1372949783459268e-06
Position 3777: 2.8193884753267958e-06
Position 409: 2.772322370814385e-06
Position 3788: 2.7550482264410667e-06
Position 346: 2.2064270440515183e-06
Position 667: 2.154838847562639e-06
Position 1009: 2.1381417525485192e-06
Position 3267: 2.1190020761461156e-06
Position 1211: 1.7977108212935957e-06
Position 352: 1.5605948273107841e-06
Position 1090: 1.5481980751385328e-06
Position 2379: 1.4568922928716009e-06
Position 380: 1.3202147982390375e-06
Position 3412: 1.3113144343632527e-06
Position 2103: 1.1058718438909507e-06
Position 3641: 1.0977162073088497e-06
Position 63: 1.0950494714639893e-06
Position 1985: 1.0206484958164841e-06
Position 73: 1.0182301819768835e-06
Position 853: 9.07406438494007e-07
Position 736: 9.052873454242538e-07
Position 3796: 6.295986612087911e-07
Position 676: 5.956432568028948e-07
Position 2517: 5.474798688958597e-07
Position 3456: 4.948592864117189e-07
Position 2511: 4.617360101205134e-07
Position 2033: 4.5771106215057946e-07
Position 2088: 3.128370053026453e-07
Position 3755: 3.016908079233246e-07
Position 2586: 2.536857304770262e-07
Position 136: 2.227797967315612e-07
Position 3492: 1.9855481545429123e-07
Position 2529: 1.6760762842884204e-07
Position 2339: 1.4501300985812364e-07
Position 2544: 7.287818219666675e-08
Position 139: 3.997736941120314e-08
Position 2563: 1.869363060753369e-08
Position 2359: 4.487821306724528e-09
Position 159: 2.2684939773519312e-09
Position 156: 1.2742366589963867e-09
Position 2597: 5.431983157154012e-10
Position 178: 4.1851354998385703e-10
Position 143: 2.309725456812802e-10
Position 145: 9.680911000616594e-11
Position 319: 7.554354384355852e-11
Position 2519: 7.255364323735269e-11
Position 397: 6.039260197642185e-11
Position 726: 4.39526527907114e-11
Position 149: 3.5798139876003145e-11
Position 374: 1.420926723677645e-11
Position 391: 1.239148222103614e-11
Position 3471: 8.066005545421629e-12
Position 517: 4.075238018695959e-12
Position 2569: 8.585828620793377e-13
Position 198: 4.9666301165819214e-14
Position 203: 9.265843296726421e-15
Position 385: 8.545793526930885e-15
Position 183: 1.2387717156144884e-15
Position 185: 5.104668224076421e-17
