Gene = mrn
Position 235: 0.0005249424909325877
Position 760: 0.00039955428476110835
Position 1426: 0.00039066627814566537
Position 392: 0.0003838638601315635
Position 751: 0.00033181335571369437
Position 1285: 0.0003263542857848053
Position 894: 0.0003183755732780396
Position 903: 0.0003097581891402743
Position 1680: 0.0002561511861563118
Position 1151: 0.0002398567480000573
Position 1684: 0.0002205388863208269
Position 1234: 0.0001324085951896362
Position 1259: 7.520189375145659e-05
Position 405: 6.74787901639452e-05
Position 1369: 6.554495347394838e-05
Position 487: 3.455611558047055e-05
Position 260: 2.8876822740333225e-05
Position 279: 2.5976912916254348e-05
Position 1748: 2.5148255013975144e-05
Position 492: 2.264567224755543e-05
Position 1471: 2.1022455515817363e-05
Position 440: 1.756681167464212e-05
Position 111: 1.5075906686079224e-05
Position 1622: 1.3212092433606564e-05
Position 979: 1.226226358253204e-05
Position 567: 1.2203665259319798e-05
Position 502: 1.1123929730915269e-05
Position 787: 1.0297540957457338e-05
Position 921: 9.015580936518731e-06
Position 1724: 8.95070900659876e-06
Position 985: 8.21478026767135e-06
Position 388: 7.017808770234923e-06
Position 144: 5.9128990057308194e-06
Position 1585: 5.4739531721291916e-06
Position 1160: 5.061087516624033e-06
Position 672: 4.949966698756139e-06
Position 249: 3.779986492681308e-06
Position 553: 3.4317515126953257e-06
Position 186: 3.089029387593447e-06
Position 241: 2.9666536989273095e-06
Position 172: 1.2119295364067304e-06
Position 135: 4.790444791485724e-07
Position 292: 4.151087875499788e-07
Position 174: 3.87412936632959e-07
Position 237: 3.1960604744499447e-07
Position 827: 2.0080269099806704e-07
Position 147: 1.842544119603157e-07
Position 129: 1.4807811838903057e-07
Position 183: 9.303478365980905e-08
Position 833: 9.00020204226857e-08
Position 664: 8.905959525839656e-08
Position 925: 6.000516307972626e-08
Position 1460: 5.980162029936196e-08
Position 910: 4.0547678650944175e-08
Position 330: 3.026149673359588e-08
Position 562: 2.3835642704870164e-08
Position 728: 1.067134598186257e-08
Position 831: 7.53304422034734e-09
Position 228: 2.3620104859749273e-09
Position 53: 6.952405979812425e-10
Position 955: 1.273573235637854e-10
Position 80: 5.4119721977825243e-11
Position 397: 1.750039846280392e-14
