Gene = simj
Position 25445: 0.0026935370445102876
Position 13503: 0.002552160494329105
Position 322: 0.0022987000558552283
Position 446: 0.0022556558390521906
Position 22253: 0.0021409840458359794
Position 75: 0.0019196636120215721
Position 25858: 0.001873976296008821
Position 1992: 0.0015976231597386113
Position 21970: 0.0015188955464536357
Position 16173: 0.0014349117988877958
Position 248: 0.0012441737276117977
Position 12054: 0.0011967959033128853
Position 22004: 0.0010934969549115593
Position 21823: 0.001031298034644329
Position 2654: 0.000978513861009419
Position 79: 0.0007266348555919674
Position 22851: 0.0006962356081636426
Position 25458: 0.0005912606738478717
Position 23745: 0.0005152904236809152
Position 25791: 0.0004883202735366306
Position 59: 0.0004868137724357235
Position 21892: 0.0004803476324520106
Position 23409: 0.00047884384441298074
Position 22176: 0.00039508502070484825
Position 61: 0.00033530448467841814
Position 310: 0.0003248533205826702
Position 21860: 0.00031587364453414496
Position 303: 0.00030715988822400253
Position 22957: 0.0002987391627176283
Position 22869: 0.00028005987006726626
Position 21651: 0.0002722549780084901
Position 24556: 0.0002655148109535097
Position 21601: 0.00026181448677843475
Position 1085: 0.00024633215109348135
Position 65: 0.00023464446906332111
Position 24895: 0.00021090492530791244
Position 23863: 0.00020069034559614264
Position 21759: 0.00019368520618853144
Position 23128: 0.00018973168239856051
Position 444: 0.00013198625062551509
Position 2302: 0.0001248007751586996
Position 158: 0.00010926737446181961
Position 24578: 0.00010308769814350804
Position 20645: 0.00010085120800836386
Position 22337: 9.392907315968778e-05
Position 25341: 8.751259745826338e-05
Position 21920: 7.648056072010121e-05
Position 2380: 7.514772359831709e-05
Position 21992: 7.239908006671644e-05
Position 23197: 7.066481143460942e-05
Position 4928: 6.226737303972611e-05
Position 22127: 5.987515628843989e-05
Position 24959: 5.82506487192236e-05
Position 20965: 5.612267468479453e-05
Position 21317: 5.2387051701838284e-05
Position 22205: 4.92427824744552e-05
Position 252: 4.655395869826285e-05
Position 23090: 4.24804909633934e-05
Position 887: 4.2113852502099446e-05
Position 23836: 4.1742690149916235e-05
Position 22973: 3.6324518288024464e-05
Position 21506: 3.425339583805391e-05
Position 20832: 3.341851628142962e-05
Position 188: 3.180171557238974e-05
Position 931: 2.93912198112051e-05
Position 20689: 2.8788124854584445e-05
Position 4788: 2.8693942096392317e-05
Position 21472: 2.7524324376590915e-05
Position 12443: 2.6976896345835697e-05
Position 23109: 2.6913585262268893e-05
Position 23243: 2.668953254831629e-05
Position 23249: 2.6449612037489713e-05
Position 22267: 2.6310888915632522e-05
Position 22943: 2.6025387737264058e-05
Position 369: 2.2538959327615674e-05
Position 2332: 2.1909113132491127e-05
Position 20411: 2.016000400090611e-05
Position 1999: 1.9545777285083682e-05
Position 163: 1.89222321588337e-05
Position 268: 1.8271164824049972e-05
Position 868: 1.7945593253295984e-05
Position 266: 1.7388854322117854e-05
Position 23316: 1.724309959368803e-05
Position 420: 1.5733340792959465e-05
Position 22734: 1.5081105282452925e-05
Position 357: 1.480875484825249e-05
Position 21527: 1.4504525126966158e-05
Position 1037: 1.4333313895128741e-05
Position 21362: 1.3551373468174615e-05
Position 21774: 1.3099281865641493e-05
Position 1615: 1.2594535595987598e-05
Position 73: 1.2381782902395978e-05
Position 40: 1.1944315365821703e-05
Position 63: 1.1901778528933674e-05
Position 2315: 1.1229865402355378e-05
Position 23869: 1.0658497565941413e-05
Position 23909: 1.0599842944619514e-05
Position 4947: 1.0295714904780945e-05
Position 23900: 1.027265333075887e-05
Position 2658: 1.0040169627990069e-05
Position 375: 9.865394497909955e-06
Position 258: 9.84915860051663e-06
Position 250: 9.653430725706394e-06
Position 24346: 9.221624341169017e-06
Position 24267: 8.440457895581148e-06
Position 2440: 8.375640415917796e-06
Position 3576: 7.85073619101301e-06
Position 20510: 7.830746643224723e-06
Position 23239: 7.739270362517025e-06
Position 23141: 7.519009281202699e-06
Position 130: 7.1433315845177236e-06
Position 1547: 7.1283476639828045e-06
Position 55: 7.012610728228398e-06
Position 3204: 6.975985198057525e-06
Position 499: 6.225052191968851e-06
Position 4317: 6.149206927915539e-06
Position 20573: 6.031033692240455e-06
Position 24980: 5.908761393212621e-06
Position 392: 5.519028176408389e-06
Position 4908: 5.381748484745815e-06
Position 3733: 5.206944495908835e-06
Position 22871: 5.145507111041236e-06
Position 50: 4.967133781178094e-06
Position 3710: 4.576468635114446e-06
Position 240: 4.234896608504552e-06
Position 935: 4.1981860066965535e-06
Position 1363: 3.765165066992218e-06
Position 823: 3.63593289289399e-06
Position 2833: 3.6036022794522076e-06
Position 23143: 2.5713174750171666e-06
Position 21795: 2.5424722051620345e-06
Position 120: 2.5079507550318253e-06
Position 24035: 2.498020861899847e-06
Position 1509: 2.4212596767677323e-06
Position 22745: 2.2783974935749297e-06
Position 22653: 2.262064229746289e-06
Position 22640: 2.0594249798876217e-06
Position 915: 2.0004085049135325e-06
Position 512: 1.8420144661910424e-06
Position 22843: 1.836608719506283e-06
Position 22605: 1.4316328636501298e-06
Position 865: 1.3429234291744215e-06
Position 1660: 1.3098985208308945e-06
Position 842: 1.3011916636911175e-06
Position 23428: 9.866705250534481e-07
Position 23799: 9.376396147679889e-07
Position 123: 7.973286875650711e-07
Position 22732: 7.530791677827182e-07
Position 23769: 7.505869954945627e-07
Position 414: 6.486146688358458e-07
Position 22756: 6.015802813271156e-07
Position 23998: 5.853725141573682e-07
Position 22961: 4.664748302617498e-07
Position 23225: 4.2934960988793e-07
Position 23079: 3.979493038869167e-07
Position 22845: 3.6928480956715845e-07
Position 1357: 3.618934006930543e-07
Position 971: 2.84993693364214e-07
Position 22811: 2.8279632766109014e-07
Position 862: 2.824674798022291e-07
Position 1631: 2.675550422924889e-07
Position 22821: 2.5170684250167406e-07
Position 872: 2.5001609670280254e-07
Position 22659: 2.2094942892362357e-07
Position 24162: 2.0952127535145526e-07
Position 22759: 1.8634706193277042e-07
Position 1535: 1.7335382982230842e-07
Position 1812: 1.4998392028672484e-07
Position 854: 1.4771187209900304e-07
Position 1522: 1.4697148577505334e-07
Position 22814: 1.3225612545162142e-07
Position 1624: 1.0470671074692839e-07
Position 23631: 7.896724494596627e-08
Position 32: 7.704353224358872e-08
Position 23061: 6.488184259840192e-08
Position 23676: 3.204760486507795e-08
Position 1014: 2.291770878026711e-08
Position 524: 1.8892210320054776e-08
Position 636: 1.5486307082211627e-08
Position 373: 1.1411349856523577e-08
Position 23503: 1.0396370983078752e-08
Position 22774: 1.0083128843214309e-08
Position 23292: 6.30576955194343e-09
Position 1731: 5.387126910238519e-09
Position 860: 5.313667738973469e-09
Position 510: 5.2579359758924415e-09
Position 1633: 5.058052538560053e-09
Position 23983: 5.019074031132733e-09
Position 644: 4.074072699764594e-09
Position 23132: 3.9606919076356845e-09
Position 1200: 2.9989655332778746e-09
Position 23958: 1.6449404288554452e-09
Position 23024: 1.5167925270894184e-09
Position 23335: 1.3815544824821252e-09
Position 1174: 5.393345882286967e-10
Position 899: 3.6701205875692237e-10
Position 1216: 9.652257465494773e-11
Position 724: 9.56222193512502e-11
Position 938: 7.657831363074502e-11
Position 1198: 2.7637734250927066e-11
Position 23161: 1.884240140856845e-11
Position 870: 1.5458124685962203e-11
Position 22891: 1.513673140571649e-11
Position 22795: 1.2673803556030335e-12
Position 23418: 5.83338653843115e-18
Position 23563: 4.582725321430905e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 22925: 0.9994069871318444
Position 21224: 0.9977099286974904
Position 20270: 0.9928559303678549
Position 22498: 0.9726985034245775
Position 23939: 0.9577053284509003
Position 22665: 0.8771282189189147
Position 24186: 0.7683095849971611
Position 22312: 0.5195728298527389
Position 538: 0.30943922152648073
Position 21587: 0.2286202918780194
Position 22336: 0.16613190802545671
Position 25489: 0.14460543967070597
Position 25439: 0.1430827562605817
Position 25707: 0.13535448132126948
Position 22718: 0.11192943702517809
Position 22041: 0.10821455469998013
Position 16666: 0.09951692259645555
Position 25224: 0.08969138761640966
Position 25089: 0.08957147264121054
Position 16592: 0.07547744204530285
Position 21774: 0.05538570582882885
Position 369: 0.04955488306643497
Position 14164: 0.038118603733989974
Position 23971: 0.03663565316624082
Position 21851: 0.035152478868525
Position 16303: 0.0347466123525829
Position 357: 0.03341431508052791
Position 24473: 0.02943751209986504
Position 22474: 0.024052615466988017
Position 16551: 0.023869564738778652
Position 1862: 0.023808448597191334
Position 15419: 0.018507665174116776
Position 2542: 0.015708731119649502
Position 24816: 0.01421753408315517
Position 21669: 0.012882380747818391
Position 395: 0.011159291111363118
Position 16306: 0.010194848812814634
Position 21622: 0.009285640463746464
Position 25106: 0.009066732505434974
Position 24209: 0.00874042552028348
Position 21746: 0.008166290381835258
Position 2733: 0.00738334879080383
Position 25687: 0.007346149190698973
Position 1420: 0.007168833163311072
Position 21905: 0.006536945745631073
Position 2600: 0.0065293079065325554
Position 16614: 0.006236224470963831
Position 21787: 0.00601336582861535
Position 20285: 0.005597889251969327
Position 16054: 0.004701538494720005
Position 290: 0.004565732744104658
Position 24206: 0.004408860810570113
Position 24214: 0.00435041847368895
Position 22693: 0.0042248515090952425
Position 5044: 0.004084401213474754
Position 16147: 0.004051035400917683
Position 24088: 0.003927715466354041
Position 25499: 0.00364483049921207
Position 14132: 0.00362390709222918
Position 24787: 0.0035528845366018455
Position 24534: 0.0032341675833539164
Position 22353: 0.0032316277730191794
Position 2440: 0.002985118318461024
Position 14202: 0.0029774335358767794
Position 14772: 0.002951323864947132
Position 17722: 0.0028260680288683454
Position 24653: 0.0028186810535972503
Position 21908: 0.002817817980210195
Position 701: 0.0028142410534086203
Position 15948: 0.0027363913808826222
Position 17665: 0.002656723924386571
Position 2699: 0.0026489841519929573
Position 22680: 0.0026404070743009716
Position 21975: 0.0025985278268123016
Position 12864: 0.0025950710577098885
Position 13446: 0.002550579677631827
Position 22518: 0.0025204930714520894
Position 24703: 0.00248185947621591
Position 2657: 0.0023899403350362736
Position 2685: 0.002270155959081085
Position 14394: 0.002233171734212944
Position 25381: 0.0021747828504463094
Position 22653: 0.002137222899203034
Position 676: 0.0020645373749379366
Position 310: 0.001977463013028773
Position 13805: 0.001942091649252579
Position 7736: 0.0019204797978723347
Position 2597: 0.001910877534634989
Position 21743: 0.0019092935063045064
Position 1911: 0.0018811930035104718
Position 2614: 0.001852091835929818
Position 25538: 0.0018253170905522334
Position 21236: 0.001823326624774969
Position 21795: 0.0018232062847897067
Position 25912: 0.0017682531567837767
Position 16028: 0.0017350989444353496
Position 13837: 0.0017145236314254286
Position 25254: 0.001656263107879138
Position 3633: 0.0015653528298067362
Position 21944: 0.0014207193534761335
Position 15373: 0.0013874326821618594
Position 3405: 0.0013538806374754474
Position 15791: 0.0013146611370585101
Position 9386: 0.0012657020342308459
Position 524: 0.0011973885570999857
Position 5100: 0.001137629521296769
Position 1775: 0.0010777473787340823
Position 19584: 0.0010512046808149075
Position 510: 0.0010132664028192232
Position 14056: 0.0009692613199540195
Position 25054: 0.0009646561831711763
Position 9543: 0.0008965748242875618
Position 24502: 0.0008769205588907833
Position 24247: 0.0007841225693266354
Position 24743: 0.0007557489767263816
Position 8691: 0.0006982044862496937
Position 21923: 0.0006611376833198503
Position 317: 0.0006542810193647694
Position 2706: 0.00063860854646004
Position 1972: 0.0006172867968722307
Position 2204: 0.0005170405570886879
Position 11873: 0.0005159376881731272
Position 23983: 0.00050867384081824
Position 392: 0.00045742620200947857
Position 23810: 0.0004457078030505343
Position 2293: 0.0004346803648540539
Position 15909: 0.0004321279562955518
Position 2003: 0.00042172730725137034
Position 11914: 0.0004129584742657735
Position 8206: 0.0004103266207256827
Position 14406: 0.00038812290480112543
Position 8218: 0.000353144516543126
Position 24131: 0.00034800234505501574
Position 23017: 0.00034383026478694036
Position 25862: 0.00034066213316749476
Position 9410: 0.0003236613742211681
Position 21927: 0.0003172609587476486
Position 22127: 0.0003157661955547719
Position 21286: 0.0003144208148592475
Position 21595: 0.00029698463909727367
Position 23503: 0.0002798451749580589
Position 22785: 0.0002750947813630045
Position 3375: 0.0002728447123459475
Position 9034: 0.000259063483991431
Position 25969: 0.00025338127959417735
Position 7493: 0.00024587103352359784
Position 8940: 0.00023736204147399977
Position 3576: 0.0002370564947141573
Position 22402: 0.00023058603606848584
Position 2286: 0.00022242447976651868
Position 2399: 0.00021486770929531783
Position 4427: 0.00017499447674146517
Position 4462: 0.0001734105273848465
Position 703: 0.00017235842762761952
Position 22934: 0.00017146165024769445
Position 22957: 0.00016086931274856094
Position 21855: 0.0001449013874093203
Position 23789: 0.00014418275267762912
Position 22782: 0.00013635767225018717
Position 11884: 0.00013560296786400416
Position 10864: 0.00013229677300998044
Position 23269: 0.00013008506643492952
Position 2414: 0.00013004367942430646
Position 22523: 0.00012613978070609902
Position 3335: 0.00012392255645956576
Position 23173: 0.00011361957698746713
Position 2209: 0.00010682419697923134
Position 3052: 0.00010548274755128588
Position 2743: 0.00010280061301399043
Position 1084: 0.0001017487369884391
Position 2497: 9.770806459901371e-05
Position 3548: 9.19682983903635e-05
Position 22695: 8.875430579174065e-05
Position 2511: 8.445433429207432e-05
Position 22981: 8.247976665677812e-05
Position 25065: 8.194201109533287e-05
Position 1075: 8.017798456984392e-05
Position 7750: 7.975875485078559e-05
Position 507: 7.488612036141677e-05
Position 405: 7.378263207247325e-05
Position 24391: 6.929201249222865e-05
Position 23029: 6.903291364528245e-05
Position 979: 6.0474686491045546e-05
Position 22821: 6.0150331630076236e-05
Position 495: 5.893518133958811e-05
Position 23709: 5.372843079826679e-05
Position 4822: 5.3271663731254384e-05
Position 581: 5.14116171338144e-05
Position 23148: 4.5772385259656284e-05
Position 23951: 4.4257926351305234e-05
Position 21248: 3.703906226132631e-05
Position 23713: 3.425147786715507e-05
Position 25071: 3.311068548525239e-05
Position 2859: 3.254726945254395e-05
Position 23509: 3.234530727307774e-05
Position 24101: 3.177704490934309e-05
Position 1454: 3.0101731590743422e-05
Position 22943: 2.774692887878701e-05
Position 23667: 2.5613016537101743e-05
Position 23512: 2.2377720186269642e-05
Position 22801: 2.165660438072617e-05
Position 584: 2.1229470618098534e-05
Position 3254: 2.1207159072447216e-05
Position 24025: 2.0129908619894917e-05
Position 24256: 1.5789364380928927e-05
Position 23316: 1.5274171586968605e-05
Position 21422: 1.3551373468174615e-05
Position 24236: 1.2798403502914243e-05
Position 1190: 1.1183413949168843e-05
Position 12158: 1.1013079152279789e-05
Position 22531: 1.0152950832677532e-05
Position 23681: 9.59011831376091e-06
Position 409: 7.561701355768715e-06
Position 1268: 6.6988109617657224e-06
Position 23676: 6.400140052852129e-06
Position 12234: 6.194480464129666e-06
Position 23038: 6.0886798320891175e-06
Position 4536: 5.8552808879030315e-06
Position 12299: 5.665514287122446e-06
Position 1316: 5.580463483291134e-06
Position 2387: 5.169132102286075e-06
Position 24105: 4.5297034233951005e-06
Position 23249: 4.460032015029091e-06
Position 2159: 4.398978767105236e-06
Position 12312: 4.103822442303784e-06
Position 23404: 4.060289428407196e-06
Position 23044: 3.857212161528883e-06
Position 931: 3.836610818051435e-06
Position 3997: 3.1400688379307365e-06
Position 22978: 3.024271884451806e-06
Position 24244: 2.9919577963264682e-06
Position 24326: 2.647239538324065e-06
Position 1379: 2.6324828231580464e-06
Position 23321: 2.325266106401305e-06
Position 22408: 2.243642223190855e-06
Position 322: 1.865613789381695e-06
Position 22549: 1.7885279740586815e-06
Position 23466: 1.735166003911848e-06
Position 22538: 1.725457703561199e-06
Position 24650: 1.6601409080264422e-06
Position 3987: 1.624389101264625e-06
Position 23041: 1.364869582256566e-06
Position 223: 1.341869756513956e-06
Position 23194: 1.3248762899283094e-06
Position 22520: 1.3109053016236317e-06
Position 3954: 1.2389421028510855e-06
Position 427: 1.1953149259519215e-06
Position 22954: 1.0722097574274262e-06
Position 7588: 9.842720387714554e-07
Position 7302: 9.757007861661266e-07
Position 24211: 9.58640220228826e-07
Position 2059: 9.23421437437143e-07
Position 7946: 8.403222216269004e-07
Position 7783: 7.164198943859254e-07
Position 7965: 7.160217405325086e-07
Position 8447: 6.934217549877177e-07
Position 22863: 6.448311705763742e-07
Position 23188: 6.313567876389316e-07
Position 328: 4.725204513925894e-07
Position 22827: 4.645703186750361e-07
Position 997: 4.6262880912753704e-07
Position 23387: 4.506067832402884e-07
Position 23435: 4.248138919965454e-07
Position 24405: 4.1729584439768713e-07
Position 23418: 3.9822508907530886e-07
Position 2468: 3.2284343270291464e-07
Position 570: 3.164794448558461e-07
Position 2173: 3.149745040775306e-07
Position 2526: 2.9160934936980714e-07
Position 3584: 2.8853751196928165e-07
Position 3271: 2.840484226059749e-07
Position 22579: 2.627944888209214e-07
Position 23575: 2.59046306907179e-07
Position 23384: 2.555421921892279e-07
Position 2176: 1.9685841926836615e-07
Position 23518: 1.9367426402601373e-07
Position 22990: 1.9189213172088211e-07
Position 573: 1.885156892752366e-07
Position 587: 1.7800738098828209e-07
Position 568: 1.634755917820607e-07
Position 22576: 1.5928778705583097e-07
Position 24426: 1.5878417792440685e-07
Position 23070: 1.1383057090739401e-07
Position 3088: 1.1154710265543114e-07
Position 3919: 9.00212553047534e-08
Position 483: 6.211619565554395e-08
Position 22851: 5.6664560154051725e-08
Position 5109: 5.359008138079095e-08
Position 899: 5.085063565396724e-08
Position 4904: 4.81603937238425e-08
Position 910: 4.680701369221033e-08
Position 5106: 4.540322757474291e-08
Position 24431: 3.36623324374812e-08
Position 1037: 2.38986004068326e-08
Position 886: 2.2592272209020436e-08
Position 120: 1.1031782449230641e-08
Position 3379: 9.411558097635215e-09
Position 1532: 3.88869556358544e-09
Position 424: 1.6235990315732544e-09
Position 99: 4.312630185044757e-10
Position 592: 2.8485027958224183e-11
Position 598: 7.35794614395619e-12
Position 915: 3.586968454436309e-12
Position 442: 2.871435007886219e-13
Position 88: 3.6249576754478886e-14
Position 83: 5.053971629848453e-16
