Gene = comm2
Position 2134: 2.1976211158173822e-07
Position 22: 1.472312005379161e-07
Position 1563: 1.4536873463761099e-08
Position 1823: 3.5055983873568312e-09
Position 1021: 2.871638731692175e-09
Position 1632: 1.9835411592485306e-09
Position 736: 1.8948377382544288e-09
Position 1584: 1.3490700830751895e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1389: 0.977833462121945
Position 1025: 0.007363467928686501
Position 1054: 0.005122649339037435
Position 719: 0.002758688494738924
Position 2126: 0.002665096170823262
Position 404: 0.002601340046451271
Position 2169: 0.00226233411502337
Position 850: 0.002157397317231333
Position 1431: 0.0018968099312494861
Position 746: 0.001739851241550929
Position 793: 0.001481651198676734
Position 264: 0.0010924543539143638
Position 1547: 0.0007583086667376336
Position 818: 0.0006757109253580388
Position 1598: 0.0006493299234402968
Position 410: 0.0005725127548938339
Position 1330: 0.0005630446089408505
Position 2205: 0.0005269469840784065
Position 875: 0.0004750465451787044
Position 1418: 0.0004539674236973165
Position 1100: 0.00044975333704856804
Position 1145: 0.00040645075907163973
Position 362: 0.000375063694585113
Position 445: 0.00025263462650212433
Position 1806: 0.00025066467655260327
Position 2134: 0.0002231393748054205
Position 374: 0.00022269939569925722
Position 493: 0.00020748520602564537
Position 346: 0.00017605071659623105
Position 1437: 0.00016564596144897143
Position 166: 0.00014610413471401954
Position 989: 0.0001449162835386755
Position 343: 0.00013565509849494334
Position 929: 0.000122090484467852
Position 1682: 0.00011182317683045682
Position 1722: 0.00010193243954770841
Position 1864: 0.00010052886184511175
Position 1259: 9.364736976971206e-05
Position 101: 8.582754323656243e-05
Position 1595: 8.247934108785128e-05
Position 2069: 8.024893438021922e-05
Position 893: 7.685384435362683e-05
Position 2043: 7.551269981430594e-05
Position 1885: 7.544994730904909e-05
Position 1507: 6.97028536813711e-05
Position 1122: 6.800250766884071e-05
Position 806: 6.739429107325408e-05
Position 1998: 6.61803915021222e-05
Position 2088: 6.304631248110269e-05
Position 1350: 5.9183362176387567e-05
Position 626: 5.682495893641977e-05
Position 496: 5.2716008978368757e-05
Position 1491: 5.2633812582902294e-05
Position 269: 5.1332586398133104e-05
Position 896: 4.842715871284705e-05
Position 750: 4.595145935225005e-05
Position 98: 3.961847933097426e-05
Position 1933: 3.9558338611997995e-05
Position 999: 2.727289402669278e-05
Position 1644: 2.574167921397442e-05
Position 1282: 1.976695122612677e-05
Position 1653: 1.9569974063479955e-05
Position 1252: 1.9194225965568586e-05
Position 194: 1.7379505559027734e-05
Position 2188: 1.4504914489506014e-05
Position 1466: 1.4296256495307661e-05
Position 283: 1.3658720875021711e-05
Position 713: 1.277768763289259e-05
Position 1232: 8.787960092348313e-06
Position 548: 8.03715184963284e-06
Position 2215: 7.359611916540611e-06
Position 289: 6.2342769447406515e-06
Position 1731: 5.90805164634834e-06
Position 1075: 5.840157951306774e-06
Position 303: 5.748406520711955e-06
Position 499: 5.610045959105128e-06
Position 1004: 5.138623718662413e-06
Position 1032: 4.8620062001397975e-06
Position 1248: 4.334569698998308e-06
Position 449: 4.230118666215042e-06
Position 424: 4.176964733470668e-06
Position 1734: 4.144956659209002e-06
Position 83: 3.265906417429501e-06
Position 2003: 2.989340795430297e-06
Position 182: 2.8747321163600206e-06
Position 382: 2.3341232365991295e-06
Position 371: 2.2521440203686817e-06
Position 49: 1.8938477022959406e-06
Position 1929: 1.8693460575852154e-06
Position 292: 1.573096108681618e-06
Position 420: 1.5725122974260313e-06
Position 1165: 1.541334140803132e-06
Position 132: 1.5347355475216757e-06
Position 1963: 1.2152226530221191e-06
Position 1761: 1.1394614307846817e-06
Position 272: 1.1294923488697518e-06
Position 1279: 1.1120597831987148e-06
Position 1514: 1.0261900527821508e-06
Position 1203: 1.0006361352274905e-06
Position 1210: 9.201687389958966e-07
Position 1913: 7.458362208434455e-07
Position 518: 7.440741218642393e-07
Position 1127: 6.897832700923924e-07
Position 1188: 6.71692862521214e-07
Position 1737: 6.329512838183456e-07
Position 129: 6.255433367103152e-07
Position 1178: 5.487928321905038e-07
Position 150: 4.136272289608996e-07
Position 2212: 3.14624830051186e-07
Position 64: 2.190257135914968e-07
Position 509: 1.711793452585439e-07
Position 515: 1.4227383527903127e-07
Position 152: 7.998247851605507e-08
Position 521: 7.680848514579948e-08
Position 452: 7.216689005471461e-08
Position 1776: 8.188260760166418e-09
Position 1755: 6.678198666328531e-09
Position 107: 1.0752477309755675e-09
Position 140: 3.805863538842757e-10
Position 666: 3.799995462885959e-10
Position 1832: 1.768440431623735e-10
Position 527: 1.7620395509153915e-11
Position 77: 5.954600516123932e-13
Position 58: 5.575062414498439e-13
Position 134: 3.4709861064041464e-13
