Gene = eIF2beta
Position 565: 1.175810954651172e-05
Position 76: 1.0151130688496842e-05
Position 519: 9.786399052927508e-06
Position 663: 9.612713007290083e-06
Position 522: 8.522375991309487e-06
Position 67: 7.929411393904856e-06
Position 1010: 7.530578705986061e-06
Position 666: 5.984855390853968e-06
Position 1178: 5.732478546953211e-06
Position 450: 5.622341168130797e-06
Position 605: 5.434857298595291e-06
Position 927: 5.093203546928785e-06
Position 764: 5.0025155856654054e-06
Position 1223: 4.9179691589418925e-06
Position 98: 4.508911064171164e-06
Position 540: 3.295486158494427e-06
Position 937: 3.0800698320266974e-06
Position 537: 3.064962946601523e-06
Position 941: 2.834564582059024e-06
Position 1172: 2.810049343702344e-06
Position 122: 2.750799307559862e-06
Position 1403: 2.5608799263741206e-06
Position 1513: 2.2744116204326564e-06
Position 1118: 1.973331340080682e-06
Position 1379: 1.8877031397278707e-06
Position 1532: 1.8114416384879524e-06
Position 1220: 1.6283668489718017e-06
Position 531: 1.5918838396797036e-06
Position 438: 1.4827062917564166e-06
Position 1352: 1.208111394290078e-06
Position 534: 1.1953203391215702e-06
Position 1406: 7.193676198290366e-07
Position 1109: 5.759473901609629e-07
Position 609: 5.497853634637221e-07
Position 435: 5.391779776937941e-07
Position 106: 3.599741254791002e-07
Position 669: 3.53496918256478e-07
Position 140: 3.084780721763432e-07
Position 423: 2.9465055731403176e-07
Position 1058: 2.766104435731273e-07
Position 672: 2.754343270659736e-07
Position 949: 2.7236143408251027e-07
Position 618: 1.8421433677867396e-07
Position 712: 1.07053508049894e-07
Position 621: 7.380328509477854e-08
Position 289: 6.679885513004949e-08
Position 166: 3.4041530688846054e-08
Position 509: 2.7514256966577496e-08
Position 612: 2.5469271674995164e-08
Position 441: 1.7780521859453906e-08
Position 499: 1.6661161109297132e-08
Position 726: 1.624179222841912e-08
Position 624: 4.89699767109079e-10
Position 472: 4.004917660753426e-10
Position 147: 3.945918947625004e-10
Position 469: 3.3539771594493257e-10
Position 678: 1.747211351869397e-10
Position 684: 1.2045268063164458e-10
Position 507: 1.1237290097629896e-10
Position 489: 1.1200081874986971e-10
Position 486: 9.726596761212276e-11
Position 739: 4.073915221809602e-11
Position 627: 2.6236988802790308e-11
Position 456: 2.465841196492893e-11
Position 733: 2.3390484022417714e-11
