Gene = cass
Position 1552: 1.4833235553131668e-06
Position 2230: 1.3460076826786193e-06
Position 2060: 1.3284449175380125e-06
Position 1423: 1.2633718352678658e-06
Position 1559: 1.2181207169079062e-06
Position 451: 1.0928136377363782e-06
Position 1165: 9.764615707289134e-07
Position 952: 8.905225460238233e-07
Position 1686: 8.00553642985661e-07
Position 218: 7.883339975225902e-07
Position 1813: 7.263420918746662e-07
Position 2206: 5.683769368963361e-07
Position 1210: 5.595085131670005e-07
Position 2946: 5.255307696020976e-07
Position 2452: 5.115064836462191e-07
Position 1870: 4.882890131273822e-07
Position 883: 4.459490780037757e-07
Position 384: 4.1290605331305076e-07
Position 2323: 3.8371612013915825e-07
Position 967: 3.8271610233732957e-07
Position 1093: 2.6756239347381625e-07
Position 2281: 2.5258613077211485e-07
Position 1402: 2.2344814585583698e-07
Position 2416: 2.0611655188382137e-07
Position 1130: 1.8802987058760468e-07
Position 1835: 1.85884555422797e-07
Position 2294: 1.7547938784266406e-07
Position 528: 1.5823323317024336e-07
Position 2326: 1.3633244291707568e-07
Position 445: 1.3449510394248826e-07
Position 1727: 1.3022018338669546e-07
Position 489: 1.288430097099002e-07
Position 1476: 1.0735720197916237e-07
Position 1437: 1.0430221539416365e-07
Position 1717: 9.441186395742995e-08
Position 1667: 9.328218031730565e-08
Position 1144: 5.769319698128123e-08
Position 240: 5.264596906229077e-08
Position 1200: 5.1981018783117376e-08
Position 474: 4.5495858030198856e-08
Position 2306: 4.456365990666128e-08
Position 1676: 3.699573398399515e-08
Position 381: 3.230660268470141e-08
Position 2331: 2.0780154899389074e-08
Position 1837: 1.4834297228953164e-08
Position 516: 1.2831927808099308e-08
Position 1840: 9.736167453058333e-09
Position 1852: 9.42830188916599e-09
Position 1867: 8.827122754715181e-09
Position 1882: 7.845083055321562e-09
Position 1501: 5.661908982647963e-09
Position 2132: 5.547844359738089e-09
Position 494: 4.118924610149078e-09
Position 71: 3.738626676405632e-09
Position 185: 1.4135719032578193e-09
Position 1695: 9.940337446977134e-10
Position 1855: 9.238528519800262e-10
Position 508: 3.5315729945225513e-10
Position 2123: 1.9912983036918408e-10
Position 1983: 1.5180875651437585e-10
Position 1733: 5.876036773572663e-11
