Gene = fs(2)ltoPP43
Position 1409: 4.179395778870057e-08
Position 81: 3.933255197167076e-08
Position 1347: 2.629984094579593e-08
Position 2794: 2.583627799458829e-08
Position 1435: 2.2603208248743352e-08
Position 1380: 2.1742787611967513e-08
Position 2818: 2.0740865378755316e-08
Position 1429: 9.438953193145936e-09
Position 1392: 6.673598742376347e-09
Position 2709: 2.8514216233265997e-09
Position 1273: 2.640216851545069e-09
Position 1240: 5.882932384252978e-10
Position 1873: 3.856275629297034e-10
Position 1931: 3.6193708432871143e-10
Position 1444: 1.4592120678752318e-10
Position 1388: 1.3483305571198579e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2692: 0.9996551361562859
Position 807: 0.9933204674564539
Position 2448: 0.9768426037447562
Position 616: 0.29750781375783647
Position 421: 0.1723751723276211
Position 593: 0.11648378628438559
Position 622: 0.08982719296143242
Position 3046: 0.032896655017502933
Position 683: 0.016781319027014505
Position 437: 0.015289458641157248
Position 665: 0.008775859690201584
Position 1542: 0.008023882532318562
Position 543: 0.006302322274348951
Position 1489: 0.004157638442839232
Position 1510: 0.0034794970099216154
Position 2497: 0.003073502767592439
Position 2151: 0.0030362670188996714
Position 1373: 0.0024984776473391916
Position 3022: 0.0021827407703851748
Position 2174: 0.001901813385123928
Position 2044: 0.0018039946397247271
Position 597: 0.0017607214904372384
Position 2480: 0.0017254038518996974
Position 600: 0.0016273097188397284
Position 1729: 0.0015975943058329192
Position 1719: 0.0014980958127638055
Position 553: 0.0013582821799676885
Position 645: 0.0010982394915625149
Position 1976: 0.0008690040152160351
Position 2075: 0.0007201596549174379
Position 842: 0.0006680487881598618
Position 2477: 0.0005723117284618497
Position 111: 0.00040235686324729627
Position 1457: 0.00033707516724380197
Position 2518: 0.00029155902051715605
Position 3012: 0.0002042149967459137
Position 1960: 0.0001682176236921485
Position 1905: 0.00015434838125276081
Position 458: 0.000150630522137837
Position 1089: 0.00011923330181440194
Position 2184: 0.00010934160342121527
Position 1939: 9.950894364465478e-05
Position 2530: 8.577519831715659e-05
Position 3002: 8.406932079884094e-05
Position 920: 7.672087915057925e-05
Position 1993: 7.475796053164657e-05
Position 1688: 7.111611283539871e-05
Position 479: 6.893778503746351e-05
Position 758: 5.330288850439315e-05
Position 1635: 4.4072200663414535e-05
Position 1920: 3.9493065519370416e-05
Position 1095: 3.9079434644960976e-05
Position 879: 3.830850254183984e-05
Position 2021: 3.827992712716656e-05
Position 2408: 3.702881263089597e-05
Position 2345: 3.6553909301333706e-05
Position 2281: 3.108492235878924e-05
Position 1627: 2.621540021493708e-05
Position 2092: 2.5759473024839057e-05
Position 1615: 2.4386968158092257e-05
Position 2312: 2.2376347158093593e-05
Position 882: 1.8784923652762553e-05
Position 2085: 1.756277826680076e-05
Position 696: 1.741893663647657e-05
Position 1782: 1.5409258982241977e-05
Position 2275: 1.4960230267678857e-05
Position 2655: 1.3854058954319962e-05
Position 2709: 1.3246382188683526e-05
Position 1949: 1.230240342839454e-05
Position 2723: 9.247597398138714e-06
Position 3009: 7.370116967140245e-06
Position 2703: 7.085861483870013e-06
Position 1650: 5.065869759734224e-06
Position 992: 4.394684421000259e-06
Position 717: 4.190813384661922e-06
Position 2250: 3.3615364485581142e-06
Position 176: 3.203462517025761e-06
Position 723: 3.1842590035970894e-06
Position 128: 3.1505179463232407e-06
Position 2861: 3.00500436723781e-06
Position 1820: 3.000453095714924e-06
Position 1590: 2.607300794352654e-06
Position 1007: 2.24381735410867e-06
Position 2097: 2.100899941772768e-06
Position 713: 1.8446915186326113e-06
Position 2829: 1.7059048182405438e-06
Position 2717: 1.5118414114913054e-06
Position 852: 1.340555837482729e-06
Position 898: 1.1932635768597904e-06
Position 152: 5.236003545618309e-07
Position 343: 3.8873276909082946e-07
Position 2781: 1.5276394591015444e-07
Position 2856: 1.4752854503542727e-07
Position 2785: 1.0623200807437858e-07
Position 2880: 1.0460542565602827e-07
Position 1018: 5.789318785158357e-08
Position 908: 3.2632688655671924e-08
Position 1120: 2.8051677861725672e-08
Position 287: 2.7290339592838536e-08
Position 311: 2.7278055008766247e-08
Position 329: 2.5869298381317816e-08
Position 1015: 2.33398880145253e-08
Position 1117: 2.035413156776952e-08
Position 1055: 1.8009158801079762e-08
Position 2886: 1.3128687270976475e-08
Position 334: 9.708768622176646e-09
Position 859: 7.53963495912127e-09
Position 143: 5.816292671727111e-09
Position 308: 5.1842443086981396e-09
Position 200: 4.470122192676666e-09
Position 1038: 2.360838331974217e-09
Position 212: 1.5622677509791644e-09
Position 1167: 1.3429524702702033e-09
Position 1112: 1.2240751866154648e-09
Position 146: 1.1914156980577403e-09
Position 2871: 6.285519174519096e-10
Position 936: 5.784056925146519e-10
Position 1040: 4.712414979575255e-10
Position 1224: 3.1585273291321355e-10
Position 930: 1.0716216043206594e-10
Position 258: 8.037970693618199e-11
Position 264: 1.524831746207356e-11
Position 331: 1.404289450999331e-11
Position 222: 3.998443675747618e-12
Position 234: 3.1471578431979295e-14
Position 246: 7.887530176761956e-15
