Gene = fon
Position 1249: 0.0004484636276521355
Position 1193: 0.00040981948024834696
Position 1877: 0.00035854789658792236
Position 1424: 0.00035766324378848596
Position 3037: 0.00035115626738242234
Position 1991: 0.00034060755454617996
Position 211: 0.0003299547332984942
Position 658: 0.0003118953203696683
Position 540: 0.0002489690581937419
Position 1511: 0.00024776261402537276
Position 442: 0.00020393723892358188
Position 583: 0.00020052338056161518
Position 1390: 0.00019793935433367232
Position 2475: 0.0001879298342421536
Position 308: 0.00017536648826580682
Position 690: 0.0001331363482410046
Position 2597: 0.00012988292376906163
Position 864: 0.00010854644755303523
Position 875: 9.789396715282006e-05
Position 2865: 7.547138944831371e-05
Position 1355: 7.322644377926115e-05
Position 240: 5.382868443979354e-05
Position 2482: 3.030513027381596e-05
Position 2545: 2.7721207366962348e-05
Position 1041: 1.1121711587600338e-05
Position 950: 7.524274961953922e-06
Position 149: 6.5790425108398224e-06
Position 685: 5.688345916988466e-06
Position 180: 4.312069582233409e-06
Position 167: 1.6764718550690288e-06
Position 154: 1.302176963412773e-06
Position 78: 4.59250143854346e-07
Position 281: 2.2245379519826771e-07
Position 49: 4.2825042756404546e-08
Position 122: 1.1980073245008888e-08
Position 669: 8.246223870909684e-09
Position 695: 8.046698829595266e-09
Position 508: 7.785304968842384e-09
Position 710: 5.098716053036325e-09
Position 747: 3.3290763510699233e-09
Position 51: 2.363894937589581e-10
Position 118: 8.932765641767282e-13
