Gene = Sbspon
Position 807: 7.128768319476384e-06
Position 81: 6.171541365830643e-06
Position 1616: 5.094125740799861e-06
Position 111: 3.718112444168652e-06
Position 436: 3.524676777010838e-06
Position 42: 1.8982218172860226e-06
Position 463: 1.4120687055990982e-06
Position 2445: 1.1540033402667933e-06
Position 745: 1.0361479114379486e-06
Position 1575: 9.85751670001866e-07
Position 485: 8.94066697097301e-07
Position 595: 6.097212855860754e-07
Position 578: 5.87831320265037e-07
Position 420: 3.072049005716986e-08
Position 349: 1.2091886835946952e-08
Position 517: 4.2737760384860836e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4316: 0.7130130535278683
Position 8881: 0.7118665331723417
Position 17051: 0.5364346568823211
Position 7628: 0.38999827609933996
Position 1536: 0.3431264250161893
Position 5157: 0.25196543888393774
Position 5766: 0.22314712455560182
Position 7485: 0.1441962184715222
Position 7724: 0.14317599600114647
Position 8097: 0.12875374072688284
Position 18649: 0.1012283754519916
Position 908: 0.101170181340404
Position 11628: 0.06120946355601034
Position 7945: 0.03683669438075119
Position 8242: 0.035645272321615754
Position 1607: 0.032248762364496024
Position 8752: 0.026334062037694707
Position 16668: 0.026245192284691868
Position 1021: 0.02583386505430224
Position 7973: 0.022331547541999956
Position 11595: 0.020924305366686654
Position 14581: 0.019964157230335275
Position 7684: 0.018391091547787924
Position 1685: 0.01693684807903625
Position 5326: 0.01429386704084608
Position 13244: 0.014279424829910344
Position 13672: 0.013074306100402652
Position 9316: 0.011848251235150193
Position 1049: 0.010370538144258472
Position 926: 0.009611819995872841
Position 2786: 0.009220785332922296
Position 8960: 0.008211226652851327
Position 10725: 0.007543563170006552
Position 7433: 0.0068677164142342175
Position 1164: 0.006234030876335329
Position 4276: 0.006061024033015442
Position 10085: 0.005763437877330318
Position 411: 0.00549086613806588
Position 1180: 0.0054811578969538345
Position 1266: 0.005185304658254041
Position 1073: 0.005167889379059844
Position 13032: 0.004806300590588208
Position 12713: 0.004718456063199134
Position 1184: 0.0038570674211986515
Position 9956: 0.0033314275743691283
Position 3795: 0.0032753831075753997
Position 1304: 0.0030264002991300834
Position 2426: 0.002957995760603704
Position 836: 0.0028883538834717963
Position 892: 0.002842631448774522
Position 1067: 0.002761145151451864
Position 4658: 0.002694326138647018
Position 2565: 0.002489158756300546
Position 3627: 0.0023509090103764423
Position 869: 0.002265752362401275
Position 6097: 0.002245994316244441
Position 965: 0.0022275059641860477
Position 6119: 0.002108587075437154
Position 12416: 0.0018213800736641811
Position 3258: 0.0017309053707184152
Position 1237: 0.0017059873730428101
Position 3124: 0.0016749646308570133
Position 1797: 0.0014568667040889063
Position 3232: 0.0012747416055556863
Position 1311: 0.0011122224069303318
Position 1587: 0.001111962390590977
Position 6739: 0.0010629794722961472
Position 1116: 0.000954686233398261
Position 932: 0.0008468285025977743
Position 2906: 0.0008237408345819526
Position 2072: 0.0007945701973101208
Position 1646: 0.0006281985860086848
Position 10021: 0.0005839831459576849
Position 2828: 0.0005781403311406654
Position 1290: 0.0005706396025742844
Position 1098: 0.0005648949859233908
Position 4890: 0.0005354759176440696
Position 5323: 0.0005264237333573039
Position 5161: 0.0004202785479433096
Position 788: 0.00041504489578822094
Position 1557: 0.00040799438076817693
Position 6145: 0.00038807623632323003
Position 5494: 0.00037128287877794203
Position 3014: 0.00034970477076534255
Position 2366: 0.00034657009068794385
Position 3158: 0.00032323816439205536
Position 4670: 0.00028017438839789713
Position 2394: 0.00022921118525246528
Position 445: 0.00022434157310672045
Position 979: 0.00021248014391686803
Position 669: 0.0002031136611906885
Position 2379: 0.00019363838501140074
Position 1540: 0.0001751579316903373
Position 3700: 0.0001320826574688719
Position 194: 0.00012974861329613478
Position 700: 0.00012896842025075773
Position 172: 0.00012252673225787055
Position 4501: 0.00011798799264189455
Position 575: 0.00011535494635933699
Position 1221: 0.00010168678014467647
Position 807: 9.234048318052878e-05
Position 8665: 8.437903229357673e-05
Position 375: 7.606980708862439e-05
Position 1166: 6.896800327155589e-05
Position 499: 6.120007156576563e-05
Position 5977: 5.8613230632288816e-05
Position 879: 5.839393608798664e-05
Position 1090: 5.731331710428243e-05
Position 1214: 4.921025783280452e-05
Position 3299: 3.8395512582856654e-05
Position 1001: 3.7283074435009604e-05
Position 1085: 3.011184221815533e-05
Position 702: 2.843729970578337e-05
Position 609: 2.7028117426311875e-05
Position 756: 2.6826324309838316e-05
Position 2597: 2.57487189264279e-05
Position 139: 2.3090304798087307e-05
Position 2480: 2.1329344842771e-05
Position 2080: 1.7988403212322825e-05
Position 232: 1.4625040988371954e-05
Position 203: 1.3950408819318374e-05
Position 951: 1.3305450730405147e-05
Position 1088: 1.1193822130027704e-05
Position 556: 1.0888316602443042e-05
Position 842: 9.836188729708025e-06
Position 943: 9.554305687216978e-06
Position 1026: 8.434577723895134e-06
Position 420: 7.532710523918062e-06
Position 272: 5.6148917600831905e-06
Position 1554: 4.693421022466101e-06
Position 998: 4.3975096251792876e-06
Position 535: 3.8913669812646445e-06
Position 759: 3.4152938902497475e-06
Position 816: 3.2777792365749993e-06
Position 1626: 3.1208344094528764e-06
Position 4226: 1.1754004382826355e-06
Position 507: 7.716469977025277e-07
Position 1562: 7.401449333442034e-07
Position 1464: 6.312924842054565e-07
Position 549: 3.528899566054543e-07
Position 349: 3.321039315073561e-07
Position 344: 3.3126154444182356e-07
Position 515: 1.3513798685667894e-07
Position 709: 1.2797439650850542e-07
Position 976: 6.164959604137942e-08
Position 141: 3.283809539583046e-08
Position 682: 9.835596068102953e-11
Position 620: 5.4803244022407346e-11
