Gene = Parm1
Position 5397: 0.015868778169929987
Position 11986: 0.014894555093822641
Position 7993: 0.0142266891203235
Position 2070: 0.011772890257062981
Position 6047: 0.011529338298009159
Position 6519: 0.009238055444023056
Position 5756: 0.008979470613685205
Position 5130: 0.0086569103762208
Position 2128: 0.00861424596090091
Position 2012: 0.008266848150382826
Position 2720: 0.008089267538851797
Position 361: 0.007575211962668597
Position 7776: 0.007427401046475808
Position 6619: 0.007097526600775539
Position 1389: 0.0065905726705552305
Position 6202: 0.006377107961792701
Position 1547: 0.00545520979872265
Position 4854: 0.0054458814271753165
Position 5412: 0.005338983820385589
Position 2025: 0.004086817795796837
Position 2916: 0.003761568778374701
Position 6766: 0.0036892812959465554
Position 7023: 0.003569856720407583
Position 2664: 0.003308402128553053
Position 3139: 0.0032974141935869046
Position 1873: 0.0030815285379708446
Position 8395: 0.00296268039122814
Position 3706: 0.002508904324191947
Position 3638: 0.0018861715597977779
Position 2636: 0.0013411528513489275
Position 2424: 0.0012312466252506443
Position 4484: 0.0012177564705061655
Position 699: 0.0010719292235202061
Position 2092: 0.0009382863849043735
Position 499: 0.0006417499233622393
Position 927: 0.0006073297147380385
Position 934: 0.000600481345212337
Position 275: 0.0005930438494518418
Position 2778: 0.0005886386540377697
Position 1688: 0.0005633898815957609
Position 1275: 0.00045638436037183274
Position 265: 0.0004181781595187059
Position 1095: 0.00040855484615314467
Position 3177: 0.00029882707872717483
Position 2893: 0.0002595414159512798
Position 195: 0.00019431877897492205
Position 2076: 0.00018753199538387768
Position 724: 0.00018161147927517505
Position 895: 0.00012176431411895395
Position 365: 0.00010415781211945128
Position 1600: 8.918554931829072e-05
Position 143: 5.5638404384110925e-05
Position 1521: 5.046750277545285e-05
Position 798: 2.0565576075422032e-05
Position 293: 2.0058093732057628e-05
Position 626: 1.6494172181847486e-05
Position 3150: 1.3017847527411134e-05
Position 854: 1.2577509066491105e-05
Position 758: 1.2176629653952414e-05
Position 676: 1.1844798505337583e-05
Position 93: 1.017769616822366e-05
Position 813: 1.0047352401305745e-05
Position 881: 8.57103203034402e-06
Position 311: 8.534921731373837e-06
Position 367: 6.992689980438193e-06
Position 391: 4.8446350925888454e-06
Position 598: 4.200152636132058e-06
Position 605: 2.7613245600369652e-06
Position 475: 2.651720147954991e-06
Position 815: 1.95811190786543e-06
Position 875: 1.8818994388051072e-06
Position 482: 1.8399501901453245e-06
Position 731: 1.4764284687998542e-06
Position 250: 1.405235245274121e-06
Position 287: 1.2508240761027561e-06
Position 451: 1.2082534391031044e-06
Position 102: 6.883138409348518e-07
Position 386: 6.823828126541434e-07
Position 233: 6.804897189167624e-07
Position 586: 3.988444215623293e-07
Position 1118: 3.480645841849785e-07
Position 244: 3.4076395781146465e-07
Position 459: 2.946568299837831e-07
Position 619: 2.6914898476220415e-07
Position 409: 2.651002022620175e-07
Position 295: 1.6817977412069726e-07
Position 382: 1.398485404283358e-07
Position 216: 9.778508067739052e-08
Position 431: 9.114808115049632e-08
Position 152: 6.488176806456948e-08
Position 443: 5.090721355069223e-08
Position 424: 4.9167757293465436e-08
Position 211: 4.339631638754356e-08
Position 213: 2.445141537581692e-08
Position 411: 1.4199514482488923e-08
Position 664: 5.411395063342042e-09
Position 682: 3.438814517037197e-09
Position 76: 3.0911766404610105e-09
Position 508: 9.222745013140164e-10
Position 621: 1.411992258099373e-10
