Gene = Sprr2d
Position 1176: 0.00020894340508910596
Position 709: 0.0002009290418726792
Position 598: 0.00016958404493909573
Position 1131: 0.00016187398491326755
Position 1574: 0.0001262201526277096
Position 153: 0.00011992431122769546
Position 505: 0.00011433748104137333
Position 1600: 9.807968229023026e-05
Position 235: 8.635840668013479e-05
Position 1179: 8.276641791892482e-05
Position 297: 8.24326152615705e-05
Position 1529: 7.946029175507226e-05
Position 1109: 6.693293829869168e-05
Position 1350: 6.51551668506763e-05
Position 161: 6.169790645525571e-05
Position 1655: 5.755891509920113e-05
Position 500: 5.720785480162869e-05
Position 950: 5.2411385661360706e-05
Position 1034: 4.698704641998287e-05
Position 1134: 3.93697631551759e-05
Position 1608: 3.911407795190967e-05
Position 1012: 3.613852815823642e-05
Position 558: 3.5129752213796285e-05
Position 581: 2.994260914146241e-05
Position 191: 2.7313776781541644e-05
Position 1269: 2.625377797835344e-05
Position 243: 2.279055114724786e-05
Position 417: 2.244833515924287e-05
Position 238: 1.6161238477998274e-05
Position 307: 1.5476035943470784e-05
Position 301: 1.3337468611115365e-05
Position 124: 1.1348132684674302e-05
Position 773: 1.0236663669161092e-05
Position 776: 8.196695029184785e-06
Position 769: 8.192857570588654e-06
Position 315: 8.078264685146023e-06
Position 741: 6.172809532520101e-06
Position 754: 5.6260943333571945e-06
Position 164: 5.5769890294093075e-06
Position 176: 4.672239796886568e-06
Position 782: 4.423827081484132e-06
Position 786: 4.014561375695163e-06
Position 107: 2.8747395300425145e-06
Position 610: 2.7672074398822305e-06
Position 766: 2.639105203414068e-06
Position 700: 1.6434265777094428e-06
Position 198: 1.2070042307104948e-06
Position 586: 1.0623364691089983e-06
Position 179: 1.7051896710639476e-07
Position 196: 8.511442461524492e-08
Position 168: 6.125723268684252e-08
Position 96: 3.8199027413138535e-08
Position 205: 1.0034390808177673e-08
Position 379: 1.178355382335852e-09
Position 386: 4.703561820491215e-10
Position 512: 2.2442927923404995e-10
Position 517: 1.0843238551622573e-10
Position 381: 1.851550826518995e-12
