Gene = Cox5a
Position 2996: 0.0006801307477626322
Position 10703: 0.000587043562161075
Position 2948: 0.0005621812604316334
Position 9249: 0.000533995563923856
Position 10606: 0.0005134883508623025
Position 3270: 0.0004848065357678392
Position 11049: 0.00046505406402278936
Position 10284: 0.00037979857253500127
Position 1257: 0.00034715006412189275
Position 9711: 0.00033786340314082556
Position 10627: 0.0003375209638458674
Position 496: 0.00031845177856104905
Position 7903: 0.00029222030849543736
Position 9861: 0.00027797943819053066
Position 392: 0.00026887128132908417
Position 8088: 0.00024073437319166124
Position 1018: 0.00022516213762810192
Position 397: 0.00022457367969508534
Position 300: 0.0002151221942699898
Position 10796: 0.00018612637837743285
Position 987: 0.0001711625321006898
Position 9224: 9.780797254798592e-05
Position 257: 8.658494202835086e-05
Position 2591: 7.742689258390172e-05
Position 3955: 7.317789076072552e-05
Position 8084: 7.117069725636056e-05
Position 562: 6.420076698578633e-05
Position 292: 5.7731050799953545e-05
Position 4480: 5.7533637968280545e-05
Position 9688: 5.244541339034297e-05
Position 2731: 3.702469303534632e-05
Position 1574: 3.444946299345886e-05
Position 1262: 3.263734443224642e-05
Position 2803: 3.221005658483489e-05
Position 859: 3.0253467715197318e-05
Position 583: 2.682191518134408e-05
Position 5182: 2.6111799775451833e-05
Position 9180: 2.610965240950658e-05
Position 2492: 1.92974555990537e-05
Position 923: 1.6695903673730747e-05
Position 5290: 1.3948206346272684e-05
Position 1164: 1.320932775152791e-05
Position 1296: 1.2944170654683097e-05
Position 7949: 1.0964528073993342e-05
Position 1033: 9.10540342736804e-06
Position 960: 8.698478471848546e-06
Position 689: 8.199723613474808e-06
Position 672: 6.9221207773617284e-06
Position 303: 3.85471479655775e-06
Position 10017: 3.500806442154352e-06
Position 1170: 4.095386738745057e-07
Position 1740: 4.0020391099467147e-07
Position 1785: 2.829000916637212e-07
Position 463: 1.5090035553371265e-07
Position 1768: 9.616204508204535e-08
Position 1631: 9.485318335040337e-08
Position 651: 4.2124913262128114e-08
Position 125: 2.6266554088297354e-08
Position 82: 1.573189939537314e-08
Position 723: 1.2733559865551008e-08
Position 593: 1.1369293482377084e-08
Position 158: 1.0248748978086299e-08
Position 700: 9.007301478085207e-09
Position 756: 7.0522768124945456e-09
Position 141: 5.651934895658248e-09
Position 727: 5.310818591694099e-09
Position 97: 7.182124536267819e-10
